replica,network,population,sigma,true_model,net_size,colab_cond,RR
21,Lattice,All,0.8,2,484,COLAB,0.4084254556319092
22,Lattice,All,0.8,2,484,COLAB,0.38243959929286975
23,Lattice,All,0.8,2,484,COLAB,0.4023381807812946
24,Lattice,All,0.8,2,484,COLAB,0.4273633343400785
25,Lattice,All,0.8,2,484,COLAB,0.41508884357704634
26,Lattice,All,0.8,2,484,COLAB,0.4040345821325648
27,Lattice,All,0.8,2,484,COLAB,0.3991769547325103
28,Lattice,All,0.8,2,484,COLAB,0.3899055489964581
29,Lattice,All,0.8,2,484,COLAB,0.41614349775784754
30,Lattice,All,0.8,2,484,COLAB,0.4208860759493671
31,Lattice,All,0.8,2,484,COLAB,0.39271623672230654
32,Lattice,All,0.8,2,484,COLAB,0.4134285714285714
33,Lattice,All,0.8,2,484,COLAB,0.3857398568019093
34,Lattice,All,0.8,2,484,COLAB,0.3982696897374702
35,Lattice,All,0.8,2,484,COLAB,0.4123769338959212
36,Lattice,All,0.8,2,484,COLAB,0.40619520748100524
37,Lattice,All,0.8,2,484,COLAB,0.4104753771705095
38,Lattice,All,0.8,2,484,COLAB,0.41169486494508756
39,Lattice,All,0.8,2,484,COLAB,0.39357664233576645
40,Lattice,All,0.8,2,484,COLAB,0.4056248187880545
41,Lattice,All,0.8,2,484,COLAB,0.4037285173317798
42,Lattice,All,0.8,2,484,COLAB,0.40411996364737957
43,Lattice,All,0.8,2,484,COLAB,0.3706896551724138
44,Lattice,All,0.8,2,484,COLAB,0.40950965824665675
45,Lattice,All,0.8,2,484,COLAB,0.39907326962061973
46,Lattice,All,0.8,2,484,COLAB,0.39442111577684463
47,Lattice,All,0.8,2,484,COLAB,0.4119542924113683
48,Lattice,All,0.8,2,484,COLAB,0.39596319382606116
49,Lattice,All,0.8,2,484,COLAB,0.39460269865067465
50,Lattice,All,0.8,2,484,COLAB,0.3979148566463944
1,Lattice,All,0.8,2,484,NOLAB,0.35074083070196743
2,Lattice,All,0.8,2,484,NOLAB,0.3069744597249509
3,Lattice,All,0.8,2,484,NOLAB,0.3378313253012048
4,Lattice,All,0.8,2,484,NOLAB,0.3345743360635393
5,Lattice,All,0.8,2,484,NOLAB,0.3396841313612434
6,Lattice,All,0.8,2,484,NOLAB,0.33399014778325126
7,Lattice,All,0.8,2,484,NOLAB,0.3336633663366337
8,Lattice,All,0.8,2,484,NOLAB,0.33558830635419185
9,Lattice,All,0.8,2,484,NOLAB,0.34579667644183776
10,Lattice,All,0.8,2,484,NOLAB,0.31912302070645554
11,Lattice,All,0.8,2,484,NOLAB,0.33574457470690944
12,Lattice,All,0.8,2,484,NOLAB,0.3373493975903614
13,Lattice,All,0.8,2,484,NOLAB,0.34214463840399
14,Lattice,All,0.8,2,484,NOLAB,0.35497512437810946
15,Lattice,All,0.8,2,484,NOLAB,0.3340122199592668
16,Lattice,All,0.8,2,484,NOLAB,0.3476352998537299
17,Lattice,All,0.8,2,484,NOLAB,0.33525594808940157
18,Lattice,All,0.8,2,484,NOLAB,0.343666747396464
19,Lattice,All,0.8,2,484,NOLAB,0.344326852079744
20,Lattice,All,0.8,2,484,NOLAB,0.3103279490944689
21,Lattice,All,0.8,2,484,NOLAB,0.33175591531755916
22,Lattice,All,0.8,2,484,NOLAB,0.3509168550615423
23,Lattice,All,0.8,2,484,NOLAB,0.3369749939305657
24,Lattice,All,0.8,2,484,NOLAB,0.3270582329317269
25,Lattice,All,0.8,2,484,NOLAB,0.3306412139011258
26,Lattice,All,0.8,2,484,NOLAB,0.3304183408177736
27,Lattice,All,0.8,2,484,NOLAB,0.34617271835132485
28,Lattice,All,0.8,2,484,NOLAB,0.3361199901647406
29,Lattice,All,0.8,2,484,NOLAB,0.3487518355359765
30,Lattice,All,0.8,2,484,NOLAB,0.33477842003853564
31,Lattice,All,0.8,2,484,NOLAB,0.3198950381679389
32,Lattice,All,0.8,2,484,NOLAB,0.35580163697640826
33,Lattice,All,0.8,2,484,NOLAB,0.32957332025502695
34,Lattice,All,0.8,2,484,NOLAB,0.33558830635419185
35,Lattice,All,0.8,2,484,NOLAB,0.3252228378703927
36,Lattice,All,0.8,2,484,NOLAB,0.34023809523809523
37,Lattice,All,0.8,2,484,NOLAB,0.32957957957957956
38,Lattice,All,0.8,2,484,NOLAB,0.32427088482451805
39,Lattice,All,0.8,2,484,NOLAB,0.3320264641019358
40,Lattice,All,0.8,2,484,NOLAB,0.32959258355696514
41,Lattice,All,0.8,2,484,NOLAB,0.3388929175731206
42,Lattice,All,0.8,2,484,NOLAB,0.34731129748396644
43,Lattice,All,0.8,2,484,NOLAB,0.34857423795476894
44,Lattice,All,0.8,2,484,NOLAB,0.3260656540911318
45,Lattice,All,0.8,2,484,NOLAB,0.3235294117647059
46,Lattice,All,0.8,2,484,NOLAB,0.3597014925373134
47,Lattice,All,0.8,2,484,NOLAB,0.34137426900584794
48,Lattice,All,0.8,2,484,NOLAB,0.3339735894357743
49,Lattice,All,0.8,2,484,NOLAB,0.33652430044182624
50,Lattice,All,0.8,2,484,NOLAB,0.3299646286003032
1,Lattice,All,0.8,7,484,COLAB,0.3650982727814175
2,Lattice,All,0.8,7,484,COLAB,0.39304888386549874
3,Lattice,All,0.8,7,484,COLAB,0.3887249114521842
4,Lattice,All,0.8,7,484,COLAB,0.3689095127610209
5,Lattice,All,0.8,7,484,COLAB,0.37184806894350464
6,Lattice,All,0.8,7,484,COLAB,0.39859935803910124
7,Lattice,All,0.8,7,484,COLAB,0.35937026945201334
8,Lattice,All,0.8,7,484,COLAB,0.3721556886227545
9,Lattice,All,0.8,7,484,COLAB,0.38487394957983195
10,Lattice,All,0.8,7,484,COLAB,0.37283810603912676
11,Lattice,All,0.8,7,484,COLAB,0.3660012099213551
12,Lattice,All,0.8,7,484,COLAB,0.39149332505433093
13,Lattice,All,0.8,7,484,COLAB,0.3839516824849008
14,Lattice,All,0.8,7,484,COLAB,0.39327779373743177
15,Lattice,All,0.8,7,484,COLAB,0.3824124963841481
16,Lattice,All,0.8,7,484,COLAB,0.38229007633587786
17,Lattice,All,0.8,7,484,COLAB,0.40067754850631354
18,Lattice,All,0.8,7,484,COLAB,0.377710843373494
19,Lattice,All,0.8,7,484,COLAB,0.3885017421602787
20,Lattice,All,0.8,7,484,COLAB,0.3779799247176913
21,Lattice,All,0.8,7,484,COLAB,0.39647844565877355
22,Lattice,All,0.8,7,484,COLAB,0.3771513353115727
23,Lattice,All,0.8,7,484,COLAB,0.37019653857436197
24,Lattice,All,0.8,7,484,COLAB,0.373469387755102
25,Lattice,All,0.8,7,484,COLAB,0.39415384615384613
26,Lattice,All,0.8,7,484,COLAB,0.377693651718113
27,Lattice,All,0.8,7,484,COLAB,0.3806884480746791
28,Lattice,All,0.8,7,484,COLAB,0.39668442865600945
29,Lattice,All,0.8,7,484,COLAB,0.38700906344410874
30,Lattice,All,0.8,7,484,COLAB,0.39846290274903934
31,Lattice,All,0.8,7,484,COLAB,0.3909597886703845
32,Lattice,All,0.8,7,484,COLAB,0.40194588020674976
33,Lattice,All,0.8,7,484,COLAB,0.39209726443769
34,Lattice,All,0.8,7,484,COLAB,0.3721556886227545
35,Lattice,All,0.8,7,484,COLAB,0.3771325950314277
36,Lattice,All,0.8,7,484,COLAB,0.39513053681431504
37,Lattice,All,0.8,7,484,COLAB,0.3973885892705081
38,Lattice,All,0.8,7,484,COLAB,0.35383659521590555
39,Lattice,All,0.8,7,484,COLAB,0.39767995240928017
40,Lattice,All,0.8,7,484,COLAB,0.40804597701149425
41,Lattice,All,0.8,7,484,COLAB,0.37177541729893776
42,Lattice,All,0.8,7,484,COLAB,0.3772753963593658
43,Lattice,All,0.8,7,484,COLAB,0.3813340967649585
44,Lattice,All,0.8,7,484,COLAB,0.3983101991550996
45,Lattice,All,0.8,7,484,COLAB,0.40159428257284224
46,Lattice,All,0.8,7,484,COLAB,0.3727981518914236
47,Lattice,All,0.8,7,484,COLAB,0.3821656050955414
48,Lattice,All,0.8,7,484,COLAB,0.3892824145364952
49,Lattice,All,0.8,7,484,COLAB,0.40439238653001464
50,Lattice,All,0.8,7,484,COLAB,0.3856018653453804
1,Lattice,All,0.8,7,484,NOLAB,0.339041095890411
2,Lattice,All,0.8,7,484,NOLAB,0.3117144293614882
3,Lattice,All,0.8,7,484,NOLAB,0.33274736313410347
4,Lattice,All,0.8,7,484,NOLAB,0.3203763307749443
5,Lattice,All,0.8,7,484,NOLAB,0.3302337938363443
6,Lattice,All,0.8,7,484,NOLAB,0.3307163886162905
7,Lattice,All,0.8,7,484,NOLAB,0.33640081799591004
8,Lattice,All,0.8,7,484,NOLAB,0.32903225806451614
9,Lattice,All,0.8,7,484,NOLAB,0.3199510403916769
10,Lattice,All,0.8,7,484,NOLAB,0.31542114471382154
11,Lattice,All,0.8,7,484,NOLAB,0.33167206578619485
12,Lattice,All,0.8,7,484,NOLAB,0.32822702159718736
13,Lattice,All,0.8,7,484,NOLAB,0.3379061371841155
14,Lattice,All,0.8,7,484,NOLAB,0.33556085918854417
15,Lattice,All,0.8,7,484,NOLAB,0.33497658368252403
16,Lattice,All,0.8,7,484,NOLAB,0.3173605655930872
17,Lattice,All,0.8,7,484,NOLAB,0.3130456472935894
18,Lattice,All,0.8,7,484,NOLAB,0.3293804453049371
19,Lattice,All,0.8,7,484,NOLAB,0.3280956848030019
20,Lattice,All,0.8,7,484,NOLAB,0.3072139303482587
21,Lattice,All,0.8,7,484,NOLAB,0.3281602002503129
22,Lattice,All,0.8,7,484,NOLAB,0.32970647773279355
23,Lattice,All,0.8,7,484,NOLAB,0.31538839724680434
24,Lattice,All,0.8,7,484,NOLAB,0.33316941234325054
25,Lattice,All,0.8,7,484,NOLAB,0.34735547355473556
26,Lattice,All,0.8,7,484,NOLAB,0.31527093596059114
27,Lattice,All,0.8,7,484,NOLAB,0.32476520019772614
28,Lattice,All,0.8,7,484,NOLAB,0.33341602580004964
29,Lattice,All,0.8,7,484,NOLAB,0.31524742527003263
30,Lattice,All,0.8,7,484,NOLAB,0.325657071339174
31,Lattice,All,0.8,7,484,NOLAB,0.3203931203931204
32,Lattice,All,0.8,7,484,NOLAB,0.34742740703005603
33,Lattice,All,0.8,7,484,NOLAB,0.327062954602458
34,Lattice,All,0.8,7,484,NOLAB,0.32903225806451614
35,Lattice,All,0.8,7,484,NOLAB,0.322328197603326
36,Lattice,All,0.8,7,484,NOLAB,0.3330739299610895
37,Lattice,All,0.8,7,484,NOLAB,0.31925
38,Lattice,All,0.8,7,484,NOLAB,0.3288456743954126
39,Lattice,All,0.8,7,484,NOLAB,0.3203463203463203
40,Lattice,All,0.8,7,484,NOLAB,0.328873753344685
41,Lattice,All,0.8,7,484,NOLAB,0.32437185929648243
42,Lattice,All,0.8,7,484,NOLAB,0.3279979674796748
43,Lattice,All,0.8,7,484,NOLAB,0.3203834510595358
44,Lattice,All,0.8,7,484,NOLAB,0.3263837180441797
45,Lattice,All,0.8,7,484,NOLAB,0.32232431090141545
46,Lattice,All,0.8,7,484,NOLAB,0.3388490985428501
47,Lattice,All,0.8,7,484,NOLAB,0.3380703066566941
48,Lattice,All,0.8,7,484,NOLAB,0.31870275542550597
49,Lattice,All,0.8,7,484,NOLAB,0.34164334774866445
50,Lattice,All,0.8,7,484,NOLAB,0.3170548459804658
1,Lattice,Bo,0.2,13,413,COLAB,0.5205696202531646
2,Lattice,Bo,0.2,13,413,COLAB,0.5192226446979299
3,Lattice,Bo,0.2,13,413,COLAB,0.4967506092607636
4,Lattice,Bo,0.2,13,413,COLAB,0.48209139563606423
5,Lattice,Bo,0.2,13,413,COLAB,0.5141829804234919
6,Lattice,Bo,0.2,13,413,COLAB,0.4870670758439281
7,Lattice,Bo,0.2,13,413,COLAB,0.5174591381872214
8,Lattice,Bo,0.2,13,413,COLAB,0.44019933554817275
9,Lattice,Bo,0.2,13,413,COLAB,0.48964677222898906
10,Lattice,Bo,0.2,13,413,COLAB,0.48933333333333334
11,Lattice,Bo,0.2,13,413,COLAB,0.5075356415478615
12,Lattice,Bo,0.2,13,413,COLAB,0.5016233766233766
13,Lattice,Bo,0.2,13,413,COLAB,0.47824213700990953
14,Lattice,Bo,0.2,13,413,COLAB,0.5028496273564226
15,Lattice,Bo,0.2,13,413,COLAB,0.4788975021533161
16,Lattice,Bo,0.2,13,413,COLAB,0.5139818826309571
17,Lattice,Bo,0.2,13,413,COLAB,0.4904782056707575
18,Lattice,Bo,0.2,13,413,COLAB,0.5146778497903164
19,Lattice,Bo,0.2,13,413,COLAB,0.4952063359733222
20,Lattice,Bo,0.2,13,413,COLAB,0.5066154502774222
21,Lattice,Bo,0.2,13,413,COLAB,0.49440619621342513
22,Lattice,Bo,0.2,13,413,COLAB,0.5230210016155089
23,Lattice,Bo,0.2,13,413,COLAB,0.49347568208778175
24,Lattice,Bo,0.2,13,413,COLAB,0.47901653242899533
25,Lattice,Bo,0.2,13,413,COLAB,0.49182338511856094
26,Lattice,Bo,0.2,13,413,COLAB,0.4997869620792501
27,Lattice,Bo,0.2,13,413,COLAB,0.4881703470031546
28,Lattice,Bo,0.2,13,413,COLAB,0.5108997225525168
29,Lattice,Bo,0.2,13,413,COLAB,0.4699165568730786
30,Lattice,Bo,0.2,13,413,COLAB,0.5049301561216105
31,Lattice,Bo,0.2,13,413,COLAB,0.5233140655105973
32,Lattice,Bo,0.2,13,413,COLAB,0.472620050547599
33,Lattice,Bo,0.2,13,413,COLAB,0.4795369987598181
34,Lattice,Bo,0.2,13,413,COLAB,0.44019933554817275
35,Lattice,Bo,0.2,13,413,COLAB,0.4770755885997522
36,Lattice,Bo,0.2,13,413,COLAB,0.5207125103562552
37,Lattice,Bo,0.2,13,413,COLAB,0.5100755667506297
38,Lattice,Bo,0.2,13,413,COLAB,0.4688
39,Lattice,Bo,0.2,13,413,COLAB,0.504653130287648
40,Lattice,Bo,0.2,13,413,COLAB,0.5094415427882684
41,Lattice,Bo,0.2,13,413,COLAB,0.5034393809114359
42,Lattice,Bo,0.2,13,413,COLAB,0.48812994585589337
43,Lattice,Bo,0.2,13,413,COLAB,0.5020424836601307
44,Lattice,Bo,0.2,13,413,COLAB,0.5010688328345447
45,Lattice,Bo,0.2,13,413,COLAB,0.5002148689299527
46,Lattice,Bo,0.2,13,413,COLAB,0.5329416701636592
47,Lattice,Bo,0.2,13,413,COLAB,0.4994073488739629
48,Lattice,Bo,0.2,13,413,COLAB,0.5144720750101917
49,Lattice,Bo,0.2,13,413,COLAB,0.5298570227081582
50,Lattice,Bo,0.2,13,413,COLAB,0.5202190395956192
1,Lattice,Bo,0.2,13,413,NOLAB,0.4986979166666667
2,Lattice,Bo,0.2,13,413,NOLAB,0.4755628775398133
3,Lattice,Bo,0.2,13,413,NOLAB,0.513255567338282
4,Lattice,Bo,0.2,13,413,NOLAB,0.4894878706199461
5,Lattice,Bo,0.2,13,413,NOLAB,0.4875595553202753
6,Lattice,Bo,0.2,13,413,NOLAB,0.4819915254237288
7,Lattice,Bo,0.2,13,413,NOLAB,0.48386229155459926
8,Lattice,Bo,0.2,13,413,NOLAB,0.48702702702702705
9,Lattice,Bo,0.2,13,413,NOLAB,0.513818084250067
10,Lattice,Bo,0.2,13,413,NOLAB,0.5065142249401755
11,Lattice,Bo,0.2,13,413,NOLAB,0.4957983193277311
12,Lattice,Bo,0.2,13,413,NOLAB,0.4745139253809774
13,Lattice,Bo,0.2,13,413,NOLAB,0.4770263293753227
14,Lattice,Bo,0.2,13,413,NOLAB,0.5043227665706052
15,Lattice,Bo,0.2,13,413,NOLAB,0.4669146957214988
16,Lattice,Bo,0.2,13,413,NOLAB,0.4754142169962587
17,Lattice,Bo,0.2,13,413,NOLAB,0.5005257623554153
18,Lattice,Bo,0.2,13,413,NOLAB,0.48254620123203285
19,Lattice,Bo,0.2,13,413,NOLAB,0.4819479429051218
20,Lattice,Bo,0.2,13,413,NOLAB,0.456198347107438
21,Lattice,Bo,0.2,13,413,NOLAB,0.5067567567567568
22,Lattice,Bo,0.2,13,413,NOLAB,0.46796431467964317
23,Lattice,Bo,0.2,13,413,NOLAB,0.4897269180754226
24,Lattice,Bo,0.2,13,413,NOLAB,0.5006615506747817
25,Lattice,Bo,0.2,13,413,NOLAB,0.4910547396528705
26,Lattice,Bo,0.2,13,413,NOLAB,0.4937655860349127
27,Lattice,Bo,0.2,13,413,NOLAB,0.4722521551724138
28,Lattice,Bo,0.2,13,413,NOLAB,0.48201043669321614
29,Lattice,Bo,0.2,13,413,NOLAB,0.5025627191799299
30,Lattice,Bo,0.2,13,413,NOLAB,0.4583109198493814
31,Lattice,Bo,0.2,13,413,NOLAB,0.4934718891553424
32,Lattice,Bo,0.2,13,413,NOLAB,0.5036734693877551
33,Lattice,Bo,0.2,13,413,NOLAB,0.47914438502673795
34,Lattice,Bo,0.2,13,413,NOLAB,0.48702702702702705
35,Lattice,Bo,0.2,13,413,NOLAB,0.4958613554061045
36,Lattice,Bo,0.2,13,413,NOLAB,0.5024563318777293
37,Lattice,Bo,0.2,13,413,NOLAB,0.49391929242675514
38,Lattice,Bo,0.2,13,413,NOLAB,0.4987667854206632
39,Lattice,Bo,0.2,13,413,NOLAB,0.48751677852348996
40,Lattice,Bo,0.2,13,413,NOLAB,0.49397267613179746
41,Lattice,Bo,0.2,13,413,NOLAB,0.5048340736869611
42,Lattice,Bo,0.2,13,413,NOLAB,0.4755700325732899
43,Lattice,Bo,0.2,13,413,NOLAB,0.49585406301824214
44,Lattice,Bo,0.2,13,413,NOLAB,0.49417502031969657
45,Lattice,Bo,0.2,13,413,NOLAB,0.48973059482528675
46,Lattice,Bo,0.2,13,413,NOLAB,0.48232521602513745
47,Lattice,Bo,0.2,13,413,NOLAB,0.4809180677875634
48,Lattice,Bo,0.2,13,413,NOLAB,0.47430723701910144
49,Lattice,Bo,0.2,13,413,NOLAB,0.4838115293498289
50,Lattice,Bo,0.2,13,413,NOLAB,0.49502286790422384
1,Lattice,Bo,0.2,2,413,COLAB,0.333201581027668
2,Lattice,Bo,0.2,2,413,COLAB,0.3033044846577498
3,Lattice,Bo,0.2,2,413,COLAB,0.29014084507042254
4,Lattice,Bo,0.2,2,413,COLAB,0.31103948428686545
5,Lattice,Bo,0.2,2,413,COLAB,0.34188376753507016
6,Lattice,Bo,0.2,2,413,COLAB,0.3023529411764706
7,Lattice,Bo,0.2,2,413,COLAB,0.2984375
8,Lattice,Bo,0.2,2,413,COLAB,0.3049105443471641
9,Lattice,Bo,0.2,2,413,COLAB,0.3471325484238511
10,Lattice,Bo,0.2,2,413,COLAB,0.3289817232375979
11,Lattice,Bo,0.2,2,413,COLAB,0.3248515691263783
12,Lattice,Bo,0.2,2,413,COLAB,0.32384874578809436
13,Lattice,Bo,0.2,2,413,COLAB,0.301405325443787
14,Lattice,Bo,0.2,2,413,COLAB,0.30951440979076195
15,Lattice,Bo,0.2,2,413,COLAB,0.3286248442044038
16,Lattice,Bo,0.2,2,413,COLAB,0.317092034029389
17,Lattice,Bo,0.2,2,413,COLAB,0.30710558008831795
18,Lattice,Bo,0.2,2,413,COLAB,0.31878409976617306
19,Lattice,Bo,0.2,2,413,COLAB,0.3165210484511517
20,Lattice,Bo,0.2,2,413,COLAB,0.3201737070667193
21,Lattice,Bo,0.2,2,413,COLAB,0.32703432317778636
22,Lattice,Bo,0.2,2,413,COLAB,0.31073876618431073
23,Lattice,Bo,0.2,2,413,COLAB,0.3232824427480916
24,Lattice,Bo,0.2,2,413,COLAB,0.318557475582269
25,Lattice,Bo,0.2,2,413,COLAB,0.31895881895881895
26,Lattice,Bo,0.2,2,413,COLAB,0.3132624950806769
27,Lattice,Bo,0.2,2,413,COLAB,0.29713648196355524
28,Lattice,Bo,0.2,2,413,COLAB,0.30663430420711973
29,Lattice,Bo,0.2,2,413,COLAB,0.31422351233671986
30,Lattice,Bo,0.2,2,413,COLAB,0.30513711857860176
31,Lattice,Bo,0.2,2,413,COLAB,0.326286398085361
32,Lattice,Bo,0.2,2,413,COLAB,0.3231707317073171
33,Lattice,Bo,0.2,2,413,COLAB,0.30625931445603577
34,Lattice,Bo,0.2,2,413,COLAB,0.3049105443471641
35,Lattice,Bo,0.2,2,413,COLAB,0.3156394727467047
36,Lattice,Bo,0.2,2,413,COLAB,0.337696335078534
37,Lattice,Bo,0.2,2,413,COLAB,0.3208841463414634
38,Lattice,Bo,0.2,2,413,COLAB,0.289544235924933
39,Lattice,Bo,0.2,2,413,COLAB,0.31888168557536467
40,Lattice,Bo,0.2,2,413,COLAB,0.29482691559704394
41,Lattice,Bo,0.2,2,413,COLAB,0.3177165354330709
42,Lattice,Bo,0.2,2,413,COLAB,0.31673306772908366
43,Lattice,Bo,0.2,2,413,COLAB,0.3061699650756694
44,Lattice,Bo,0.2,2,413,COLAB,0.33308214016578747
45,Lattice,Bo,0.2,2,413,COLAB,0.3344867358708189
46,Lattice,Bo,0.2,2,413,COLAB,0.3150129103651789
47,Lattice,Bo,0.2,2,413,COLAB,0.30939019827908715
48,Lattice,Bo,0.2,2,413,COLAB,0.33359013867488446
49,Lattice,Bo,0.2,2,413,COLAB,0.3263861580810067
50,Lattice,Bo,0.2,2,413,COLAB,0.3191327500950932
1,Lattice,Bo,0.2,2,413,NOLAB,0.28764331210191085
2,Lattice,Bo,0.2,2,413,NOLAB,0.29811827956989245
3,Lattice,Bo,0.2,2,413,NOLAB,0.2809548793284365
4,Lattice,Bo,0.2,2,413,NOLAB,0.30211249681852886
5,Lattice,Bo,0.2,2,413,NOLAB,0.29330608073582015
6,Lattice,Bo,0.2,2,413,NOLAB,0.29292929292929293
7,Lattice,Bo,0.2,2,413,NOLAB,0.28621730382293764
8,Lattice,Bo,0.2,2,413,NOLAB,0.29924242424242425
9,Lattice,Bo,0.2,2,413,NOLAB,0.2861825516893596
10,Lattice,Bo,0.2,2,413,NOLAB,0.29104859335038363
11,Lattice,Bo,0.2,2,413,NOLAB,0.2812579902838149
12,Lattice,Bo,0.2,2,413,NOLAB,0.2747196738022426
13,Lattice,Bo,0.2,2,413,NOLAB,0.29226736566186107
14,Lattice,Bo,0.2,2,413,NOLAB,0.27585341365461846
15,Lattice,Bo,0.2,2,413,NOLAB,0.2765181131091999
16,Lattice,Bo,0.2,2,413,NOLAB,0.29854620976116303
17,Lattice,Bo,0.2,2,413,NOLAB,0.2816621050012441
18,Lattice,Bo,0.2,2,413,NOLAB,0.2789473684210526
19,Lattice,Bo,0.2,2,413,NOLAB,0.29231179925253603
20,Lattice,Bo,0.2,2,413,NOLAB,0.29607250755287007
21,Lattice,Bo,0.2,2,413,NOLAB,0.30360772357723576
22,Lattice,Bo,0.2,2,413,NOLAB,0.2994042994042994
23,Lattice,Bo,0.2,2,413,NOLAB,0.30074191838897724
24,Lattice,Bo,0.2,2,413,NOLAB,0.29165596919127085
25,Lattice,Bo,0.2,2,413,NOLAB,0.289620253164557
26,Lattice,Bo,0.2,2,413,NOLAB,0.29764344262295084
27,Lattice,Bo,0.2,2,413,NOLAB,0.28931451612903225
28,Lattice,Bo,0.2,2,413,NOLAB,0.28549579403517716
29,Lattice,Bo,0.2,2,413,NOLAB,0.2843798650752465
30,Lattice,Bo,0.2,2,413,NOLAB,0.2904298874104401
31,Lattice,Bo,0.2,2,413,NOLAB,0.29366140679326025
32,Lattice,Bo,0.2,2,413,NOLAB,0.3019108280254777
33,Lattice,Bo,0.2,2,413,NOLAB,0.2920634920634921
34,Lattice,Bo,0.2,2,413,NOLAB,0.29924242424242425
35,Lattice,Bo,0.2,2,413,NOLAB,0.28107825176655327
36,Lattice,Bo,0.2,2,413,NOLAB,0.2912669126691267
37,Lattice,Bo,0.2,2,413,NOLAB,0.2952776336274001
38,Lattice,Bo,0.2,2,413,NOLAB,0.30374077976817704
39,Lattice,Bo,0.2,2,413,NOLAB,0.28851042196237925
40,Lattice,Bo,0.2,2,413,NOLAB,0.3012472885032538
41,Lattice,Bo,0.2,2,413,NOLAB,0.29155944415851776
42,Lattice,Bo,0.2,2,413,NOLAB,0.29653238143804184
43,Lattice,Bo,0.2,2,413,NOLAB,0.28875064800414724
44,Lattice,Bo,0.2,2,413,NOLAB,0.297735460627895
45,Lattice,Bo,0.2,2,413,NOLAB,0.2906888720666162
46,Lattice,Bo,0.2,2,413,NOLAB,0.27938931297709924
47,Lattice,Bo,0.2,2,413,NOLAB,0.2994042994042994
48,Lattice,Bo,0.2,2,413,NOLAB,0.29237506439979394
49,Lattice,Bo,0.2,2,413,NOLAB,0.2823086574654956
50,Lattice,Bo,0.2,2,413,NOLAB,0.31611570247933884
1,Lattice,Bo,0.2,7,413,COLAB,0.40382902938557436
2,Lattice,Bo,0.2,7,413,COLAB,0.37870563674321506
3,Lattice,Bo,0.2,7,413,COLAB,0.38052721088435376
4,Lattice,Bo,0.2,7,413,COLAB,0.3708133971291866
5,Lattice,Bo,0.2,7,413,COLAB,0.4026548672566372
6,Lattice,Bo,0.2,7,413,COLAB,0.380066170388751
7,Lattice,Bo,0.2,7,413,COLAB,0.3814387211367673
8,Lattice,Bo,0.2,7,413,COLAB,0.38248048568950566
9,Lattice,Bo,0.2,7,413,COLAB,0.3815530153724872
10,Lattice,Bo,0.2,7,413,COLAB,0.3915343915343915
11,Lattice,Bo,0.2,7,413,COLAB,0.3861346231358323
12,Lattice,Bo,0.2,7,413,COLAB,0.3618477331052181
13,Lattice,Bo,0.2,7,413,COLAB,0.36041939711664484
14,Lattice,Bo,0.2,7,413,COLAB,0.3775299463031805
15,Lattice,Bo,0.2,7,413,COLAB,0.3775933609958506
16,Lattice,Bo,0.2,7,413,COLAB,0.3934361407671016
17,Lattice,Bo,0.2,7,413,COLAB,0.37735849056603776
18,Lattice,Bo,0.2,7,413,COLAB,0.41551020408163264
19,Lattice,Bo,0.2,7,413,COLAB,0.3859716366423917
20,Lattice,Bo,0.2,7,413,COLAB,0.3986636971046771
21,Lattice,Bo,0.2,7,413,COLAB,0.3844849512505299
22,Lattice,Bo,0.2,7,413,COLAB,0.3797623924621057
23,Lattice,Bo,0.2,7,413,COLAB,0.36260025327142253
24,Lattice,Bo,0.2,7,413,COLAB,0.3713292117465224
25,Lattice,Bo,0.2,7,413,COLAB,0.38603425559947296
26,Lattice,Bo,0.2,7,413,COLAB,0.3791383219954649
27,Lattice,Bo,0.2,7,413,COLAB,0.37918367346938775
28,Lattice,Bo,0.2,7,413,COLAB,0.3884297520661157
29,Lattice,Bo,0.2,7,413,COLAB,0.3605577689243028
30,Lattice,Bo,0.2,7,413,COLAB,0.38999172870140614
31,Lattice,Bo,0.2,7,413,COLAB,0.3797996661101836
32,Lattice,Bo,0.2,7,413,COLAB,0.38244159758854557
33,Lattice,Bo,0.2,7,413,COLAB,0.3586912065439673
34,Lattice,Bo,0.2,7,413,COLAB,0.38248048568950566
35,Lattice,Bo,0.2,7,413,COLAB,0.39156626506024095
36,Lattice,Bo,0.2,7,413,COLAB,0.3917895575926664
37,Lattice,Bo,0.2,7,413,COLAB,0.37180544105523494
38,Lattice,Bo,0.2,7,413,COLAB,0.38844028899277516
39,Lattice,Bo,0.2,7,413,COLAB,0.36772823779193203
40,Lattice,Bo,0.2,7,413,COLAB,0.3660409556313993
41,Lattice,Bo,0.2,7,413,COLAB,0.3603856970670952
42,Lattice,Bo,0.2,7,413,COLAB,0.37631366208569117
43,Lattice,Bo,0.2,7,413,COLAB,0.39285714285714285
44,Lattice,Bo,0.2,7,413,COLAB,0.3850393700787402
45,Lattice,Bo,0.2,7,413,COLAB,0.37473684210526315
46,Lattice,Bo,0.2,7,413,COLAB,0.3851132686084142
47,Lattice,Bo,0.2,7,413,COLAB,0.37799607072691555
48,Lattice,Bo,0.2,7,413,COLAB,0.38630904723779025
49,Lattice,Bo,0.2,7,413,COLAB,0.39001291433491175
