replica,network,population,sigma,true_model,net_size,colab_cond,strategy,RR
1,Lattice,All,0.2,13,413,COLAB,colab,0.6138613861386139
1,Lattice,All,0.2,13,413,COLAB,neighbor,0.5892307692307692
1,Lattice,All,0.2,13,413,COLAB,research,0.39110604332953247
2,Lattice,All,0.2,13,413,COLAB,colab,0.691358024691358
2,Lattice,All,0.2,13,413,COLAB,neighbor,0.6513761467889908
2,Lattice,All,0.2,13,413,COLAB,research,0.43016194331983804
3,Lattice,All,0.2,13,413,COLAB,colab,0.8181818181818182
3,Lattice,All,0.2,13,413,COLAB,neighbor,0.6210691823899371
3,Lattice,All,0.2,13,413,COLAB,research,0.4307692307692308
4,Lattice,All,0.2,13,413,COLAB,colab,0.6585365853658537
4,Lattice,All,0.2,13,413,COLAB,neighbor,0.6438127090301003
4,Lattice,All,0.2,13,413,COLAB,research,0.4355329949238579
5,Lattice,All,0.2,13,413,COLAB,colab,0.6888888888888889
5,Lattice,All,0.2,13,413,COLAB,neighbor,0.598893499308437
5,Lattice,All,0.2,13,413,COLAB,research,0.43782117163412126
6,Lattice,All,0.2,13,413,COLAB,colab,0.875
6,Lattice,All,0.2,13,413,COLAB,neighbor,0.6089030206677265
6,Lattice,All,0.2,13,413,COLAB,research,0.39354066985645936
7,Lattice,All,0.2,13,413,COLAB,colab,0.6233766233766234
7,Lattice,All,0.2,13,413,COLAB,neighbor,0.6600265604249668
7,Lattice,All,0.2,13,413,COLAB,research,0.39121552604698673
8,Lattice,All,0.2,13,413,COLAB,colab,0.8243243243243243
8,Lattice,All,0.2,13,413,COLAB,neighbor,0.6671850699844479
8,Lattice,All,0.2,13,413,COLAB,research,0.4435564435564436
9,Lattice,All,0.2,13,413,COLAB,colab,0.6865671641791045
9,Lattice,All,0.2,13,413,COLAB,neighbor,0.7121212121212122
9,Lattice,All,0.2,13,413,COLAB,research,0.4060077519379845
10,Lattice,All,0.2,13,413,COLAB,colab,0.8144329896907216
10,Lattice,All,0.2,13,413,COLAB,neighbor,0.6281645569620253
10,Lattice,All,0.2,13,413,COLAB,research,0.4223404255319149
11,Lattice,All,0.2,13,413,COLAB,colab,0.8783783783783784
11,Lattice,All,0.2,13,413,COLAB,neighbor,0.6704
11,Lattice,All,0.2,13,413,COLAB,research,0.4665991902834008
12,Lattice,All,0.2,13,413,COLAB,colab,0.8351648351648352
12,Lattice,All,0.2,13,413,COLAB,neighbor,0.6754966887417219
12,Lattice,All,0.2,13,413,COLAB,research,0.49530761209593327
13,Lattice,All,0.2,13,413,COLAB,colab,0.8666666666666667
13,Lattice,All,0.2,13,413,COLAB,neighbor,0.6086369770580297
13,Lattice,All,0.2,13,413,COLAB,research,0.42790697674418604
14,Lattice,All,0.2,13,413,COLAB,colab,0.9482758620689655
14,Lattice,All,0.2,13,413,COLAB,neighbor,0.651702786377709
14,Lattice,All,0.2,13,413,COLAB,research,0.44197292069632493
15,Lattice,All,0.2,13,413,COLAB,colab,0.6914893617021277
15,Lattice,All,0.2,13,413,COLAB,neighbor,0.6284875183553598
15,Lattice,All,0.2,13,413,COLAB,research,0.43902439024390244
16,Lattice,All,0.2,13,413,COLAB,colab,0.8548387096774194
16,Lattice,All,0.2,13,413,COLAB,neighbor,0.5714285714285714
16,Lattice,All,0.2,13,413,COLAB,research,0.4562624254473161
17,Lattice,All,0.2,13,413,COLAB,colab,0.71
17,Lattice,All,0.2,13,413,COLAB,neighbor,0.6150159744408946
17,Lattice,All,0.2,13,413,COLAB,research,0.35730858468677495
18,Lattice,All,0.2,13,413,COLAB,colab,0.7272727272727273
18,Lattice,All,0.2,13,413,COLAB,neighbor,0.6283185840707964
18,Lattice,All,0.2,13,413,COLAB,research,0.3926247288503254
19,Lattice,All,0.2,13,413,COLAB,colab,0.8571428571428571
19,Lattice,All,0.2,13,413,COLAB,neighbor,0.6435185185185185
19,Lattice,All,0.2,13,413,COLAB,research,0.4312026002166847
20,Lattice,All,0.2,13,413,COLAB,colab,0.7941176470588235
20,Lattice,All,0.2,13,413,COLAB,neighbor,0.5985790408525755
20,Lattice,All,0.2,13,413,COLAB,research,0.42613636363636365
21,Lattice,All,0.2,13,413,COLAB,colab,0.6632653061224489
21,Lattice,All,0.2,13,413,COLAB,neighbor,0.7491349480968859
21,Lattice,All,0.2,13,413,COLAB,research,0.45681818181818185
22,Lattice,All,0.2,13,413,COLAB,colab,0.7261904761904762
22,Lattice,All,0.2,13,413,COLAB,neighbor,0.7045123726346434
22,Lattice,All,0.2,13,413,COLAB,research,0.462800875273523
23,Lattice,All,0.2,13,413,COLAB,colab,0.6714285714285714
23,Lattice,All,0.2,13,413,COLAB,neighbor,0.6567656765676567
23,Lattice,All,0.2,13,413,COLAB,research,0.3933189655172414
24,Lattice,All,0.2,13,413,COLAB,colab,0.6885245901639344
24,Lattice,All,0.2,13,413,COLAB,neighbor,0.617948717948718
24,Lattice,All,0.2,13,413,COLAB,research,0.4370208105147864
25,Lattice,All,0.2,13,413,COLAB,colab,0.7288135593220338
25,Lattice,All,0.2,13,413,COLAB,neighbor,0.6896551724137931
25,Lattice,All,0.2,13,413,COLAB,research,0.42505353319057815
26,Lattice,All,0.2,13,413,COLAB,colab,0.7159090909090909
26,Lattice,All,0.2,13,413,COLAB,neighbor,0.6040955631399317
26,Lattice,All,0.2,13,413,COLAB,research,0.4148148148148148
27,Lattice,All,0.2,13,413,COLAB,colab,0.7733333333333333
27,Lattice,All,0.2,13,413,COLAB,neighbor,0.627831715210356
27,Lattice,All,0.2,13,413,COLAB,research,0.44886363636363635
28,Lattice,All,0.2,13,413,COLAB,colab,0.5121951219512195
28,Lattice,All,0.2,13,413,COLAB,neighbor,0.5858895705521472
28,Lattice,All,0.2,13,413,COLAB,research,0.4114583333333333
29,Lattice,All,0.2,13,413,COLAB,colab,0.7966101694915254
29,Lattice,All,0.2,13,413,COLAB,neighbor,0.6887052341597796
29,Lattice,All,0.2,13,413,COLAB,research,0.4348302300109529
30,Lattice,All,0.2,13,413,COLAB,colab,0.7982456140350878
30,Lattice,All,0.2,13,413,COLAB,neighbor,0.703125
30,Lattice,All,0.2,13,413,COLAB,research,0.38178096212896623
31,Lattice,All,0.2,13,413,COLAB,colab,0.7941176470588235
31,Lattice,All,0.2,13,413,COLAB,neighbor,0.6183074265975821
31,Lattice,All,0.2,13,413,COLAB,research,0.43969298245614036
32,Lattice,All,0.2,13,413,COLAB,colab,0.9107142857142857
32,Lattice,All,0.2,13,413,COLAB,neighbor,0.6869409660107334
32,Lattice,All,0.2,13,413,COLAB,research,0.43737574552683894
33,Lattice,All,0.2,13,413,COLAB,colab,0.7204301075268817
33,Lattice,All,0.2,13,413,COLAB,neighbor,0.6152542372881356
33,Lattice,All,0.2,13,413,COLAB,research,0.4003887269193392
34,Lattice,All,0.2,13,413,COLAB,colab,0.8243243243243243
34,Lattice,All,0.2,13,413,COLAB,neighbor,0.6671850699844479
34,Lattice,All,0.2,13,413,COLAB,research,0.4435564435564436
35,Lattice,All,0.2,13,413,COLAB,colab,0.7184466019417476
35,Lattice,All,0.2,13,413,COLAB,neighbor,0.6641452344931922
35,Lattice,All,0.2,13,413,COLAB,research,0.4561965811965812
36,Lattice,All,0.2,13,413,COLAB,colab,0.7446808510638298
36,Lattice,All,0.2,13,413,COLAB,neighbor,0.6316568047337278
36,Lattice,All,0.2,13,413,COLAB,research,0.4161849710982659
37,Lattice,All,0.2,13,413,COLAB,colab,0.7727272727272727
37,Lattice,All,0.2,13,413,COLAB,neighbor,0.6475037821482602
37,Lattice,All,0.2,13,413,COLAB,research,0.4728682170542636
38,Lattice,All,0.2,13,413,COLAB,colab,0.7586206896551724
38,Lattice,All,0.2,13,413,COLAB,neighbor,0.636896046852123
38,Lattice,All,0.2,13,413,COLAB,research,0.44841269841269843
39,Lattice,All,0.2,13,413,COLAB,colab,0.7731958762886598
39,Lattice,All,0.2,13,413,COLAB,neighbor,0.6965174129353234
39,Lattice,All,0.2,13,413,COLAB,research,0.40654205607476634
40,Lattice,All,0.2,13,413,COLAB,colab,0.6568627450980392
40,Lattice,All,0.2,13,413,COLAB,neighbor,0.6366197183098592
40,Lattice,All,0.2,13,413,COLAB,research,0.41893491124260357
41,Lattice,All,0.2,13,413,COLAB,colab,0.7976190476190477
41,Lattice,All,0.2,13,413,COLAB,neighbor,0.6475037821482602
41,Lattice,All,0.2,13,413,COLAB,research,0.3938679245283019
42,Lattice,All,0.2,13,413,COLAB,colab,0.6821705426356589
42,Lattice,All,0.2,13,413,COLAB,neighbor,0.6344086021505376
42,Lattice,All,0.2,13,413,COLAB,research,0.422
43,Lattice,All,0.2,13,413,COLAB,colab,0.8266666666666667
43,Lattice,All,0.2,13,413,COLAB,neighbor,0.5893805309734513
43,Lattice,All,0.2,13,413,COLAB,research,0.4018058690744921
44,Lattice,All,0.2,13,413,COLAB,colab,0.7352941176470589
44,Lattice,All,0.2,13,413,COLAB,neighbor,0.6925566343042071
44,Lattice,All,0.2,13,413,COLAB,research,0.4792671166827387
45,Lattice,All,0.2,13,413,COLAB,colab,0.7647058823529411
45,Lattice,All,0.2,13,413,COLAB,neighbor,0.6677524429967426
45,Lattice,All,0.2,13,413,COLAB,research,0.41156462585034015
46,Lattice,All,0.2,13,413,COLAB,colab,0.7857142857142857
46,Lattice,All,0.2,13,413,COLAB,neighbor,0.6522911051212938
46,Lattice,All,0.2,13,413,COLAB,research,0.43004587155963303
47,Lattice,All,0.2,13,413,COLAB,colab,0.7384615384615385
47,Lattice,All,0.2,13,413,COLAB,neighbor,0.6660117878192534
47,Lattice,All,0.2,13,413,COLAB,research,0.41362530413625304
48,Lattice,All,0.2,13,413,COLAB,colab,0.776595744680851
48,Lattice,All,0.2,13,413,COLAB,neighbor,0.615606936416185
48,Lattice,All,0.2,13,413,COLAB,research,0.4282655246252677
49,Lattice,All,0.2,13,413,COLAB,colab,0.6952380952380952
49,Lattice,All,0.2,13,413,COLAB,neighbor,0.6356589147286822
49,Lattice,All,0.2,13,413,COLAB,research,0.4382647385984427
50,Lattice,All,0.2,13,413,COLAB,colab,0.835820895522388
50,Lattice,All,0.2,13,413,COLAB,neighbor,0.6297520661157024
50,Lattice,All,0.2,13,413,COLAB,research,0.45757250268528465
1,Lattice,All,0.2,13,413,NOLAB,neighbor,0.594017094017094
1,Lattice,All,0.2,13,413,NOLAB,research,0.4646153846153846
2,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5860262008733624
2,Lattice,All,0.2,13,413,NOLAB,research,0.3840224246671338
3,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5885129819040126
3,Lattice,All,0.2,13,413,NOLAB,research,0.4095744680851064
4,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6266891891891891
4,Lattice,All,0.2,13,413,NOLAB,research,0.404776869893149
5,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5933014354066986
5,Lattice,All,0.2,13,413,NOLAB,research,0.40260631001371744
6,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5664160401002506
6,Lattice,All,0.2,13,413,NOLAB,research,0.418848167539267
7,Lattice,All,0.2,13,413,NOLAB,neighbor,0.633495145631068
7,Lattice,All,0.2,13,413,NOLAB,research,0.41922169811320753
8,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5968634686346863
8,Lattice,All,0.2,13,413,NOLAB,research,0.4248536109303839
9,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6395250212044106
9,Lattice,All,0.2,13,413,NOLAB,research,0.40194174757281553
10,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6609403254972875
10,Lattice,All,0.2,13,413,NOLAB,research,0.43271461716937354
11,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5962325962325963
11,Lattice,All,0.2,13,413,NOLAB,research,0.3912529550827423
12,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5853227232537578
12,Lattice,All,0.2,13,413,NOLAB,research,0.4177215189873418
13,Lattice,All,0.2,13,413,NOLAB,neighbor,0.559322033898305
13,Lattice,All,0.2,13,413,NOLAB,research,0.42057877813504824
14,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5936967632027257
14,Lattice,All,0.2,13,413,NOLAB,research,0.38399503722084366
15,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6223446105428796
15,Lattice,All,0.2,13,413,NOLAB,research,0.41117092866756394
16,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6430678466076696
16,Lattice,All,0.2,13,413,NOLAB,research,0.4504983388704319
17,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6026315789473684
17,Lattice,All,0.2,13,413,NOLAB,research,0.4184483811850947
18,Lattice,All,0.2,13,413,NOLAB,neighbor,0.7064579256360078
18,Lattice,All,0.2,13,413,NOLAB,research,0.43801169590643274
19,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6349072512647554
19,Lattice,All,0.2,13,413,NOLAB,research,0.4517704517704518
20,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6308724832214765
20,Lattice,All,0.2,13,413,NOLAB,research,0.4206807964033398
21,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6344463971880492
21,Lattice,All,0.2,13,413,NOLAB,research,0.4307791371538957
22,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5731414868105515
22,Lattice,All,0.2,13,413,NOLAB,research,0.40041350792556857
23,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5874694873881204
23,Lattice,All,0.2,13,413,NOLAB,research,0.4186046511627907
24,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6001719690455718
24,Lattice,All,0.2,13,413,NOLAB,research,0.4074074074074074
25,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6108637577916296
25,Lattice,All,0.2,13,413,NOLAB,research,0.4110245656081486
26,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6112469437652812
26,Lattice,All,0.2,13,413,NOLAB,research,0.43300248138957814
27,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6043225270157938
27,Lattice,All,0.2,13,413,NOLAB,research,0.4243565599497803
28,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6859852476290832
28,Lattice,All,0.2,13,413,NOLAB,research,0.4204476709013914
29,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6442495126705653
29,Lattice,All,0.2,13,413,NOLAB,research,0.3837872070930969
30,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6009302325581395
30,Lattice,All,0.2,13,413,NOLAB,research,0.40482076637824477
31,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6473214285714286
31,Lattice,All,0.2,13,413,NOLAB,research,0.4409606404269513
32,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6454545454545455
32,Lattice,All,0.2,13,413,NOLAB,research,0.4185478950579622
33,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5902021772939346
33,Lattice,All,0.2,13,413,NOLAB,research,0.43663663663663665
34,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5968634686346863
34,Lattice,All,0.2,13,413,NOLAB,research,0.4248536109303839
35,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6140350877192983
35,Lattice,All,0.2,13,413,NOLAB,research,0.4301909307875895
36,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5909849749582637
36,Lattice,All,0.2,13,413,NOLAB,research,0.41188251001335113
37,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6623600344530577
37,Lattice,All,0.2,13,413,NOLAB,research,0.4108723135271808
38,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6366024518388792
38,Lattice,All,0.2,13,413,NOLAB,research,0.4314540059347181
39,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6151785714285715
39,Lattice,All,0.2,13,413,NOLAB,research,0.40845959595959597
40,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5998293515358362
40,Lattice,All,0.2,13,413,NOLAB,research,0.415452818239392
41,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6593776282590412
41,Lattice,All,0.2,13,413,NOLAB,research,0.43661971830985913
42,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6408268733850129
42,Lattice,All,0.2,13,413,NOLAB,research,0.4289405684754522
43,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5946564885496183
43,Lattice,All,0.2,13,413,NOLAB,research,0.43911917098445596
44,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6307300509337861
44,Lattice,All,0.2,13,413,NOLAB,research,0.43118148599269185
45,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6528239202657807
45,Lattice,All,0.2,13,413,NOLAB,research,0.4467944481163252
46,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6168582375478927
46,Lattice,All,0.2,13,413,NOLAB,research,0.4025157232704403
47,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6252115059221658
47,Lattice,All,0.2,13,413,NOLAB,research,0.43573264781491
48,Lattice,All,0.2,13,413,NOLAB,neighbor,0.5833333333333334
48,Lattice,All,0.2,13,413,NOLAB,research,0.40365239294710326
49,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6338383838383839
49,Lattice,All,0.2,13,413,NOLAB,research,0.42073170731707316
50,Lattice,All,0.2,13,413,NOLAB,neighbor,0.6849015317286652
50,Lattice,All,0.2,13,413,NOLAB,research,0.4217335058214748
1,Lattice,All,0.2,2,413,COLAB,colab,0.4576271186440678
1,Lattice,All,0.2,2,413,COLAB,neighbor,0.5083892617449665
1,Lattice,All,0.2,2,413,COLAB,research,0.23363095238095238
2,Lattice,All,0.2,2,413,COLAB,colab,0.46875
2,Lattice,All,0.2,2,413,COLAB,neighbor,0.4645799011532125
2,Lattice,All,0.2,2,413,COLAB,research,0.2524056254626203
3,Lattice,All,0.2,2,413,COLAB,colab,0.5054945054945055
3,Lattice,All,0.2,2,413,COLAB,neighbor,0.4984894259818731
3,Lattice,All,0.2,2,413,COLAB,research,0.2074468085106383
4,Lattice,All,0.2,2,413,COLAB,colab,0.6190476190476191
4,Lattice,All,0.2,2,413,COLAB,neighbor,0.49352331606217614
4,Lattice,All,0.2,2,413,COLAB,research,0.21619667389732466
5,Lattice,All,0.2,2,413,COLAB,colab,0.4041095890410959
5,Lattice,All,0.2,2,413,COLAB,neighbor,0.5292153589315526
5,Lattice,All,0.2,2,413,COLAB,research,0.22066420664206643
6,Lattice,All,0.2,2,413,COLAB,colab,0.41911764705882354
6,Lattice,All,0.2,2,413,COLAB,neighbor,0.5224089635854342
6,Lattice,All,0.2,2,413,COLAB,research,0.21451876019575855
7,Lattice,All,0.2,2,413,COLAB,colab,0.3697478991596639
7,Lattice,All,0.2,2,413,COLAB,neighbor,0.5413793103448276
7,Lattice,All,0.2,2,413,COLAB,research,0.23972602739726026
8,Lattice,All,0.2,2,413,COLAB,colab,0.3815789473684211
8,Lattice,All,0.2,2,413,COLAB,neighbor,0.5036390101892285
8,Lattice,All,0.2,2,413,COLAB,research,0.2068230277185501
9,Lattice,All,0.2,2,413,COLAB,colab,0.421875
9,Lattice,All,0.2,2,413,COLAB,neighbor,0.5062761506276151
9,Lattice,All,0.2,2,413,COLAB,research,0.2246108228317272
10,Lattice,All,0.2,2,413,COLAB,colab,0.5813953488372093
10,Lattice,All,0.2,2,413,COLAB,neighbor,0.5066079295154186
10,Lattice,All,0.2,2,413,COLAB,research,0.21947965310206805
11,Lattice,All,0.2,2,413,COLAB,colab,0.3708609271523179
11,Lattice,All,0.2,2,413,COLAB,neighbor,0.531055900621118
11,Lattice,All,0.2,2,413,COLAB,research,0.23270440251572327
12,Lattice,All,0.2,2,413,COLAB,colab,0.4485294117647059
12,Lattice,All,0.2,2,413,COLAB,neighbor,0.4913907284768212
12,Lattice,All,0.2,2,413,COLAB,research,0.2328966521106259
13,Lattice,All,0.2,2,413,COLAB,colab,0.5803571428571429
13,Lattice,All,0.2,2,413,COLAB,neighbor,0.4813153961136024
13,Lattice,All,0.2,2,413,COLAB,research,0.2446043165467626
14,Lattice,All,0.2,2,413,COLAB,colab,0.647887323943662
14,Lattice,All,0.2,2,413,COLAB,neighbor,0.44821731748726656
14,Lattice,All,0.2,2,413,COLAB,research,0.20907617504051865
15,Lattice,All,0.2,2,413,COLAB,colab,0.45569620253164556
15,Lattice,All,0.2,2,413,COLAB,neighbor,0.47275641025641024
15,Lattice,All,0.2,2,413,COLAB,research,0.23316062176165803
16,Lattice,All,0.2,2,413,COLAB,colab,0.5645161290322581
16,Lattice,All,0.2,2,413,COLAB,neighbor,0.5096011816838996
16,Lattice,All,0.2,2,413,COLAB,research,0.24355083459787558
17,Lattice,All,0.2,2,413,COLAB,colab,0.48484848484848486
17,Lattice,All,0.2,2,413,COLAB,neighbor,0.5625
17,Lattice,All,0.2,2,413,COLAB,research,0.24314306893995552
18,Lattice,All,0.2,2,413,COLAB,colab,0.6233766233766234
18,Lattice,All,0.2,2,413,COLAB,neighbor,0.4887640449438202
18,Lattice,All,0.2,2,413,COLAB,research,0.2544420753375977
19,Lattice,All,0.2,2,413,COLAB,colab,0.48623853211009177
19,Lattice,All,0.2,2,413,COLAB,neighbor,0.4629948364888124
19,Lattice,All,0.2,2,413,COLAB,research,0.23749119097956306
20,Lattice,All,0.2,2,413,COLAB,colab,0.3813559322033898
20,Lattice,All,0.2,2,413,COLAB,neighbor,0.4925373134328358
20,Lattice,All,0.2,2,413,COLAB,research,0.21221613155833985
21,Lattice,All,0.2,2,413,COLAB,colab,0.55
21,Lattice,All,0.2,2,413,COLAB,neighbor,0.4670406732117812
21,Lattice,All,0.2,2,413,COLAB,research,0.22564469914040114
22,Lattice,All,0.2,2,413,COLAB,colab,0.4166666666666667
22,Lattice,All,0.2,2,413,COLAB,neighbor,0.5110062893081762
22,Lattice,All,0.2,2,413,COLAB,research,0.2392807745504841
23,Lattice,All,0.2,2,413,COLAB,colab,0.3950617283950617
23,Lattice,All,0.2,2,413,COLAB,neighbor,0.4849445324881141
23,Lattice,All,0.2,2,413,COLAB,research,0.23076923076923078
24,Lattice,All,0.2,2,413,COLAB,colab,0.5319148936170213
24,Lattice,All,0.2,2,413,COLAB,neighbor,0.4953125
24,Lattice,All,0.2,2,413,COLAB,research,0.22272727272727272
25,Lattice,All,0.2,2,413,COLAB,colab,0.4434782608695652
25,Lattice,All,0.2,2,413,COLAB,neighbor,0.5227272727272727
25,Lattice,All,0.2,2,413,COLAB,research,0.24523809523809523
26,Lattice,All,0.2,2,413,COLAB,colab,0.4064516129032258
26,Lattice,All,0.2,2,413,COLAB,neighbor,0.49560117302052786
26,Lattice,All,0.2,2,413,COLAB,research,0.23409461663947798
27,Lattice,All,0.2,2,413,COLAB,colab,0.5517241379310345
27,Lattice,All,0.2,2,413,COLAB,neighbor,0.5016233766233766
27,Lattice,All,0.2,2,413,COLAB,research,0.23044096728307253
28,Lattice,All,0.2,2,413,COLAB,colab,0.5970149253731343
28,Lattice,All,0.2,2,413,COLAB,neighbor,0.4776579352850539
28,Lattice,All,0.2,2,413,COLAB,research,0.2291220556745182
29,Lattice,All,0.2,2,413,COLAB,colab,0.46956521739130436
29,Lattice,All,0.2,2,413,COLAB,neighbor,0.4961089494163424
29,Lattice,All,0.2,2,413,COLAB,research,0.22713643178410794
30,Lattice,All,0.2,2,413,COLAB,colab,0.42168674698795183
30,Lattice,All,0.2,2,413,COLAB,neighbor,0.5054602184087363
30,Lattice,All,0.2,2,413,COLAB,research,0.21904761904761905
31,Lattice,All,0.2,2,413,COLAB,colab,0.4161849710982659
31,Lattice,All,0.2,2,413,COLAB,neighbor,0.4703389830508475
31,Lattice,All,0.2,2,413,COLAB,research,0.21872659176029963
32,Lattice,All,0.2,2,413,COLAB,colab,0.4166666666666667
32,Lattice,All,0.2,2,413,COLAB,neighbor,0.5334507042253521
32,Lattice,All,0.2,2,413,COLAB,research,0.23042836041358936
33,Lattice,All,0.2,2,413,COLAB,colab,0.3949579831932773
33,Lattice,All,0.2,2,413,COLAB,neighbor,0.5146198830409356
33,Lattice,All,0.2,2,413,COLAB,research,0.2278778386844166
34,Lattice,All,0.2,2,413,COLAB,colab,0.3815789473684211
34,Lattice,All,0.2,2,413,COLAB,neighbor,0.5036390101892285
34,Lattice,All,0.2,2,413,COLAB,research,0.2068230277185501
35,Lattice,All,0.2,2,413,COLAB,colab,0.5323741007194245
35,Lattice,All,0.2,2,413,COLAB,neighbor,0.5122349102773246
35,Lattice,All,0.2,2,413,COLAB,research,0.2399403874813711
36,Lattice,All,0.2,2,413,COLAB,colab,0.5934065934065934
36,Lattice,All,0.2,2,413,COLAB,neighbor,0.5045537340619308
36,Lattice,All,0.2,2,413,COLAB,research,0.18575624082232012
37,Lattice,All,0.2,2,413,COLAB,colab,0.4728682170542636
37,Lattice,All,0.2,2,413,COLAB,neighbor,0.5045513654096229
37,Lattice,All,0.2,2,413,COLAB,research,0.2266560255387071
38,Lattice,All,0.2,2,413,COLAB,colab,0.5116279069767442
38,Lattice,All,0.2,2,413,COLAB,neighbor,0.5481832543443917
38,Lattice,All,0.2,2,413,COLAB,research,0.23237410071942446
39,Lattice,All,0.2,2,413,COLAB,colab,0.4056603773584906
39,Lattice,All,0.2,2,413,COLAB,neighbor,0.47353361945636624
39,Lattice,All,0.2,2,413,COLAB,research,0.2403560830860534
40,Lattice,All,0.2,2,413,COLAB,colab,0.4228187919463087
40,Lattice,All,0.2,2,413,COLAB,neighbor,0.48
40,Lattice,All,0.2,2,413,COLAB,research,0.23124042879019907
41,Lattice,All,0.2,2,413,COLAB,colab,0.6119402985074627
41,Lattice,All,0.2,2,413,COLAB,neighbor,0.48297604035308955
41,Lattice,All,0.2,2,413,COLAB,research,0.2251270878721859
42,Lattice,All,0.2,2,413,COLAB,colab,0.463768115942029
42,Lattice,All,0.2,2,413,COLAB,neighbor,0.5487603305785124
42,Lattice,All,0.2,2,413,COLAB,research,0.20901932712956334
43,Lattice,All,0.2,2,413,COLAB,colab,0.625
43,Lattice,All,0.2,2,413,COLAB,neighbor,0.5060240963855421
43,Lattice,All,0.2,2,413,COLAB,research,0.21278195488721804
44,Lattice,All,0.2,2,413,COLAB,colab,0.5230769230769231
44,Lattice,All,0.2,2,413,COLAB,neighbor,0.540447504302926
44,Lattice,All,0.2,2,413,COLAB,research,0.20985010706638116
45,Lattice,All,0.2,2,413,COLAB,colab,0.4409448818897638
45,Lattice,All,0.2,2,413,COLAB,neighbor,0.5024875621890548
45,Lattice,All,0.2,2,413,COLAB,research,0.22714681440443213
46,Lattice,All,0.2,2,413,COLAB,colab,0.47191011235955055
46,Lattice,All,0.2,2,413,COLAB,neighbor,0.47538200339558573
46,Lattice,All,0.2,2,413,COLAB,research,0.198334595003785
47,Lattice,All,0.2,2,413,COLAB,colab,0.5365853658536586
47,Lattice,All,0.2,2,413,COLAB,neighbor,0.5039619651347068
47,Lattice,All,0.2,2,413,COLAB,research,0.231811697574893
48,Lattice,All,0.2,2,413,COLAB,colab,0.4
48,Lattice,All,0.2,2,413,COLAB,neighbor,0.5234113712374582
48,Lattice,All,0.2,2,413,COLAB,research,0.2536704730831974
49,Lattice,All,0.2,2,413,COLAB,colab,0.5
49,Lattice,All,0.2,2,413,COLAB,neighbor,0.48517940717628705
49,Lattice,All,0.2,2,413,COLAB,research,0.24083044982698962
50,Lattice,All,0.2,2,413,COLAB,colab,0.40298507462686567
50,Lattice,All,0.2,2,413,COLAB,neighbor,0.5424710424710425
50,Lattice,All,0.2,2,413,COLAB,research,0.22852512155591573
1,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4857685009487666
1,Lattice,All,0.2,2,413,NOLAB,research,0.22869565217391305
2,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4711155378486056
2,Lattice,All,0.2,2,413,NOLAB,research,0.22096188747731396
3,Lattice,All,0.2,2,413,NOLAB,neighbor,0.4625641025641026
