replica,network,population,sigma,true_model,net_size,colab_cond,strategy,RR
5,Small,All,0.5,2,484,COLAB,neighbor,0.587192118226601
5,Small,All,0.5,2,484,COLAB,research,0.3652815013404826
6,Small,All,0.5,2,484,COLAB,colab,0.5333333333333333
6,Small,All,0.5,2,484,COLAB,neighbor,0.49173553719008267
6,Small,All,0.5,2,484,COLAB,research,0.28457974851091994
7,Small,All,0.5,2,484,COLAB,colab,0.6452991452991453
7,Small,All,0.5,2,484,COLAB,neighbor,0.5379858657243817
7,Small,All,0.5,2,484,COLAB,research,0.3273333333333333
8,Small,All,0.5,2,484,COLAB,colab,0.5774647887323944
8,Small,All,0.5,2,484,COLAB,neighbor,0.5512699905926622
8,Small,All,0.5,2,484,COLAB,research,0.34098360655737703
9,Small,All,0.5,2,484,COLAB,colab,0.6716981132075471
9,Small,All,0.5,2,484,COLAB,neighbor,0.5387978142076503
9,Small,All,0.5,2,484,COLAB,research,0.32049763033175355
10,Small,All,0.5,2,484,COLAB,colab,0.6062992125984252
10,Small,All,0.5,2,484,COLAB,neighbor,0.4804232804232804
10,Small,All,0.5,2,484,COLAB,research,0.32320620555914675
11,Small,All,0.5,2,484,COLAB,colab,0.54
11,Small,All,0.5,2,484,COLAB,neighbor,0.571127502634352
11,Small,All,0.5,2,484,COLAB,research,0.32859789993823346
12,Small,All,0.5,2,484,COLAB,colab,0.6782608695652174
12,Small,All,0.5,2,484,COLAB,neighbor,0.48266423357664234
12,Small,All,0.5,2,484,COLAB,research,0.36638214051214707
13,Small,All,0.5,2,484,COLAB,colab,0.6851385390428212
13,Small,All,0.5,2,484,COLAB,neighbor,0.5084364454443194
13,Small,All,0.5,2,484,COLAB,research,0.29892761394101874
14,Small,All,0.5,2,484,COLAB,colab,0.5106382978723404
14,Small,All,0.5,2,484,COLAB,neighbor,0.5037433155080214
14,Small,All,0.5,2,484,COLAB,research,0.3333333333333333
15,Small,All,0.5,2,484,COLAB,colab,0.6129032258064516
15,Small,All,0.5,2,484,COLAB,neighbor,0.537270087124879
15,Small,All,0.5,2,484,COLAB,research,0.30639324487334135
16,Small,All,0.5,2,484,COLAB,colab,0.5643835616438356
16,Small,All,0.5,2,484,COLAB,neighbor,0.5388291517323776
16,Small,All,0.5,2,484,COLAB,research,0.3460526315789474
17,Small,All,0.5,2,484,COLAB,colab,0.5620915032679739
17,Small,All,0.5,2,484,COLAB,neighbor,0.5158415841584159
17,Small,All,0.5,2,484,COLAB,research,0.37942551770207084
18,Small,All,0.5,2,484,COLAB,colab,0.5609756097560976
18,Small,All,0.5,2,484,COLAB,neighbor,0.5156723963599595
18,Small,All,0.5,2,484,COLAB,research,0.312953995157385
19,Small,All,0.5,2,484,COLAB,colab,0.5483870967741935
19,Small,All,0.5,2,484,COLAB,neighbor,0.49795501022494887
19,Small,All,0.5,2,484,COLAB,research,0.2856265356265356
20,Small,All,0.5,2,484,COLAB,colab,0.744
20,Small,All,0.5,2,484,COLAB,neighbor,0.47435897435897434
20,Small,All,0.5,2,484,COLAB,research,0.3664638269100744
21,Small,All,0.5,2,484,COLAB,colab,0.5815384615384616
21,Small,All,0.5,2,484,COLAB,neighbor,0.5095969289827256
21,Small,All,0.5,2,484,COLAB,research,0.3539518900343643
22,Small,All,0.5,2,484,COLAB,colab,0.625
22,Small,All,0.5,2,484,COLAB,neighbor,0.48868778280542985
22,Small,All,0.5,2,484,COLAB,research,0.280440414507772
23,Small,All,0.5,2,484,COLAB,colab,0.5681063122923588
23,Small,All,0.5,2,484,COLAB,neighbor,0.5623556581986143
23,Small,All,0.5,2,484,COLAB,research,0.31392045454545453
24,Small,All,0.5,2,484,COLAB,colab,0.6366120218579235
24,Small,All,0.5,2,484,COLAB,neighbor,0.5453575240128068
24,Small,All,0.5,2,484,COLAB,research,0.31752055660974066
25,Small,All,0.5,2,484,COLAB,colab,0.6577380952380952
25,Small,All,0.5,2,484,COLAB,neighbor,0.49142857142857144
25,Small,All,0.5,2,484,COLAB,research,0.34092307692307694
26,Small,All,0.5,2,484,COLAB,colab,0.5849802371541502
26,Small,All,0.5,2,484,COLAB,neighbor,0.4668094218415418
26,Small,All,0.5,2,484,COLAB,research,0.3231441048034934
27,Small,All,0.5,2,484,COLAB,colab,0.6656441717791411
27,Small,All,0.5,2,484,COLAB,neighbor,0.5162689804772235
27,Small,All,0.5,2,484,COLAB,research,0.3042921204356182
28,Small,All,0.5,2,484,COLAB,colab,0.5754716981132075
28,Small,All,0.5,2,484,COLAB,neighbor,0.5383928571428571
28,Small,All,0.5,2,484,COLAB,research,0.3390044108380592
29,Small,All,0.5,2,484,COLAB,colab,0.6919642857142857
29,Small,All,0.5,2,484,COLAB,neighbor,0.48519579751671443
29,Small,All,0.5,2,484,COLAB,research,0.32616940581542353
30,Small,All,0.5,2,484,COLAB,colab,0.7192982456140351
30,Small,All,0.5,2,484,COLAB,neighbor,0.5932203389830508
30,Small,All,0.5,2,484,COLAB,research,0.31769436997319034
31,Small,All,0.5,2,484,COLAB,colab,0.6341463414634146
31,Small,All,0.5,2,484,COLAB,neighbor,0.5315729047072331
31,Small,All,0.5,2,484,COLAB,research,0.3561290322580645
32,Small,All,0.5,2,484,COLAB,colab,0.75
32,Small,All,0.5,2,484,COLAB,neighbor,0.46511627906976744
32,Small,All,0.5,2,484,COLAB,research,0.3715029277813923
33,Small,All,0.5,2,484,COLAB,colab,0.6168582375478927
33,Small,All,0.5,2,484,COLAB,neighbor,0.5176125244618396
33,Small,All,0.5,2,484,COLAB,research,0.3483221476510067
34,Small,All,0.5,2,484,COLAB,colab,0.5774647887323944
34,Small,All,0.5,2,484,COLAB,neighbor,0.5512699905926622
34,Small,All,0.5,2,484,COLAB,research,0.34098360655737703
35,Small,All,0.5,2,484,COLAB,colab,0.6324110671936759
35,Small,All,0.5,2,484,COLAB,neighbor,0.5015739769150053
35,Small,All,0.5,2,484,COLAB,research,0.34864864864864864
36,Small,All,0.5,2,484,COLAB,colab,0.6028985507246377
36,Small,All,0.5,2,484,COLAB,neighbor,0.540453074433657
36,Small,All,0.5,2,484,COLAB,research,0.3264900662251656
37,Small,All,0.5,2,484,COLAB,colab,0.5574468085106383
37,Small,All,0.5,2,484,COLAB,neighbor,0.5204795204795205
37,Small,All,0.5,2,484,COLAB,research,0.302252816020025
38,Small,All,0.5,2,484,COLAB,colab,0.5132275132275133
38,Small,All,0.5,2,484,COLAB,neighbor,0.4758241758241758
38,Small,All,0.5,2,484,COLAB,research,0.34805537244561635
39,Small,All,0.5,2,484,COLAB,colab,0.6625514403292181
39,Small,All,0.5,2,484,COLAB,neighbor,0.49373695198329853
39,Small,All,0.5,2,484,COLAB,research,0.32388924661944624
40,Small,All,0.5,2,484,COLAB,colab,0.6203007518796992
40,Small,All,0.5,2,484,COLAB,neighbor,0.5601617795753286
40,Small,All,0.5,2,484,COLAB,research,0.3299319727891156
41,Small,All,0.5,2,484,COLAB,colab,0.5466666666666666
41,Small,All,0.5,2,484,COLAB,neighbor,0.5149171270718232
41,Small,All,0.5,2,484,COLAB,research,0.30700179533213645
42,Small,All,0.5,2,484,COLAB,colab,0.47883597883597884
42,Small,All,0.5,2,484,COLAB,neighbor,0.5033301617507137
42,Small,All,0.5,2,484,COLAB,research,0.30344379467186483
43,Small,All,0.5,2,484,COLAB,colab,0.6163141993957704
43,Small,All,0.5,2,484,COLAB,neighbor,0.5293522267206477
43,Small,All,0.5,2,484,COLAB,research,0.3104325699745547
44,Small,All,0.5,2,484,COLAB,colab,0.6564885496183206
44,Small,All,0.5,2,484,COLAB,neighbor,0.5228260869565218
44,Small,All,0.5,2,484,COLAB,research,0.36047979797979796
45,Small,All,0.5,2,484,COLAB,colab,0.6086956521739131
45,Small,All,0.5,2,484,COLAB,neighbor,0.5242825607064018
45,Small,All,0.5,2,484,COLAB,research,0.34104428288169203
46,Small,All,0.5,2,484,COLAB,colab,0.5659340659340659
46,Small,All,0.5,2,484,COLAB,neighbor,0.6028368794326241
46,Small,All,0.5,2,484,COLAB,research,0.30780243378668576
47,Small,All,0.5,2,484,COLAB,colab,0.6370370370370371
47,Small,All,0.5,2,484,COLAB,neighbor,0.483248730964467
47,Small,All,0.5,2,484,COLAB,research,0.3606666666666667
48,Small,All,0.5,2,484,COLAB,colab,0.5212765957446809
48,Small,All,0.5,2,484,COLAB,neighbor,0.49799599198396793
48,Small,All,0.5,2,484,COLAB,research,0.34260429835651074
49,Small,All,0.5,2,484,COLAB,colab,0.493573264781491
49,Small,All,0.5,2,484,COLAB,neighbor,0.5088449531737773
49,Small,All,0.5,2,484,COLAB,research,0.2943495400788436
50,Small,All,0.5,2,484,COLAB,colab,0.6582278481012658
50,Small,All,0.5,2,484,COLAB,neighbor,0.5177228786251342
50,Small,All,0.5,2,484,COLAB,research,0.3005068790731354
1,Small,All,0.5,2,484,NOLAB,neighbor,0.5333792154163799
1,Small,All,0.5,2,484,NOLAB,research,0.34271099744245526
2,Small,All,0.5,2,484,NOLAB,neighbor,0.569060773480663
2,Small,All,0.5,2,484,NOLAB,research,0.3527827648114901
3,Small,All,0.5,2,484,NOLAB,neighbor,0.5671550671550671
3,Small,All,0.5,2,484,NOLAB,research,0.37033861980282895
4,Small,All,0.5,2,484,NOLAB,neighbor,0.5274725274725275
4,Small,All,0.5,2,484,NOLAB,research,0.31689272503082616
5,Small,All,0.5,2,484,NOLAB,neighbor,0.5180580224985198
5,Small,All,0.5,2,484,NOLAB,research,0.3480194017784964
6,Small,All,0.5,2,484,NOLAB,neighbor,0.5488257107540173
6,Small,All,0.5,2,484,NOLAB,research,0.33742610277398816
7,Small,All,0.5,2,484,NOLAB,neighbor,0.4853801169590643
7,Small,All,0.5,2,484,NOLAB,research,0.340390203403902
8,Small,All,0.5,2,484,NOLAB,neighbor,0.5147225368063421
8,Small,All,0.5,2,484,NOLAB,research,0.3423180592991914
9,Small,All,0.5,2,484,NOLAB,neighbor,0.558109833971903
9,Small,All,0.5,2,484,NOLAB,research,0.3238953238953239
10,Small,All,0.5,2,484,NOLAB,neighbor,0.5294117647058824
10,Small,All,0.5,2,484,NOLAB,research,0.3123615418697386
11,Small,All,0.5,2,484,NOLAB,neighbor,0.5359186268277177
11,Small,All,0.5,2,484,NOLAB,research,0.3277345350266284
12,Small,All,0.5,2,484,NOLAB,neighbor,0.5310344827586206
12,Small,All,0.5,2,484,NOLAB,research,0.3466476462196862
13,Small,All,0.5,2,484,NOLAB,neighbor,0.5484886649874056
13,Small,All,0.5,2,484,NOLAB,research,0.3196136077278454
14,Small,All,0.5,2,484,NOLAB,neighbor,0.5519859813084113
14,Small,All,0.5,2,484,NOLAB,research,0.3433029908972692
15,Small,All,0.5,2,484,NOLAB,neighbor,0.534698521046644
15,Small,All,0.5,2,484,NOLAB,research,0.30954545454545457
16,Small,All,0.5,2,484,NOLAB,neighbor,0.5376220562894888
16,Small,All,0.5,2,484,NOLAB,research,0.3209764918625678
17,Small,All,0.5,2,484,NOLAB,neighbor,0.5149425287356322
17,Small,All,0.5,2,484,NOLAB,research,0.3394867176947321
18,Small,All,0.5,2,484,NOLAB,neighbor,0.5307388606880993
18,Small,All,0.5,2,484,NOLAB,research,0.3235425011125946
19,Small,All,0.5,2,484,NOLAB,neighbor,0.5153061224489796
19,Small,All,0.5,2,484,NOLAB,research,0.36467486818980666
20,Small,All,0.5,2,484,NOLAB,neighbor,0.541289933694997
20,Small,All,0.5,2,484,NOLAB,research,0.3294021960146401
21,Small,All,0.5,2,484,NOLAB,neighbor,0.5181224004753416
21,Small,All,0.5,2,484,NOLAB,research,0.31303563373928733
22,Small,All,0.5,2,484,NOLAB,neighbor,0.509641873278237
22,Small,All,0.5,2,484,NOLAB,research,0.31703131703131704
23,Small,All,0.5,2,484,NOLAB,neighbor,0.5202744853399875
23,Small,All,0.5,2,484,NOLAB,research,0.32722396066160037
24,Small,All,0.5,2,484,NOLAB,neighbor,0.5392156862745098
24,Small,All,0.5,2,484,NOLAB,research,0.3303964757709251
25,Small,All,0.5,2,484,NOLAB,neighbor,0.5752919483712354
25,Small,All,0.5,2,484,NOLAB,research,0.3394418992086631
26,Small,All,0.5,2,484,NOLAB,neighbor,0.5
26,Small,All,0.5,2,484,NOLAB,research,0.35581188997338065
27,Small,All,0.5,2,484,NOLAB,neighbor,0.5249559600704639
27,Small,All,0.5,2,484,NOLAB,research,0.3032258064516129
28,Small,All,0.5,2,484,NOLAB,neighbor,0.5185185185185185
28,Small,All,0.5,2,484,NOLAB,research,0.31070615034168564
29,Small,All,0.5,2,484,NOLAB,neighbor,0.5039180229053647
29,Small,All,0.5,2,484,NOLAB,research,0.3189806678383128
30,Small,All,0.5,2,484,NOLAB,neighbor,0.5227410551849606
30,Small,All,0.5,2,484,NOLAB,research,0.3092741935483871
31,Small,All,0.5,2,484,NOLAB,neighbor,0.5133598635588402
31,Small,All,0.5,2,484,NOLAB,research,0.3512377393741242
32,Small,All,0.5,2,484,NOLAB,neighbor,0.5684019370460048
32,Small,All,0.5,2,484,NOLAB,research,0.3324697754749568
33,Small,All,0.5,2,484,NOLAB,neighbor,0.5416666666666666
33,Small,All,0.5,2,484,NOLAB,research,0.3241803278688525
34,Small,All,0.5,2,484,NOLAB,neighbor,0.5147225368063421
34,Small,All,0.5,2,484,NOLAB,research,0.3423180592991914
35,Small,All,0.5,2,484,NOLAB,neighbor,0.5131736526946108
35,Small,All,0.5,2,484,NOLAB,research,0.3528376594808623
36,Small,All,0.5,2,484,NOLAB,neighbor,0.5146966854283928
36,Small,All,0.5,2,484,NOLAB,research,0.3210376976084313
37,Small,All,0.5,2,484,NOLAB,neighbor,0.5180645161290323
37,Small,All,0.5,2,484,NOLAB,research,0.31674398987768876
38,Small,All,0.5,2,484,NOLAB,neighbor,0.5249679897567221
38,Small,All,0.5,2,484,NOLAB,research,0.3567151411462789
39,Small,All,0.5,2,484,NOLAB,neighbor,0.5270718232044199
39,Small,All,0.5,2,484,NOLAB,research,0.3084914182475158
40,Small,All,0.5,2,484,NOLAB,neighbor,0.5112079701120797
40,Small,All,0.5,2,484,NOLAB,research,0.33756345177664976
41,Small,All,0.5,2,484,NOLAB,neighbor,0.5559025608994379
41,Small,All,0.5,2,484,NOLAB,research,0.2937365010799136
42,Small,All,0.5,2,484,NOLAB,neighbor,0.5460614152202937
42,Small,All,0.5,2,484,NOLAB,research,0.3035208417644678
43,Small,All,0.5,2,484,NOLAB,neighbor,0.524390243902439
43,Small,All,0.5,2,484,NOLAB,research,0.3147769136307818
44,Small,All,0.5,2,484,NOLAB,neighbor,0.5228267667292058
44,Small,All,0.5,2,484,NOLAB,research,0.3427087840761575
45,Small,All,0.5,2,484,NOLAB,neighbor,0.5402298850574713
45,Small,All,0.5,2,484,NOLAB,research,0.3380829015544041
46,Small,All,0.5,2,484,NOLAB,neighbor,0.5148342059336823
46,Small,All,0.5,2,484,NOLAB,research,0.2872387727879057
47,Small,All,0.5,2,484,NOLAB,neighbor,0.5075165363800361
47,Small,All,0.5,2,484,NOLAB,research,0.301143583227446
48,Small,All,0.5,2,484,NOLAB,neighbor,0.5389030612244898
48,Small,All,0.5,2,484,NOLAB,research,0.33631713554987214
49,Small,All,0.5,2,484,NOLAB,neighbor,0.5003119151590767
49,Small,All,0.5,2,484,NOLAB,research,0.33271461716937356
50,Small,All,0.5,2,484,NOLAB,neighbor,0.5244530244530244
50,Small,All,0.5,2,484,NOLAB,research,0.3331875819851334
1,Small,All,0.5,7,484,COLAB,colab,0.609504132231405
1,Small,All,0.5,7,484,COLAB,neighbor,0.5969517358171041
1,Small,All,0.5,7,484,COLAB,research,0.5306725794530672
2,Small,All,0.5,7,484,COLAB,colab,0.6642156862745098
2,Small,All,0.5,7,484,COLAB,neighbor,0.6038151137197358
2,Small,All,0.5,7,484,COLAB,research,0.5109375
3,Small,All,0.5,7,484,COLAB,colab,0.6349557522123894
3,Small,All,0.5,7,484,COLAB,neighbor,0.5859676175790285
3,Small,All,0.5,7,484,COLAB,research,0.5402390438247012
4,Small,All,0.5,7,484,COLAB,colab,0.6163793103448276
4,Small,All,0.5,7,484,COLAB,neighbor,0.5935280189423836
4,Small,All,0.5,7,484,COLAB,research,0.524
5,Small,All,0.5,7,484,COLAB,colab,0.6704545454545454
5,Small,All,0.5,7,484,COLAB,neighbor,0.615814696485623
5,Small,All,0.5,7,484,COLAB,research,0.5189028910303929
6,Small,All,0.5,7,484,COLAB,colab,0.6641074856046065
6,Small,All,0.5,7,484,COLAB,neighbor,0.5761421319796954
6,Small,All,0.5,7,484,COLAB,research,0.5275459098497496
7,Small,All,0.5,7,484,COLAB,colab,0.6038543897216274
7,Small,All,0.5,7,484,COLAB,neighbor,0.6193712829226848
7,Small,All,0.5,7,484,COLAB,research,0.5029455081001473
8,Small,All,0.5,7,484,COLAB,colab,0.6784140969162996
8,Small,All,0.5,7,484,COLAB,neighbor,0.5839580209895052
8,Small,All,0.5,7,484,COLAB,research,0.49614197530864196
9,Small,All,0.5,7,484,COLAB,colab,0.5929978118161926
9,Small,All,0.5,7,484,COLAB,neighbor,0.6148148148148148
9,Small,All,0.5,7,484,COLAB,research,0.5418464193270061
10,Small,All,0.5,7,484,COLAB,colab,0.6378269617706237
10,Small,All,0.5,7,484,COLAB,neighbor,0.5692850838481907
10,Small,All,0.5,7,484,COLAB,research,0.5198380566801619
11,Small,All,0.5,7,484,COLAB,colab,0.6245353159851301
11,Small,All,0.5,7,484,COLAB,neighbor,0.6008230452674898
11,Small,All,0.5,7,484,COLAB,research,0.5306603773584906
12,Small,All,0.5,7,484,COLAB,colab,0.6232464929859719
12,Small,All,0.5,7,484,COLAB,neighbor,0.5884244372990354
12,Small,All,0.5,7,484,COLAB,research,0.5196078431372549
13,Small,All,0.5,7,484,COLAB,colab,0.6088794926004228
13,Small,All,0.5,7,484,COLAB,neighbor,0.5816164817749604
13,Small,All,0.5,7,484,COLAB,research,0.48551829268292684
14,Small,All,0.5,7,484,COLAB,colab,0.6693989071038251
14,Small,All,0.5,7,484,COLAB,neighbor,0.637240356083086
14,Small,All,0.5,7,484,COLAB,research,0.5003668378576669
15,Small,All,0.5,7,484,COLAB,colab,0.5292740046838408
15,Small,All,0.5,7,484,COLAB,neighbor,0.5925925925925926
15,Small,All,0.5,7,484,COLAB,research,0.48982785602503914
16,Small,All,0.5,7,484,COLAB,colab,0.6577868852459017
16,Small,All,0.5,7,484,COLAB,neighbor,0.6148969889064976
16,Small,All,0.5,7,484,COLAB,research,0.5169811320754717
17,Small,All,0.5,7,484,COLAB,colab,0.6089743589743589
17,Small,All,0.5,7,484,COLAB,neighbor,0.5897035881435257
17,Small,All,0.5,7,484,COLAB,research,0.5243619489559165
18,Small,All,0.5,7,484,COLAB,colab,0.6187624750499002
18,Small,All,0.5,7,484,COLAB,neighbor,0.6283941039565555
18,Small,All,0.5,7,484,COLAB,research,0.5195020746887967
19,Small,All,0.5,7,484,COLAB,colab,0.6115241635687733
19,Small,All,0.5,7,484,COLAB,neighbor,0.6119281045751634
19,Small,All,0.5,7,484,COLAB,research,0.5198098256735341
20,Small,All,0.5,7,484,COLAB,colab,0.6448362720403022
20,Small,All,0.5,7,484,COLAB,neighbor,0.585274229902329
20,Small,All,0.5,7,484,COLAB,research,0.5013458950201884
21,Small,All,0.5,7,484,COLAB,colab,0.6124497991967871
21,Small,All,0.5,7,484,COLAB,neighbor,0.6019417475728155
21,Small,All,0.5,7,484,COLAB,research,0.4850863422291994
22,Small,All,0.5,7,484,COLAB,colab,0.6543859649122807
22,Small,All,0.5,7,484,COLAB,neighbor,0.5825649622799665
22,Small,All,0.5,7,484,COLAB,research,0.5649202733485194
23,Small,All,0.5,7,484,COLAB,colab,0.6901669758812616
23,Small,All,0.5,7,484,COLAB,neighbor,0.6060830860534124
23,Small,All,0.5,7,484,COLAB,research,0.5152224824355972
24,Small,All,0.5,7,484,COLAB,colab,0.6214953271028038
24,Small,All,0.5,7,484,COLAB,neighbor,0.5849056603773585
24,Small,All,0.5,7,484,COLAB,research,0.5108259823576584
25,Small,All,0.5,7,484,COLAB,colab,0.6341463414634146
25,Small,All,0.5,7,484,COLAB,neighbor,0.6182108626198083
25,Small,All,0.5,7,484,COLAB,research,0.4825796886582654
26,Small,All,0.5,7,484,COLAB,colab,0.6117886178861789
26,Small,All,0.5,7,484,COLAB,neighbor,0.5932463545663853
26,Small,All,0.5,7,484,COLAB,research,0.507177033492823
27,Small,All,0.5,7,484,COLAB,colab,0.5835010060362174
27,Small,All,0.5,7,484,COLAB,neighbor,0.6022304832713755
27,Small,All,0.5,7,484,COLAB,research,0.5292181069958848
28,Small,All,0.5,7,484,COLAB,colab,0.590339892665474
28,Small,All,0.5,7,484,COLAB,neighbor,0.5995260663507109
28,Small,All,0.5,7,484,COLAB,research,0.5284683239775461
29,Small,All,0.5,7,484,COLAB,colab,0.6013363028953229
29,Small,All,0.5,7,484,COLAB,neighbor,0.5986290936785986
29,Small,All,0.5,7,484,COLAB,research,0.5178423236514523
30,Small,All,0.5,7,484,COLAB,colab,0.6305732484076433
30,Small,All,0.5,7,484,COLAB,neighbor,0.5980937251787133
30,Small,All,0.5,7,484,COLAB,research,0.5037187288708587
31,Small,All,0.5,7,484,COLAB,colab,0.5803212851405622
31,Small,All,0.5,7,484,COLAB,neighbor,0.5812101910828026
31,Small,All,0.5,7,484,COLAB,research,0.5041888804265042
32,Small,All,0.5,7,484,COLAB,colab,0.673289183222958
32,Small,All,0.5,7,484,COLAB,neighbor,0.5838926174496645
32,Small,All,0.5,7,484,COLAB,research,0.5026902382782475
33,Small,All,0.5,7,484,COLAB,colab,0.6055045871559633
33,Small,All,0.5,7,484,COLAB,neighbor,0.5951843491346878
33,Small,All,0.5,7,484,COLAB,research,0.49640287769784175
34,Small,All,0.5,7,484,COLAB,colab,0.6784140969162996
34,Small,All,0.5,7,484,COLAB,neighbor,0.5839580209895052
34,Small,All,0.5,7,484,COLAB,research,0.49614197530864196
35,Small,All,0.5,7,484,COLAB,colab,0.6592292089249493
35,Small,All,0.5,7,484,COLAB,neighbor,0.6035548686244204
35,Small,All,0.5,7,484,COLAB,research,0.5197195442594216
36,Small,All,0.5,7,484,COLAB,colab,0.6513761467889908
36,Small,All,0.5,7,484,COLAB,neighbor,0.5751911639762107
36,Small,All,0.5,7,484,COLAB,research,0.47424135497529996
37,Small,All,0.5,7,484,COLAB,colab,0.6512059369202227
37,Small,All,0.5,7,484,COLAB,neighbor,0.6232
37,Small,All,0.5,7,484,COLAB,research,0.5318007662835249
38,Small,All,0.5,7,484,COLAB,colab,0.6608695652173913
38,Small,All,0.5,7,484,COLAB,neighbor,0.5953846153846154
38,Small,All,0.5,7,484,COLAB,research,0.4889240506329114
39,Small,All,0.5,7,484,COLAB,colab,0.5778894472361809
39,Small,All,0.5,7,484,COLAB,neighbor,0.5518987341772152
39,Small,All,0.5,7,484,COLAB,research,0.48929421094369546
40,Small,All,0.5,7,484,COLAB,colab,0.591182364729459
40,Small,All,0.5,7,484,COLAB,neighbor,0.6018440905280805
40,Small,All,0.5,7,484,COLAB,research,0.5251798561151079
41,Small,All,0.5,7,484,COLAB,colab,0.6918238993710691
41,Small,All,0.5,7,484,COLAB,neighbor,0.5685393258426966
41,Small,All,0.5,7,484,COLAB,research,0.5169692186266772
42,Small,All,0.5,7,484,COLAB,colab,0.6468253968253969
42,Small,All,0.5,7,484,COLAB,neighbor,0.6152597402597403
42,Small,All,0.5,7,484,COLAB,research,0.5321173671689136
43,Small,All,0.5,7,484,COLAB,colab,0.6516587677725119
43,Small,All,0.5,7,484,COLAB,neighbor,0.6328125
43,Small,All,0.5,7,484,COLAB,research,0.5279225614296351
44,Small,All,0.5,7,484,COLAB,colab,0.6253968253968254
44,Small,All,0.5,7,484,COLAB,neighbor,0.6263817243920413
44,Small,All,0.5,7,484,COLAB,research,0.49958088851634536
45,Small,All,0.5,7,484,COLAB,colab,0.6382022471910113
45,Small,All,0.5,7,484,COLAB,neighbor,0.5951178451178452
45,Small,All,0.5,7,484,COLAB,research,0.5405594405594406
46,Small,All,0.5,7,484,COLAB,colab,0.5984848484848485
46,Small,All,0.5,7,484,COLAB,neighbor,0.5955473098330241
46,Small,All,0.5,7,484,COLAB,research,0.5081839438815277
47,Small,All,0.5,7,484,COLAB,colab,0.6282973621103117
47,Small,All,0.5,7,484,COLAB,neighbor,0.6031096563011457
47,Small,All,0.5,7,484,COLAB,research,0.5021067415730337
48,Small,All,0.5,7,484,COLAB,colab,0.62708719851577
48,Small,All,0.5,7,484,COLAB,neighbor,0.5907172995780591
48,Small,All,0.5,7,484,COLAB,research,0.5390749601275917
49,Small,All,0.5,7,484,COLAB,colab,0.6305609284332688
49,Small,All,0.5,7,484,COLAB,neighbor,0.5918057663125948
49,Small,All,0.5,7,484,COLAB,research,0.505946935041171
50,Small,All,0.5,7,484,COLAB,colab,0.5828877005347594
50,Small,All,0.5,7,484,COLAB,neighbor,0.6243305279265493
50,Small,All,0.5,7,484,COLAB,research,0.5071609098567817
1,Small,All,0.5,7,484,NOLAB,neighbor,0.6024716786817713
1,Small,All,0.5,7,484,NOLAB,research,0.5454005934718101
2,Small,All,0.5,7,484,NOLAB,neighbor,0.5828186412128018
2,Small,All,0.5,7,484,NOLAB,research,0.5607038123167155
3,Small,All,0.5,7,484,NOLAB,neighbor,0.5969387755102041
3,Small,All,0.5,7,484,NOLAB,research,0.5551643192488263
4,Small,All,0.5,7,484,NOLAB,neighbor,0.6166666666666667
4,Small,All,0.5,7,484,NOLAB,research,0.5268941584731058
5,Small,All,0.5,7,484,NOLAB,neighbor,0.5836317135549872
5,Small,All,0.5,7,484,NOLAB,research,0.5288293535235876
6,Small,All,0.5,7,484,NOLAB,neighbor,0.6026759744037231
6,Small,All,0.5,7,484,NOLAB,research,0.5097423004399748
7,Small,All,0.5,7,484,NOLAB,neighbor,0.6160458452722063
7,Small,All,0.5,7,484,NOLAB,research,0.5664644236072808
8,Small,All,0.5,7,484,NOLAB,neighbor,0.6017039403620873
8,Small,All,0.5,7,484,NOLAB,research,0.5477545857052498
9,Small,All,0.5,7,484,NOLAB,neighbor,0.5970654627539503
9,Small,All,0.5,7,484,NOLAB,research,0.5461538461538461
10,Small,All,0.5,7,484,NOLAB,neighbor,0.5882967607105538
10,Small,All,0.5,7,484,NOLAB,research,0.5355871886120996
11,Small,All,0.5,7,484,NOLAB,neighbor,0.5974102413184226
11,Small,All,0.5,7,484,NOLAB,research,0.5253428741800835
12,Small,All,0.5,7,484,NOLAB,neighbor,0.6002098635886673
12,Small,All,0.5,7,484,NOLAB,research,0.5368013281682347
13,Small,All,0.5,7,484,NOLAB,neighbor,0.6006441223832528
13,Small,All,0.5,7,484,NOLAB,research,0.524878640776699
14,Small,All,0.5,7,484,NOLAB,neighbor,0.5964712578258395
14,Small,All,0.5,7,484,NOLAB,research,0.5547785547785548
15,Small,All,0.5,7,484,NOLAB,neighbor,0.6447714135575408
15,Small,All,0.5,7,484,NOLAB,research,0.5498177399756987
16,Small,All,0.5,7,484,NOLAB,neighbor,0.6233766233766234
16,Small,All,0.5,7,484,NOLAB,research,0.5233038348082596
17,Small,All,0.5,7,484,NOLAB,neighbor,0.6216975829117481
17,Small,All,0.5,7,484,NOLAB,research,0.5413618458075408
18,Small,All,0.5,7,484,NOLAB,neighbor,0.6234972677595628
18,Small,All,0.5,7,484,NOLAB,research,0.5819916517590936
19,Small,All,0.5,7,484,NOLAB,neighbor,0.5958099131323454
19,Small,All,0.5,7,484,NOLAB,research,0.522978475858057
20,Small,All,0.5,7,484,NOLAB,neighbor,0.604887983706721
20,Small,All,0.5,7,484,NOLAB,research,0.5438898450946644
21,Small,All,0.5,7,484,NOLAB,neighbor,0.6090686274509803
21,Small,All,0.5,7,484,NOLAB,research,0.564935064935065
