replica,network,population,sigma,true_model,net_size,colab_cond,RR,TAT
45,Lattice,All,0.2,2,413,COLAB,0.3160073597056118,0.8232787941006229
46,Lattice,All,0.2,2,413,COLAB,0.29214607303651824,0.8318159546359006
47,Lattice,All,0.2,2,413,COLAB,0.324822695035461,0.8082649609557738
48,Lattice,All,0.2,2,413,COLAB,0.3452566096423017,0.8224567428429945
49,Lattice,All,0.2,2,413,COLAB,0.32172701949860727,0.8239125845905507
50,Lattice,All,0.2,2,413,COLAB,0.3271474019088017,0.8215756827411902
1,Lattice,All,0.2,2,413,NOLAB,0.3094812164579606,0.8221461386742613
2,Lattice,All,0.2,2,413,NOLAB,0.29925187032418954,0.8201982261910793
3,Lattice,All,0.2,2,413,NOLAB,0.2962843295638126,0.8225215113798183
4,Lattice,All,0.2,2,413,NOLAB,0.3012383900928793,0.833878901597485
5,Lattice,All,0.2,2,413,NOLAB,0.3192202254035943,0.8181130262648455
6,Lattice,All,0.2,2,413,NOLAB,0.2982832618025751,0.8149615322487206
7,Lattice,All,0.2,2,413,NOLAB,0.284304932735426,0.819789670209549
8,Lattice,All,0.2,2,413,NOLAB,0.30087390761548066,0.8168067032811583
9,Lattice,All,0.2,2,413,NOLAB,0.28916768665850673,0.8284232716436106
10,Lattice,All,0.2,2,413,NOLAB,0.3010852713178295,0.8255481685467052
11,Lattice,All,0.2,2,413,NOLAB,0.2949378599575629,0.8233292219969974
12,Lattice,All,0.2,2,413,NOLAB,0.29198886483142594,0.8202330378128565
13,Lattice,All,0.2,2,413,NOLAB,0.2968561064087062,0.8270363087790001
14,Lattice,All,0.2,2,413,NOLAB,0.2909987669543773,0.8305191992773201
15,Lattice,All,0.2,2,413,NOLAB,0.2979504435607219,0.8364069165429304
16,Lattice,All,0.2,2,413,NOLAB,0.29441776710684275,0.8144157056494477
17,Lattice,All,0.2,2,413,NOLAB,0.2957540263543192,0.8245207928104527
18,Lattice,All,0.2,2,413,NOLAB,0.28182941903584674,0.8308562867042125
19,Lattice,All,0.2,2,413,NOLAB,0.29771689497716897,0.8196716522428319
20,Lattice,All,0.2,2,413,NOLAB,0.2789115646258503,0.8197703923831069
21,Lattice,All,0.2,2,413,NOLAB,0.2893973573960683,0.8370488630470909
22,Lattice,All,0.2,2,413,NOLAB,0.293036750483559,0.8280612773260085
23,Lattice,All,0.2,2,413,NOLAB,0.2979917306556409,0.805685773442659
24,Lattice,All,0.2,2,413,NOLAB,0.30093289196509176,0.8176112540266658
25,Lattice,All,0.2,2,413,NOLAB,0.30406015037593986,0.8126264280098849
26,Lattice,All,0.2,2,413,NOLAB,0.3067213632060587,0.8079364117055845
27,Lattice,All,0.2,2,413,NOLAB,0.3037397385223472,0.8092946269416857
28,Lattice,All,0.2,2,413,NOLAB,0.3066961465571699,0.81543225856258
29,Lattice,All,0.2,2,413,NOLAB,0.3084507042253521,0.816296701768636
30,Lattice,All,0.2,2,413,NOLAB,0.3325220565865531,0.821166636063972
31,Lattice,All,0.2,2,413,NOLAB,0.28801486528336945,0.8382213212620783
32,Lattice,All,0.2,2,413,NOLAB,0.2840975043528729,0.83091615677902
33,Lattice,All,0.2,2,413,NOLAB,0.27730829420970265,0.8409438013871664
34,Lattice,All,0.2,2,413,NOLAB,0.30087390761548066,0.8168067032811583
35,Lattice,All,0.2,2,413,NOLAB,0.3050480024775472,0.8332396137294613
36,Lattice,All,0.2,2,413,NOLAB,0.3123441396508728,0.797276412443578
37,Lattice,All,0.2,2,413,NOLAB,0.3041905336147121,0.8211604421900669
38,Lattice,All,0.2,2,413,NOLAB,0.2855796418473139,0.8352866820607583
39,Lattice,All,0.2,2,413,NOLAB,0.2926457125419591,0.8280485336518071
40,Lattice,All,0.2,2,413,NOLAB,0.31561051004636786,0.8172238476942343
41,Lattice,All,0.2,2,413,NOLAB,0.2923497267759563,0.8180121014471852
42,Lattice,All,0.2,2,413,NOLAB,0.3207663782447466,0.8037814736897815
43,Lattice,All,0.2,2,413,NOLAB,0.299202942979767,0.8298792765348325
44,Lattice,All,0.2,2,413,NOLAB,0.2725575606720597,0.8302819542174358
45,Lattice,All,0.2,2,413,NOLAB,0.31544665012406947,0.8243774879080086
46,Lattice,All,0.2,2,413,NOLAB,0.29497274379164146,0.8267723014450573
47,Lattice,All,0.2,2,413,NOLAB,0.28102532041262895,0.8214493357320144
48,Lattice,All,0.2,2,413,NOLAB,0.2732977721995607,0.8384473159723937
49,Lattice,All,0.2,2,413,NOLAB,0.28096582000627157,0.8260196503367864
50,Lattice,All,0.2,2,413,NOLAB,0.2763850201176106,0.8301195577531127
1,Lattice,All,0.2,7,413,COLAB,0.4261645193260654,0.781526243963685
2,Lattice,All,0.2,7,413,COLAB,0.4594739667203435,0.7965137348698993
3,Lattice,All,0.2,7,413,COLAB,0.4345769837099317,0.8047187195371215
4,Lattice,All,0.2,7,413,COLAB,0.43656136716727084,0.7971513588722288
5,Lattice,All,0.2,7,413,COLAB,0.43400211193241817,0.75143034071957715
6,Lattice,All,0.2,7,413,COLAB,0.4457494407158837,0.770119478911738
7,Lattice,All,0.2,7,413,COLAB,0.4686450167973124,0.8023089340038493
8,Lattice,All,0.2,7,413,COLAB,0.42748980780430984,0.7724938992196821
9,Lattice,All,0.2,7,413,COLAB,0.47639956092206365,0.7784931435840972
10,Lattice,All,0.2,7,413,COLAB,0.4261057173678533,0.7896484411659815
11,Lattice,All,0.2,7,413,COLAB,0.4317825405122844,0.7729264820039476
12,Lattice,All,0.2,7,413,COLAB,0.4297566371681416,0.7949665880149138
13,Lattice,All,0.2,7,413,COLAB,0.40844298245614036,0.7775617427037147
14,Lattice,All,0.2,7,413,COLAB,0.41801902630106325,0.7747275711465513
15,Lattice,All,0.2,7,413,COLAB,0.42591662481165243,0.8007122906176073
16,Lattice,All,0.2,7,413,COLAB,0.4268421052631579,0.8201768681808824
17,Lattice,All,0.2,7,413,COLAB,0.4329896907216495,0.7720824786786139
18,Lattice,All,0.2,7,413,COLAB,0.453551912568306,0.8057870621593672
19,Lattice,All,0.2,7,413,COLAB,0.4190333831589437,0.7888606941081517
20,Lattice,All,0.2,7,413,COLAB,0.43838489774514944,0.7968689967742797
21,Lattice,All,0.2,7,413,COLAB,0.4575328614762386,0.7696848856167446
22,Lattice,All,0.2,7,413,COLAB,0.4381551362683438,0.7734003351794154
23,Lattice,All,0.2,7,413,COLAB,0.44050913115661317,0.7884929452513695
24,Lattice,All,0.2,7,413,COLAB,0.43797606093579977,0.8143022021486094
25,Lattice,All,0.2,7,413,COLAB,0.4213571804313519,0.8035872756462155
26,Lattice,All,0.2,7,413,COLAB,0.4041184041184041,0.8286457875806844
27,Lattice,All,0.2,7,413,COLAB,0.4200426439232409,0.8190712205508798
28,Lattice,All,0.2,7,413,COLAB,0.4182229767968308,0.7957140708961293
29,Lattice,All,0.2,7,413,COLAB,0.46986541837331774,0.7873147109195063
30,Lattice,All,0.2,7,413,COLAB,0.3953367875647668,0.793593784358279
31,Lattice,All,0.2,7,413,COLAB,0.42068595927116825,0.7910665847223148
32,Lattice,All,0.2,7,413,COLAB,0.4261424017003188,0.7823602093196624
33,Lattice,All,0.2,7,413,COLAB,0.43558636626227615,0.8304706322609943
34,Lattice,All,0.2,7,413,COLAB,0.42748980780430984,0.7724938992196821
35,Lattice,All,0.2,7,413,COLAB,0.43694690265486724,0.7966014575138629
36,Lattice,All,0.2,7,413,COLAB,0.4276206322795341,0.8029533926547396
37,Lattice,All,0.2,7,413,COLAB,0.45118587975730834,0.792967691567243
38,Lattice,All,0.2,7,413,COLAB,0.40137130801687765,0.7885678815899344
39,Lattice,All,0.2,7,413,COLAB,0.4544920728126835,0.8029385868368919
40,Lattice,All,0.2,7,413,COLAB,0.4715359828141783,0.7897470817238068
41,Lattice,All,0.2,7,413,COLAB,0.3964059196617336,0.7848237614825145
42,Lattice,All,0.2,7,413,COLAB,0.44371859296482413,0.7537232821240711
43,Lattice,All,0.2,7,413,COLAB,0.44367588932806323,0.7853392376936779
44,Lattice,All,0.2,7,413,COLAB,0.44956140350877194,0.7882449590005494
45,Lattice,All,0.2,7,413,COLAB,0.43450479233226835,0.7890903616100083
46,Lattice,All,0.2,7,413,COLAB,0.4402907580477674,0.7567150701858228
47,Lattice,All,0.2,7,413,COLAB,0.42094240837696334,0.7945000443627769
48,Lattice,All,0.2,7,413,COLAB,0.4411146161934805,0.7965010627123575
49,Lattice,All,0.2,7,413,COLAB,0.4446236559139785,0.7969594997943815
50,Lattice,All,0.2,7,413,COLAB,0.4411111111111111,0.7914091372499044
1,Lattice,All,0.2,7,413,NOLAB,0.4242119382964453,0.7831949932755039
2,Lattice,All,0.2,7,413,NOLAB,0.4251994680851064,0.8000667471471271
3,Lattice,All,0.2,7,413,NOLAB,0.3820539782684893,0.8314927303216003
4,Lattice,All,0.2,7,413,NOLAB,0.39451405350491026,0.7845483367405625
5,Lattice,All,0.2,7,413,NOLAB,0.39804845222072677,0.8039696015812229
6,Lattice,All,0.2,7,413,NOLAB,0.3945741758241758,0.8046482758347165
7,Lattice,All,0.2,7,413,NOLAB,0.3919631093544137,0.8075894980964525
8,Lattice,All,0.2,7,413,NOLAB,0.40045543266102795,0.7890684858994325
9,Lattice,All,0.2,7,413,NOLAB,0.3950660180681029,0.8123535319067475
10,Lattice,All,0.2,7,413,NOLAB,0.41310632830067456,0.771598295732757
11,Lattice,All,0.2,7,413,NOLAB,0.39192481726418377,0.817846342907523
12,Lattice,All,0.2,7,413,NOLAB,0.38874430709173713,0.7972556341649667
13,Lattice,All,0.2,7,413,NOLAB,0.3889471843301854,0.8215011793403679
14,Lattice,All,0.2,7,413,NOLAB,0.38908736602793115,0.7938840079180546
15,Lattice,All,0.2,7,413,NOLAB,0.40736914600550966,0.7892420660866066
16,Lattice,All,0.2,7,413,NOLAB,0.3820816864295125,0.8008279439997315
17,Lattice,All,0.2,7,413,NOLAB,0.4155251141552511,0.7821932925498387
18,Lattice,All,0.2,7,413,NOLAB,0.41517537580529706,0.8067163949715556
19,Lattice,All,0.2,7,413,NOLAB,0.3847933884297521,0.7962242396881366
20,Lattice,All,0.2,7,413,NOLAB,0.38283378746594005,0.8233604096913155
21,Lattice,All,0.2,7,413,NOLAB,0.42491103202846975,0.8233116920162051
22,Lattice,All,0.2,7,413,NOLAB,0.4059311224489796,0.8025136687705421
23,Lattice,All,0.2,7,413,NOLAB,0.3928934010152284,0.8038849770084637
24,Lattice,All,0.2,7,413,NOLAB,0.40867810292633705,0.8008360401118162
25,Lattice,All,0.2,7,413,NOLAB,0.4103099965168931,0.8211771038149324
26,Lattice,All,0.2,7,413,NOLAB,0.3901764095468696,0.8259097684141519
27,Lattice,All,0.2,7,413,NOLAB,0.4218230206254158,0.8042963015087592
28,Lattice,All,0.2,7,413,NOLAB,0.43067442656624444,0.8212603219999164
29,Lattice,All,0.2,7,413,NOLAB,0.3978127136021873,0.7882123528045486
30,Lattice,All,0.2,7,413,NOLAB,0.41688654353562005,0.7803142561921127
31,Lattice,All,0.2,7,413,NOLAB,0.42911877394636017,0.8052913160565451
32,Lattice,All,0.2,7,413,NOLAB,0.37910836316303287,0.79917059562878
33,Lattice,All,0.2,7,413,NOLAB,0.38615179760319573,0.8084113713925927
34,Lattice,All,0.2,7,413,NOLAB,0.40045543266102795,0.7890684858994325
35,Lattice,All,0.2,7,413,NOLAB,0.4145667932343804,0.7930138273359998
36,Lattice,All,0.2,7,413,NOLAB,0.4144486692015209,0.7869174223361661
37,Lattice,All,0.2,7,413,NOLAB,0.4033356024506467,0.8039008445827237
38,Lattice,All,0.2,7,413,NOLAB,0.42452830188679247,0.8219773546557111
39,Lattice,All,0.2,7,413,NOLAB,0.3985872855701312,0.8202044041405471
40,Lattice,All,0.2,7,413,NOLAB,0.4254459777852575,0.8074549992203374
41,Lattice,All,0.2,7,413,NOLAB,0.40845550630753497,0.7962356952226585
42,Lattice,All,0.2,7,413,NOLAB,0.3855903935957305,0.8106185934411826
43,Lattice,All,0.2,7,413,NOLAB,0.4111534464842397,0.8018370507739662
44,Lattice,All,0.2,7,413,NOLAB,0.4062082777036048,0.8139804709616419
45,Lattice,All,0.2,7,413,NOLAB,0.42946927374301674,0.7946108226962415
46,Lattice,All,0.2,7,413,NOLAB,0.4026548672566372,0.8107597585733453
47,Lattice,All,0.2,7,413,NOLAB,0.40849782535965207,0.8018021394059033
48,Lattice,All,0.2,7,413,NOLAB,0.37296260786193675,0.8050900556475936
49,Lattice,All,0.2,7,413,NOLAB,0.4210352786020442,0.8005341084085953
50,Lattice,All,0.2,7,413,NOLAB,0.40378343118069143,0.7914617393560477
1,Lattice,All,0.2,13,484,COLAB,0.5235470941883767,0.8281384677787355
2,Lattice,All,0.2,13,484,COLAB,0.5169448659585231,0.8104406752600523
3,Lattice,All,0.2,13,484,COLAB,0.514271407110666,0.8321967835604199
4,Lattice,All,0.2,13,484,COLAB,0.4942067736185383,0.8204833141542002
5,Lattice,All,0.2,13,484,COLAB,0.5163175840233805,0.8310972558085975
6,Lattice,All,0.2,13,484,COLAB,0.550339071465832,0.8385422382427675
7,Lattice,All,0.2,13,484,COLAB,0.5269672855879752,0.8224402807653118
8,Lattice,All,0.2,13,484,COLAB,0.49570200573065903,0.8408207815592846
9,Lattice,All,0.2,13,484,COLAB,0.521887159533074,0.8328848481875923
10,Lattice,All,0.2,13,484,COLAB,0.5154440154440154,0.8280770778231418
11,Lattice,All,0.2,13,484,COLAB,0.49794450154162384,0.8253050994066079
12,Lattice,All,0.2,13,484,COLAB,0.5046826222684704,0.8551677733472154
13,Lattice,All,0.2,13,484,COLAB,0.5124555160142349,0.8159623884431322
14,Lattice,All,0.2,13,484,COLAB,0.5209471766848816,0.8184869223958458
15,Lattice,All,0.2,13,484,COLAB,0.5081813931743806,0.8244200603708107
16,Lattice,All,0.2,13,484,COLAB,0.4973776223776224,0.817067350880345
17,Lattice,All,0.2,13,484,COLAB,0.5027652086475616,0.8341075528007346
18,Lattice,All,0.2,13,484,COLAB,0.4904306220095694,0.8314662067126927
19,Lattice,All,0.2,13,484,COLAB,0.4972893050763923,0.8200295319798778
20,Lattice,All,0.2,13,484,COLAB,0.48933143669985774,0.8269129880836393
21,Lattice,All,0.2,13,484,COLAB,0.5443037974683544,0.8413524963506853
22,Lattice,All,0.2,13,484,COLAB,0.5536529680365296,0.8533225126211664
23,Lattice,All,0.2,13,484,COLAB,0.560702096538274,0.8177266988062443
24,Lattice,All,0.2,13,484,COLAB,0.514483354950281,0.8065898589235903
25,Lattice,All,0.2,13,484,COLAB,0.5134117647058823,0.81621980679186
26,Lattice,All,0.2,13,484,COLAB,0.5447870778267254,0.8219542972363584
27,Lattice,All,0.2,13,484,COLAB,0.5704534373476353,0.8331185738050153
28,Lattice,All,0.2,13,484,COLAB,0.4861386138613861,0.8302076853083842
29,Lattice,All,0.2,13,484,COLAB,0.49662487945998074,0.8434930827696513
30,Lattice,All,0.2,13,484,COLAB,0.4968847352024922,0.8281305912924938
31,Lattice,All,0.2,13,484,COLAB,0.5332999499248874,0.8191077123555434
32,Lattice,All,0.2,13,484,COLAB,0.5207700101317123,0.8189004189808048
33,Lattice,All,0.2,13,484,COLAB,0.5050738007380073,0.8219628619023744
34,Lattice,All,0.2,13,484,COLAB,0.49570200573065903,0.8408207815592846
35,Lattice,All,0.2,13,484,COLAB,0.5220554797635288,0.8187008585933
36,Lattice,All,0.2,13,484,COLAB,0.49892818863879956,0.8323790719534931
37,Lattice,All,0.2,13,484,COLAB,0.5081813931743806,0.8177622514595803
38,Lattice,All,0.2,13,484,COLAB,0.4801909307875895,0.8383503194666296
39,Lattice,All,0.2,13,484,COLAB,0.5183324962330487,0.8418920644425559
40,Lattice,All,0.2,13,484,COLAB,0.48804780876494025,0.8400639894632032
41,Lattice,All,0.2,13,484,COLAB,0.5158084914182475,0.7974715860842945
42,Lattice,All,0.2,13,484,COLAB,0.49114408808042126,0.8401562686547365
43,Lattice,All,0.2,13,484,COLAB,0.529275092936803,0.8216387002081404
44,Lattice,All,0.2,13,484,COLAB,0.5,0.8227716944946101
45,Lattice,All,0.2,13,484,COLAB,0.5531265887137773,0.8431941684949444
