population,stickiness_median,stickiness_mean,stickiness_IQR,stickiness_SD
All,0.8869982993286905,0.8078616258310246,0.2086146829364488,0.22960335245105482
Bo,0.8701559020044544,0.8189087627738212,0.18890001061619421,0.19532764706283293
Mave,0.9220341577464543,0.8273922052801977,0.17136894974939043,0.23042743772948468
Rey,0.8983065505262308,0.7914051601550158,0.19060565792266115,0.27746592119018226
Tess,0.9758260318800802,0.8260886586119202,0.25916532627118516,0.2671445888642784
