replica,network,population,sigma,true_model,modelcompare,base_SS,TAT,RR
25,None,Mave,0.5,7,BIC,100,0.4651,0.9666666666666667
26,None,Mave,0.5,7,BIC,100,0.3959,0.88
27,None,Mave,0.5,7,BIC,100,0.6172,0.918918918918919
28,None,Mave,0.5,7,BIC,100,0.3837,0.8275862068965517
29,None,Mave,0.5,7,BIC,100,0.3129,1
3,None,Mave,0.5,7,BIC,100,0.9048,1
30,None,Mave,0.5,7,BIC,100,0.9078,1
31,None,Mave,0.5,7,BIC,100,0.7158,0.9259259259259259
32,None,Mave,0.5,7,BIC,100,0.6225,0.9523809523809523
33,None,Mave,0.5,7,BIC,100,0.9024,0.9743589743589743
34,None,Mave,0.5,7,BIC,100,0.7333,0.972972972972973
35,None,Mave,0.5,7,BIC,100,0.3565,0.9428571428571428
36,None,Mave,0.5,7,BIC,100,0.0823,1
37,None,Mave,0.5,7,BIC,100,0.3057,0.8974358974358975
38,None,Mave,0.5,7,BIC,100,0.8258,0.9333333333333333
39,None,Mave,0.5,7,BIC,100,0.2113,0.8
4,None,Mave,0.5,7,BIC,100,0.0585,0.9655172413793104
40,None,Mave,0.5,7,BIC,100,0.6901,0.9259259259259259
41,None,Mave,0.5,7,BIC,100,0.9125,1
42,None,Mave,0.5,7,BIC,100,0.1826,0.6756756756756757
43,None,Mave,0.5,7,BIC,100,0.095,0.8666666666666667
44,None,Mave,0.5,7,BIC,100,0.7961,0.8620689655172413
45,None,Mave,0.5,7,BIC,100,0.873,1
46,None,Mave,0.5,7,BIC,100,0.4392,1
47,None,Mave,0.5,7,BIC,100,0.0559,0.75
48,None,Mave,0.5,7,BIC,100,0.8031,0.8857142857142857
49,None,Mave,0.5,7,BIC,100,0.4406,0.9736842105263158
5,None,Mave,0.5,7,BIC,100,0.6194,0.90625
50,None,Mave,0.5,7,BIC,100,0.0171,0.9
6,None,Mave,0.5,7,BIC,100,0.5338,0.8536585365853658
7,None,Mave,0.5,7,BIC,100,0.793,0.9705882352941176
8,None,Mave,0.5,7,BIC,100,0.7333,0.972972972972973
9,None,Mave,0.5,7,BIC,100,0.5584,0.8918918918918919
1,None,Mave,0.8,13,AIC,100,0.053,0.5294117647058824
10,None,Mave,0.8,13,AIC,100,0.0328,0.72
11,None,Mave,0.8,13,AIC,100,0.0562,0.6764705882352942
12,None,Mave,0.8,13,AIC,100,0.0389,0.5483870967741935
13,None,Mave,0.8,13,AIC,100,0.0474,0.6521739130434783
14,None,Mave,0.8,13,AIC,100,0.0359,0.625
15,None,Mave,0.8,13,AIC,100,0.0395,0.631578947368421
16,None,Mave,0.8,13,AIC,100,0.0601,0.7317073170731707
17,None,Mave,0.8,13,AIC,100,0.0904,0.6304347826086957
18,None,Mave,0.8,13,AIC,100,0.0585,0.45161290322580644
19,None,Mave,0.8,13,AIC,100,0.0397,0.71875
2,None,Mave,0.8,13,AIC,100,0.0498,0.631578947368421
20,None,Mave,0.8,13,AIC,100,0.0375,0.6111111111111112
21,None,Mave,0.8,13,AIC,100,0.0472,0.5625
22,None,Mave,0.8,13,AIC,100,0.0407,0.7272727272727273
23,None,Mave,0.8,13,AIC,100,0.031,0.5172413793103449
24,None,Mave,0.8,13,AIC,100,0.0525,0.6060606060606061
25,None,Mave,0.8,13,AIC,100,0.0357,0.5454545454545454
26,None,Mave,0.8,13,AIC,100,0.0543,0.6
27,None,Mave,0.8,13,AIC,100,0.0411,0.5882352941176471
28,None,Mave,0.8,13,AIC,100,0.0633,0.5238095238095238
29,None,Mave,0.8,13,AIC,100,0.0508,0.6774193548387096
3,None,Mave,0.8,13,AIC,100,0.0584,0.5454545454545454
30,None,Mave,0.8,13,AIC,100,0.074,0.5238095238095238
31,None,Mave,0.8,13,AIC,100,0.042,0.7407407407407407
32,None,Mave,0.8,13,AIC,100,0.0499,0.5142857142857142
33,None,Mave,0.8,13,AIC,100,0.0691,0.45454545454545453
34,None,Mave,0.8,13,AIC,100,0.0837,0.6216216216216216
35,None,Mave,0.8,13,AIC,100,0.0449,0.5853658536585366
36,None,Mave,0.8,13,AIC,100,0.0501,0.6571428571428571
37,None,Mave,0.8,13,AIC,100,0.0826,0.5384615384615384
38,None,Mave,0.8,13,AIC,100,0.065,0.5757575757575758
39,None,Mave,0.8,13,AIC,100,0.0285,0.6363636363636364
4,None,Mave,0.8,13,AIC,100,0.0571,0.5882352941176471
40,None,Mave,0.8,13,AIC,100,0.0436,0.59375
41,None,Mave,0.8,13,AIC,100,0.0592,0.65625
42,None,Mave,0.8,13,AIC,100,0.0431,0.65625
43,None,Mave,0.8,13,AIC,100,0.0366,0.65625
44,None,Mave,0.8,13,AIC,100,0.0618,0.4827586206896552
45,None,Mave,0.8,13,AIC,100,0.0455,0.5714285714285714
46,None,Mave,0.8,13,AIC,100,0.0551,0.6111111111111112
47,None,Mave,0.8,13,AIC,100,0.0478,0.6756756756756757
48,None,Mave,0.8,13,AIC,100,0.0631,0.696969696969697
49,None,Mave,0.8,13,AIC,100,0.0615,0.5945945945945946
5,None,Mave,0.8,13,AIC,100,0.0495,0.5675675675675675
50,None,Mave,0.8,13,AIC,100,0.0388,0.6153846153846154
6,None,Mave,0.8,13,AIC,100,0.0312,0.5945945945945946
7,None,Mave,0.8,13,AIC,100,0.0455,0.6666666666666666
8,None,Mave,0.8,13,AIC,100,0.0837,0.6216216216216216
9,None,Mave,0.8,13,AIC,100,0.0649,0.5641025641025641
1,None,Mave,0.8,2,AIC,100,0.1939,0.7333333333333333
10,None,Mave,0.8,2,AIC,100,0.1912,0.6571428571428571
11,None,Mave,0.8,2,AIC,100,0.2276,0.72
12,None,Mave,0.8,2,AIC,100,0.2045,0.7619047619047619
13,None,Mave,0.8,2,AIC,100,0.3079,0.6428571428571429
14,None,Mave,0.8,2,AIC,100,0.2751,0.6428571428571429
15,None,Mave,0.8,2,AIC,100,0.2886,0.6923076923076923
16,None,Mave,0.8,2,AIC,100,0.2876,0.7727272727272727
17,None,Mave,0.8,2,AIC,100,0.3175,0.8297872340425532
18,None,Mave,0.8,2,AIC,100,0.3266,0.575
19,None,Mave,0.8,2,AIC,100,0.148,0.7567567567567568
2,None,Mave,0.8,2,AIC,100,0.2181,0.5454545454545454
20,None,Mave,0.8,2,AIC,100,0.2905,0.6129032258064516
21,None,Mave,0.8,2,AIC,100,0.3108,0.6129032258064516
22,None,Mave,0.8,2,AIC,100,0.3053,0.6333333333333333
23,None,Mave,0.8,2,AIC,100,0.2642,0.6451612903225806
24,None,Mave,0.8,2,AIC,100,0.3179,0.7142857142857143
25,None,Mave,0.8,2,AIC,100,0.291,0.7317073170731707
26,None,Mave,0.8,2,AIC,100,0.3454,0.6944444444444444
27,None,Mave,0.8,2,AIC,100,0.3157,0.6818181818181818
28,None,Mave,0.8,2,AIC,100,0.2001,0.6
29,None,Mave,0.8,2,AIC,100,0.2919,0.6129032258064516
3,None,Mave,0.8,2,AIC,100,0.2328,0.7419354838709677
30,None,Mave,0.8,2,AIC,100,0.1505,0.6
31,None,Mave,0.8,2,AIC,100,0.1589,0.8055555555555556
32,None,Mave,0.8,2,AIC,100,0.3317,0.6206896551724138
33,None,Mave,0.8,2,AIC,100,0.3061,0.7111111111111111
34,None,Mave,0.8,2,AIC,100,0.31,0.7407407407407407
35,None,Mave,0.8,2,AIC,100,0.2923,0.6578947368421053
36,None,Mave,0.8,2,AIC,100,0.2693,0.6756756756756757
37,None,Mave,0.8,2,AIC,100,0.2965,0.7941176470588235
38,None,Mave,0.8,2,AIC,100,0.2368,0.6666666666666666
39,None,Mave,0.8,2,AIC,100,0.3509,0.7105263157894737
4,None,Mave,0.8,2,AIC,100,0.2755,0.8108108108108109
40,None,Mave,0.8,2,AIC,100,0.2152,0.75
41,None,Mave,0.8,2,AIC,100,0.336,0.6521739130434783
42,None,Mave,0.8,2,AIC,100,0.2368,0.6785714285714286
43,None,Mave,0.8,2,AIC,100,0.2872,0.6896551724137931
44,None,Mave,0.8,2,AIC,100,0.3118,0.7083333333333334
45,None,Mave,0.8,2,AIC,100,0.2066,0.6756756756756757
46,None,Mave,0.8,2,AIC,100,0.1834,0.65625
47,None,Mave,0.8,2,AIC,100,0.1843,0.5172413793103449
48,None,Mave,0.8,2,AIC,100,0.2704,0.7045454545454546
49,None,Mave,0.8,2,AIC,100,0.3327,0.6585365853658537
5,None,Mave,0.8,2,AIC,100,0.3189,0.6666666666666666
50,None,Mave,0.8,2,AIC,100,0.324,0.75
6,None,Mave,0.8,2,AIC,100,0.2289,0.6666666666666666
7,None,Mave,0.8,2,AIC,100,0.3061,0.5806451612903226
8,None,Mave,0.8,2,AIC,100,0.31,0.7407407407407407
9,None,Mave,0.8,2,AIC,100,0.344,0.6363636363636364
1,None,Mave,0.8,7,AIC,100,0.076,0.5588235294117647
10,None,Mave,0.8,7,AIC,100,0.0856,0.7692307692307693
11,None,Mave,0.8,7,AIC,100,0.1951,0.5483870967741935
12,None,Mave,0.8,7,AIC,100,0.0956,0.625
13,None,Mave,0.8,7,AIC,100,0.1241,0.6511627906976745
14,None,Mave,0.8,7,AIC,100,0.1208,0.5
15,None,Mave,0.8,7,AIC,100,0.0755,0.6333333333333333
16,None,Mave,0.8,7,AIC,100,0.0946,0.5348837209302325
17,None,Mave,0.8,7,AIC,100,0.1797,0.5
18,None,Mave,0.8,7,AIC,100,0.1357,0.4722222222222222
19,None,Mave,0.8,7,AIC,100,0.1576,0.53125
2,None,Mave,0.8,7,AIC,100,0.0705,0.5769230769230769
20,None,Mave,0.8,7,AIC,100,0.0906,0.6857142857142857
21,None,Mave,0.8,7,AIC,100,0.0934,0.7567567567567568
22,None,Mave,0.8,7,AIC,100,0.0998,0.5909090909090909
23,None,Mave,0.8,7,AIC,100,0.0883,0.696969696969697
24,None,Mave,0.8,7,AIC,100,0.1071,0.6428571428571429
25,None,Mave,0.8,7,AIC,100,0.0945,0.7
26,None,Mave,0.8,7,AIC,100,0.0986,0.68
27,None,Mave,0.8,7,AIC,100,0.1059,0.4864864864864865
28,None,Mave,0.8,7,AIC,100,0.0553,0.7241379310344828
29,None,Mave,0.8,7,AIC,100,0.1479,0.5625
3,None,Mave,0.8,7,AIC,100,0.1388,0.7241379310344828
30,None,Mave,0.8,7,AIC,100,0.1489,0.5454545454545454
31,None,Mave,0.8,7,AIC,100,0.0786,0.6296296296296297
32,None,Mave,0.8,7,AIC,100,0.1218,0.6190476190476191
33,None,Mave,0.8,7,AIC,100,0.1407,0.6153846153846154
34,None,Mave,0.8,7,AIC,100,0.1499,0.7297297297297297
35,None,Mave,0.8,7,AIC,100,0.0863,0.7428571428571429
36,None,Mave,0.8,7,AIC,100,0.0999,0.625
37,None,Mave,0.8,7,AIC,100,0.1059,0.6923076923076923
38,None,Mave,0.8,7,AIC,100,0.1282,0.7666666666666667
39,None,Mave,0.8,7,AIC,100,0.072,0.7666666666666667
4,None,Mave,0.8,7,AIC,100,0.0753,0.6206896551724138
40,None,Mave,0.8,7,AIC,100,0.0782,0.6666666666666666
41,None,Mave,0.8,7,AIC,100,0.128,0.5
42,None,Mave,0.8,7,AIC,100,0.0665,0.7297297297297297
43,None,Mave,0.8,7,AIC,100,0.0768,0.6
44,None,Mave,0.8,7,AIC,100,0.1274,0.6551724137931034
45,None,Mave,0.8,7,AIC,100,0.1161,0.6176470588235294
46,None,Mave,0.8,7,AIC,100,0.0812,0.7307692307692307
47,None,Mave,0.8,7,AIC,100,0.0533,0.5625
48,None,Mave,0.8,7,AIC,100,0.0963,0.6285714285714286
49,None,Mave,0.8,7,AIC,100,0.1048,0.5
5,None,Mave,0.8,7,AIC,100,0.1181,0.78125
50,None,Mave,0.8,7,AIC,100,0.059,0.5
6,None,Mave,0.8,7,AIC,100,0.0996,0.6585365853658537
7,None,Mave,0.8,7,AIC,100,0.1121,0.5588235294117647
8,None,Mave,0.8,7,AIC,100,0.1499,0.7297297297297297
9,None,Mave,0.8,7,AIC,100,0.1192,0.5945945945945946
1,None,Mave,0.8,13,BIC,100,0.0046,0.8823529411764706
10,None,Mave,0.8,13,BIC,100,0.0014,0.88
11,None,Mave,0.8,13,BIC,100,0.0039,0.9705882352941176
12,None,Mave,0.8,13,BIC,100,0.002,0.7741935483870968
13,None,Mave,0.8,13,BIC,100,0.0057,0.8695652173913043
14,None,Mave,0.8,13,BIC,100,0.0029,0.9166666666666666
15,None,Mave,0.8,13,BIC,100,0.0023,0.8157894736842105
16,None,Mave,0.8,13,BIC,100,0.0067,0.8048780487804879
17,None,Mave,0.8,13,BIC,100,0.0064,0.8913043478260869
18,None,Mave,0.8,13,BIC,100,0.0043,0.8709677419354839
19,None,Mave,0.8,13,BIC,100,0.0024,0.96875
2,None,Mave,0.8,13,BIC,100,0.0033,0.8947368421052632
20,None,Mave,0.8,13,BIC,100,0.0032,0.75
21,None,Mave,0.8,13,BIC,100,0.0032,0.71875
22,None,Mave,0.8,13,BIC,100,0.0027,0.9545454545454546
23,None,Mave,0.8,13,BIC,100,0.0021,0.8275862068965517
24,None,Mave,0.8,13,BIC,100,0.0038,0.8181818181818182
25,None,Mave,0.8,13,BIC,100,0.004,0.9090909090909091
26,None,Mave,0.8,13,BIC,100,0.0028,0.88
27,None,Mave,0.8,13,BIC,100,0.0039,0.8823529411764706
28,None,Mave,0.8,13,BIC,100,0.005,0.9285714285714286
29,None,Mave,0.8,13,BIC,100,0.0033,0.9032258064516129
3,None,Mave,0.8,13,BIC,100,0.004,0.7727272727272727
30,None,Mave,0.8,13,BIC,100,0.0094,0.8333333333333334
31,None,Mave,0.8,13,BIC,100,0.0042,0.7777777777777778
32,None,Mave,0.8,13,BIC,100,0.0036,0.8571428571428571
33,None,Mave,0.8,13,BIC,100,0.008,0.8181818181818182
34,None,Mave,0.8,13,BIC,100,0.0061,0.918918918918919
35,None,Mave,0.8,13,BIC,100,0.0031,0.7560975609756098
36,None,Mave,0.8,13,BIC,100,0.0032,0.6857142857142857
37,None,Mave,0.8,13,BIC,100,0.0102,0.6923076923076923
38,None,Mave,0.8,13,BIC,100,0.0038,0.9393939393939394
39,None,Mave,0.8,13,BIC,100,0.0016,0.8181818181818182
4,None,Mave,0.8,13,BIC,100,0.0041,0.7352941176470589
40,None,Mave,0.8,13,BIC,100,0.0019,0.96875
41,None,Mave,0.8,13,BIC,100,0.005,0.84375
42,None,Mave,0.8,13,BIC,100,0.0034,0.875
43,None,Mave,0.8,13,BIC,100,0.0014,0.90625
44,None,Mave,0.8,13,BIC,100,0.0038,0.6896551724137931
45,None,Mave,0.8,13,BIC,100,0.0038,0.8571428571428571
46,None,Mave,0.8,13,BIC,100,0.0057,0.7222222222222222
47,None,Mave,0.8,13,BIC,100,0.0012,0.918918918918919
48,None,Mave,0.8,13,BIC,100,0.0042,0.9090909090909091
49,None,Mave,0.8,13,BIC,100,0.0061,0.7297297297297297
5,None,Mave,0.8,13,BIC,100,0.0021,0.8648648648648649
50,None,Mave,0.8,13,BIC,100,0.0026,0.7948717948717948
6,None,Mave,0.8,13,BIC,100,0.0027,0.8108108108108109
7,None,Mave,0.8,13,BIC,100,0.0026,0.9393939393939394
8,None,Mave,0.8,13,BIC,100,0.0061,0.918918918918919
9,None,Mave,0.8,13,BIC,100,0.0059,0.7435897435897436
1,None,Mave,0.8,2,BIC,100,0.1224,1
10,None,Mave,0.8,2,BIC,100,0.0998,0.9714285714285714
11,None,Mave,0.8,2,BIC,100,0.2268,0.92
12,None,Mave,0.8,2,BIC,100,0.15,0.9285714285714286
13,None,Mave,0.8,2,BIC,100,0.5265,0.8928571428571429
14,None,Mave,0.8,2,BIC,100,0.34,0.9642857142857143
15,None,Mave,0.8,2,BIC,100,0.3358,0.9615384615384616
16,None,Mave,0.8,2,BIC,100,0.4087,1
17,None,Mave,0.8,2,BIC,100,0.4638,0.851063829787234
18,None,Mave,0.8,2,BIC,100,0.5095,0.9
19,None,Mave,0.8,2,BIC,100,0.0628,1
2,None,Mave,0.8,2,BIC,100,0.132,0.9696969696969697
20,None,Mave,0.8,2,BIC,100,0.3924,0.8709677419354839
21,None,Mave,0.8,2,BIC,100,0.5562,0.9032258064516129
22,None,Mave,0.8,2,BIC,100,0.4962,0.8333333333333334
23,None,Mave,0.8,2,BIC,100,0.2728,0.8709677419354839
24,None,Mave,0.8,2,BIC,100,0.5075,0.8
25,None,Mave,0.8,2,BIC,100,0.4303,0.8292682926829268
26,None,Mave,0.8,2,BIC,100,0.5295,0.8333333333333334
27,None,Mave,0.8,2,BIC,100,0.4145,0.9772727272727273
28,None,Mave,0.8,2,BIC,100,0.114,0.9666666666666667
29,None,Mave,0.8,2,BIC,100,0.2917,0.8709677419354839
3,None,Mave,0.8,2,BIC,100,0.1912,0.967741935483871
30,None,Mave,0.8,2,BIC,100,0.0649,0.9714285714285714
31,None,Mave,0.8,2,BIC,100,0.0628,0.9722222222222222
32,None,Mave,0.8,2,BIC,100,0.3788,0.8620689655172413
33,None,Mave,0.8,2,BIC,100,0.4673,0.7555555555555555
34,None,Mave,0.8,2,BIC,100,0.5116,0.9259259259259259
35,None,Mave,0.8,2,BIC,100,0.4132,0.868421052631579
36,None,Mave,0.8,2,BIC,100,0.2948,0.8648648648648649
37,None,Mave,0.8,2,BIC,100,0.4057,0.8235294117647058
38,None,Mave,0.8,2,BIC,100,0.1616,0.8333333333333334
39,None,Mave,0.8,2,BIC,100,0.5197,0.8947368421052632
4,None,Mave,0.8,2,BIC,100,0.3718,0.8648648648648649
40,None,Mave,0.8,2,BIC,100,0.1795,0.9583333333333334
41,None,Mave,0.8,2,BIC,100,0.429,0.8260869565217391
42,None,Mave,0.8,2,BIC,100,0.1944,0.8928571428571429
43,None,Mave,0.8,2,BIC,100,0.3637,0.9310344827586207
44,None,Mave,0.8,2,BIC,100,0.4438,0.8958333333333334
45,None,Mave,0.8,2,BIC,100,0.163,0.9459459459459459
46,None,Mave,0.8,2,BIC,100,0.1172,0.90625
47,None,Mave,0.8,2,BIC,100,0.1093,1
48,None,Mave,0.8,2,BIC,100,0.3292,0.9090909090909091
49,None,Mave,0.8,2,BIC,100,0.5691,0.8780487804878049
5,None,Mave,0.8,2,BIC,100,0.4844,0.8666666666666667
50,None,Mave,0.8,2,BIC,100,0.4037,0.8333333333333334
6,None,Mave,0.8,2,BIC,100,0.2236,0.8787878787878788
7,None,Mave,0.8,2,BIC,100,0.3818,0.8064516129032258
8,None,Mave,0.8,2,BIC,100,0.5116,0.9259259259259259
9,None,Mave,0.8,2,BIC,100,0.5255,0.8181818181818182
1,None,Mave,0.8,7,BIC,100,0.0095,0.9117647058823529
10,None,Mave,0.8,7,BIC,100,0.0172,0.8461538461538461
11,None,Mave,0.8,7,BIC,100,0.0585,0.9032258064516129
12,None,Mave,0.8,7,BIC,100,0.0144,0.84375
13,None,Mave,0.8,7,BIC,100,0.0427,0.8372093023255814
14,None,Mave,0.8,7,BIC,100,0.0338,0.868421052631579
15,None,Mave,0.8,7,BIC,100,0.0176,0.9333333333333333
16,None,Mave,0.8,7,BIC,100,0.0294,0.7674418604651163
17,None,Mave,0.8,7,BIC,100,0.0616,0.875
18,None,Mave,0.8,7,BIC,100,0.0436,0.75
19,None,Mave,0.8,7,BIC,100,0.0383,0.875
2,None,Mave,0.8,7,BIC,100,0.0137,0.9230769230769231
20,None,Mave,0.8,7,BIC,100,0.0283,0.9142857142857143
21,None,Mave,0.8,7,BIC,100,0.0236,0.8918918918918919
22,None,Mave,0.8,7,BIC,100,0.0295,0.9090909090909091
23,None,Mave,0.8,7,BIC,100,0.0275,0.7575757575757576
24,None,Mave,0.8,7,BIC,100,0.0259,0.8928571428571429
25,None,Mave,0.8,7,BIC,100,0.0271,0.7
26,None,Mave,0.8,7,BIC,100,0.028,0.72
27,None,Mave,0.8,7,BIC,100,0.0209,0.8648648648648649
28,None,Mave,0.8,7,BIC,100,0.007,0.9310344827586207
29,None,Mave,0.8,7,BIC,100,0.0497,0.78125
3,None,Mave,0.8,7,BIC,100,0.0328,0.8275862068965517
30,None,Mave,0.8,7,BIC,100,0.0274,0.9090909090909091
31,None,Mave,0.8,7,BIC,100,0.0222,0.9629629629629629
32,None,Mave,0.8,7,BIC,100,0.0241,0.8571428571428571
33,None,Mave,0.8,7,BIC,100,0.0349,0.9230769230769231
34,None,Mave,0.8,7,BIC,100,0.0423,0.8918918918918919
35,None,Mave,0.8,7,BIC,100,0.0182,0.8857142857142857
36,None,Mave,0.8,7,BIC,100,0.018,0.925
37,None,Mave,0.8,7,BIC,100,0.0298,0.8717948717948718
38,None,Mave,0.8,7,BIC,100,0.03,0.9
39,None,Mave,0.8,7,BIC,100,0.0189,0.9666666666666667
4,None,Mave,0.8,7,BIC,100,0.0204,0.6551724137931034
40,None,Mave,0.8,7,BIC,100,0.0128,0.9629629629629629
41,None,Mave,0.8,7,BIC,100,0.037,0.85
42,None,Mave,0.8,7,BIC,100,0.018,0.8918918918918919
43,None,Mave,0.8,7,BIC,100,0.0224,0.7666666666666667
44,None,Mave,0.8,7,BIC,100,0.0379,0.8275862068965517
45,None,Mave,0.8,7,BIC,100,0.0279,0.7941176470588235
46,None,Mave,0.8,7,BIC,100,0.0174,0.8846153846153846
47,None,Mave,0.8,7,BIC,100,0.0021,0.9375
48,None,Mave,0.8,7,BIC,100,0.0153,0.7714285714285715
49,None,Mave,0.8,7,BIC,100,0.0314,0.7631578947368421
5,None,Mave,0.8,7,BIC,100,0.0351,0.84375
50,None,Mave,0.8,7,BIC,100,0.0136,0.8333333333333334
6,None,Mave,0.8,7,BIC,100,0.0213,0.8048780487804879
7,None,Mave,0.8,7,BIC,100,0.024,0.8235294117647058
8,None,Mave,0.8,7,BIC,100,0.0423,0.8918918918918919
9,None,Mave,0.8,7,BIC,100,0.0339,0.7567567567567568
1,None,Rey,0.2,13,AIC,100,0.5384,0.9304136745220998
10,None,Rey,0.2,13,AIC,100,0.2187,0.9754272423905349
11,None,Rey,0.2,13,AIC,100,0.15310000000000001,0.9726317915572612
12,None,Rey,0.2,13,AIC,100,0.401,0.9389405580266882
13,None,Rey,0.2,13,AIC,100,0.1697,0.9734978757839369
14,None,Rey,0.2,13,AIC,100,0.0131,0.9842487883683361
15,None,Rey,0.2,13,AIC,100,0.149,0.9902148693634621
16,None,Rey,0.2,13,AIC,100,0.2924,0.9751941111223152
17,None,Rey,0.2,13,AIC,100,0.4139,0.9492483099586319
18,None,Rey,0.2,13,AIC,100,0.2261,0.9538150581101567
19,None,Rey,0.2,13,AIC,100,0.0735,0.9864973800886739
2,None,Rey,0.2,13,AIC,100,0.2482,0.9660896851908087
20,None,Rey,0.2,13,AIC,100,0.3689,0.9421387458345956
21,None,Rey,0.2,13,AIC,100,0,1
22,None,Rey,0.2,13,AIC,100,0.4436,0.942375618124937
23,None,Rey,0.2,13,AIC,100,0.0391,0.9915168652797415
24,None,Rey,0.2,13,AIC,100,0.1776,0.9768499797816417
25,None,Rey,0.2,13,AIC,100,0.1039,0.986139214892756
26,None,Rey,0.2,13,AIC,100,0.1732,0.9753410813542193
27,None,Rey,0.2,13,AIC,100,0.0709,0.9820292781423523
28,None,Rey,0.2,13,AIC,100,0.2786,0.9832441707883315
29,None,Rey,0.2,13,AIC,100,0.4418,0.9569870759289176
3,None,Rey,0.2,13,AIC,100,0.3593,0.9383900616099384
30,None,Rey,0.2,13,AIC,100,0.0988,0.9838383838383838
31,None,Rey,0.2,13,AIC,100,0,1
32,None,Rey,0.2,13,AIC,100,0.1818,0.9719475277497477
33,None,Rey,0.2,13,AIC,100,0.3751,0.9525735665891395
34,None,Rey,0.2,13,AIC,100,0.164,0.9753410813542193
35,None,Rey,0.2,13,AIC,100,0.2351,0.9684157416750757
36,None,Rey,0.2,13,AIC,100,0.1881,0.961437512618615
37,None,Rey,0.2,13,AIC,100,0.2354,0.9902912621359223
38,None,Rey,0.2,13,AIC,100,0.0177,0.9939363314805457
39,None,Rey,0.2,13,AIC,100,0.224,0.9852614577024026
4,None,Rey,0.2,13,AIC,100,0.274,0.8906502423263328
40,None,Rey,0.2,13,AIC,100,0.258,0.9595877955142453
41,None,Rey,0.2,13,AIC,100,0.479,0.9491199676309934
42,None,Rey,0.2,13,AIC,100,0.3373,0.9414318893264667
43,None,Rey,0.2,13,AIC,100,0.1168,0.9781796141024346
44,None,Rey,0.2,13,AIC,100,0.3411,0.9591198142727364
45,None,Rey,0.2,13,AIC,100,0.195,0.9842105263157894
46,None,Rey,0.2,13,AIC,100,0.0197,0.9925403225806452
47,None,Rey,0.2,13,AIC,100,0.2796,0.9903000909366475
48,None,Rey,0.2,13,AIC,100,0.3055,0.9844695441710367
49,None,Rey,0.2,13,AIC,100,0.4056,0.9733144647730718
5,None,Rey,0.2,13,AIC,100,0.0053,0.9680443548387097
50,None,Rey,0.2,13,AIC,100,0,1
6,None,Rey,0.2,13,AIC,100,0,0.997168284789644
7,None,Rey,0.2,13,AIC,100,0.0057,0.9979818365287588
8,None,Rey,0.2,13,AIC,100,0.164,0.9753410813542193
9,None,Rey,0.2,13,AIC,100,0.2872,0.9904983321540484
1,None,Rey,0.2,2,AIC,100,0.1484,0.8901010101010101
10,None,Rey,0.2,2,AIC,100,0.5947,0.8124054462934948
11,None,Rey,0.2,2,AIC,100,0.1369,0.8359793710183032
12,None,Rey,0.2,2,AIC,100,0.0954,0.8356551584898042
13,None,Rey,0.2,2,AIC,100,0.4957,0.8463794498381877
14,None,Rey,0.2,2,AIC,100,0.4114,0.8868248359414437
15,None,Rey,0.2,2,AIC,100,0.3492,0.9193010806989192
16,None,Rey,0.2,2,AIC,100,0.1724,0.8511346444780635
17,None,Rey,0.2,2,AIC,100,0.4688,0.7907117617364967
18,None,Rey,0.2,2,AIC,100,0.108,0.8745831227892875
19,None,Rey,0.2,2,AIC,100,0.4291,0.8216702009492073
2,None,Rey,0.2,2,AIC,100,0.052,0.8420680601837827
20,None,Rey,0.2,2,AIC,100,0.2017,0.8406560032395222
21,None,Rey,0.2,2,AIC,100,0.0507,0.878093121906878
22,None,Rey,0.2,2,AIC,100,0.1896,0.839133953864832
23,None,Rey,0.2,2,AIC,100,0.1098,0.8309574360529774
24,None,Rey,0.2,2,AIC,100,0.1471,0.8767427763184482
25,None,Rey,0.2,2,AIC,100,0.3204,0.8462783171521036
26,None,Rey,0.2,2,AIC,100,0.1576,0.8586286983742301
27,None,Rey,0.2,2,AIC,100,0.1074,0.8350151362260343
28,None,Rey,0.2,2,AIC,100,0.3391,0.8285483218762636
29,None,Rey,0.2,2,AIC,100,0.5243,0.8256917794384973
3,None,Rey,0.2,2,AIC,100,0.3035,0.8503181496818503
30,None,Rey,0.2,2,AIC,100,0.6496,0.9005251464350637
31,None,Rey,0.2,2,AIC,100,0.3988,0.8236897909724326
32,None,Rey,0.2,2,AIC,100,0.2384,0.8547086106069772
33,None,Rey,0.2,2,AIC,100,0.2652,0.9028479095132297
34,None,Rey,0.2,2,AIC,100,0.3723,0.8795679386230567
35,None,Rey,0.2,2,AIC,100,0.2646,0.8236541763458236
36,None,Rey,0.2,2,AIC,100,0.04,0.8930194969188807
37,None,Rey,0.2,2,AIC,100,0.0393,0.90891668347791
38,None,Rey,0.2,2,AIC,100,0.0884,0.8907418637558117
39,None,Rey,0.2,2,AIC,100,0.261,0.8491118288251918
4,None,Rey,0.2,2,AIC,100,0.1023,0.8297485610421085
40,None,Rey,0.2,2,AIC,100,0.3988,0.8305939296158112
41,None,Rey,0.2,2,AIC,100,0.3572,0.8597413096200485
42,None,Rey,0.2,2,AIC,100,0.2054,0.8396722638074045
43,None,Rey,0.2,2,AIC,100,0.1011,0.8483163110526848
44,None,Rey,0.2,2,AIC,100,0.4672,0.8248307909889888
45,None,Rey,0.2,2,AIC,100,0.1699,0.8837985436893204
46,None,Rey,0.2,2,AIC,100,0.3144,0.8627906976744186
