replica,network,population,sigma,true_model,modelcompare,base_SS,TAT,RR
28,None,All,0.8,7,BIC,100,0.0018,0.9234179766223297
29,None,All,0.8,7,BIC,100,0.0119,0.8732612055641422
3,None,All,0.8,7,BIC,100,0.0175,0.8568111455108359
30,None,All,0.8,7,BIC,100,0.0127,0.8903436988543372
31,None,All,0.8,7,BIC,100,0.0069,0.8729719034428176
32,None,All,0.8,7,BIC,100,0.0142,0.8794788273615635
33,None,All,0.8,7,BIC,100,0.0158,0.8426435877261998
34,None,All,0.8,7,BIC,100,0.0149,0.8883702839362115
35,None,All,0.8,7,BIC,100,0.0089,0.8410462776659959
36,None,All,0.8,7,BIC,100,0.0072,0.8604011010617381
37,None,All,0.8,7,BIC,100,0.0117,0.833065164923572
38,None,All,0.8,7,BIC,100,0.0114,0.9258230860769536
39,None,All,0.8,7,BIC,100,0.0102,0.8345238095238096
4,None,All,0.8,7,BIC,100,0.0081,0.8173701298701299
40,None,All,0.8,7,BIC,100,0.0053,0.9102141680395387
41,None,All,0.8,7,BIC,100,0.0189,0.8504970178926441
42,None,All,0.8,7,BIC,100,0.0085,0.8494749124854143
43,None,All,0.8,7,BIC,100,0.0079,0.8445678033306899
44,None,All,0.8,7,BIC,100,0.0176,0.8530120481927711
45,None,All,0.8,7,BIC,100,0.0098,0.8407720144752714
46,None,All,0.8,7,BIC,100,0.0079,0.8451766574037316
47,None,All,0.8,7,BIC,100,6e-4,0.9342629482071713
48,None,All,0.8,7,BIC,100,0.0035,0.911684251660805
49,None,All,0.8,7,BIC,100,0.015,0.8205128205128205
5,None,All,0.8,7,BIC,100,0.0085,0.8562170919400567
50,None,All,0.8,7,BIC,100,0.0059,0.8688394276629571
6,None,All,0.8,7,BIC,100,0.0088,0.8566891623660182
7,None,All,0.8,7,BIC,100,0.0106,0.8565130260521042
8,None,All,0.8,7,BIC,100,0.0149,0.8883702839362115
9,None,All,0.8,7,BIC,100,0.0209,0.7907704341024638
1,None,Bo,0.2,13,AIC,100,0.0014,1
10,None,Bo,0.2,13,AIC,100,1e-4,1
11,None,Bo,0.2,13,AIC,100,2e-4,1
12,None,Bo,0.2,13,AIC,100,3e-4,1
13,None,Bo,0.2,13,AIC,100,0.0015,1
14,None,Bo,0.2,13,AIC,100,0.0014,1
15,None,Bo,0.2,13,AIC,100,0.0022,1
16,None,Bo,0.2,13,AIC,100,0.002,1
17,None,Bo,0.2,13,AIC,100,0.0017,1
18,None,Bo,0.2,13,AIC,100,0,1
19,None,Bo,0.2,13,AIC,100,9e-4,1
2,None,Bo,0.2,13,AIC,100,0.0019,1
20,None,Bo,0.2,13,AIC,100,0.0028,1
21,None,Bo,0.2,13,AIC,100,6e-4,1
22,None,Bo,0.2,13,AIC,100,0.0021,1
23,None,Bo,0.2,13,AIC,100,0.0016,1
24,None,Bo,0.2,13,AIC,100,5e-4,1
25,None,Bo,0.2,13,AIC,100,0.0016,1
26,None,Bo,0.2,13,AIC,100,0.0039,1
27,None,Bo,0.2,13,AIC,100,0.0023,1
28,None,Bo,0.2,13,AIC,100,9e-4,1
29,None,Bo,0.2,13,AIC,100,6e-4,1
3,None,Bo,0.2,13,AIC,100,2e-4,1
30,None,Bo,0.2,13,AIC,100,0.004,1
31,None,Bo,0.2,13,AIC,100,7e-4,1
32,None,Bo,0.2,13,AIC,100,0.0021,1
33,None,Bo,0.2,13,AIC,100,0.0012,1
34,None,Bo,0.2,13,AIC,100,6e-4,1
35,None,Bo,0.2,13,AIC,100,0.0019,1
36,None,Bo,0.2,13,AIC,100,3e-4,0.9714285714285714
37,None,Bo,0.2,13,AIC,100,0.0016,1
38,None,Bo,0.2,13,AIC,100,6e-4,1
39,None,Bo,0.2,13,AIC,100,0.0038,1
4,None,Bo,0.2,13,AIC,100,0.0021,1
40,None,Bo,0.2,13,AIC,100,0.0015,1
41,None,Bo,0.2,13,AIC,100,0,1
42,None,Bo,0.2,13,AIC,100,0.0033,1
43,None,Bo,0.2,13,AIC,100,4e-4,1
44,None,Bo,0.2,13,AIC,100,0.0015,1
45,None,Bo,0.2,13,AIC,100,0.0024,1
46,None,Bo,0.2,13,AIC,100,1e-4,1
47,None,Bo,0.2,13,AIC,100,8e-4,1
48,None,Bo,0.2,13,AIC,100,0.0015,1
49,None,Bo,0.2,13,AIC,100,9e-4,1
5,None,Bo,0.2,13,AIC,100,0.0013,1
50,None,Bo,0.2,13,AIC,100,9e-4,1
6,None,Bo,0.2,13,AIC,100,0,1
7,None,Bo,0.2,13,AIC,100,7e-4,1
8,None,Bo,0.2,13,AIC,100,6e-4,1
9,None,Bo,0.2,13,AIC,100,0.0014,1
1,None,Bo,0.2,2,AIC,100,0.0011,1
10,None,Bo,0.2,2,AIC,100,0.0011,1
11,None,Bo,0.2,2,AIC,100,0.0012,1
12,None,Bo,0.2,2,AIC,100,0.0024,1
13,None,Bo,0.2,2,AIC,100,8e-4,1
14,None,Bo,0.2,2,AIC,100,0.0016,1
15,None,Bo,0.2,2,AIC,100,9e-4,1
16,None,Bo,0.2,2,AIC,100,1e-4,1
17,None,Bo,0.2,2,AIC,100,0.0025,1
18,None,Bo,0.2,2,AIC,100,9e-4,1
19,None,Bo,0.2,2,AIC,100,0,1
2,None,Bo,0.2,2,AIC,100,0,1
20,None,Bo,0.2,2,AIC,100,0.0017,1
21,None,Bo,0.2,2,AIC,100,7e-4,1
22,None,Bo,0.2,2,AIC,100,0.0031,0.9666666666666667
23,None,Bo,0.2,2,AIC,100,4e-4,0.967741935483871
24,None,Bo,0.2,2,AIC,100,1e-4,1
25,None,Bo,0.2,2,AIC,100,0.0022,1
26,None,Bo,0.2,2,AIC,100,3e-4,0.9722222222222222
27,None,Bo,0.2,2,AIC,100,1e-4,1
28,None,Bo,0.2,2,AIC,100,0.0012,0.9666666666666667
29,None,Bo,0.2,2,AIC,100,0.0015,1
3,None,Bo,0.2,2,AIC,100,2e-4,1
30,None,Bo,0.2,2,AIC,100,0.0022,1
31,None,Bo,0.2,2,AIC,100,0.0013,1
32,None,Bo,0.2,2,AIC,100,0.0034,0.9655172413793104
33,None,Bo,0.2,2,AIC,100,8e-4,1
34,None,Bo,0.2,2,AIC,100,2e-4,1
35,None,Bo,0.2,2,AIC,100,0,1
36,None,Bo,0.2,2,AIC,100,0.0016,1
37,None,Bo,0.2,2,AIC,100,5e-4,1
38,None,Bo,0.2,2,AIC,100,0,0.9333333333333333
39,None,Bo,0.2,2,AIC,100,0,1
4,None,Bo,0.2,2,AIC,100,0.0015,1
40,None,Bo,0.2,2,AIC,100,0.0025,1
41,None,Bo,0.2,2,AIC,100,7e-4,1
42,None,Bo,0.2,2,AIC,100,0.0029,1
43,None,Bo,0.2,2,AIC,100,7e-4,1
44,None,Bo,0.2,2,AIC,100,0.0021,0.9791666666666666
45,None,Bo,0.2,2,AIC,100,0.0025,0.972972972972973
46,None,Bo,0.2,2,AIC,100,0.0015,1
47,None,Bo,0.2,2,AIC,100,2e-4,1
48,None,Bo,0.2,2,AIC,100,2e-4,1
49,None,Bo,0.2,2,AIC,100,0.0015,1
5,None,Bo,0.2,2,AIC,100,0.0019,1
50,None,Bo,0.2,2,AIC,100,0.0031,1
6,None,Bo,0.2,2,AIC,100,0.0038,1
7,None,Bo,0.2,2,AIC,100,0.0013,1
8,None,Bo,0.2,2,AIC,100,2e-4,1
9,None,Bo,0.2,2,AIC,100,0.0036,1
1,None,Bo,0.2,7,AIC,100,0.0016,1
10,None,Bo,0.2,7,AIC,100,3e-4,1
11,None,Bo,0.2,7,AIC,100,0.0017,1
12,None,Bo,0.2,7,AIC,100,9e-4,1
13,None,Bo,0.2,7,AIC,100,0.0047,1
14,None,Bo,0.2,7,AIC,100,0.0017,1
15,None,Bo,0.2,7,AIC,100,0.002,0.9666666666666667
16,None,Bo,0.2,7,AIC,100,0.0012,1
17,None,Bo,0.2,7,AIC,100,8e-4,1
18,None,Bo,0.2,7,AIC,100,0.0012,1
19,None,Bo,0.2,7,AIC,100,0,1
2,None,Bo,0.2,7,AIC,100,0.0011,1
20,None,Bo,0.2,7,AIC,100,4e-4,0.9714285714285714
21,None,Bo,0.2,7,AIC,100,0.0044,1
22,None,Bo,0.2,7,AIC,100,0.0031,1
23,None,Bo,0.2,7,AIC,100,0.0013,1
24,None,Bo,0.2,7,AIC,100,0.0032,1
25,None,Bo,0.2,7,AIC,100,0.0022,1
26,None,Bo,0.2,7,AIC,100,0,1
27,None,Bo,0.2,7,AIC,100,0.0033,1
28,None,Bo,0.2,7,AIC,100,0.0022,1
29,None,Bo,0.2,7,AIC,100,0.0011,0.96875
3,None,Bo,0.2,7,AIC,100,1e-4,1
30,None,Bo,0.2,7,AIC,100,1e-4,1
31,None,Bo,0.2,7,AIC,100,0.0013,1
32,None,Bo,0.2,7,AIC,100,8e-4,1
33,None,Bo,0.2,7,AIC,100,0.0021,1
34,None,Bo,0.2,7,AIC,100,3e-4,1
35,None,Bo,0.2,7,AIC,100,0.0023,1
36,None,Bo,0.2,7,AIC,100,0.0032,1
37,None,Bo,0.2,7,AIC,100,3e-4,1
38,None,Bo,0.2,7,AIC,100,0.0017,1
39,None,Bo,0.2,7,AIC,100,0.0028,1
4,None,Bo,0.2,7,AIC,100,0.001,0.9655172413793104
40,None,Bo,0.2,7,AIC,100,0.0024,1
41,None,Bo,0.2,7,AIC,100,0.0016,1
42,None,Bo,0.2,7,AIC,100,0.0026,1
43,None,Bo,0.2,7,AIC,100,6e-4,1
44,None,Bo,0.2,7,AIC,100,0.0018,1
45,None,Bo,0.2,7,AIC,100,9e-4,1
46,None,Bo,0.2,7,AIC,100,7e-4,1
47,None,Bo,0.2,7,AIC,100,8e-4,1
48,None,Bo,0.2,7,AIC,100,0.0049,1
49,None,Bo,0.2,7,AIC,100,0.0019,0.9473684210526315
5,None,Bo,0.2,7,AIC,100,0.0027,0.96875
50,None,Bo,0.2,7,AIC,100,0,1
6,None,Bo,0.2,7,AIC,100,4e-4,1
7,None,Bo,0.2,7,AIC,100,0.0018,1
8,None,Bo,0.2,7,AIC,100,3e-4,1
9,None,Bo,0.2,7,AIC,100,0.0013,1
1,None,Bo,0.2,13,BIC,100,0.0087,1
10,None,Bo,0.2,13,BIC,100,0.0102,1
11,None,Bo,0.2,13,BIC,100,0.017,1
12,None,Bo,0.2,13,BIC,100,7e-4,1
13,None,Bo,0.2,13,BIC,100,0.0044,1
14,None,Bo,0.2,13,BIC,100,0.0056,1
15,None,Bo,0.2,13,BIC,100,0.0178,1
16,None,Bo,0.2,13,BIC,100,0.012,1
17,None,Bo,0.2,13,BIC,100,0.0021,1
18,None,Bo,0.2,13,BIC,100,0,1
19,None,Bo,0.2,13,BIC,100,9e-4,1
2,None,Bo,0.2,13,BIC,100,0.005,1
20,None,Bo,0.2,13,BIC,100,0.0035,1
21,None,Bo,0.2,13,BIC,100,0.0012,1
22,None,Bo,0.2,13,BIC,100,0.0107,1
23,None,Bo,0.2,13,BIC,100,0.0082,0.9655172413793104
24,None,Bo,0.2,13,BIC,100,0.0018,1
25,None,Bo,0.2,13,BIC,100,0.0043,1
26,None,Bo,0.2,13,BIC,100,0.0037,1
27,None,Bo,0.2,13,BIC,100,0.0091,1
28,None,Bo,0.2,13,BIC,100,0.002,1
29,None,Bo,0.2,13,BIC,100,0.016,1
3,None,Bo,0.2,13,BIC,100,7e-4,1
30,None,Bo,0.2,13,BIC,100,0.0096,1
31,None,Bo,0.2,13,BIC,100,0.0146,1
32,None,Bo,0.2,13,BIC,100,0.0091,1
33,None,Bo,0.2,13,BIC,100,0.0031,1
34,None,Bo,0.2,13,BIC,100,0.0075,1
35,None,Bo,0.2,13,BIC,100,0.0061,1
36,None,Bo,0.2,13,BIC,100,0.0077,1
37,None,Bo,0.2,13,BIC,100,0.0131,1
38,None,Bo,0.2,13,BIC,100,0.0081,1
39,None,Bo,0.2,13,BIC,100,0.0101,1
4,None,Bo,0.2,13,BIC,100,0.01,1
40,None,Bo,0.2,13,BIC,100,0.0082,1
41,None,Bo,0.2,13,BIC,100,0,1
42,None,Bo,0.2,13,BIC,100,0.0031,1
43,None,Bo,0.2,13,BIC,100,0.0097,1
44,None,Bo,0.2,13,BIC,100,0.0141,1
45,None,Bo,0.2,13,BIC,100,0.003,1
46,None,Bo,0.2,13,BIC,100,0.0175,1
47,None,Bo,0.2,13,BIC,100,0.0018,1
48,None,Bo,0.2,13,BIC,100,0.0139,1
49,None,Bo,0.2,13,BIC,100,9e-4,1
5,None,Bo,0.2,13,BIC,100,0.0058,1
50,None,Bo,0.2,13,BIC,100,0.0075,1
6,None,Bo,0.2,13,BIC,100,0.0078,1
7,None,Bo,0.2,13,BIC,100,0.0021,1
8,None,Bo,0.2,13,BIC,100,0.0075,1
9,None,Bo,0.2,13,BIC,100,0.0078,1
1,None,Bo,0.2,2,BIC,100,0.0129,1
10,None,Bo,0.2,2,BIC,100,0.0032,1
11,None,Bo,0.2,2,BIC,100,0.0049,1
12,None,Bo,0.2,2,BIC,100,0.0181,0.9761904761904762
13,None,Bo,0.2,2,BIC,100,0.0043,1
14,None,Bo,0.2,2,BIC,100,0.0086,1
15,None,Bo,0.2,2,BIC,100,0,0.9615384615384616
16,None,Bo,0.2,2,BIC,100,0,1
17,None,Bo,0.2,2,BIC,100,0.0055,1
18,None,Bo,0.2,2,BIC,100,0.0116,0.975
19,None,Bo,0.2,2,BIC,100,0,1
2,None,Bo,0.2,2,BIC,100,0.0086,0.9696969696969697
20,None,Bo,0.2,2,BIC,100,0.0017,1
21,None,Bo,0.2,2,BIC,100,0.0149,1
22,None,Bo,0.2,2,BIC,100,0.0125,1
23,None,Bo,0.2,2,BIC,100,0.0179,1
24,None,Bo,0.2,2,BIC,100,0.0089,1
25,None,Bo,0.2,2,BIC,100,0.0177,0.975609756097561
26,None,Bo,0.2,2,BIC,100,0,1
27,None,Bo,0.2,2,BIC,100,0.0026,1
28,None,Bo,0.2,2,BIC,100,0.0072,1
29,None,Bo,0.2,2,BIC,100,0.0085,1
3,None,Bo,0.2,2,BIC,100,0.0013,1
30,None,Bo,0.2,2,BIC,100,0.0195,0.9714285714285714
31,None,Bo,0.2,2,BIC,100,0.0147,1
32,None,Bo,0.2,2,BIC,100,0,1
33,None,Bo,0.2,2,BIC,100,0.0021,1
34,None,Bo,0.2,2,BIC,100,0.0045,1
35,None,Bo,0.2,2,BIC,100,0.0084,1
36,None,Bo,0.2,2,BIC,100,0.0017,1
37,None,Bo,0.2,2,BIC,100,0.0087,1
38,None,Bo,0.2,2,BIC,100,8e-4,1
39,None,Bo,0.2,2,BIC,100,0.0042,1
4,None,Bo,0.2,2,BIC,100,0.0021,1
40,None,Bo,0.2,2,BIC,100,0.0111,1
41,None,Bo,0.2,2,BIC,100,0.0087,1
42,None,Bo,0.2,2,BIC,100,0.0047,1
43,None,Bo,0.2,2,BIC,100,0.0179,0.9655172413793104
44,None,Bo,0.2,2,BIC,100,0.0289,1
45,None,Bo,0.2,2,BIC,100,0.0045,1
46,None,Bo,0.2,2,BIC,100,0.0096,1
47,None,Bo,0.2,2,BIC,100,1e-4,1
48,None,Bo,0.2,2,BIC,100,0.0029,1
49,None,Bo,0.2,2,BIC,100,0.0025,1
5,None,Bo,0.2,2,BIC,100,0.0147,1
50,None,Bo,0.2,2,BIC,100,0.0059,1
6,None,Bo,0.2,2,BIC,100,0.0021,1
7,None,Bo,0.2,2,BIC,100,0.0024,0.967741935483871
8,None,Bo,0.2,2,BIC,100,0.0045,1
9,None,Bo,0.2,2,BIC,100,0.0059,1
1,None,Bo,0.2,7,BIC,100,0.0115,1
10,None,Bo,0.2,7,BIC,100,0.0047,1
11,None,Bo,0.2,7,BIC,100,0.0044,1
12,None,Bo,0.2,7,BIC,100,0.0049,1
13,None,Bo,0.2,7,BIC,100,0.0043,1
14,None,Bo,0.2,7,BIC,100,0,1
15,None,Bo,0.2,7,BIC,100,0.0055,1
16,None,Bo,0.2,7,BIC,100,0.0039,0.9767441860465116
17,None,Bo,0.2,7,BIC,100,0.0213,1
18,None,Bo,0.2,7,BIC,100,0.0011,1
19,None,Bo,0.2,7,BIC,100,0.0039,1
2,None,Bo,0.2,7,BIC,100,0.0153,1
20,None,Bo,0.2,7,BIC,100,0.011,1
21,None,Bo,0.2,7,BIC,100,0.0046,0.9459459459459459
22,None,Bo,0.2,7,BIC,100,0.0158,1
23,None,Bo,0.2,7,BIC,100,0.0038,1
24,None,Bo,0.2,7,BIC,100,0.0014,1
25,None,Bo,0.2,7,BIC,100,0.0181,1
26,None,Bo,0.2,7,BIC,100,0.0167,1
27,None,Bo,0.2,7,BIC,100,0.0204,1
28,None,Bo,0.2,7,BIC,100,0.0109,0.9655172413793104
29,None,Bo,0.2,7,BIC,100,0.0089,1
3,None,Bo,0.2,7,BIC,100,0.0047,1
30,None,Bo,0.2,7,BIC,100,0.0037,1
31,None,Bo,0.2,7,BIC,100,0.0143,1
32,None,Bo,0.2,7,BIC,100,0.0048,1
33,None,Bo,0.2,7,BIC,100,0.0057,1
34,None,Bo,0.2,7,BIC,100,0.0128,1
35,None,Bo,0.2,7,BIC,100,0.0072,1
36,None,Bo,0.2,7,BIC,100,0.0112,1
37,None,Bo,0.2,7,BIC,100,0.0141,1
38,None,Bo,0.2,7,BIC,100,0.0082,1
39,None,Bo,0.2,7,BIC,100,0.007,1
4,None,Bo,0.2,7,BIC,100,0.0145,0.896551724137931
40,None,Bo,0.2,7,BIC,100,0.0145,1
41,None,Bo,0.2,7,BIC,100,0.0101,1
42,None,Bo,0.2,7,BIC,100,0.0173,1
43,None,Bo,0.2,7,BIC,100,0.0044,1
44,None,Bo,0.2,7,BIC,100,0.0111,0.9655172413793104
45,None,Bo,0.2,7,BIC,100,0.017,0.9705882352941176
46,None,Bo,0.2,7,BIC,100,0.0086,1
47,None,Bo,0.2,7,BIC,100,0.0105,1
48,None,Bo,0.2,7,BIC,100,0.0051,1
49,None,Bo,0.2,7,BIC,100,0.0012,1
5,None,Bo,0.2,7,BIC,100,0.0041,1
50,None,Bo,0.2,7,BIC,100,0.0189,1
6,None,Bo,0.2,7,BIC,100,0.0259,1
7,None,Bo,0.2,7,BIC,100,0,1
8,None,Bo,0.2,7,BIC,100,0.0128,1
9,None,Bo,0.2,7,BIC,100,0.0052,1
1,None,Bo,0.5,13,AIC,100,0.0016,1
10,None,Bo,0.5,13,AIC,100,0.0035,1
11,None,Bo,0.5,13,AIC,100,9e-4,1
12,None,Bo,0.5,13,AIC,100,7e-4,1
13,None,Bo,0.5,13,AIC,100,0.0015,1
14,None,Bo,0.5,13,AIC,100,0.002,1
15,None,Bo,0.5,13,AIC,100,3e-4,1
16,None,Bo,0.5,13,AIC,100,0.0018,1
17,None,Bo,0.5,13,AIC,100,0.0017,1
18,None,Bo,0.5,13,AIC,100,6e-4,1
19,None,Bo,0.5,13,AIC,100,9e-4,1
2,None,Bo,0.5,13,AIC,100,0.0019,1
20,None,Bo,0.5,13,AIC,100,5e-4,1
21,None,Bo,0.5,13,AIC,100,0.0015,1
22,None,Bo,0.5,13,AIC,100,0.0025,1
23,None,Bo,0.5,13,AIC,100,0.0023,1
24,None,Bo,0.5,13,AIC,100,5e-4,1
25,None,Bo,0.5,13,AIC,100,0.0012,1
26,None,Bo,0.5,13,AIC,100,9e-4,1
27,None,Bo,0.5,13,AIC,100,3e-4,1
28,None,Bo,0.5,13,AIC,100,0.0034,1
29,None,Bo,0.5,13,AIC,100,4e-4,1
3,None,Bo,0.5,13,AIC,100,2e-4,1
30,None,Bo,0.5,13,AIC,100,0.0016,1
31,None,Bo,0.5,13,AIC,100,0.0022,1
32,None,Bo,0.5,13,AIC,100,0.002,1
33,None,Bo,0.5,13,AIC,100,0.0015,1
34,None,Bo,0.5,13,AIC,100,7e-4,1
35,None,Bo,0.5,13,AIC,100,0.0023,1
36,None,Bo,0.5,13,AIC,100,0.0034,0.9714285714285714
37,None,Bo,0.5,13,AIC,100,0.0023,1
38,None,Bo,0.5,13,AIC,100,6e-4,1
39,None,Bo,0.5,13,AIC,100,0.0038,1
4,None,Bo,0.5,13,AIC,100,0.0035,1
40,None,Bo,0.5,13,AIC,100,0.0044,1
41,None,Bo,0.5,13,AIC,100,6e-4,1
42,None,Bo,0.5,13,AIC,100,0.0025,1
43,None,Bo,0.5,13,AIC,100,0.0051,1
44,None,Bo,0.5,13,AIC,100,0.0015,1
45,None,Bo,0.5,13,AIC,100,0.0032,1
46,None,Bo,0.5,13,AIC,100,6e-4,1
47,None,Bo,0.5,13,AIC,100,0.0019,1
48,None,Bo,0.5,13,AIC,100,0.0015,1
49,None,Bo,0.5,13,AIC,100,9e-4,1
5,None,Bo,0.5,13,AIC,100,0.0013,1
50,None,Bo,0.5,13,AIC,100,5e-4,1
6,None,Bo,0.5,13,AIC,100,0.0017,1
7,None,Bo,0.5,13,AIC,100,7e-4,1
8,None,Bo,0.5,13,AIC,100,7e-4,1
9,None,Bo,0.5,13,AIC,100,0.0018,1
1,None,Bo,0.5,2,AIC,100,0.001,1
10,None,Bo,0.5,2,AIC,100,0.0012,1
11,None,Bo,0.5,2,AIC,100,0.0012,1
12,None,Bo,0.5,2,AIC,100,0.0024,1
13,None,Bo,0.5,2,AIC,100,8e-4,1
14,None,Bo,0.5,2,AIC,100,0.0016,1
15,None,Bo,0.5,2,AIC,100,0,1
16,None,Bo,0.5,2,AIC,100,1e-4,1
17,None,Bo,0.5,2,AIC,100,0.0025,1
18,None,Bo,0.5,2,AIC,100,9e-4,1
19,None,Bo,0.5,2,AIC,100,0.0056,0.972972972972973
2,None,Bo,0.5,2,AIC,100,0.001,1
20,None,Bo,0.5,2,AIC,100,0.0017,1
21,None,Bo,0.5,2,AIC,100,7e-4,1
22,None,Bo,0.5,2,AIC,100,0.0042,1
23,None,Bo,0.5,2,AIC,100,4e-4,0.967741935483871
24,None,Bo,0.5,2,AIC,100,1e-4,1
25,None,Bo,0.5,2,AIC,100,0.0022,1
26,None,Bo,0.5,2,AIC,100,3e-4,0.9722222222222222
27,None,Bo,0.5,2,AIC,100,1e-4,1
28,None,Bo,0.5,2,AIC,100,0.0053,0.9666666666666667
29,None,Bo,0.5,2,AIC,100,9e-4,0.9354838709677419
3,None,Bo,0.5,2,AIC,100,2e-4,1
30,None,Bo,0.5,2,AIC,100,0.0049,1
31,None,Bo,0.5,2,AIC,100,7e-4,0.9722222222222222
32,None,Bo,0.5,2,AIC,100,0.0034,0.9655172413793104
33,None,Bo,0.5,2,AIC,100,8e-4,1
34,None,Bo,0.5,2,AIC,100,2e-4,1
35,None,Bo,0.5,2,AIC,100,0,1
36,None,Bo,0.5,2,AIC,100,0.0016,1
37,None,Bo,0.5,2,AIC,100,2e-4,1
38,None,Bo,0.5,2,AIC,100,0,0.9333333333333333
39,None,Bo,0.5,2,AIC,100,0,1
4,None,Bo,0.5,2,AIC,100,0.0015,1
40,None,Bo,0.5,2,AIC,100,0.0055,1
41,None,Bo,0.5,2,AIC,100,7e-4,1
42,None,Bo,0.5,2,AIC,100,0.0029,1
43,None,Bo,0.5,2,AIC,100,7e-4,1
44,None,Bo,0.5,2,AIC,100,0.0021,0.9791666666666666
45,None,Bo,0.5,2,AIC,100,0.0025,0.972972972972973
46,None,Bo,0.5,2,AIC,100,0.0021,1
47,None,Bo,0.5,2,AIC,100,2e-4,1
48,None,Bo,0.5,2,AIC,100,2e-4,1
49,None,Bo,0.5,2,AIC,100,6e-4,0.975609756097561
5,None,Bo,0.5,2,AIC,100,0.0019,1
50,None,Bo,0.5,2,AIC,100,0.0031,1
6,None,Bo,0.5,2,AIC,100,0.0038,1
7,None,Bo,0.5,2,AIC,100,0.0013,1
8,None,Bo,0.5,2,AIC,100,2e-4,1
9,None,Bo,0.5,2,AIC,100,0.0036,1
1,None,Bo,0.5,7,AIC,100,0.0016,1
10,None,Bo,0.5,7,AIC,100,0.0023,0.9743589743589743
11,None,Bo,0.5,7,AIC,100,0.0028,0.967741935483871
12,None,Bo,0.5,7,AIC,100,5e-4,1
13,None,Bo,0.5,7,AIC,100,0.0042,1
14,None,Bo,0.5,7,AIC,100,0.0023,1
15,None,Bo,0.5,7,AIC,100,0.0017,0.9666666666666667
16,None,Bo,0.5,7,AIC,100,0.0018,1
17,None,Bo,0.5,7,AIC,100,8e-4,1
18,None,Bo,0.5,7,AIC,100,0.0012,1
19,None,Bo,0.5,7,AIC,100,0,1
2,None,Bo,0.5,7,AIC,100,0.0027,1
20,None,Bo,0.5,7,AIC,100,2e-4,1
21,None,Bo,0.5,7,AIC,100,0.0029,1
22,None,Bo,0.5,7,AIC,100,0.0016,1
23,None,Bo,0.5,7,AIC,100,1e-4,1
24,None,Bo,0.5,7,AIC,100,0.0019,1
25,None,Bo,0.5,7,AIC,100,0.0035,1
26,None,Bo,0.5,7,AIC,100,0.0024,1
27,None,Bo,0.5,7,AIC,100,0.0049,1
28,None,Bo,0.5,7,AIC,100,0.0025,1
29,None,Bo,0.5,7,AIC,100,0.0014,0.96875
3,None,Bo,0.5,7,AIC,100,1e-4,1
30,None,Bo,0.5,7,AIC,100,1e-4,1
31,None,Bo,0.5,7,AIC,100,0.0018,1
32,None,Bo,0.5,7,AIC,100,0.0023,1
33,None,Bo,0.5,7,AIC,100,0.0027,1
34,None,Bo,0.5,7,AIC,100,9e-4,1
35,None,Bo,0.5,7,AIC,100,0.0017,1
36,None,Bo,0.5,7,AIC,100,0.0017,1
37,None,Bo,0.5,7,AIC,100,0.0037,1
38,None,Bo,0.5,7,AIC,100,0.0032,1
39,None,Bo,0.5,7,AIC,100,0.0022,1
4,None,Bo,0.5,7,AIC,100,6e-4,0.9655172413793104
40,None,Bo,0.5,7,AIC,100,5e-4,1
41,None,Bo,0.5,7,AIC,100,0.0016,1
42,None,Bo,0.5,7,AIC,100,0.0017,1
43,None,Bo,0.5,7,AIC,100,1e-4,1
44,None,Bo,0.5,7,AIC,100,0.0063,1
45,None,Bo,0.5,7,AIC,100,9e-4,1
46,None,Bo,0.5,7,AIC,100,4e-4,1
47,None,Bo,0.5,7,AIC,100,0.0032,1
48,None,Bo,0.5,7,AIC,100,0.0049,1
49,None,Bo,0.5,7,AIC,100,0.0038,1
5,None,Bo,0.5,7,AIC,100,0.002,0.96875
50,None,Bo,0.5,7,AIC,100,0.0052,1
6,None,Bo,0.5,7,AIC,100,0.0025,1
7,None,Bo,0.5,7,AIC,100,0.0036,0.9705882352941176
8,None,Bo,0.5,7,AIC,100,9e-4,1
9,None,Bo,0.5,7,AIC,100,0.0011,1
1,None,Bo,0.5,13,BIC,100,0.0134,1
10,None,Bo,0.5,13,BIC,100,0.0464,1
11,None,Bo,0.5,13,BIC,100,0.0098,1
12,None,Bo,0.5,13,BIC,100,0.0036,0.967741935483871
13,None,Bo,0.5,13,BIC,100,0.0246,1
14,None,Bo,0.5,13,BIC,100,0.0087,1
15,None,Bo,0.5,13,BIC,100,0.0064,1
16,None,Bo,0.5,13,BIC,100,0.0016,1
17,None,Bo,0.5,13,BIC,100,0.0021,1
18,None,Bo,0.5,13,BIC,100,0.0067,1
19,None,Bo,0.5,13,BIC,100,0.024,1
2,None,Bo,0.5,13,BIC,100,0.0258,1
20,None,Bo,0.5,13,BIC,100,0.0266,0.9722222222222222
21,None,Bo,0.5,13,BIC,100,0.0063,1
22,None,Bo,0.5,13,BIC,100,0.0074,1
23,None,Bo,0.5,13,BIC,100,0.023,0.9310344827586207
24,None,Bo,0.5,13,BIC,100,0.0148,1
25,None,Bo,0.5,13,BIC,100,0.012,1
26,None,Bo,0.5,13,BIC,100,0.0126,1
27,None,Bo,0.5,13,BIC,100,0.0305,1
28,None,Bo,0.5,13,BIC,100,0.0013,1
29,None,Bo,0.5,13,BIC,100,0.0109,1
3,None,Bo,0.5,13,BIC,100,5e-4,1
