replica,network,population,sigma,true_model,modelcompare,base_SS,TAT,RR
38,None,All,0.8,7,BIC,100,0.0096,0.8679095596985323
39,None,All,0.8,7,BIC,100,0.0063,0.8182539682539682
4,None,All,0.8,7,BIC,100,0.0082,0.775974025974026
40,None,All,0.8,7,BIC,100,0.0034,0.8760296540362438
41,None,All,0.8,7,BIC,100,0.0189,0.7940357852882703
42,None,All,0.8,7,BIC,100,0.0053,0.82341501361338
43,None,All,0.8,7,BIC,100,0.0058,0.7969865186360032
44,None,All,0.8,7,BIC,100,0.0094,0.7831325301204819
45,None,All,0.8,7,BIC,100,0.0146,0.7897064736630478
46,None,All,0.8,7,BIC,100,0.0071,0.7999206034140532
47,None,All,0.8,7,BIC,100,0.001,0.9211155378486056
48,None,All,0.8,7,BIC,100,0.0046,0.88315748339195
49,None,All,0.8,7,BIC,100,0.0121,0.7636217948717948
5,None,All,0.8,7,BIC,100,0.011,0.7881733495342244
50,None,All,0.8,7,BIC,100,0.0055,0.8334658187599364
6,None,All,0.8,7,BIC,100,0.01,0.8066693132195316
7,None,All,0.8,7,BIC,100,0.0105,0.7935871743486974
8,None,All,0.8,7,BIC,100,0.0222,0.7825748735900427
9,None,All,0.8,7,BIC,100,0.0153,0.7145091904575674
1,None,All,0.8,13,BIC,20,0.005,0.741948634325316
10,None,All,0.8,13,BIC,20,0.0051,0.702801461632156
11,None,All,0.8,13,BIC,20,0.0041,0.7625404530744336
12,None,All,0.8,13,BIC,20,0.0032,0.7749796913078798
13,None,All,0.8,13,BIC,20,0.0064,0.7179080824088748
14,None,All,0.8,13,BIC,20,0.0062,0.7392180572349859
15,None,All,0.8,13,BIC,20,0.0055,0.7605633802816901
16,None,All,0.8,13,BIC,20,0.0048,0.7832195905258932
17,None,All,0.8,13,BIC,20,0.0046,0.7928921568627451
18,None,All,0.8,13,BIC,20,0.0073,0.7468610773592548
19,None,All,0.8,13,BIC,20,0.0048,0.7375942834458118
2,None,All,0.8,13,BIC,20,0.0051,0.7371007371007371
20,None,All,0.8,13,BIC,20,0.0049,0.7454695222405272
21,None,All,0.8,13,BIC,20,0.0033,0.789515806322529
22,None,All,0.8,13,BIC,20,0.0072,0.7460969597370584
23,None,All,0.8,13,BIC,20,0.0046,0.7949979499794998
24,None,All,0.8,13,BIC,20,0.0064,0.7529644268774703
25,None,All,0.8,13,BIC,20,0.006,0.721058870011853
26,None,All,0.8,13,BIC,20,0.007,0.7074747474747475
27,None,All,0.8,13,BIC,20,0.0058,0.7853061224489796
28,None,All,0.8,13,BIC,20,0.0043,0.7655560016057809
29,None,All,0.8,13,BIC,20,0.0045,0.7375530683133925
3,None,All,0.8,13,BIC,20,0.0064,0.7544642857142857
30,None,All,0.8,13,BIC,20,0.0079,0.7803873094355172
31,None,All,0.8,13,BIC,20,0.0044,0.760551948051948
32,None,All,0.8,13,BIC,20,0.0046,0.7224938875305623
33,None,All,0.8,13,BIC,20,0.0045,0.7564516129032258
34,None,All,0.8,13,BIC,20,0.0056,0.717867091126144
35,None,All,0.8,13,BIC,20,0.004,0.8007231820008035
36,None,All,0.8,13,BIC,20,0.005,0.7305954825462012
37,None,All,0.8,13,BIC,20,0.0058,0.7789514866979655
38,None,All,0.8,13,BIC,20,0.0061,0.7621878715814506
39,None,All,0.8,13,BIC,20,0.0024,0.7772890843662535
4,None,All,0.8,13,BIC,20,0.0054,0.7639171068671272
40,None,All,0.8,13,BIC,20,0.0059,0.7113571135711357
41,None,All,0.8,13,BIC,20,0.0053,0.7536926147704591
42,None,All,0.8,13,BIC,20,0.0032,0.7565434150394682
43,None,All,0.8,13,BIC,20,0.004,0.7574316290130797
44,None,All,0.8,13,BIC,20,0.0067,0.7407556270096463
45,None,All,0.8,13,BIC,20,0.0046,0.7593411008437123
46,None,All,0.8,13,BIC,20,0.0059,0.7207765386204048
47,None,All,0.8,13,BIC,20,0.0052,0.735659847573205
48,None,All,0.8,13,BIC,20,0.0058,0.7428571428571429
49,None,All,0.8,13,BIC,20,0.0041,0.7466243050039714
5,None,All,0.8,13,BIC,20,0.0064,0.7106331168831169
50,None,All,0.8,13,BIC,20,0.0041,0.7344632768361582
6,None,All,0.8,13,BIC,20,0.0049,0.7301901743264659
7,None,All,0.8,13,BIC,20,0.0038,0.7451369591107583
8,None,All,0.8,13,BIC,20,0.0056,0.717867091126144
9,None,All,0.8,13,BIC,20,0.0055,0.7650120096076861
1,None,All,0.8,2,BIC,20,0.2309,0.7516858389527965
10,None,All,0.8,2,BIC,20,0.2188,0.7683569979716024
11,None,All,0.8,2,BIC,20,0.2376,0.7410192147034252
12,None,All,0.8,2,BIC,20,0.1508,0.7882399682161303
13,None,All,0.8,2,BIC,20,0.1958,0.7571142284569138
14,None,All,0.8,2,BIC,20,0.1554,0.774232633279483
15,None,All,0.8,2,BIC,20,0.2492,0.733386709367494
16,None,All,0.8,2,BIC,20,0.1395,0.785855393125247
17,None,All,0.8,2,BIC,20,0.1358,0.7808163265306123
18,None,All,0.8,2,BIC,20,0.2456,0.7331983805668016
19,None,All,0.8,2,BIC,20,0.1992,0.7690152121697358
2,None,All,0.8,2,BIC,20,0.234,0.7415957877683272
20,None,All,0.8,2,BIC,20,0.232,0.7534033450019447
21,None,All,0.8,2,BIC,20,0.2231,0.7568108974358975
22,None,All,0.8,2,BIC,20,0.2223,0.7401315789473685
23,None,All,0.8,2,BIC,20,0.2252,0.7624332100287711
24,None,All,0.8,2,BIC,20,0.1977,0.7635327635327636
25,None,All,0.8,2,BIC,20,0.2542,0.7282693813625685
26,None,All,0.8,2,BIC,20,0.2293,0.7663257277734068
27,None,All,0.8,2,BIC,20,0.1897,0.7693522906793049
28,None,All,0.8,2,BIC,20,0.1475,0.7807228915662651
29,None,All,0.8,2,BIC,20,0.1718,0.7761078998073218
3,None,All,0.8,2,BIC,20,0.2003,0.7568108974358975
30,None,All,0.8,2,BIC,20,0.1858,0.7714958775029447
31,None,All,0.8,2,BIC,20,0.2336,0.729301948051948
32,None,All,0.8,2,BIC,20,0.1877,0.7632301058408467
33,None,All,0.8,2,BIC,20,0.2158,0.7519685039370079
34,None,All,0.8,2,BIC,20,0.1833,0.7427402862985685
35,None,All,0.8,2,BIC,20,0.1199,0.8006430868167203
36,None,All,0.8,2,BIC,20,0.1816,0.7494099134539732
37,None,All,0.8,2,BIC,20,0.1927,0.7667872939284278
38,None,All,0.8,2,BIC,20,0.1262,0.7867036011080333
39,None,All,0.8,2,BIC,20,0.1635,0.7862657456318569
4,None,All,0.8,2,BIC,20,0.1493,0.7773295683743445
40,None,All,0.8,2,BIC,20,0.2362,0.7515503875968992
41,None,All,0.8,2,BIC,20,0.1994,0.7642373556352051
42,None,All,0.8,2,BIC,20,0.2138,0.7655939610647596
43,None,All,0.8,2,BIC,20,0.1811,0.784394250513347
44,None,All,0.8,2,BIC,20,0.2077,0.7490698635799917
45,None,All,0.8,2,BIC,20,0.1524,0.7905039566847147
46,None,All,0.8,2,BIC,20,0.2275,0.7425387982491046
47,None,All,0.8,2,BIC,20,0.1995,0.7652487961476726
48,None,All,0.8,2,BIC,20,0.2587,0.7109311740890688
49,None,All,0.8,2,BIC,20,0.1415,0.7910328262610088
5,None,All,0.8,2,BIC,20,0.1664,0.7813001605136437
50,None,All,0.8,2,BIC,20,0.2194,0.7640358014646054
6,None,All,0.8,2,BIC,20,0.1336,0.787866281469253
7,None,All,0.8,2,BIC,20,0.2517,0.7374701670644391
8,None,All,0.8,2,BIC,20,0.1833,0.7427402862985685
9,None,All,0.8,2,BIC,20,0.1328,0.8023304203079484
1,None,All,0.8,7,BIC,20,0.0112,0.7427639624949042
10,None,All,0.8,7,BIC,20,0.0183,0.7070296627387241
11,None,All,0.8,7,BIC,20,0.016,0.7515527950310559
12,None,All,0.8,7,BIC,20,0.01,0.7861433720464558
13,None,All,0.8,7,BIC,20,0.0178,0.7167790559301864
14,None,All,0.8,7,BIC,20,0.0169,0.7429378531073446
15,None,All,0.8,7,BIC,20,0.0175,0.7138832997987927
16,None,All,0.8,7,BIC,20,0.011,0.7972055888223553
17,None,All,0.8,7,BIC,20,0.0102,0.7855431309904153
18,None,All,0.8,7,BIC,20,0.0126,0.749499799919968
19,None,All,0.8,7,BIC,20,0.0188,0.6880733944954128
2,None,All,0.8,7,BIC,20,0.0142,0.7097689501418727
20,None,All,0.8,7,BIC,20,0.0156,0.7352820090572252
21,None,All,0.8,7,BIC,20,0.0151,0.7547018807523009
22,None,All,0.8,7,BIC,20,0.0177,0.7660886319845858
23,None,All,0.8,7,BIC,20,0.0148,0.7701938610662359
24,None,All,0.8,7,BIC,20,0.014,0.7471498371335505
25,None,All,0.8,7,BIC,20,0.0195,0.7221343873517787
26,None,All,0.8,7,BIC,20,0.0172,0.7182700080840744
27,None,All,0.8,7,BIC,20,0.0133,0.7659489633173844
28,None,All,0.8,7,BIC,20,0.012,0.7464788732394366
29,None,All,0.8,7,BIC,20,0.013,0.7519222986645083
3,None,All,0.8,7,BIC,20,0.0124,0.7707414829659318
30,None,All,0.8,7,BIC,20,0.0144,0.7274180655475619
31,None,All,0.8,7,BIC,20,0.0082,0.7579203899268887
32,None,All,0.8,7,BIC,20,0.0214,0.7156822810590632
33,None,All,0.8,7,BIC,20,0.0121,0.7459016393442623
34,None,All,0.8,7,BIC,20,0.0138,0.7142857142857143
35,None,All,0.8,7,BIC,20,0.007,0.7890719164323021
36,None,All,0.8,7,BIC,20,0.0181,0.7392197125256673
37,None,All,0.8,7,BIC,20,0.0191,0.7416829745596869
38,None,All,0.8,7,BIC,20,0.0151,0.7471218737594283
39,None,All,0.8,7,BIC,20,0.0115,0.7675070028011205
4,None,All,0.8,7,BIC,20,0.0126,0.7629191321499014
40,None,All,0.8,7,BIC,20,0.0154,0.724661469019286
41,None,All,0.8,7,BIC,20,0.016,0.7306601863102471
42,None,All,0.8,7,BIC,20,0.0171,0.7650954421503701
43,None,All,0.8,7,BIC,20,0.0144,0.7744865718799369
44,None,All,0.8,7,BIC,20,0.0139,0.74514663362247
45,None,All,0.8,7,BIC,20,0.0143,0.7658926532165968
46,None,All,0.8,7,BIC,20,0.0205,0.7023121387283237
47,None,All,0.8,7,BIC,20,0.0178,0.7166799680766162
48,None,All,0.8,7,BIC,20,0.0112,0.73984375
49,None,All,0.8,7,BIC,20,0.0125,0.7737284741690028
5,None,All,0.8,7,BIC,20,0.0158,0.7162921348314607
50,None,All,0.8,7,BIC,20,0.02,0.7008547008547008
6,None,All,0.8,7,BIC,20,0.0171,0.7319668900275916
7,None,All,0.8,7,BIC,20,0.0136,0.7239583333333334
8,None,All,0.8,7,BIC,20,0.0138,0.7142857142857143
9,None,All,0.8,7,BIC,20,0.0154,0.7661256762380357
1,None,Bo,0.2,13,AIC,100,0.9192,0.9705882352941176
10,None,Bo,0.2,13,AIC,100,0.9563,0.96
11,None,Bo,0.2,13,AIC,100,0.9209,0.9117647058823529
12,None,Bo,0.2,13,AIC,100,0.9479,0.9354838709677419
13,None,Bo,0.2,13,AIC,100,0.9494,0.9130434782608695
14,None,Bo,0.2,13,AIC,100,0.8533,0.9166666666666666
15,None,Bo,0.2,13,AIC,100,0.9091,0.9473684210526315
16,None,Bo,0.2,13,AIC,100,0.9453,0.9024390243902439
17,None,Bo,0.2,13,AIC,100,0.9485,0.9347826086956522
18,None,Bo,0.2,13,AIC,100,0.9489,0.9354838709677419
19,None,Bo,0.2,13,AIC,100,0.9538,0.90625
2,None,Bo,0.2,13,AIC,100,0.9467,0.8947368421052632
20,None,Bo,0.2,13,AIC,100,0.9502,0.9166666666666666
21,None,Bo,0.2,13,AIC,100,0.9445,0.875
22,None,Bo,0.2,13,AIC,100,0.9416,1
23,None,Bo,0.2,13,AIC,100,0.9506,0.9310344827586207
24,None,Bo,0.2,13,AIC,100,0.952,0.9090909090909091
25,None,Bo,0.2,13,AIC,100,0.9447,0.9090909090909091
26,None,Bo,0.2,13,AIC,100,0.9491,0.84
27,None,Bo,0.2,13,AIC,100,0.9513,0.9411764705882353
28,None,Bo,0.2,13,AIC,100,0.9026,0.9523809523809523
29,None,Bo,0.2,13,AIC,100,0.9471,0.8709677419354839
3,None,Bo,0.2,13,AIC,100,0.8916,1
30,None,Bo,0.2,13,AIC,100,0.9463,0.9285714285714286
31,None,Bo,0.2,13,AIC,100,0.9495,1
32,None,Bo,0.2,13,AIC,100,0.9192,0.8857142857142857
33,None,Bo,0.2,13,AIC,100,0.8159,0.8787878787878788
34,None,Bo,0.2,13,AIC,100,0.9483,0.8918918918918919
35,None,Bo,0.2,13,AIC,100,0.9508,0.9512195121951219
36,None,Bo,0.2,13,AIC,100,0.95,0.9428571428571428
37,None,Bo,0.2,13,AIC,100,0.9493,0.8846153846153846
38,None,Bo,0.2,13,AIC,100,0.9454,0.9393939393939394
39,None,Bo,0.2,13,AIC,100,0.9474,0.9696969696969697
4,None,Bo,0.2,13,AIC,100,0.5403,0.8529411764705882
40,None,Bo,0.2,13,AIC,100,0.9266,0.96875
41,None,Bo,0.2,13,AIC,100,0.9443,0.90625
42,None,Bo,0.2,13,AIC,100,0.9482,0.9375
43,None,Bo,0.2,13,AIC,100,0.9338,0.9375
44,None,Bo,0.2,13,AIC,100,0.9476,0.896551724137931
45,None,Bo,0.2,13,AIC,100,0.9475,0.8571428571428571
46,None,Bo,0.2,13,AIC,100,0.9468,0.9166666666666666
47,None,Bo,0.2,13,AIC,100,0.9316,0.918918918918919
48,None,Bo,0.2,13,AIC,100,0.952,0.9696969696969697
49,None,Bo,0.2,13,AIC,100,0.9156,0.8378378378378378
5,None,Bo,0.2,13,AIC,100,0.6483,0.7567567567567568
50,None,Bo,0.2,13,AIC,100,0.2799,0.9230769230769231
6,None,Bo,0.2,13,AIC,100,0.9463,0.8918918918918919
7,None,Bo,0.2,13,AIC,100,0.9146,0.9090909090909091
8,None,Bo,0.2,13,AIC,100,0.9483,0.8918918918918919
9,None,Bo,0.2,13,AIC,100,0.946,0.8461538461538461
1,None,Bo,0.2,2,AIC,100,0.6614,0.6333333333333333
10,None,Bo,0.2,2,AIC,100,0.4736,0.7142857142857143
11,None,Bo,0.2,2,AIC,100,0.5808,0.72
12,None,Bo,0.2,2,AIC,100,0.5133,0.7857142857142857
13,None,Bo,0.2,2,AIC,100,0.6956,0.6428571428571429
14,None,Bo,0.2,2,AIC,100,0.518,0.8571428571428571
15,None,Bo,0.2,2,AIC,100,0.718,0.6923076923076923
16,None,Bo,0.2,2,AIC,100,0.5266,0.7272727272727273
17,None,Bo,0.2,2,AIC,100,0.7419,0.8085106382978723
18,None,Bo,0.2,2,AIC,100,0.7071,0.75
19,None,Bo,0.2,2,AIC,100,0.6092,0.7297297297297297
2,None,Bo,0.2,2,AIC,100,0.4279,0.48484848484848486
20,None,Bo,0.2,2,AIC,100,0.5317,0.7419354838709677
21,None,Bo,0.2,2,AIC,100,0.667,0.7096774193548387
22,None,Bo,0.2,2,AIC,100,0.5379,0.8666666666666667
23,None,Bo,0.2,2,AIC,100,0.6245,0.7741935483870968
24,None,Bo,0.2,2,AIC,100,0.7693,0.6857142857142857
25,None,Bo,0.2,2,AIC,100,0.4963,0.7317073170731707
26,None,Bo,0.2,2,AIC,100,0.6095,0.7777777777777778
27,None,Bo,0.2,2,AIC,100,0.5702,0.6818181818181818
28,None,Bo,0.2,2,AIC,100,0.4646,0.8333333333333334
29,None,Bo,0.2,2,AIC,100,0.5323,0.7419354838709677
3,None,Bo,0.2,2,AIC,100,0.4734,0.7419354838709677
30,None,Bo,0.2,2,AIC,100,0.6229,0.7714285714285715
31,None,Bo,0.2,2,AIC,100,0.6068,0.7777777777777778
32,None,Bo,0.2,2,AIC,100,0.8093,0.7931034482758621
33,None,Bo,0.2,2,AIC,100,0.606,0.6888888888888889
34,None,Bo,0.2,2,AIC,100,0.5332,0.6666666666666666
35,None,Bo,0.2,2,AIC,100,0.6224,0.7105263157894737
36,None,Bo,0.2,2,AIC,100,0.455,0.7837837837837838
37,None,Bo,0.2,2,AIC,100,0.6479,0.8529411764705882
38,None,Bo,0.2,2,AIC,100,0.4844,0.7666666666666667
39,None,Bo,0.2,2,AIC,100,0.6381,0.7894736842105263
4,None,Bo,0.2,2,AIC,100,0.5771,0.6216216216216216
40,None,Bo,0.2,2,AIC,100,0.5392,0.7083333333333334
41,None,Bo,0.2,2,AIC,100,0.6615,0.782608695652174
42,None,Bo,0.2,2,AIC,100,0.6714,0.6428571428571429
43,None,Bo,0.2,2,AIC,100,0.5647,0.7241379310344828
44,None,Bo,0.2,2,AIC,100,0.5402,0.7083333333333334
45,None,Bo,0.2,2,AIC,100,0.5132,0.6486486486486487
46,None,Bo,0.2,2,AIC,100,0.8016,0.75
47,None,Bo,0.2,2,AIC,100,0.6283,0.7931034482758621
48,None,Bo,0.2,2,AIC,100,0.6858,0.7045454545454546
49,None,Bo,0.2,2,AIC,100,0.5666,0.6829268292682927
5,None,Bo,0.2,2,AIC,100,0.6647,0.8
50,None,Bo,0.2,2,AIC,100,0.7096,0.6666666666666666
6,None,Bo,0.2,2,AIC,100,0.6145,0.7575757575757576
7,None,Bo,0.2,2,AIC,100,0.5677,0.7096774193548387
8,None,Bo,0.2,2,AIC,100,0.5332,0.6666666666666666
9,None,Bo,0.2,2,AIC,100,0.4317,0.6363636363636364
1,None,Bo,0.2,7,AIC,100,0.6444,0.8823529411764706
10,None,Bo,0.2,7,AIC,100,0.6605,0.6923076923076923
11,None,Bo,0.2,7,AIC,100,0.6726,0.8387096774193549
12,None,Bo,0.2,7,AIC,100,0.6681,0.8125
13,None,Bo,0.2,7,AIC,100,0.687,0.8604651162790697
14,None,Bo,0.2,7,AIC,100,0.6799,0.7894736842105263
15,None,Bo,0.2,7,AIC,100,0.6935,0.8666666666666667
16,None,Bo,0.2,7,AIC,100,0.6887,0.7906976744186046
17,None,Bo,0.2,7,AIC,100,0.6842,0.8333333333333334
18,None,Bo,0.2,7,AIC,100,0.6771,0.75
19,None,Bo,0.2,7,AIC,100,0.6864,0.90625
2,None,Bo,0.2,7,AIC,100,0.6632,0.8076923076923077
20,None,Bo,0.2,7,AIC,100,0.6689,0.8857142857142857
21,None,Bo,0.2,7,AIC,100,0.6834,0.8108108108108109
22,None,Bo,0.2,7,AIC,100,0.6515,0.8636363636363636
23,None,Bo,0.2,7,AIC,100,0.6862,0.7575757575757576
24,None,Bo,0.2,7,AIC,100,0.5583,0.9642857142857143
25,None,Bo,0.2,7,AIC,100,0.6822,0.6333333333333333
26,None,Bo,0.2,7,AIC,100,0.6653,0.64
27,None,Bo,0.2,7,AIC,100,0.6795,0.7027027027027027
28,None,Bo,0.2,7,AIC,100,0.6867,0.8275862068965517
29,None,Bo,0.2,7,AIC,100,0.6404,0.75
3,None,Bo,0.2,7,AIC,100,0.6836,0.7586206896551724
30,None,Bo,0.2,7,AIC,100,0.6696,0.8484848484848485
31,None,Bo,0.2,7,AIC,100,0.6834,0.6666666666666666
32,None,Bo,0.2,7,AIC,100,0.6757,0.7619047619047619
33,None,Bo,0.2,7,AIC,100,0.6231,0.7692307692307693
34,None,Bo,0.2,7,AIC,100,0.6767,0.8918918918918919
35,None,Bo,0.2,7,AIC,100,0.6883,0.8571428571428571
36,None,Bo,0.2,7,AIC,100,0.311,0.9
37,None,Bo,0.2,7,AIC,100,0.6669,0.7948717948717948
38,None,Bo,0.2,7,AIC,100,0.6716,0.7666666666666667
39,None,Bo,0.2,7,AIC,100,0.637,0.8333333333333334
4,None,Bo,0.2,7,AIC,100,0.4319,0.6896551724137931
40,None,Bo,0.2,7,AIC,100,0.6996,0.8148148148148148
41,None,Bo,0.2,7,AIC,100,0.6935,0.9
42,None,Bo,0.2,7,AIC,100,0.6954,0.7837837837837838
43,None,Bo,0.2,7,AIC,100,0.5962,0.9666666666666667
44,None,Bo,0.2,7,AIC,100,0.6863,0.896551724137931
45,None,Bo,0.2,7,AIC,100,0.6664,0.7647058823529411
46,None,Bo,0.2,7,AIC,100,0.6566,0.8461538461538461
47,None,Bo,0.2,7,AIC,100,0.6934,0.75
48,None,Bo,0.2,7,AIC,100,0.6907,0.8
49,None,Bo,0.2,7,AIC,100,0.6839,0.7105263157894737
5,None,Bo,0.2,7,AIC,100,0.6602,0.8125
50,None,Bo,0.2,7,AIC,100,0.1642,0.5666666666666667
6,None,Bo,0.2,7,AIC,100,0.644,0.6829268292682927
7,None,Bo,0.2,7,AIC,100,0.7135,0.8823529411764706
8,None,Bo,0.2,7,AIC,100,0.6767,0.8918918918918919
9,None,Bo,0.2,7,AIC,100,0.6795,0.7567567567567568
1,None,Bo,0.2,13,AIC,20,0.9101,0.8918918918918919
10,None,Bo,0.2,13,AIC,20,0.5054,0.7647058823529411
11,None,Bo,0.2,13,AIC,20,0.4739,0.8928571428571429
12,None,Bo,0.2,13,AIC,20,0.2933,0.65
13,None,Bo,0.2,13,AIC,20,0.7367,0.675
14,None,Bo,0.2,13,AIC,20,0.85,0.9310344827586207
15,None,Bo,0.2,13,AIC,20,0.9135,0.90625
16,None,Bo,0.2,13,AIC,20,0.8115,0.7419354838709677
17,None,Bo,0.2,13,AIC,20,0.5974,0.8333333333333334
18,None,Bo,0.2,13,AIC,20,0.5282,0.7352941176470589
19,None,Bo,0.2,13,AIC,20,0.8448,0.8108108108108109
2,None,Bo,0.2,13,AIC,20,0.609,0.6666666666666666
20,None,Bo,0.2,13,AIC,20,0.9056,0.8285714285714286
21,None,Bo,0.2,13,AIC,20,0.8153,0.8378378378378378
22,None,Bo,0.2,13,AIC,20,0.6747,0.8085106382978723
23,None,Bo,0.2,13,AIC,20,0.9101,0.7391304347826086
24,None,Bo,0.2,13,AIC,20,0.9076,0.8780487804878049
25,None,Bo,0.2,13,AIC,20,0.6108,0.8285714285714286
26,None,Bo,0.2,13,AIC,20,0.9158,0.9032258064516129
27,None,Bo,0.2,13,AIC,20,0.9009,0.925
28,None,Bo,0.2,13,AIC,20,0.8748,0.7777777777777778
29,None,Bo,0.2,13,AIC,20,0.9103,0.96875
3,None,Bo,0.2,13,AIC,20,0.907,0.8571428571428571
30,None,Bo,0.2,13,AIC,20,0.8823,0.9090909090909091
31,None,Bo,0.2,13,AIC,20,0.8589,0.9565217391304348
32,None,Bo,0.2,13,AIC,20,0.8349,0.8620689655172413
33,None,Bo,0.2,13,AIC,20,0.8633,0.8636363636363636
34,None,Bo,0.2,13,AIC,20,0.6651,0.9230769230769231
35,None,Bo,0.2,13,AIC,20,0.6476,0.88
36,None,Bo,0.2,13,AIC,20,0.9026,0.8
37,None,Bo,0.2,13,AIC,20,0.4591,0.9090909090909091
38,None,Bo,0.2,13,AIC,20,0.8657,0.9761904761904762
39,None,Bo,0.2,13,AIC,20,0.3764,0.7551020408163265
4,None,Bo,0.2,13,AIC,20,0.8112,0.78125
40,None,Bo,0.2,13,AIC,20,0.8105,0.8409090909090909
41,None,Bo,0.2,13,AIC,20,0.8248,0.8695652173913043
42,None,Bo,0.2,13,AIC,20,0.6924,0.7446808510638298
43,None,Bo,0.2,13,AIC,20,0.8927,0.9615384615384616
44,None,Bo,0.2,13,AIC,20,0.9098,0.9285714285714286
45,None,Bo,0.2,13,AIC,20,0.8583,0.9117647058823529
46,None,Bo,0.2,13,AIC,20,0.8837,0.8888888888888888
47,None,Bo,0.2,13,AIC,20,0.8043,0.9459459459459459
48,None,Bo,0.2,13,AIC,20,0.8269,0.6976744186046512
49,None,Bo,0.2,13,AIC,20,0.868,0.92
5,None,Bo,0.2,13,AIC,20,0.7514,0.8157894736842105
50,None,Bo,0.2,13,AIC,20,0.8409,0.8709677419354839
6,None,Bo,0.2,13,AIC,20,0.8796,0.8333333333333334
7,None,Bo,0.2,13,AIC,20,0.861,0.9210526315789473
8,None,Bo,0.2,13,AIC,20,0.6651,0.9230769230769231
9,None,Bo,0.2,13,AIC,20,0.9107,0.8648648648648649
1,None,Bo,0.2,2,AIC,20,0.5873,0.41935483870967744
10,None,Bo,0.2,2,AIC,20,0.4517,0.71875
11,None,Bo,0.2,2,AIC,20,0.6176,0.5833333333333334
12,None,Bo,0.2,2,AIC,20,0.5343,0.6923076923076923
13,None,Bo,0.2,2,AIC,20,0.4672,0.6285714285714286
14,None,Bo,0.2,2,AIC,20,0.428,0.6666666666666666
15,None,Bo,0.2,2,AIC,20,0.7488,0.5
16,None,Bo,0.2,2,AIC,20,0.4654,0.6341463414634146
17,None,Bo,0.2,2,AIC,20,0.5825,0.6444444444444445
18,None,Bo,0.2,2,AIC,20,0.5109,0.8125
19,None,Bo,0.2,2,AIC,20,0.5381,0.5
2,None,Bo,0.2,2,AIC,20,0.519,0.6216216216216216
20,None,Bo,0.2,2,AIC,20,0.5655,0.6176470588235294
21,None,Bo,0.2,2,AIC,20,0.5902,0.6896551724137931
22,None,Bo,0.2,2,AIC,20,0.6231,0.8108108108108109
23,None,Bo,0.2,2,AIC,20,0.5296,0.4838709677419355
24,None,Bo,0.2,2,AIC,20,0.5843,0.6829268292682927
25,None,Bo,0.2,2,AIC,20,0.355,0.6129032258064516
26,None,Bo,0.2,2,AIC,20,0.6833,0.6060606060606061
27,None,Bo,0.2,2,AIC,20,0.5498,0.6410256410256411
28,None,Bo,0.2,2,AIC,20,0.2841,0.625
29,None,Bo,0.2,2,AIC,20,0.648,0.6551724137931034
3,None,Bo,0.2,2,AIC,20,0.3521,0.6060606060606061
30,None,Bo,0.2,2,AIC,20,0.5152,0.6785714285714286
31,None,Bo,0.2,2,AIC,20,0.4328,0.5217391304347826
32,None,Bo,0.2,2,AIC,20,0.3312,0.5405405405405406
33,None,Bo,0.2,2,AIC,20,0.3887,0.5882352941176471
34,None,Bo,0.2,2,AIC,20,0.3115,0.7096774193548387
35,None,Bo,0.2,2,AIC,20,0.5843,0.7837837837837838
36,None,Bo,0.2,2,AIC,20,0.3989,0.6153846153846154
37,None,Bo,0.2,2,AIC,20,0.5928,0.7142857142857143
38,None,Bo,0.2,2,AIC,20,0.489,0.65
39,None,Bo,0.2,2,AIC,20,0.3679,0.6470588235294118
4,None,Bo,0.2,2,AIC,20,0.4658,0.6285714285714286
40,None,Bo,0.2,2,AIC,20,0.3651,0.8076923076923077
41,None,Bo,0.2,2,AIC,20,0.5168,0.7083333333333334
42,None,Bo,0.2,2,AIC,20,0.4526,0.6170212765957447
43,None,Bo,0.2,2,AIC,20,0.5465,0.65
44,None,Bo,0.2,2,AIC,20,0.417,0.6551724137931034
45,None,Bo,0.2,2,AIC,20,0.3835,0.78125
46,None,Bo,0.2,2,AIC,20,0.534,0.6285714285714286
47,None,Bo,0.2,2,AIC,20,0.5014,0.775
48,None,Bo,0.2,2,AIC,20,0.5361,0.7333333333333333
49,None,Bo,0.2,2,AIC,20,0.4583,0.6060606060606061
5,None,Bo,0.2,2,AIC,20,0.2685,0.4722222222222222
50,None,Bo,0.2,2,AIC,20,0.4741,0.48148148148148145
6,None,Bo,0.2,2,AIC,20,0.4377,0.5555555555555556
7,None,Bo,0.2,2,AIC,20,0.5033,0.68
8,None,Bo,0.2,2,AIC,20,0.3115,0.7096774193548387
9,None,Bo,0.2,2,AIC,20,0.4931,0.4444444444444444
1,None,Bo,0.2,7,AIC,20,0.5453,0.8333333333333334
10,None,Bo,0.2,7,AIC,20,0.4449,0.8518518518518519
11,None,Bo,0.2,7,AIC,20,0.2931,0.7428571428571429
12,None,Bo,0.2,7,AIC,20,0.1581,0.5714285714285714
13,None,Bo,0.2,7,AIC,20,0.5287,0.7714285714285715
14,None,Bo,0.2,7,AIC,20,0.5514,0.7619047619047619
15,None,Bo,0.2,7,AIC,20,0.5315,0.7857142857142857
16,None,Bo,0.2,7,AIC,20,0.5353,0.6818181818181818
17,None,Bo,0.2,7,AIC,20,0.5063,0.9142857142857143
18,None,Bo,0.2,7,AIC,20,0.3997,0.627906976744186
