replica,network,population,sigma,true_model,modelcompare,base_SS,RR
34,None,All,0.8,2,BIC,100,0.8205527442584664
35,None,All,0.8,2,BIC,100,0.8272292993630573
36,None,All,0.8,2,BIC,100,0.8611329661683713
37,None,All,0.8,2,BIC,100,0.8309859154929577
38,None,All,0.8,2,BIC,100,0.9174603174603174
39,None,All,0.8,2,BIC,100,0.8241146040588938
40,None,All,0.8,2,BIC,100,0.9026694045174538
41,None,All,0.8,2,BIC,100,0.822124950258655
42,None,All,0.8,2,BIC,100,0.8718253968253968
43,None,All,0.8,2,BIC,100,0.8466111771700356
44,None,All,0.8,2,BIC,100,0.8165495706479313
45,None,All,0.8,2,BIC,100,0.9095456440183409
46,None,All,0.8,2,BIC,100,0.9293089753772835
47,None,All,0.8,2,BIC,100,0.9307875894988067
48,None,All,0.8,2,BIC,100,0.829983922829582
49,None,All,0.8,2,BIC,100,0.8392785571142285
50,None,All,0.8,2,BIC,100,0.8142799839550742
1,None,All,0.8,7,BIC,100,0.8807676602694977
2,None,All,0.8,7,BIC,100,0.8865853658536585
3,None,All,0.8,7,BIC,100,0.8041795665634675
4,None,All,0.8,7,BIC,100,0.775974025974026
5,None,All,0.8,7,BIC,100,0.7881733495342244
6,None,All,0.8,7,BIC,100,0.8066693132195316
7,None,All,0.8,7,BIC,100,0.7935871743486974
8,None,All,0.8,7,BIC,100,0.7825748735900427
9,None,All,0.8,7,BIC,100,0.7145091904575674
10,None,All,0.8,7,BIC,100,0.8069345941686368
11,None,All,0.8,7,BIC,100,0.7881619937694704
12,None,All,0.8,7,BIC,100,0.8292189397005261
13,None,All,0.8,7,BIC,100,0.7504950495049505
14,None,All,0.8,7,BIC,100,0.7612284069097889
15,None,All,0.8,7,BIC,100,0.8370786516853933
16,None,All,0.8,7,BIC,100,0.7916666666666666
17,None,All,0.8,7,BIC,100,0.7214228617106315
18,None,All,0.8,7,BIC,100,0.7814407814407814
19,None,All,0.8,7,BIC,100,0.8535414165666266
20,None,All,0.8,7,BIC,100,0.7367807153965785
21,None,All,0.8,7,BIC,100,0.7751691205730203
22,None,All,0.8,7,BIC,100,0.7801302931596091
23,None,All,0.8,7,BIC,100,0.7728952772073922
24,None,All,0.8,7,BIC,100,0.7482213438735178
25,None,All,0.8,7,BIC,100,0.7756460454189507
26,None,All,0.8,7,BIC,100,0.7682301931415058
27,None,All,0.8,7,BIC,100,0.8028391167192429
28,None,All,0.8,7,BIC,100,0.8976219266424829
29,None,All,0.8,7,BIC,100,0.8013910355486863
30,None,All,0.8,7,BIC,100,0.8224222585924713
31,None,All,0.8,7,BIC,100,0.8401266323703996
32,None,All,0.8,7,BIC,100,0.8122964169381107
33,None,All,0.8,7,BIC,100,0.7537372147915028
34,None,All,0.8,7,BIC,100,0.7825748735900427
35,None,All,0.8,7,BIC,100,0.7939637826961771
36,None,All,0.8,7,BIC,100,0.8163586315375541
37,None,All,0.8,7,BIC,100,0.7562349155269509
38,None,All,0.8,7,BIC,100,0.8679095596985323
39,None,All,0.8,7,BIC,100,0.8182539682539682
40,None,All,0.8,7,BIC,100,0.8760296540362438
41,None,All,0.8,7,BIC,100,0.7940357852882703
42,None,All,0.8,7,BIC,100,0.82341501361338
43,None,All,0.8,7,BIC,100,0.7969865186360032
44,None,All,0.8,7,BIC,100,0.7831325301204819
45,None,All,0.8,7,BIC,100,0.7897064736630478
46,None,All,0.8,7,BIC,100,0.7999206034140532
47,None,All,0.8,7,BIC,100,0.9211155378486056
48,None,All,0.8,7,BIC,100,0.88315748339195
49,None,All,0.8,7,BIC,100,0.7636217948717948
50,None,All,0.8,7,BIC,100,0.8334658187599364
1,None,All,0.8,13,BIC,20,0.741948634325316
2,None,All,0.8,13,BIC,20,0.7371007371007371
3,None,All,0.8,13,BIC,20,0.7544642857142857
4,None,All,0.8,13,BIC,20,0.7639171068671272
5,None,All,0.8,13,BIC,20,0.7106331168831169
6,None,All,0.8,13,BIC,20,0.7301901743264659
7,None,All,0.8,13,BIC,20,0.7451369591107583
8,None,All,0.8,13,BIC,20,0.717867091126144
9,None,All,0.8,13,BIC,20,0.7650120096076861
10,None,All,0.8,13,BIC,20,0.702801461632156
11,None,All,0.8,13,BIC,20,0.7625404530744336
12,None,All,0.8,13,BIC,20,0.7749796913078798
13,None,All,0.8,13,BIC,20,0.7179080824088748
14,None,All,0.8,13,BIC,20,0.7392180572349859
15,None,All,0.8,13,BIC,20,0.7605633802816901
16,None,All,0.8,13,BIC,20,0.7832195905258932
17,None,All,0.8,13,BIC,20,0.7928921568627451
18,None,All,0.8,13,BIC,20,0.7468610773592548
19,None,All,0.8,13,BIC,20,0.7375942834458118
20,None,All,0.8,13,BIC,20,0.7454695222405272
21,None,All,0.8,13,BIC,20,0.789515806322529
22,None,All,0.8,13,BIC,20,0.7460969597370584
23,None,All,0.8,13,BIC,20,0.7949979499794998
24,None,All,0.8,13,BIC,20,0.7529644268774703
25,None,All,0.8,13,BIC,20,0.721058870011853
26,None,All,0.8,13,BIC,20,0.7074747474747475
27,None,All,0.8,13,BIC,20,0.7853061224489796
28,None,All,0.8,13,BIC,20,0.7655560016057809
29,None,All,0.8,13,BIC,20,0.7375530683133925
30,None,All,0.8,13,BIC,20,0.7803873094355172
31,None,All,0.8,13,BIC,20,0.760551948051948
32,None,All,0.8,13,BIC,20,0.7224938875305623
33,None,All,0.8,13,BIC,20,0.7564516129032258
34,None,All,0.8,13,BIC,20,0.717867091126144
35,None,All,0.8,13,BIC,20,0.8007231820008035
36,None,All,0.8,13,BIC,20,0.7305954825462012
37,None,All,0.8,13,BIC,20,0.7789514866979655
38,None,All,0.8,13,BIC,20,0.7621878715814506
39,None,All,0.8,13,BIC,20,0.7772890843662535
40,None,All,0.8,13,BIC,20,0.7113571135711357
41,None,All,0.8,13,BIC,20,0.7536926147704591
42,None,All,0.8,13,BIC,20,0.7565434150394682
43,None,All,0.8,13,BIC,20,0.7574316290130797
44,None,All,0.8,13,BIC,20,0.7407556270096463
45,None,All,0.8,13,BIC,20,0.7593411008437123
46,None,All,0.8,13,BIC,20,0.7207765386204048
47,None,All,0.8,13,BIC,20,0.735659847573205
48,None,All,0.8,13,BIC,20,0.7428571428571429
49,None,All,0.8,13,BIC,20,0.7466243050039714
50,None,All,0.8,13,BIC,20,0.7344632768361582
1,None,All,0.8,2,BIC,20,0.7516858389527965
2,None,All,0.8,2,BIC,20,0.7415957877683272
3,None,All,0.8,2,BIC,20,0.7568108974358975
4,None,All,0.8,2,BIC,20,0.7773295683743445
5,None,All,0.8,2,BIC,20,0.7813001605136437
6,None,All,0.8,2,BIC,20,0.787866281469253
7,None,All,0.8,2,BIC,20,0.7374701670644391
8,None,All,0.8,2,BIC,20,0.7427402862985685
9,None,All,0.8,2,BIC,20,0.8023304203079484
10,None,All,0.8,2,BIC,20,0.7683569979716024
11,None,All,0.8,2,BIC,20,0.7410192147034252
12,None,All,0.8,2,BIC,20,0.7882399682161303
13,None,All,0.8,2,BIC,20,0.7571142284569138
14,None,All,0.8,2,BIC,20,0.774232633279483
15,None,All,0.8,2,BIC,20,0.733386709367494
16,None,All,0.8,2,BIC,20,0.785855393125247
17,None,All,0.8,2,BIC,20,0.7808163265306123
18,None,All,0.8,2,BIC,20,0.7331983805668016
19,None,All,0.8,2,BIC,20,0.7690152121697358
20,None,All,0.8,2,BIC,20,0.7534033450019447
21,None,All,0.8,2,BIC,20,0.7568108974358975
22,None,All,0.8,2,BIC,20,0.7401315789473685
23,None,All,0.8,2,BIC,20,0.7624332100287711
24,None,All,0.8,2,BIC,20,0.7635327635327636
25,None,All,0.8,2,BIC,20,0.7282693813625685
26,None,All,0.8,2,BIC,20,0.7663257277734068
27,None,All,0.8,2,BIC,20,0.7693522906793049
28,None,All,0.8,2,BIC,20,0.7807228915662651
29,None,All,0.8,2,BIC,20,0.7761078998073218
30,None,All,0.8,2,BIC,20,0.7714958775029447
31,None,All,0.8,2,BIC,20,0.729301948051948
32,None,All,0.8,2,BIC,20,0.7632301058408467
33,None,All,0.8,2,BIC,20,0.7519685039370079
34,None,All,0.8,2,BIC,20,0.7427402862985685
35,None,All,0.8,2,BIC,20,0.8006430868167203
36,None,All,0.8,2,BIC,20,0.7494099134539732
37,None,All,0.8,2,BIC,20,0.7667872939284278
38,None,All,0.8,2,BIC,20,0.7867036011080333
39,None,All,0.8,2,BIC,20,0.7862657456318569
40,None,All,0.8,2,BIC,20,0.7515503875968992
41,None,All,0.8,2,BIC,20,0.7642373556352051
42,None,All,0.8,2,BIC,20,0.7655939610647596
43,None,All,0.8,2,BIC,20,0.784394250513347
44,None,All,0.8,2,BIC,20,0.7490698635799917
45,None,All,0.8,2,BIC,20,0.7905039566847147
46,None,All,0.8,2,BIC,20,0.7425387982491046
47,None,All,0.8,2,BIC,20,0.7652487961476726
48,None,All,0.8,2,BIC,20,0.7109311740890688
49,None,All,0.8,2,BIC,20,0.7910328262610088
50,None,All,0.8,2,BIC,20,0.7640358014646054
1,None,All,0.8,7,BIC,20,0.7427639624949042
2,None,All,0.8,7,BIC,20,0.7097689501418727
3,None,All,0.8,7,BIC,20,0.7707414829659318
4,None,All,0.8,7,BIC,20,0.7629191321499014
5,None,All,0.8,7,BIC,20,0.7162921348314607
6,None,All,0.8,7,BIC,20,0.7319668900275916
7,None,All,0.8,7,BIC,20,0.7239583333333334
8,None,All,0.8,7,BIC,20,0.7142857142857143
9,None,All,0.8,7,BIC,20,0.7661256762380357
10,None,All,0.8,7,BIC,20,0.7070296627387241
11,None,All,0.8,7,BIC,20,0.7515527950310559
12,None,All,0.8,7,BIC,20,0.7861433720464558
13,None,All,0.8,7,BIC,20,0.7167790559301864
14,None,All,0.8,7,BIC,20,0.7429378531073446
15,None,All,0.8,7,BIC,20,0.7138832997987927
16,None,All,0.8,7,BIC,20,0.7972055888223553
17,None,All,0.8,7,BIC,20,0.7855431309904153
18,None,All,0.8,7,BIC,20,0.749499799919968
19,None,All,0.8,7,BIC,20,0.6880733944954128
20,None,All,0.8,7,BIC,20,0.7352820090572252
21,None,All,0.8,7,BIC,20,0.7547018807523009
22,None,All,0.8,7,BIC,20,0.7660886319845858
23,None,All,0.8,7,BIC,20,0.7701938610662359
24,None,All,0.8,7,BIC,20,0.7471498371335505
25,None,All,0.8,7,BIC,20,0.7221343873517787
26,None,All,0.8,7,BIC,20,0.7182700080840744
27,None,All,0.8,7,BIC,20,0.7659489633173844
28,None,All,0.8,7,BIC,20,0.7464788732394366
29,None,All,0.8,7,BIC,20,0.7519222986645083
30,None,All,0.8,7,BIC,20,0.7274180655475619
31,None,All,0.8,7,BIC,20,0.7579203899268887
32,None,All,0.8,7,BIC,20,0.7156822810590632
33,None,All,0.8,7,BIC,20,0.7459016393442623
34,None,All,0.8,7,BIC,20,0.7142857142857143
35,None,All,0.8,7,BIC,20,0.7890719164323021
36,None,All,0.8,7,BIC,20,0.7392197125256673
37,None,All,0.8,7,BIC,20,0.7416829745596869
38,None,All,0.8,7,BIC,20,0.7471218737594283
39,None,All,0.8,7,BIC,20,0.7675070028011205
40,None,All,0.8,7,BIC,20,0.724661469019286
41,None,All,0.8,7,BIC,20,0.7306601863102471
42,None,All,0.8,7,BIC,20,0.7650954421503701
43,None,All,0.8,7,BIC,20,0.7744865718799369
44,None,All,0.8,7,BIC,20,0.74514663362247
45,None,All,0.8,7,BIC,20,0.7658926532165968
46,None,All,0.8,7,BIC,20,0.7023121387283237
47,None,All,0.8,7,BIC,20,0.7166799680766162
48,None,All,0.8,7,BIC,20,0.73984375
49,None,All,0.8,7,BIC,20,0.7737284741690028
50,None,All,0.8,7,BIC,20,0.7008547008547008
1,None,Bo,0.2,13,AIC,100,0.9705882352941176
2,None,Bo,0.2,13,AIC,100,0.8947368421052632
3,None,Bo,0.2,13,AIC,100,1
4,None,Bo,0.2,13,AIC,100,0.8529411764705882
5,None,Bo,0.2,13,AIC,100,0.7567567567567568
6,None,Bo,0.2,13,AIC,100,0.8918918918918919
7,None,Bo,0.2,13,AIC,100,0.9090909090909091
8,None,Bo,0.2,13,AIC,100,0.8918918918918919
9,None,Bo,0.2,13,AIC,100,0.8461538461538461
10,None,Bo,0.2,13,AIC,100,0.96
11,None,Bo,0.2,13,AIC,100,0.9117647058823529
12,None,Bo,0.2,13,AIC,100,0.9354838709677419
13,None,Bo,0.2,13,AIC,100,0.9130434782608695
14,None,Bo,0.2,13,AIC,100,0.9166666666666666
15,None,Bo,0.2,13,AIC,100,0.9473684210526315
16,None,Bo,0.2,13,AIC,100,0.9024390243902439
17,None,Bo,0.2,13,AIC,100,0.9347826086956522
18,None,Bo,0.2,13,AIC,100,0.9354838709677419
19,None,Bo,0.2,13,AIC,100,0.90625
20,None,Bo,0.2,13,AIC,100,0.9166666666666666
21,None,Bo,0.2,13,AIC,100,0.875
22,None,Bo,0.2,13,AIC,100,1
23,None,Bo,0.2,13,AIC,100,0.9310344827586207
24,None,Bo,0.2,13,AIC,100,0.9090909090909091
25,None,Bo,0.2,13,AIC,100,0.9090909090909091
26,None,Bo,0.2,13,AIC,100,0.84
27,None,Bo,0.2,13,AIC,100,0.9411764705882353
28,None,Bo,0.2,13,AIC,100,0.9523809523809523
29,None,Bo,0.2,13,AIC,100,0.8709677419354839
30,None,Bo,0.2,13,AIC,100,0.9285714285714286
31,None,Bo,0.2,13,AIC,100,1
32,None,Bo,0.2,13,AIC,100,0.8857142857142857
33,None,Bo,0.2,13,AIC,100,0.8787878787878788
34,None,Bo,0.2,13,AIC,100,0.8918918918918919
35,None,Bo,0.2,13,AIC,100,0.9512195121951219
36,None,Bo,0.2,13,AIC,100,0.9428571428571428
37,None,Bo,0.2,13,AIC,100,0.8846153846153846
38,None,Bo,0.2,13,AIC,100,0.9393939393939394
39,None,Bo,0.2,13,AIC,100,0.9696969696969697
40,None,Bo,0.2,13,AIC,100,0.96875
41,None,Bo,0.2,13,AIC,100,0.90625
42,None,Bo,0.2,13,AIC,100,0.9375
43,None,Bo,0.2,13,AIC,100,0.9375
44,None,Bo,0.2,13,AIC,100,0.896551724137931
45,None,Bo,0.2,13,AIC,100,0.8571428571428571
46,None,Bo,0.2,13,AIC,100,0.9166666666666666
47,None,Bo,0.2,13,AIC,100,0.918918918918919
48,None,Bo,0.2,13,AIC,100,0.9696969696969697
49,None,Bo,0.2,13,AIC,100,0.8378378378378378
50,None,Bo,0.2,13,AIC,100,0.9230769230769231
1,None,Bo,0.2,2,AIC,100,0.6333333333333333
2,None,Bo,0.2,2,AIC,100,0.48484848484848486
3,None,Bo,0.2,2,AIC,100,0.7419354838709677
4,None,Bo,0.2,2,AIC,100,0.6216216216216216
5,None,Bo,0.2,2,AIC,100,0.8
6,None,Bo,0.2,2,AIC,100,0.7575757575757576
7,None,Bo,0.2,2,AIC,100,0.7096774193548387
8,None,Bo,0.2,2,AIC,100,0.6666666666666666
9,None,Bo,0.2,2,AIC,100,0.6363636363636364
10,None,Bo,0.2,2,AIC,100,0.7142857142857143
11,None,Bo,0.2,2,AIC,100,0.72
12,None,Bo,0.2,2,AIC,100,0.7857142857142857
13,None,Bo,0.2,2,AIC,100,0.6428571428571429
14,None,Bo,0.2,2,AIC,100,0.8571428571428571
15,None,Bo,0.2,2,AIC,100,0.6923076923076923
16,None,Bo,0.2,2,AIC,100,0.7272727272727273
17,None,Bo,0.2,2,AIC,100,0.8085106382978723
18,None,Bo,0.2,2,AIC,100,0.75
19,None,Bo,0.2,2,AIC,100,0.7297297297297297
20,None,Bo,0.2,2,AIC,100,0.7419354838709677
21,None,Bo,0.2,2,AIC,100,0.7096774193548387
22,None,Bo,0.2,2,AIC,100,0.8666666666666667
23,None,Bo,0.2,2,AIC,100,0.7741935483870968
24,None,Bo,0.2,2,AIC,100,0.6857142857142857
25,None,Bo,0.2,2,AIC,100,0.7317073170731707
26,None,Bo,0.2,2,AIC,100,0.7777777777777778
27,None,Bo,0.2,2,AIC,100,0.6818181818181818
28,None,Bo,0.2,2,AIC,100,0.8333333333333334
29,None,Bo,0.2,2,AIC,100,0.7419354838709677
30,None,Bo,0.2,2,AIC,100,0.7714285714285715
31,None,Bo,0.2,2,AIC,100,0.7777777777777778
32,None,Bo,0.2,2,AIC,100,0.7931034482758621
33,None,Bo,0.2,2,AIC,100,0.6888888888888889
34,None,Bo,0.2,2,AIC,100,0.6666666666666666
35,None,Bo,0.2,2,AIC,100,0.7105263157894737
36,None,Bo,0.2,2,AIC,100,0.7837837837837838
37,None,Bo,0.2,2,AIC,100,0.8529411764705882
38,None,Bo,0.2,2,AIC,100,0.7666666666666667
39,None,Bo,0.2,2,AIC,100,0.7894736842105263
40,None,Bo,0.2,2,AIC,100,0.7083333333333334
41,None,Bo,0.2,2,AIC,100,0.782608695652174
42,None,Bo,0.2,2,AIC,100,0.6428571428571429
43,None,Bo,0.2,2,AIC,100,0.7241379310344828
44,None,Bo,0.2,2,AIC,100,0.7083333333333334
45,None,Bo,0.2,2,AIC,100,0.6486486486486487
46,None,Bo,0.2,2,AIC,100,0.75
47,None,Bo,0.2,2,AIC,100,0.7931034482758621
48,None,Bo,0.2,2,AIC,100,0.7045454545454546
49,None,Bo,0.2,2,AIC,100,0.6829268292682927
50,None,Bo,0.2,2,AIC,100,0.6666666666666666
1,None,Bo,0.2,7,AIC,100,0.8823529411764706
2,None,Bo,0.2,7,AIC,100,0.8076923076923077
3,None,Bo,0.2,7,AIC,100,0.7586206896551724
4,None,Bo,0.2,7,AIC,100,0.6896551724137931
5,None,Bo,0.2,7,AIC,100,0.8125
6,None,Bo,0.2,7,AIC,100,0.6829268292682927
7,None,Bo,0.2,7,AIC,100,0.8823529411764706
8,None,Bo,0.2,7,AIC,100,0.8918918918918919
9,None,Bo,0.2,7,AIC,100,0.7567567567567568
10,None,Bo,0.2,7,AIC,100,0.6923076923076923
11,None,Bo,0.2,7,AIC,100,0.8387096774193549
12,None,Bo,0.2,7,AIC,100,0.8125
13,None,Bo,0.2,7,AIC,100,0.8604651162790697
14,None,Bo,0.2,7,AIC,100,0.7894736842105263
15,None,Bo,0.2,7,AIC,100,0.8666666666666667
16,None,Bo,0.2,7,AIC,100,0.7906976744186046
17,None,Bo,0.2,7,AIC,100,0.8333333333333334
18,None,Bo,0.2,7,AIC,100,0.75
19,None,Bo,0.2,7,AIC,100,0.90625
20,None,Bo,0.2,7,AIC,100,0.8857142857142857
21,None,Bo,0.2,7,AIC,100,0.8108108108108109
22,None,Bo,0.2,7,AIC,100,0.8636363636363636
23,None,Bo,0.2,7,AIC,100,0.7575757575757576
24,None,Bo,0.2,7,AIC,100,0.9642857142857143
25,None,Bo,0.2,7,AIC,100,0.6333333333333333
26,None,Bo,0.2,7,AIC,100,0.64
27,None,Bo,0.2,7,AIC,100,0.7027027027027027
28,None,Bo,0.2,7,AIC,100,0.8275862068965517
29,None,Bo,0.2,7,AIC,100,0.75
30,None,Bo,0.2,7,AIC,100,0.8484848484848485
31,None,Bo,0.2,7,AIC,100,0.6666666666666666
32,None,Bo,0.2,7,AIC,100,0.7619047619047619
33,None,Bo,0.2,7,AIC,100,0.7692307692307693
34,None,Bo,0.2,7,AIC,100,0.8918918918918919
35,None,Bo,0.2,7,AIC,100,0.8571428571428571
36,None,Bo,0.2,7,AIC,100,0.9
37,None,Bo,0.2,7,AIC,100,0.7948717948717948
38,None,Bo,0.2,7,AIC,100,0.7666666666666667
39,None,Bo,0.2,7,AIC,100,0.8333333333333334
40,None,Bo,0.2,7,AIC,100,0.8148148148148148
41,None,Bo,0.2,7,AIC,100,0.9
42,None,Bo,0.2,7,AIC,100,0.7837837837837838
43,None,Bo,0.2,7,AIC,100,0.9666666666666667
44,None,Bo,0.2,7,AIC,100,0.896551724137931
45,None,Bo,0.2,7,AIC,100,0.7647058823529411
46,None,Bo,0.2,7,AIC,100,0.8461538461538461
47,None,Bo,0.2,7,AIC,100,0.75
48,None,Bo,0.2,7,AIC,100,0.8
49,None,Bo,0.2,7,AIC,100,0.7105263157894737
50,None,Bo,0.2,7,AIC,100,0.5666666666666667
1,None,Bo,0.2,13,AIC,20,0.8918918918918919
2,None,Bo,0.2,13,AIC,20,0.6666666666666666
3,None,Bo,0.2,13,AIC,20,0.8571428571428571
4,None,Bo,0.2,13,AIC,20,0.78125
5,None,Bo,0.2,13,AIC,20,0.8157894736842105
6,None,Bo,0.2,13,AIC,20,0.8333333333333334
7,None,Bo,0.2,13,AIC,20,0.9210526315789473
8,None,Bo,0.2,13,AIC,20,0.9230769230769231
9,None,Bo,0.2,13,AIC,20,0.8648648648648649
10,None,Bo,0.2,13,AIC,20,0.7647058823529411
11,None,Bo,0.2,13,AIC,20,0.8928571428571429
12,None,Bo,0.2,13,AIC,20,0.65
13,None,Bo,0.2,13,AIC,20,0.675
14,None,Bo,0.2,13,AIC,20,0.9310344827586207
15,None,Bo,0.2,13,AIC,20,0.90625
16,None,Bo,0.2,13,AIC,20,0.7419354838709677
17,None,Bo,0.2,13,AIC,20,0.8333333333333334
18,None,Bo,0.2,13,AIC,20,0.7352941176470589
19,None,Bo,0.2,13,AIC,20,0.8108108108108109
20,None,Bo,0.2,13,AIC,20,0.8285714285714286
21,None,Bo,0.2,13,AIC,20,0.8378378378378378
22,None,Bo,0.2,13,AIC,20,0.8085106382978723
23,None,Bo,0.2,13,AIC,20,0.7391304347826086
24,None,Bo,0.2,13,AIC,20,0.8780487804878049
25,None,Bo,0.2,13,AIC,20,0.8285714285714286
26,None,Bo,0.2,13,AIC,20,0.9032258064516129
27,None,Bo,0.2,13,AIC,20,0.925
28,None,Bo,0.2,13,AIC,20,0.7777777777777778
29,None,Bo,0.2,13,AIC,20,0.96875
30,None,Bo,0.2,13,AIC,20,0.9090909090909091
31,None,Bo,0.2,13,AIC,20,0.9565217391304348
32,None,Bo,0.2,13,AIC,20,0.8620689655172413
33,None,Bo,0.2,13,AIC,20,0.8636363636363636
34,None,Bo,0.2,13,AIC,20,0.9230769230769231
35,None,Bo,0.2,13,AIC,20,0.88
36,None,Bo,0.2,13,AIC,20,0.8
37,None,Bo,0.2,13,AIC,20,0.9090909090909091
38,None,Bo,0.2,13,AIC,20,0.9761904761904762
39,None,Bo,0.2,13,AIC,20,0.7551020408163265
40,None,Bo,0.2,13,AIC,20,0.8409090909090909
41,None,Bo,0.2,13,AIC,20,0.8695652173913043
42,None,Bo,0.2,13,AIC,20,0.7446808510638298
43,None,Bo,0.2,13,AIC,20,0.9615384615384616
44,None,Bo,0.2,13,AIC,20,0.9285714285714286
45,None,Bo,0.2,13,AIC,20,0.9117647058823529
46,None,Bo,0.2,13,AIC,20,0.8888888888888888
47,None,Bo,0.2,13,AIC,20,0.9459459459459459
48,None,Bo,0.2,13,AIC,20,0.6976744186046512
49,None,Bo,0.2,13,AIC,20,0.92
50,None,Bo,0.2,13,AIC,20,0.8709677419354839
1,None,Bo,0.2,2,AIC,20,0.41935483870967744
2,None,Bo,0.2,2,AIC,20,0.6216216216216216
3,None,Bo,0.2,2,AIC,20,0.6060606060606061
4,None,Bo,0.2,2,AIC,20,0.6285714285714286
5,None,Bo,0.2,2,AIC,20,0.4722222222222222
6,None,Bo,0.2,2,AIC,20,0.5555555555555556
7,None,Bo,0.2,2,AIC,20,0.68
8,None,Bo,0.2,2,AIC,20,0.7096774193548387
9,None,Bo,0.2,2,AIC,20,0.4444444444444444
10,None,Bo,0.2,2,AIC,20,0.71875
11,None,Bo,0.2,2,AIC,20,0.5833333333333334
12,None,Bo,0.2,2,AIC,20,0.6923076923076923
13,None,Bo,0.2,2,AIC,20,0.6285714285714286
14,None,Bo,0.2,2,AIC,20,0.6666666666666666
15,None,Bo,0.2,2,AIC,20,0.5
16,None,Bo,0.2,2,AIC,20,0.6341463414634146
17,None,Bo,0.2,2,AIC,20,0.6444444444444445
18,None,Bo,0.2,2,AIC,20,0.8125
19,None,Bo,0.2,2,AIC,20,0.5
20,None,Bo,0.2,2,AIC,20,0.6176470588235294
21,None,Bo,0.2,2,AIC,20,0.6896551724137931
22,None,Bo,0.2,2,AIC,20,0.8108108108108109
23,None,Bo,0.2,2,AIC,20,0.4838709677419355
24,None,Bo,0.2,2,AIC,20,0.6829268292682927
25,None,Bo,0.2,2,AIC,20,0.6129032258064516
26,None,Bo,0.2,2,AIC,20,0.6060606060606061
27,None,Bo,0.2,2,AIC,20,0.6410256410256411
28,None,Bo,0.2,2,AIC,20,0.625
29,None,Bo,0.2,2,AIC,20,0.6551724137931034
30,None,Bo,0.2,2,AIC,20,0.6785714285714286
31,None,Bo,0.2,2,AIC,20,0.5217391304347826
32,None,Bo,0.2,2,AIC,20,0.5405405405405406
33,None,Bo,0.2,2,AIC,20,0.5882352941176471
34,None,Bo,0.2,2,AIC,20,0.7096774193548387
35,None,Bo,0.2,2,AIC,20,0.7837837837837838
36,None,Bo,0.2,2,AIC,20,0.6153846153846154
37,None,Bo,0.2,2,AIC,20,0.7142857142857143
38,None,Bo,0.2,2,AIC,20,0.65
39,None,Bo,0.2,2,AIC,20,0.6470588235294118
40,None,Bo,0.2,2,AIC,20,0.8076923076923077
41,None,Bo,0.2,2,AIC,20,0.7083333333333334
42,None,Bo,0.2,2,AIC,20,0.6170212765957447
43,None,Bo,0.2,2,AIC,20,0.65
44,None,Bo,0.2,2,AIC,20,0.6551724137931034
45,None,Bo,0.2,2,AIC,20,0.78125
46,None,Bo,0.2,2,AIC,20,0.6285714285714286
47,None,Bo,0.2,2,AIC,20,0.775
48,None,Bo,0.2,2,AIC,20,0.7333333333333333
49,None,Bo,0.2,2,AIC,20,0.6060606060606061
50,None,Bo,0.2,2,AIC,20,0.48148148148148145
1,None,Bo,0.2,7,AIC,20,0.8333333333333334
2,None,Bo,0.2,7,AIC,20,0.4864864864864865
3,None,Bo,0.2,7,AIC,20,0.7241379310344828
4,None,Bo,0.2,7,AIC,20,0.8125
5,None,Bo,0.2,7,AIC,20,0.7096774193548387
6,None,Bo,0.2,7,AIC,20,0.696969696969697
7,None,Bo,0.2,7,AIC,20,0.7105263157894737
8,None,Bo,0.2,7,AIC,20,0.8421052631578947
9,None,Bo,0.2,7,AIC,20,0.7567567567567568
10,None,Bo,0.2,7,AIC,20,0.8518518518518519
11,None,Bo,0.2,7,AIC,20,0.7428571428571429
12,None,Bo,0.2,7,AIC,20,0.5714285714285714
13,None,Bo,0.2,7,AIC,20,0.7714285714285715
14,None,Bo,0.2,7,AIC,20,0.7619047619047619
15,None,Bo,0.2,7,AIC,20,0.7857142857142857
16,None,Bo,0.2,7,AIC,20,0.6818181818181818
17,None,Bo,0.2,7,AIC,20,0.9142857142857143
18,None,Bo,0.2,7,AIC,20,0.627906976744186
19,None,Bo,0.2,7,AIC,20,0.9375
20,None,Bo,0.2,7,AIC,20,0.8108108108108109
21,None,Bo,0.2,7,AIC,20,0.6538461538461539
22,None,Bo,0.2,7,AIC,20,0.7586206896551724
23,None,Bo,0.2,7,AIC,20,0.6551724137931034
24,None,Bo,0.2,7,AIC,20,0.7073170731707317
25,None,Bo,0.2,7,AIC,20,0.6363636363636364
26,None,Bo,0.2,7,AIC,20,0.6060606060606061
27,None,Bo,0.2,7,AIC,20,0.696969696969697
28,None,Bo,0.2,7,AIC,20,0.7777777777777778
29,None,Bo,0.2,7,AIC,20,0.7692307692307693
30,None,Bo,0.2,7,AIC,20,0.75
31,None,Bo,0.2,7,AIC,20,0.9130434782608695
32,None,Bo,0.2,7,AIC,20,0.7777777777777778
33,None,Bo,0.2,7,AIC,20,0.88
34,None,Bo,0.2,7,AIC,20,0.8421052631578947
35,None,Bo,0.2,7,AIC,20,0.7142857142857143
36,None,Bo,0.2,7,AIC,20,0.696969696969697
37,None,Bo,0.2,7,AIC,20,0.5142857142857142
38,None,Bo,0.2,7,AIC,20,0.7241379310344828
