"network","population","RR_true_median","RR_true_mean","RR_true_IQR"
"Lattice","All",0.629222309505106,0.597260824489606,0.248509703648749
"Lattice","Bo",0.555555555555556,0.596748912882791,0.3875
"Lattice","Mave",0.631174089068826,0.611172435332598,0.190539792278459
"Lattice","Tess",0.559274356526749,0.57577182433415,0.7469275712536
