replica,network,population,true_model,sigma,base_SS,modelcompare,first_row
1,None,All,13,0.2,100,AIC,23
2,None,All,13,0.2,100,AIC,7
3,None,All,13,0.2,100,AIC,5
4,None,All,13,0.2,100,AIC,4
5,None,All,13,0.2,100,AIC,11
6,None,All,13,0.2,100,AIC,3
7,None,All,13,0.2,100,AIC,20
8,None,All,13,0.2,100,AIC,7
9,None,All,13,0.2,100,AIC,11
10,None,All,13,0.2,100,AIC,14
11,None,All,13,0.2,100,AIC,14
12,None,All,13,0.2,100,AIC,14
13,None,All,13,0.2,100,AIC,9
14,None,All,13,0.2,100,AIC,19
15,None,All,13,0.2,100,AIC,2
16,None,All,13,0.2,100,AIC,18
17,None,All,13,0.2,100,AIC,8
18,None,All,13,0.2,100,AIC,2
19,None,All,13,0.2,100,AIC,8
20,None,All,13,0.2,100,AIC,6
21,None,All,13,0.2,100,AIC,10
22,None,All,13,0.2,100,AIC,8
23,None,All,13,0.2,100,AIC,7
24,None,All,13,0.2,100,AIC,5
25,None,All,13,0.2,100,AIC,15
26,None,All,13,0.2,100,AIC,7
27,None,All,13,0.2,100,AIC,16
28,None,All,13,0.2,100,AIC,7
29,None,All,13,0.2,100,AIC,15
30,None,All,13,0.2,100,AIC,12
31,None,All,13,0.2,100,AIC,4
32,None,All,13,0.2,100,AIC,57
33,None,All,13,0.2,100,AIC,9
34,None,All,13,0.2,100,AIC,7
35,None,All,13,0.2,100,AIC,3
36,None,All,13,0.2,100,AIC,19
37,None,All,13,0.2,100,AIC,3
38,None,All,13,0.2,100,AIC,3
39,None,All,13,0.2,100,AIC,7
40,None,All,13,0.2,100,AIC,17
41,None,All,13,0.2,100,AIC,29
42,None,All,13,0.2,100,AIC,8
43,None,All,13,0.2,100,AIC,1
44,None,All,13,0.2,100,AIC,8
45,None,All,13,0.2,100,AIC,8
46,None,All,13,0.2,100,AIC,1
47,None,All,13,0.2,100,AIC,4
48,None,All,13,0.2,100,AIC,44
49,None,All,13,0.2,100,AIC,1
50,None,All,13,0.2,100,AIC,8
1,None,All,2,0.2,100,AIC,16
2,None,All,2,0.2,100,AIC,19
3,None,All,2,0.2,100,AIC,3
4,None,All,2,0.2,100,AIC,12
5,None,All,2,0.2,100,AIC,1
6,None,All,2,0.2,100,AIC,3
7,None,All,2,0.2,100,AIC,2
8,None,All,2,0.2,100,AIC,2
9,None,All,2,0.2,100,AIC,4
10,None,All,2,0.2,100,AIC,11
11,None,All,2,0.2,100,AIC,6
12,None,All,2,0.2,100,AIC,6
13,None,All,2,0.2,100,AIC,5
14,None,All,2,0.2,100,AIC,20
15,None,All,2,0.2,100,AIC,5
16,None,All,2,0.2,100,AIC,5
17,None,All,2,0.2,100,AIC,9
18,None,All,2,0.2,100,AIC,6
19,None,All,2,0.2,100,AIC,3
20,None,All,2,0.2,100,AIC,10
21,None,All,2,0.2,100,AIC,7
22,None,All,2,0.2,100,AIC,10
23,None,All,2,0.2,100,AIC,7
24,None,All,2,0.2,100,AIC,8
25,None,All,2,0.2,100,AIC,1
26,None,All,2,0.2,100,AIC,18
27,None,All,2,0.2,100,AIC,8
28,None,All,2,0.2,100,AIC,3
29,None,All,2,0.2,100,AIC,7
30,None,All,2,0.2,100,AIC,21
31,None,All,2,0.2,100,AIC,17
32,None,All,2,0.2,100,AIC,5
33,None,All,2,0.2,100,AIC,16
34,None,All,2,0.2,100,AIC,2
35,None,All,2,0.2,100,AIC,8
36,None,All,2,0.2,100,AIC,17
37,None,All,2,0.2,100,AIC,18
38,None,All,2,0.2,100,AIC,7
39,None,All,2,0.2,100,AIC,2
40,None,All,2,0.2,100,AIC,4
41,None,All,2,0.2,100,AIC,9
42,None,All,2,0.2,100,AIC,8
43,None,All,2,0.2,100,AIC,4
44,None,All,2,0.2,100,AIC,16
45,None,All,2,0.2,100,AIC,11
46,None,All,2,0.2,100,AIC,14
47,None,All,2,0.2,100,AIC,7
48,None,All,2,0.2,100,AIC,7
49,None,All,2,0.2,100,AIC,1
50,None,All,2,0.2,100,AIC,21
1,None,All,7,0.2,100,AIC,4
2,None,All,7,0.2,100,AIC,3
3,None,All,7,0.2,100,AIC,5
4,None,All,7,0.2,100,AIC,1
5,None,All,7,0.2,100,AIC,24
6,None,All,7,0.2,100,AIC,6
7,None,All,7,0.2,100,AIC,13
8,None,All,7,0.2,100,AIC,1
9,None,All,7,0.2,100,AIC,23
10,None,All,7,0.2,100,AIC,25
11,None,All,7,0.2,100,AIC,28
12,None,All,7,0.2,100,AIC,11
13,None,All,7,0.2,100,AIC,6
14,None,All,7,0.2,100,AIC,12
15,None,All,7,0.2,100,AIC,21
16,None,All,7,0.2,100,AIC,12
17,None,All,7,0.2,100,AIC,20
18,None,All,7,0.2,100,AIC,14
19,None,All,7,0.2,100,AIC,10
20,None,All,7,0.2,100,AIC,34
21,None,All,7,0.2,100,AIC,9
22,None,All,7,0.2,100,AIC,1
23,None,All,7,0.2,100,AIC,4
24,None,All,7,0.2,100,AIC,36
25,None,All,7,0.2,100,AIC,32
26,None,All,7,0.2,100,AIC,68
27,None,All,7,0.2,100,AIC,4
28,None,All,7,0.2,100,AIC,38
29,None,All,7,0.2,100,AIC,19
30,None,All,7,0.2,100,AIC,10
31,None,All,7,0.2,100,AIC,15
32,None,All,7,0.2,100,AIC,19
33,None,All,7,0.2,100,AIC,5
34,None,All,7,0.2,100,AIC,1
35,None,All,7,0.2,100,AIC,31
36,None,All,7,0.2,100,AIC,4
37,None,All,7,0.2,100,AIC,5
38,None,All,7,0.2,100,AIC,14
39,None,All,7,0.2,100,AIC,8
40,None,All,7,0.2,100,AIC,116
41,None,All,7,0.2,100,AIC,5
42,None,All,7,0.2,100,AIC,7
43,None,All,7,0.2,100,AIC,3
44,None,All,7,0.2,100,AIC,2
45,None,All,7,0.2,100,AIC,1
46,None,All,7,0.2,100,AIC,42
47,None,All,7,0.2,100,AIC,44
48,None,All,7,0.2,100,AIC,12
49,None,All,7,0.2,100,AIC,15
50,None,All,7,0.2,100,AIC,73
1,None,All,13,0.2,20,AIC,17
2,None,All,13,0.2,20,AIC,18
3,None,All,13,0.2,20,AIC,10
4,None,All,13,0.2,20,AIC,13
5,None,All,13,0.2,20,AIC,1
6,None,All,13,0.2,20,AIC,6
7,None,All,13,0.2,20,AIC,34
8,None,All,13,0.2,20,AIC,7
9,None,All,13,0.2,20,AIC,53
10,None,All,13,0.2,20,AIC,4
11,None,All,13,0.2,20,AIC,2
12,None,All,13,0.2,20,AIC,8
13,None,All,13,0.2,20,AIC,10
14,None,All,13,0.2,20,AIC,28
15,None,All,13,0.2,20,AIC,1
16,None,All,13,0.2,20,AIC,4
17,None,All,13,0.2,20,AIC,12
18,None,All,13,0.2,20,AIC,2
19,None,All,13,0.2,20,AIC,22
20,None,All,13,0.2,20,AIC,38
21,None,All,13,0.2,20,AIC,22
22,None,All,13,0.2,20,AIC,11
23,None,All,13,0.2,20,AIC,10
24,None,All,13,0.2,20,AIC,14
25,None,All,13,0.2,20,AIC,12
26,None,All,13,0.2,20,AIC,2
27,None,All,13,0.2,20,AIC,7
28,None,All,13,0.2,20,AIC,12
29,None,All,13,0.2,20,AIC,26
30,None,All,13,0.2,20,AIC,11
31,None,All,13,0.2,20,AIC,22
32,None,All,13,0.2,20,AIC,24
33,None,All,13,0.2,20,AIC,13
34,None,All,13,0.2,20,AIC,7
35,None,All,13,0.2,20,AIC,19
36,None,All,13,0.2,20,AIC,6
37,None,All,13,0.2,20,AIC,37
38,None,All,13,0.2,20,AIC,20
39,None,All,13,0.2,20,AIC,24
40,None,All,13,0.2,20,AIC,28
41,None,All,13,0.2,20,AIC,25
42,None,All,13,0.2,20,AIC,26
43,None,All,13,0.2,20,AIC,4
44,None,All,13,0.2,20,AIC,23
45,None,All,13,0.2,20,AIC,5
46,None,All,13,0.2,20,AIC,15
47,None,All,13,0.2,20,AIC,11
48,None,All,13,0.2,20,AIC,17
49,None,All,13,0.2,20,AIC,22
50,None,All,13,0.2,20,AIC,18
1,None,All,2,0.2,20,AIC,2
2,None,All,2,0.2,20,AIC,15
3,None,All,2,0.2,20,AIC,5
4,None,All,2,0.2,20,AIC,10
5,None,All,2,0.2,20,AIC,2
6,None,All,2,0.2,20,AIC,21
7,None,All,2,0.2,20,AIC,14
8,None,All,2,0.2,20,AIC,3
9,None,All,2,0.2,20,AIC,8
10,None,All,2,0.2,20,AIC,8
11,None,All,2,0.2,20,AIC,1
12,None,All,2,0.2,20,AIC,10
13,None,All,2,0.2,20,AIC,9
14,None,All,2,0.2,20,AIC,1
15,None,All,2,0.2,20,AIC,13
16,None,All,2,0.2,20,AIC,16
17,None,All,2,0.2,20,AIC,7
18,None,All,2,0.2,20,AIC,8
19,None,All,2,0.2,20,AIC,13
20,None,All,2,0.2,20,AIC,2
21,None,All,2,0.2,20,AIC,9
22,None,All,2,0.2,20,AIC,1
23,None,All,2,0.2,20,AIC,7
24,None,All,2,0.2,20,AIC,5
25,None,All,2,0.2,20,AIC,1
26,None,All,2,0.2,20,AIC,9
27,None,All,2,0.2,20,AIC,10
28,None,All,2,0.2,20,AIC,2
29,None,All,2,0.2,20,AIC,40
30,None,All,2,0.2,20,AIC,3
31,None,All,2,0.2,20,AIC,13
32,None,All,2,0.2,20,AIC,20
33,None,All,2,0.2,20,AIC,13
34,None,All,2,0.2,20,AIC,3
35,None,All,2,0.2,20,AIC,38
36,None,All,2,0.2,20,AIC,5
37,None,All,2,0.2,20,AIC,15
38,None,All,2,0.2,20,AIC,9
39,None,All,2,0.2,20,AIC,11
40,None,All,2,0.2,20,AIC,2
41,None,All,2,0.2,20,AIC,3
42,None,All,2,0.2,20,AIC,2
43,None,All,2,0.2,20,AIC,10
44,None,All,2,0.2,20,AIC,10
45,None,All,2,0.2,20,AIC,41
46,None,All,2,0.2,20,AIC,13
47,None,All,2,0.2,20,AIC,7
48,None,All,2,0.2,20,AIC,6
49,None,All,2,0.2,20,AIC,3
50,None,All,2,0.2,20,AIC,1
1,None,All,7,0.2,20,AIC,7
2,None,All,7,0.2,20,AIC,1
3,None,All,7,0.2,20,AIC,61
4,None,All,7,0.2,20,AIC,2
5,None,All,7,0.2,20,AIC,27
6,None,All,7,0.2,20,AIC,34
7,None,All,7,0.2,20,AIC,27
8,None,All,7,0.2,20,AIC,30
9,None,All,7,0.2,20,AIC,7
10,None,All,7,0.2,20,AIC,26
11,None,All,7,0.2,20,AIC,14
12,None,All,7,0.2,20,AIC,11
13,None,All,7,0.2,20,AIC,3
14,None,All,7,0.2,20,AIC,8
15,None,All,7,0.2,20,AIC,6
16,None,All,7,0.2,20,AIC,1
17,None,All,7,0.2,20,AIC,25
18,None,All,7,0.2,20,AIC,16
19,None,All,7,0.2,20,AIC,27
20,None,All,7,0.2,20,AIC,28
21,None,All,7,0.2,20,AIC,27
22,None,All,7,0.2,20,AIC,15
23,None,All,7,0.2,20,AIC,11
24,None,All,7,0.2,20,AIC,36
25,None,All,7,0.2,20,AIC,3
26,None,All,7,0.2,20,AIC,18
27,None,All,7,0.2,20,AIC,2
28,None,All,7,0.2,20,AIC,6
29,None,All,7,0.2,20,AIC,4
30,None,All,7,0.2,20,AIC,17
31,None,All,7,0.2,20,AIC,14
32,None,All,7,0.2,20,AIC,7
33,None,All,7,0.2,20,AIC,16
34,None,All,7,0.2,20,AIC,30
35,None,All,7,0.2,20,AIC,34
36,None,All,7,0.2,20,AIC,27
37,None,All,7,0.2,20,AIC,15
38,None,All,7,0.2,20,AIC,8
39,None,All,7,0.2,20,AIC,30
40,None,All,7,0.2,20,AIC,13
41,None,All,7,0.2,20,AIC,31
42,None,All,7,0.2,20,AIC,26
43,None,All,7,0.2,20,AIC,4
44,None,All,7,0.2,20,AIC,28
45,None,All,7,0.2,20,AIC,29
46,None,All,7,0.2,20,AIC,8
47,None,All,7,0.2,20,AIC,36
48,None,All,7,0.2,20,AIC,20
49,None,All,7,0.2,20,AIC,3
50,None,All,7,0.2,20,AIC,11
1,None,All,13,0.2,100,BIC,23
2,None,All,13,0.2,100,BIC,7
3,None,All,13,0.2,100,BIC,5
4,None,All,13,0.2,100,BIC,4
5,None,All,13,0.2,100,BIC,17
6,None,All,13,0.2,100,BIC,3
7,None,All,13,0.2,100,BIC,20
8,None,All,13,0.2,100,BIC,7
9,None,All,13,0.2,100,BIC,11
10,None,All,13,0.2,100,BIC,14
11,None,All,13,0.2,100,BIC,14
12,None,All,13,0.2,100,BIC,14
13,None,All,13,0.2,100,BIC,9
14,None,All,13,0.2,100,BIC,31
15,None,All,13,0.2,100,BIC,2
16,None,All,13,0.2,100,BIC,18
17,None,All,13,0.2,100,BIC,8
18,None,All,13,0.2,100,BIC,2
19,None,All,13,0.2,100,BIC,8
20,None,All,13,0.2,100,BIC,6
21,None,All,13,0.2,100,BIC,10
22,None,All,13,0.2,100,BIC,8
23,None,All,13,0.2,100,BIC,7
24,None,All,13,0.2,100,BIC,4
25,None,All,13,0.2,100,BIC,15
26,None,All,13,0.2,100,BIC,7
27,None,All,13,0.2,100,BIC,16
28,None,All,13,0.2,100,BIC,7
29,None,All,13,0.2,100,BIC,15
30,None,All,13,0.2,100,BIC,12
31,None,All,13,0.2,100,BIC,4
32,None,All,13,0.2,100,BIC,42
33,None,All,13,0.2,100,BIC,9
34,None,All,13,0.2,100,BIC,7
35,None,All,13,0.2,100,BIC,3
36,None,All,13,0.2,100,BIC,17
37,None,All,13,0.2,100,BIC,3
38,None,All,13,0.2,100,BIC,3
39,None,All,13,0.2,100,BIC,7
40,None,All,13,0.2,100,BIC,17
41,None,All,13,0.2,100,BIC,29
42,None,All,13,0.2,100,BIC,8
43,None,All,13,0.2,100,BIC,1
44,None,All,13,0.2,100,BIC,8
45,None,All,13,0.2,100,BIC,8
46,None,All,13,0.2,100,BIC,1
47,None,All,13,0.2,100,BIC,4
48,None,All,13,0.2,100,BIC,44
49,None,All,13,0.2,100,BIC,1
50,None,All,13,0.2,100,BIC,8
1,None,All,2,0.2,100,BIC,16
2,None,All,2,0.2,100,BIC,19
3,None,All,2,0.2,100,BIC,3
4,None,All,2,0.2,100,BIC,2
5,None,All,2,0.2,100,BIC,1
6,None,All,2,0.2,100,BIC,3
7,None,All,2,0.2,100,BIC,2
8,None,All,2,0.2,100,BIC,2
9,None,All,2,0.2,100,BIC,4
10,None,All,2,0.2,100,BIC,10
11,None,All,2,0.2,100,BIC,5
12,None,All,2,0.2,100,BIC,3
13,None,All,2,0.2,100,BIC,5
14,None,All,2,0.2,100,BIC,20
15,None,All,2,0.2,100,BIC,5
16,None,All,2,0.2,100,BIC,5
17,None,All,2,0.2,100,BIC,9
18,None,All,2,0.2,100,BIC,6
19,None,All,2,0.2,100,BIC,3
20,None,All,2,0.2,100,BIC,10
21,None,All,2,0.2,100,BIC,7
22,None,All,2,0.2,100,BIC,10
23,None,All,2,0.2,100,BIC,6
24,None,All,2,0.2,100,BIC,32
25,None,All,2,0.2,100,BIC,1
26,None,All,2,0.2,100,BIC,18
27,None,All,2,0.2,100,BIC,8
28,None,All,2,0.2,100,BIC,3
29,None,All,2,0.2,100,BIC,7
30,None,All,2,0.2,100,BIC,21
31,None,All,2,0.2,100,BIC,17
32,None,All,2,0.2,100,BIC,5
33,None,All,2,0.2,100,BIC,16
34,None,All,2,0.2,100,BIC,2
35,None,All,2,0.2,100,BIC,8
36,None,All,2,0.2,100,BIC,318
37,None,All,2,0.2,100,BIC,17
38,None,All,2,0.2,100,BIC,7
39,None,All,2,0.2,100,BIC,2
40,None,All,2,0.2,100,BIC,3
41,None,All,2,0.2,100,BIC,9
42,None,All,2,0.2,100,BIC,8
43,None,All,2,0.2,100,BIC,4
44,None,All,2,0.2,100,BIC,16
45,None,All,2,0.2,100,BIC,11
46,None,All,2,0.2,100,BIC,6
47,None,All,2,0.2,100,BIC,7
48,None,All,2,0.2,100,BIC,5
49,None,All,2,0.2,100,BIC,1
50,None,All,2,0.2,100,BIC,17
1,None,All,7,0.2,100,BIC,4
2,None,All,7,0.2,100,BIC,3
3,None,All,7,0.2,100,BIC,5
4,None,All,7,0.2,100,BIC,1
5,None,All,7,0.2,100,BIC,24
6,None,All,7,0.2,100,BIC,6
7,None,All,7,0.2,100,BIC,13
8,None,All,7,0.2,100,BIC,1
9,None,All,7,0.2,100,BIC,54
10,None,All,7,0.2,100,BIC,25
11,None,All,7,0.2,100,BIC,28
12,None,All,7,0.2,100,BIC,11
13,None,All,7,0.2,100,BIC,6
14,None,All,7,0.2,100,BIC,12
15,None,All,7,0.2,100,BIC,3
16,None,All,7,0.2,100,BIC,12
17,None,All,7,0.2,100,BIC,64
18,None,All,7,0.2,100,BIC,14
19,None,All,7,0.2,100,BIC,10
20,None,All,7,0.2,100,BIC,34
21,None,All,7,0.2,100,BIC,9
22,None,All,7,0.2,100,BIC,1
23,None,All,7,0.2,100,BIC,4
24,None,All,7,0.2,100,BIC,31
25,None,All,7,0.2,100,BIC,111
26,None,All,7,0.2,100,BIC,36
27,None,All,7,0.2,100,BIC,4
28,None,All,7,0.2,100,BIC,38
29,None,All,7,0.2,100,BIC,18
30,None,All,7,0.2,100,BIC,4
31,None,All,7,0.2,100,BIC,135
32,None,All,7,0.2,100,BIC,19
33,None,All,7,0.2,100,BIC,5
34,None,All,7,0.2,100,BIC,1
35,None,All,7,0.2,100,BIC,31
36,None,All,7,0.2,100,BIC,4
37,None,All,7,0.2,100,BIC,4
38,None,All,7,0.2,100,BIC,14
39,None,All,7,0.2,100,BIC,8
40,None,All,7,0.2,100,BIC,42
41,None,All,7,0.2,100,BIC,5
42,None,All,7,0.2,100,BIC,7
43,None,All,7,0.2,100,BIC,3
44,None,All,7,0.2,100,BIC,2
45,None,All,7,0.2,100,BIC,1
46,None,All,7,0.2,100,BIC,42
47,None,All,7,0.2,100,BIC,44
48,None,All,7,0.2,100,BIC,12
49,None,All,7,0.2,100,BIC,15
50,None,All,7,0.2,100,BIC,150
1,None,All,13,0.2,20,BIC,17
2,None,All,13,0.2,20,BIC,18
3,None,All,13,0.2,20,BIC,10
4,None,All,13,0.2,20,BIC,13
5,None,All,13,0.2,20,BIC,1
6,None,All,13,0.2,20,BIC,6
7,None,All,13,0.2,20,BIC,34
8,None,All,13,0.2,20,BIC,7
9,None,All,13,0.2,20,BIC,53
10,None,All,13,0.2,20,BIC,2
11,None,All,13,0.2,20,BIC,2
12,None,All,13,0.2,20,BIC,15
13,None,All,13,0.2,20,BIC,10
14,None,All,13,0.2,20,BIC,28
15,None,All,13,0.2,20,BIC,1
16,None,All,13,0.2,20,BIC,4
17,None,All,13,0.2,20,BIC,75
18,None,All,13,0.2,20,BIC,2
19,None,All,13,0.2,20,BIC,34
20,None,All,13,0.2,20,BIC,38
21,None,All,13,0.2,20,BIC,30
22,None,All,13,0.2,20,BIC,11
23,None,All,13,0.2,20,BIC,119
24,None,All,13,0.2,20,BIC,14
25,None,All,13,0.2,20,BIC,22
26,None,All,13,0.2,20,BIC,2
27,None,All,13,0.2,20,BIC,7
28,None,All,13,0.2,20,BIC,12
29,None,All,13,0.2,20,BIC,26
30,None,All,13,0.2,20,BIC,11
31,None,All,13,0.2,20,BIC,22
32,None,All,13,0.2,20,BIC,28
33,None,All,13,0.2,20,BIC,13
34,None,All,13,0.2,20,BIC,7
35,None,All,13,0.2,20,BIC,26
36,None,All,13,0.2,20,BIC,6
37,None,All,13,0.2,20,BIC,29
38,None,All,13,0.2,20,BIC,20
39,None,All,13,0.2,20,BIC,34
40,None,All,13,0.2,20,BIC,21
41,None,All,13,0.2,20,BIC,22
42,None,All,13,0.2,20,BIC,26
43,None,All,13,0.2,20,BIC,23
44,None,All,13,0.2,20,BIC,23
45,None,All,13,0.2,20,BIC,5
46,None,All,13,0.2,20,BIC,15
47,None,All,13,0.2,20,BIC,11
48,None,All,13,0.2,20,BIC,17
49,None,All,13,0.2,20,BIC,56
50,None,All,13,0.2,20,BIC,18
1,None,All,2,0.2,20,BIC,2
2,None,All,2,0.2,20,BIC,15
3,None,All,2,0.2,20,BIC,5
4,None,All,2,0.2,20,BIC,10
5,None,All,2,0.2,20,BIC,2
6,None,All,2,0.2,20,BIC,10
7,None,All,2,0.2,20,BIC,21
8,None,All,2,0.2,20,BIC,3
9,None,All,2,0.2,20,BIC,8
10,None,All,2,0.2,20,BIC,8
11,None,All,2,0.2,20,BIC,1
12,None,All,2,0.2,20,BIC,10
13,None,All,2,0.2,20,BIC,9
14,None,All,2,0.2,20,BIC,1
15,None,All,2,0.2,20,BIC,13
16,None,All,2,0.2,20,BIC,4
17,None,All,2,0.2,20,BIC,7
18,None,All,2,0.2,20,BIC,8
19,None,All,2,0.2,20,BIC,12
20,None,All,2,0.2,20,BIC,2
21,None,All,2,0.2,20,BIC,9
22,None,All,2,0.2,20,BIC,1
23,None,All,2,0.2,20,BIC,7
24,None,All,2,0.2,20,BIC,1
25,None,All,2,0.2,20,BIC,1
26,None,All,2,0.2,20,BIC,9
27,None,All,2,0.2,20,BIC,10
28,None,All,2,0.2,20,BIC,1
29,None,All,2,0.2,20,BIC,40
30,None,All,2,0.2,20,BIC,2
31,None,All,2,0.2,20,BIC,13
32,None,All,2,0.2,20,BIC,7
33,None,All,2,0.2,20,BIC,13
34,None,All,2,0.2,20,BIC,3
35,None,All,2,0.2,20,BIC,11
36,None,All,2,0.2,20,BIC,5
37,None,All,2,0.2,20,BIC,5
38,None,All,2,0.2,20,BIC,23
39,None,All,2,0.2,20,BIC,11
40,None,All,2,0.2,20,BIC,2
41,None,All,2,0.2,20,BIC,3
42,None,All,2,0.2,20,BIC,2
43,None,All,2,0.2,20,BIC,10
44,None,All,2,0.2,20,BIC,17
45,None,All,2,0.2,20,BIC,41
46,None,All,2,0.2,20,BIC,5
47,None,All,2,0.2,20,BIC,7
48,None,All,2,0.2,20,BIC,6
49,None,All,2,0.2,20,BIC,3
50,None,All,2,0.2,20,BIC,1
1,None,All,7,0.2,20,BIC,7
2,None,All,7,0.2,20,BIC,1
3,None,All,7,0.2,20,BIC,17
4,None,All,7,0.2,20,BIC,2
5,None,All,7,0.2,20,BIC,27
6,None,All,7,0.2,20,BIC,34
7,None,All,7,0.2,20,BIC,27
8,None,All,7,0.2,20,BIC,30
9,None,All,7,0.2,20,BIC,7
10,None,All,7,0.2,20,BIC,26
11,None,All,7,0.2,20,BIC,14
12,None,All,7,0.2,20,BIC,11
13,None,All,7,0.2,20,BIC,3
14,None,All,7,0.2,20,BIC,8
15,None,All,7,0.2,20,BIC,6
16,None,All,7,0.2,20,BIC,1
17,None,All,7,0.2,20,BIC,20
18,None,All,7,0.2,20,BIC,15
19,None,All,7,0.2,20,BIC,27
20,None,All,7,0.2,20,BIC,28
21,None,All,7,0.2,20,BIC,27
22,None,All,7,0.2,20,BIC,15
23,None,All,7,0.2,20,BIC,11
24,None,All,7,0.2,20,BIC,29
25,None,All,7,0.2,20,BIC,3
26,None,All,7,0.2,20,BIC,18
27,None,All,7,0.2,20,BIC,30
28,None,All,7,0.2,20,BIC,6
29,None,All,7,0.2,20,BIC,4
30,None,All,7,0.2,20,BIC,17
31,None,All,7,0.2,20,BIC,14
32,None,All,7,0.2,20,BIC,7
33,None,All,7,0.2,20,BIC,17
34,None,All,7,0.2,20,BIC,30
35,None,All,7,0.2,20,BIC,20
36,None,All,7,0.2,20,BIC,27
37,None,All,7,0.2,20,BIC,14
38,None,All,7,0.2,20,BIC,8
39,None,All,7,0.2,20,BIC,24
40,None,All,7,0.2,20,BIC,13
41,None,All,7,0.2,20,BIC,28
42,None,All,7,0.2,20,BIC,8
43,None,All,7,0.2,20,BIC,4
44,None,All,7,0.2,20,BIC,28
45,None,All,7,0.2,20,BIC,29
46,None,All,7,0.2,20,BIC,11
47,None,All,7,0.2,20,BIC,26
48,None,All,7,0.2,20,BIC,20
49,None,All,7,0.2,20,BIC,3
50,None,All,7,0.2,20,BIC,11
1,None,All,13,0.5,100,AIC,23
2,None,All,13,0.5,100,AIC,7
3,None,All,13,0.5,100,AIC,5
4,None,All,13,0.5,100,AIC,4
5,None,All,13,0.5,100,AIC,17
6,None,All,13,0.5,100,AIC,3
7,None,All,13,0.5,100,AIC,37
8,None,All,13,0.5,100,AIC,7
9,None,All,13,0.5,100,AIC,11
10,None,All,13,0.5,100,AIC,14
11,None,All,13,0.5,100,AIC,14
12,None,All,13,0.5,100,AIC,14
13,None,All,13,0.5,100,AIC,9
14,None,All,13,0.5,100,AIC,31
15,None,All,13,0.5,100,AIC,2
16,None,All,13,0.5,100,AIC,18
17,None,All,13,0.5,100,AIC,8
18,None,All,13,0.5,100,AIC,2
19,None,All,13,0.5,100,AIC,8
20,None,All,13,0.5,100,AIC,7
21,None,All,13,0.5,100,AIC,10
22,None,All,13,0.5,100,AIC,8
23,None,All,13,0.5,100,AIC,11
24,None,All,13,0.5,100,AIC,5
25,None,All,13,0.5,100,AIC,15
26,None,All,13,0.5,100,AIC,7
27,None,All,13,0.5,100,AIC,16
28,None,All,13,0.5,100,AIC,18
29,None,All,13,0.5,100,AIC,27
30,None,All,13,0.5,100,AIC,12
31,None,All,13,0.5,100,AIC,4
32,None,All,13,0.5,100,AIC,42
33,None,All,13,0.5,100,AIC,9
34,None,All,13,0.5,100,AIC,7
35,None,All,13,0.5,100,AIC,3
36,None,All,13,0.5,100,AIC,45
37,None,All,13,0.5,100,AIC,3
38,None,All,13,0.5,100,AIC,3
39,None,All,13,0.5,100,AIC,42
40,None,All,13,0.5,100,AIC,23
41,None,All,13,0.5,100,AIC,24
42,None,All,13,0.5,100,AIC,8
43,None,All,13,0.5,100,AIC,1
44,None,All,13,0.5,100,AIC,8
45,None,All,13,0.5,100,AIC,8
46,None,All,13,0.5,100,AIC,1
47,None,All,13,0.5,100,AIC,4
48,None,All,13,0.5,100,AIC,16
49,None,All,13,0.5,100,AIC,1
50,None,All,13,0.5,100,AIC,8
1,None,All,2,0.5,100,AIC,16
2,None,All,2,0.5,100,AIC,19
3,None,All,2,0.5,100,AIC,3
4,None,All,2,0.5,100,AIC,12
5,None,All,2,0.5,100,AIC,1
6,None,All,2,0.5,100,AIC,3
7,None,All,2,0.5,100,AIC,2
8,None,All,2,0.5,100,AIC,2
9,None,All,2,0.5,100,AIC,4
10,None,All,2,0.5,100,AIC,11
11,None,All,2,0.5,100,AIC,6
12,None,All,2,0.5,100,AIC,6
13,None,All,2,0.5,100,AIC,5
14,None,All,2,0.5,100,AIC,20
15,None,All,2,0.5,100,AIC,5
16,None,All,2,0.5,100,AIC,5
17,None,All,2,0.5,100,AIC,9
18,None,All,2,0.5,100,AIC,6
19,None,All,2,0.5,100,AIC,3
20,None,All,2,0.5,100,AIC,10
21,None,All,2,0.5,100,AIC,7
22,None,All,2,0.5,100,AIC,10
23,None,All,2,0.5,100,AIC,7
24,None,All,2,0.5,100,AIC,8
25,None,All,2,0.5,100,AIC,1
26,None,All,2,0.5,100,AIC,18
27,None,All,2,0.5,100,AIC,8
28,None,All,2,0.5,100,AIC,3
29,None,All,2,0.5,100,AIC,7
30,None,All,2,0.5,100,AIC,9
31,None,All,2,0.5,100,AIC,17
32,None,All,2,0.5,100,AIC,5
33,None,All,2,0.5,100,AIC,16
34,None,All,2,0.5,100,AIC,2
35,None,All,2,0.5,100,AIC,8
36,None,All,2,0.5,100,AIC,17
37,None,All,2,0.5,100,AIC,18
38,None,All,2,0.5,100,AIC,7
39,None,All,2,0.5,100,AIC,2
40,None,All,2,0.5,100,AIC,4
41,None,All,2,0.5,100,AIC,9
42,None,All,2,0.5,100,AIC,8
43,None,All,2,0.5,100,AIC,4
44,None,All,2,0.5,100,AIC,16
45,None,All,2,0.5,100,AIC,11
46,None,All,2,0.5,100,AIC,14
47,None,All,2,0.5,100,AIC,7
48,None,All,2,0.5,100,AIC,7
