replica,network,population,true_model,sigma,base_SS,modelcompare,first_row
18,None,Bo,7,0.2,100,AIC,1
19,None,Bo,7,0.2,100,AIC,18
20,None,Bo,7,0.2,100,AIC,4
21,None,Bo,7,0.2,100,AIC,1
22,None,Bo,7,0.2,100,AIC,402
23,None,Bo,7,0.2,100,AIC,4
24,None,Bo,7,0.2,100,AIC,489
25,None,Bo,7,0.2,100,AIC,7
26,None,Bo,7,0.2,100,AIC,2
27,None,Bo,7,0.2,100,AIC,62
28,None,Bo,7,0.2,100,AIC,3
29,None,Bo,7,0.2,100,AIC,344
30,None,Bo,7,0.2,100,AIC,2
31,None,Bo,7,0.2,100,AIC,24
32,None,Bo,7,0.2,100,AIC,13
33,None,Bo,7,0.2,100,AIC,633
34,None,Bo,7,0.2,100,AIC,1
35,None,Bo,7,0.2,100,AIC,2
36,None,Bo,7,0.2,100,AIC,254
37,None,Bo,7,0.2,100,AIC,7
38,None,Bo,7,0.2,100,AIC,10
39,None,Bo,7,0.2,100,AIC,473
40,None,Bo,7,0.2,100,AIC,21
41,None,Bo,7,0.2,100,AIC,27
42,None,Bo,7,0.2,100,AIC,6
43,None,Bo,7,0.2,100,AIC,968
44,None,Bo,7,0.2,100,AIC,4
45,None,Bo,7,0.2,100,AIC,68
46,None,Bo,7,0.2,100,AIC,153
47,None,Bo,7,0.2,100,AIC,4
48,None,Bo,7,0.2,100,AIC,4
49,None,Bo,7,0.2,100,AIC,1
50,None,Bo,7,0.2,100,AIC,236
1,None,Bo,13,0.2,20,AIC,3
2,None,Bo,13,0.2,20,AIC,3
3,None,Bo,13,0.2,20,AIC,3
4,None,Bo,13,0.2,20,AIC,152
5,None,Bo,13,0.2,20,AIC,6
6,None,Bo,13,0.2,20,AIC,6
7,None,Bo,13,0.2,20,AIC,5
8,None,Bo,13,0.2,20,AIC,1
9,None,Bo,13,0.2,20,AIC,12
10,None,Bo,13,0.2,20,AIC,2
11,None,Bo,13,0.2,20,AIC,3
12,None,Bo,13,0.2,20,AIC,5
13,None,Bo,13,0.2,20,AIC,119
14,None,Bo,13,0.2,20,AIC,627
15,None,Bo,13,0.2,20,AIC,1
16,None,Bo,13,0.2,20,AIC,536
17,None,Bo,13,0.2,20,AIC,6
18,None,Bo,13,0.2,20,AIC,14
19,None,Bo,13,0.2,20,AIC,563
20,None,Bo,13,0.2,20,AIC,10
21,None,Bo,13,0.2,20,AIC,1
22,None,Bo,13,0.2,20,AIC,4
23,None,Bo,13,0.2,20,AIC,33
24,None,Bo,13,0.2,20,AIC,6
25,None,Bo,13,0.2,20,AIC,6
26,None,Bo,13,0.2,20,AIC,1
27,None,Bo,13,0.2,20,AIC,3
28,None,Bo,13,0.2,20,AIC,5
29,None,Bo,13,0.2,20,AIC,4
30,None,Bo,13,0.2,20,AIC,3
31,None,Bo,13,0.2,20,AIC,289
32,None,Bo,13,0.2,20,AIC,2
33,None,Bo,13,0.2,20,AIC,1
34,None,Bo,13,0.2,20,AIC,1
35,None,Bo,13,0.2,20,AIC,6
36,None,Bo,13,0.2,20,AIC,3
37,None,Bo,13,0.2,20,AIC,28
38,None,Bo,13,0.2,20,AIC,389
39,None,Bo,13,0.2,20,AIC,287
40,None,Bo,13,0.2,20,AIC,351
41,None,Bo,13,0.2,20,AIC,954
42,None,Bo,13,0.2,20,AIC,6
43,None,Bo,13,0.2,20,AIC,2
44,None,Bo,13,0.2,20,AIC,15
45,None,Bo,13,0.2,20,AIC,2
46,None,Bo,13,0.2,20,AIC,4
47,None,Bo,13,0.2,20,AIC,11
48,None,Bo,13,0.2,20,AIC,644
49,None,Bo,13,0.2,20,AIC,2
50,None,Bo,13,0.2,20,AIC,727
1,None,Bo,2,0.2,20,AIC,143
2,None,Bo,2,0.2,20,AIC,7
3,None,Bo,2,0.2,20,AIC,3021
4,None,Bo,2,0.2,20,AIC,73
5,None,Bo,2,0.2,20,AIC,890
6,None,Bo,2,0.2,20,AIC,5
7,None,Bo,2,0.2,20,AIC,7
8,None,Bo,2,0.2,20,AIC,208
9,None,Bo,2,0.2,20,AIC,9
10,None,Bo,2,0.2,20,AIC,109
11,None,Bo,2,0.2,20,AIC,818
12,None,Bo,2,0.2,20,AIC,131
13,None,Bo,2,0.2,20,AIC,172
14,None,Bo,2,0.2,20,AIC,293
15,None,Bo,2,0.2,20,AIC,439
16,None,Bo,2,0.2,20,AIC,69
17,None,Bo,2,0.2,20,AIC,228
18,None,Bo,2,0.2,20,AIC,415
19,None,Bo,2,0.2,20,AIC,63
20,None,Bo,2,0.2,20,AIC,248
21,None,Bo,2,0.2,20,AIC,791
22,None,Bo,2,0.2,20,AIC,400
23,None,Bo,2,0.2,20,AIC,269
24,None,Bo,2,0.2,20,AIC,107
25,None,Bo,2,0.2,20,AIC,3
26,None,Bo,2,0.2,20,AIC,732
27,None,Bo,2,0.2,20,AIC,545
28,None,Bo,2,0.2,20,AIC,458
29,None,Bo,2,0.2,20,AIC,394
30,None,Bo,2,0.2,20,AIC,4
31,None,Bo,2,0.2,20,AIC,1
32,None,Bo,2,0.2,20,AIC,1086
33,None,Bo,2,0.2,20,AIC,3
34,None,Bo,2,0.2,20,AIC,208
35,None,Bo,2,0.2,20,AIC,790
36,None,Bo,2,0.2,20,AIC,397
37,None,Bo,2,0.2,20,AIC,274
38,None,Bo,2,0.2,20,AIC,2
39,None,Bo,2,0.2,20,AIC,555
40,None,Bo,2,0.2,20,AIC,117
41,None,Bo,2,0.2,20,AIC,89
42,None,Bo,2,0.2,20,AIC,137
43,None,Bo,2,0.2,20,AIC,2119
44,None,Bo,2,0.2,20,AIC,6
45,None,Bo,2,0.2,20,AIC,1026
46,None,Bo,2,0.2,20,AIC,557
47,None,Bo,2,0.2,20,AIC,488
48,None,Bo,2,0.2,20,AIC,3
49,None,Bo,2,0.2,20,AIC,531
50,None,Bo,2,0.2,20,AIC,2
1,None,Bo,7,0.2,20,AIC,10
2,None,Bo,7,0.2,20,AIC,9
3,None,Bo,7,0.2,20,AIC,7
4,None,Bo,7,0.2,20,AIC,7
5,None,Bo,7,0.2,20,AIC,7
6,None,Bo,7,0.2,20,AIC,753
7,None,Bo,7,0.2,20,AIC,7
8,None,Bo,7,0.2,20,AIC,797
9,None,Bo,7,0.2,20,AIC,417
10,None,Bo,7,0.2,20,AIC,11
11,None,Bo,7,0.2,20,AIC,86
12,None,Bo,7,0.2,20,AIC,45
13,None,Bo,7,0.2,20,AIC,116
14,None,Bo,7,0.2,20,AIC,1
15,None,Bo,7,0.2,20,AIC,304
16,None,Bo,7,0.2,20,AIC,471
17,None,Bo,7,0.2,20,AIC,56
18,None,Bo,7,0.2,20,AIC,389
19,None,Bo,7,0.2,20,AIC,1465
20,None,Bo,7,0.2,20,AIC,6
21,None,Bo,7,0.2,20,AIC,12
22,None,Bo,7,0.2,20,AIC,22
23,None,Bo,7,0.2,20,AIC,6
24,None,Bo,7,0.2,20,AIC,10
25,None,Bo,7,0.2,20,AIC,679
26,None,Bo,7,0.2,20,AIC,7
27,None,Bo,7,0.2,20,AIC,14
28,None,Bo,7,0.2,20,AIC,27
29,None,Bo,7,0.2,20,AIC,3
30,None,Bo,7,0.2,20,AIC,614
31,None,Bo,7,0.2,20,AIC,1
32,None,Bo,7,0.2,20,AIC,201
33,None,Bo,7,0.2,20,AIC,209
34,None,Bo,7,0.2,20,AIC,797
35,None,Bo,7,0.2,20,AIC,12
36,None,Bo,7,0.2,20,AIC,3
37,None,Bo,7,0.2,20,AIC,143
38,None,Bo,7,0.2,20,AIC,118
39,None,Bo,7,0.2,20,AIC,138
40,None,Bo,7,0.2,20,AIC,2
41,None,Bo,7,0.2,20,AIC,12
42,None,Bo,7,0.2,20,AIC,4
43,None,Bo,7,0.2,20,AIC,52
44,None,Bo,7,0.2,20,AIC,3
45,None,Bo,7,0.2,20,AIC,13
46,None,Bo,7,0.2,20,AIC,10
47,None,Bo,7,0.2,20,AIC,8
48,None,Bo,7,0.2,20,AIC,4
49,None,Bo,7,0.2,20,AIC,9
50,None,Bo,7,0.2,20,AIC,213
1,None,Bo,13,0.2,100,BIC,293
2,None,Bo,13,0.2,100,BIC,14
3,None,Bo,13,0.2,100,BIC,546
4,None,Bo,13,0.2,100,BIC,32
5,None,Bo,13,0.2,100,BIC,304
6,None,Bo,13,0.2,100,BIC,5
7,None,Bo,13,0.2,100,BIC,366
8,None,Bo,13,0.2,100,BIC,2
9,None,Bo,13,0.2,100,BIC,18
10,None,Bo,13,0.2,100,BIC,2
11,None,Bo,13,0.2,100,BIC,258
12,None,Bo,13,0.2,100,BIC,2
13,None,Bo,13,0.2,100,BIC,8
14,None,Bo,13,0.2,100,BIC,13
15,None,Bo,13,0.2,100,BIC,454
16,None,Bo,13,0.2,100,BIC,4
17,None,Bo,13,0.2,100,BIC,4
18,None,Bo,13,0.2,100,BIC,5
19,None,Bo,13,0.2,100,BIC,22
20,None,Bo,13,0.2,100,BIC,3
21,None,Bo,13,0.2,100,BIC,3
22,None,Bo,13,0.2,100,BIC,107
23,None,Bo,13,0.2,100,BIC,8
24,None,Bo,13,0.2,100,BIC,2
25,None,Bo,13,0.2,100,BIC,3
26,None,Bo,13,0.2,100,BIC,1
27,None,Bo,13,0.2,100,BIC,7
28,None,Bo,13,0.2,100,BIC,476
29,None,Bo,13,0.2,100,BIC,2
30,None,Bo,13,0.2,100,BIC,5
31,None,Bo,13,0.2,100,BIC,1
32,None,Bo,13,0.2,100,BIC,320
33,None,Bo,13,0.2,100,BIC,1383
34,None,Bo,13,0.2,100,BIC,2
35,None,Bo,13,0.2,100,BIC,3
36,None,Bo,13,0.2,100,BIC,3
37,None,Bo,13,0.2,100,BIC,4
38,None,Bo,13,0.2,100,BIC,5
39,None,Bo,13,0.2,100,BIC,4
40,None,Bo,13,0.2,100,BIC,216
41,None,Bo,13,0.2,100,BIC,57
42,None,Bo,13,0.2,100,BIC,12
43,None,Bo,13,0.2,100,BIC,3
44,None,Bo,13,0.2,100,BIC,1
45,None,Bo,13,0.2,100,BIC,6
46,None,Bo,13,0.2,100,BIC,2
47,None,Bo,13,0.2,100,BIC,2
48,None,Bo,13,0.2,100,BIC,147
49,None,Bo,13,0.2,100,BIC,378
50,None,Bo,13,0.2,100,BIC,1
1,None,Bo,2,0.2,100,BIC,420
2,None,Bo,2,0.2,100,BIC,244
3,None,Bo,2,0.2,100,BIC,733
4,None,Bo,2,0.2,100,BIC,409
5,None,Bo,2,0.2,100,BIC,316
6,None,Bo,2,0.2,100,BIC,2
7,None,Bo,2,0.2,100,BIC,1427
8,None,Bo,2,0.2,100,BIC,4
9,None,Bo,2,0.2,100,BIC,950
10,None,Bo,2,0.2,100,BIC,2366
11,None,Bo,2,0.2,100,BIC,1
12,None,Bo,2,0.2,100,BIC,432
13,None,Bo,2,0.2,100,BIC,252
14,None,Bo,2,0.2,100,BIC,75
15,None,Bo,2,0.2,100,BIC,2
16,None,Bo,2,0.2,100,BIC,122
17,None,Bo,2,0.2,100,BIC,237
18,None,Bo,2,0.2,100,BIC,21
19,None,Bo,2,0.2,100,BIC,604
20,None,Bo,2,0.2,100,BIC,425
21,None,Bo,2,0.2,100,BIC,1
22,None,Bo,2,0.2,100,BIC,1227
23,None,Bo,2,0.2,100,BIC,351
24,None,Bo,2,0.2,100,BIC,6
25,None,Bo,2,0.2,100,BIC,3
26,None,Bo,2,0.2,100,BIC,330
27,None,Bo,2,0.2,100,BIC,2
28,None,Bo,2,0.2,100,BIC,290
29,None,Bo,2,0.2,100,BIC,2796
30,None,Bo,2,0.2,100,BIC,1086
31,None,Bo,2,0.2,100,BIC,924
32,None,Bo,2,0.2,100,BIC,357
33,None,Bo,2,0.2,100,BIC,68
34,None,Bo,2,0.2,100,BIC,4
35,None,Bo,2,0.2,100,BIC,1
36,None,Bo,2,0.2,100,BIC,3
37,None,Bo,2,0.2,100,BIC,409
38,None,Bo,2,0.2,100,BIC,370
39,None,Bo,2,0.2,100,BIC,1
40,None,Bo,2,0.2,100,BIC,3309
41,None,Bo,2,0.2,100,BIC,132
42,None,Bo,2,0.2,100,BIC,4
43,None,Bo,2,0.2,100,BIC,377
44,None,Bo,2,0.2,100,BIC,518
45,None,Bo,2,0.2,100,BIC,513
46,None,Bo,2,0.2,100,BIC,185
47,None,Bo,2,0.2,100,BIC,162
48,None,Bo,2,0.2,100,BIC,281
49,None,Bo,2,0.2,100,BIC,523
50,None,Bo,2,0.2,100,BIC,997
1,None,Bo,7,0.2,100,BIC,640
2,None,Bo,7,0.2,100,BIC,76
3,None,Bo,7,0.2,100,BIC,8
4,None,Bo,7,0.2,100,BIC,4
5,None,Bo,7,0.2,100,BIC,295
6,None,Bo,7,0.2,100,BIC,224
7,None,Bo,7,0.2,100,BIC,4
8,None,Bo,7,0.2,100,BIC,1
9,None,Bo,7,0.2,100,BIC,8
10,None,Bo,7,0.2,100,BIC,195
11,None,Bo,7,0.2,100,BIC,75
12,None,Bo,7,0.2,100,BIC,6
13,None,Bo,7,0.2,100,BIC,4
14,None,Bo,7,0.2,100,BIC,110
15,None,Bo,7,0.2,100,BIC,4
16,None,Bo,7,0.2,100,BIC,14
17,None,Bo,7,0.2,100,BIC,37
18,None,Bo,7,0.2,100,BIC,1
19,None,Bo,7,0.2,100,BIC,12
20,None,Bo,7,0.2,100,BIC,4
21,None,Bo,7,0.2,100,BIC,1
22,None,Bo,7,0.2,100,BIC,402
23,None,Bo,7,0.2,100,BIC,4
24,None,Bo,7,0.2,100,BIC,489
25,None,Bo,7,0.2,100,BIC,42
26,None,Bo,7,0.2,100,BIC,2
27,None,Bo,7,0.2,100,BIC,62
28,None,Bo,7,0.2,100,BIC,3
29,None,Bo,7,0.2,100,BIC,344
30,None,Bo,7,0.2,100,BIC,2
31,None,Bo,7,0.2,100,BIC,46
32,None,Bo,7,0.2,100,BIC,2
33,None,Bo,7,0.2,100,BIC,633
34,None,Bo,7,0.2,100,BIC,1
35,None,Bo,7,0.2,100,BIC,2
36,None,Bo,7,0.2,100,BIC,254
37,None,Bo,7,0.2,100,BIC,7
38,None,Bo,7,0.2,100,BIC,5
39,None,Bo,7,0.2,100,BIC,473
40,None,Bo,7,0.2,100,BIC,4
41,None,Bo,7,0.2,100,BIC,27
42,None,Bo,7,0.2,100,BIC,6
43,None,Bo,7,0.2,100,BIC,968
44,None,Bo,7,0.2,100,BIC,4
45,None,Bo,7,0.2,100,BIC,68
46,None,Bo,7,0.2,100,BIC,153
47,None,Bo,7,0.2,100,BIC,4
48,None,Bo,7,0.2,100,BIC,4
49,None,Bo,7,0.2,100,BIC,1
50,None,Bo,7,0.2,100,BIC,293
1,None,Bo,13,0.2,20,BIC,3
2,None,Bo,13,0.2,20,BIC,3
3,None,Bo,13,0.2,20,BIC,3
4,None,Bo,13,0.2,20,BIC,152
5,None,Bo,13,0.2,20,BIC,6
6,None,Bo,13,0.2,20,BIC,6
7,None,Bo,13,0.2,20,BIC,5
8,None,Bo,13,0.2,20,BIC,1
9,None,Bo,13,0.2,20,BIC,15
10,None,Bo,13,0.2,20,BIC,1
11,None,Bo,13,0.2,20,BIC,3
12,None,Bo,13,0.2,20,BIC,5
13,None,Bo,13,0.2,20,BIC,119
14,None,Bo,13,0.2,20,BIC,627
15,None,Bo,13,0.2,20,BIC,1
16,None,Bo,13,0.2,20,BIC,536
17,None,Bo,13,0.2,20,BIC,6
18,None,Bo,13,0.2,20,BIC,26
19,None,Bo,13,0.2,20,BIC,563
20,None,Bo,13,0.2,20,BIC,10
21,None,Bo,13,0.2,20,BIC,1
22,None,Bo,13,0.2,20,BIC,4
23,None,Bo,13,0.2,20,BIC,33
24,None,Bo,13,0.2,20,BIC,6
25,None,Bo,13,0.2,20,BIC,11
26,None,Bo,13,0.2,20,BIC,1
27,None,Bo,13,0.2,20,BIC,3
28,None,Bo,13,0.2,20,BIC,5
29,None,Bo,13,0.2,20,BIC,4
30,None,Bo,13,0.2,20,BIC,3
31,None,Bo,13,0.2,20,BIC,289
32,None,Bo,13,0.2,20,BIC,2
33,None,Bo,13,0.2,20,BIC,1
34,None,Bo,13,0.2,20,BIC,1
35,None,Bo,13,0.2,20,BIC,6
36,None,Bo,13,0.2,20,BIC,3
37,None,Bo,13,0.2,20,BIC,31
38,None,Bo,13,0.2,20,BIC,389
39,None,Bo,13,0.2,20,BIC,301
40,None,Bo,13,0.2,20,BIC,351
41,None,Bo,13,0.2,20,BIC,954
42,None,Bo,13,0.2,20,BIC,6
43,None,Bo,13,0.2,20,BIC,2
44,None,Bo,13,0.2,20,BIC,15
45,None,Bo,13,0.2,20,BIC,2
46,None,Bo,13,0.2,20,BIC,4
47,None,Bo,13,0.2,20,BIC,21
48,None,Bo,13,0.2,20,BIC,644
49,None,Bo,13,0.2,20,BIC,13
50,None,Bo,13,0.2,20,BIC,727
1,None,Bo,2,0.2,20,BIC,142
2,None,Bo,2,0.2,20,BIC,7
3,None,Bo,2,0.2,20,BIC,581
4,None,Bo,2,0.2,20,BIC,73
5,None,Bo,2,0.2,20,BIC,1769
6,None,Bo,2,0.2,20,BIC,5
7,None,Bo,2,0.2,20,BIC,7
8,None,Bo,2,0.2,20,BIC,208
9,None,Bo,2,0.2,20,BIC,42
10,None,Bo,2,0.2,20,BIC,109
11,None,Bo,2,0.2,20,BIC,818
12,None,Bo,2,0.2,20,BIC,337
13,None,Bo,2,0.2,20,BIC,172
14,None,Bo,2,0.2,20,BIC,293
15,None,Bo,2,0.2,20,BIC,439
16,None,Bo,2,0.2,20,BIC,69
17,None,Bo,2,0.2,20,BIC,228
18,None,Bo,2,0.2,20,BIC,331
19,None,Bo,2,0.2,20,BIC,713
20,None,Bo,2,0.2,20,BIC,248
21,None,Bo,2,0.2,20,BIC,556
22,None,Bo,2,0.2,20,BIC,400
23,None,Bo,2,0.2,20,BIC,270
24,None,Bo,2,0.2,20,BIC,420
25,None,Bo,2,0.2,20,BIC,3
26,None,Bo,2,0.2,20,BIC,732
27,None,Bo,2,0.2,20,BIC,1025
28,None,Bo,2,0.2,20,BIC,1215
29,None,Bo,2,0.2,20,BIC,392
30,None,Bo,2,0.2,20,BIC,4
31,None,Bo,2,0.2,20,BIC,1
32,None,Bo,2,0.2,20,BIC,1086
33,None,Bo,2,0.2,20,BIC,9
34,None,Bo,2,0.2,20,BIC,208
35,None,Bo,2,0.2,20,BIC,790
36,None,Bo,2,0.2,20,BIC,174
37,None,Bo,2,0.2,20,BIC,192
38,None,Bo,2,0.2,20,BIC,4
39,None,Bo,2,0.2,20,BIC,555
40,None,Bo,2,0.2,20,BIC,117
41,None,Bo,2,0.2,20,BIC,89
42,None,Bo,2,0.2,20,BIC,137
43,None,Bo,2,0.2,20,BIC,8
44,None,Bo,2,0.2,20,BIC,6
45,None,Bo,2,0.2,20,BIC,457
46,None,Bo,2,0.2,20,BIC,556
47,None,Bo,2,0.2,20,BIC,488
48,None,Bo,2,0.2,20,BIC,3
49,None,Bo,2,0.2,20,BIC,530
50,None,Bo,2,0.2,20,BIC,2
1,None,Bo,7,0.2,20,BIC,5
2,None,Bo,7,0.2,20,BIC,9
3,None,Bo,7,0.2,20,BIC,7
4,None,Bo,7,0.2,20,BIC,7
5,None,Bo,7,0.2,20,BIC,7
6,None,Bo,7,0.2,20,BIC,753
7,None,Bo,7,0.2,20,BIC,9
8,None,Bo,7,0.2,20,BIC,797
9,None,Bo,7,0.2,20,BIC,417
10,None,Bo,7,0.2,20,BIC,11
11,None,Bo,7,0.2,20,BIC,86
12,None,Bo,7,0.2,20,BIC,45
13,None,Bo,7,0.2,20,BIC,116
14,None,Bo,7,0.2,20,BIC,1
15,None,Bo,7,0.2,20,BIC,304
16,None,Bo,7,0.2,20,BIC,471
17,None,Bo,7,0.2,20,BIC,56
18,None,Bo,7,0.2,20,BIC,389
19,None,Bo,7,0.2,20,BIC,1465
20,None,Bo,7,0.2,20,BIC,5
21,None,Bo,7,0.2,20,BIC,19
22,None,Bo,7,0.2,20,BIC,11
23,None,Bo,7,0.2,20,BIC,6
24,None,Bo,7,0.2,20,BIC,5
25,None,Bo,7,0.2,20,BIC,674
26,None,Bo,7,0.2,20,BIC,7
27,None,Bo,7,0.2,20,BIC,15
28,None,Bo,7,0.2,20,BIC,2
29,None,Bo,7,0.2,20,BIC,3
30,None,Bo,7,0.2,20,BIC,614
31,None,Bo,7,0.2,20,BIC,1
32,None,Bo,7,0.2,20,BIC,201
33,None,Bo,7,0.2,20,BIC,209
34,None,Bo,7,0.2,20,BIC,797
35,None,Bo,7,0.2,20,BIC,8
36,None,Bo,7,0.2,20,BIC,3
37,None,Bo,7,0.2,20,BIC,142
38,None,Bo,7,0.2,20,BIC,118
39,None,Bo,7,0.2,20,BIC,138
40,None,Bo,7,0.2,20,BIC,2
41,None,Bo,7,0.2,20,BIC,11
42,None,Bo,7,0.2,20,BIC,4
43,None,Bo,7,0.2,20,BIC,52
44,None,Bo,7,0.2,20,BIC,3
45,None,Bo,7,0.2,20,BIC,18
46,None,Bo,7,0.2,20,BIC,10
47,None,Bo,7,0.2,20,BIC,8
48,None,Bo,7,0.2,20,BIC,4
49,None,Bo,7,0.2,20,BIC,7
50,None,Bo,7,0.2,20,BIC,213
1,None,Bo,13,0.5,100,AIC,293
2,None,Bo,13,0.5,100,AIC,14
3,None,Bo,13,0.5,100,AIC,546
4,None,Bo,13,0.5,100,AIC,32
5,None,Bo,13,0.5,100,AIC,300
6,None,Bo,13,0.5,100,AIC,5
7,None,Bo,13,0.5,100,AIC,366
8,None,Bo,13,0.5,100,AIC,2
9,None,Bo,13,0.5,100,AIC,18
10,None,Bo,13,0.5,100,AIC,2
11,None,Bo,13,0.5,100,AIC,258
12,None,Bo,13,0.5,100,AIC,2
13,None,Bo,13,0.5,100,AIC,8
14,None,Bo,13,0.5,100,AIC,64
15,None,Bo,13,0.5,100,AIC,454
16,None,Bo,13,0.5,100,AIC,4
17,None,Bo,13,0.5,100,AIC,4
18,None,Bo,13,0.5,100,AIC,5
19,None,Bo,13,0.5,100,AIC,22
20,None,Bo,13,0.5,100,AIC,12
21,None,Bo,13,0.5,100,AIC,3
22,None,Bo,13,0.5,100,AIC,109
23,None,Bo,13,0.5,100,AIC,33
24,None,Bo,13,0.5,100,AIC,2
25,None,Bo,13,0.5,100,AIC,3
26,None,Bo,13,0.5,100,AIC,1
27,None,Bo,13,0.5,100,AIC,11
28,None,Bo,13,0.5,100,AIC,641
29,None,Bo,13,0.5,100,AIC,3
30,None,Bo,13,0.5,100,AIC,5
31,None,Bo,13,0.5,100,AIC,1
32,None,Bo,13,0.5,100,AIC,320
33,None,Bo,13,0.5,100,AIC,1383
34,None,Bo,13,0.5,100,AIC,2
35,None,Bo,13,0.5,100,AIC,3
36,None,Bo,13,0.5,100,AIC,7
37,None,Bo,13,0.5,100,AIC,4
38,None,Bo,13,0.5,100,AIC,5
39,None,Bo,13,0.5,100,AIC,5
40,None,Bo,13,0.5,100,AIC,219
41,None,Bo,13,0.5,100,AIC,63
42,None,Bo,13,0.5,100,AIC,12
43,None,Bo,13,0.5,100,AIC,3
44,None,Bo,13,0.5,100,AIC,1
45,None,Bo,13,0.5,100,AIC,18
46,None,Bo,13,0.5,100,AIC,2
47,None,Bo,13,0.5,100,AIC,2
48,None,Bo,13,0.5,100,AIC,5
49,None,Bo,13,0.5,100,AIC,1051
50,None,Bo,13,0.5,100,AIC,1
1,None,Bo,2,0.5,100,AIC,420
2,None,Bo,2,0.5,100,AIC,244
3,None,Bo,2,0.5,100,AIC,1017
4,None,Bo,2,0.5,100,AIC,1199
5,None,Bo,2,0.5,100,AIC,535
6,None,Bo,2,0.5,100,AIC,2
7,None,Bo,2,0.5,100,AIC,1427
8,None,Bo,2,0.5,100,AIC,1840
9,None,Bo,2,0.5,100,AIC,1025
10,None,Bo,2,0.5,100,AIC,2366
11,None,Bo,2,0.5,100,AIC,1
12,None,Bo,2,0.5,100,AIC,432
13,None,Bo,2,0.5,100,AIC,252
14,None,Bo,2,0.5,100,AIC,75
15,None,Bo,2,0.5,100,AIC,2
16,None,Bo,2,0.5,100,AIC,445
17,None,Bo,2,0.5,100,AIC,262
18,None,Bo,2,0.5,100,AIC,13
19,None,Bo,2,0.5,100,AIC,1048
20,None,Bo,2,0.5,100,AIC,425
21,None,Bo,2,0.5,100,AIC,1
22,None,Bo,2,0.5,100,AIC,1227
23,None,Bo,2,0.5,100,AIC,351
24,None,Bo,2,0.5,100,AIC,6
25,None,Bo,2,0.5,100,AIC,3
26,None,Bo,2,0.5,100,AIC,330
27,None,Bo,2,0.5,100,AIC,2
28,None,Bo,2,0.5,100,AIC,290
29,None,Bo,2,0.5,100,AIC,2796
30,None,Bo,2,0.5,100,AIC,1086
31,None,Bo,2,0.5,100,AIC,924
32,None,Bo,2,0.5,100,AIC,357
33,None,Bo,2,0.5,100,AIC,68
34,None,Bo,2,0.5,100,AIC,1840
35,None,Bo,2,0.5,100,AIC,1
36,None,Bo,2,0.5,100,AIC,3
37,None,Bo,2,0.5,100,AIC,454
38,None,Bo,2,0.5,100,AIC,370
39,None,Bo,2,0.5,100,AIC,1
40,None,Bo,2,0.5,100,AIC,3310
41,None,Bo,2,0.5,100,AIC,133
42,None,Bo,2,0.5,100,AIC,4
43,None,Bo,2,0.5,100,AIC,421
44,None,Bo,2,0.5,100,AIC,518
45,None,Bo,2,0.5,100,AIC,1203
46,None,Bo,2,0.5,100,AIC,185
47,None,Bo,2,0.5,100,AIC,162
48,None,Bo,2,0.5,100,AIC,281
49,None,Bo,2,0.5,100,AIC,523
50,None,Bo,2,0.5,100,AIC,1174
1,None,Bo,7,0.5,100,AIC,640
2,None,Bo,7,0.5,100,AIC,83
3,None,Bo,7,0.5,100,AIC,19
4,None,Bo,7,0.5,100,AIC,17
5,None,Bo,7,0.5,100,AIC,295
6,None,Bo,7,0.5,100,AIC,227
7,None,Bo,7,0.5,100,AIC,4
8,None,Bo,7,0.5,100,AIC,1
9,None,Bo,7,0.5,100,AIC,8
10,None,Bo,7,0.5,100,AIC,195
11,None,Bo,7,0.5,100,AIC,75
12,None,Bo,7,0.5,100,AIC,6
13,None,Bo,7,0.5,100,AIC,4
14,None,Bo,7,0.5,100,AIC,110
15,None,Bo,7,0.5,100,AIC,18
16,None,Bo,7,0.5,100,AIC,21
17,None,Bo,7,0.5,100,AIC,19
18,None,Bo,7,0.5,100,AIC,1
19,None,Bo,7,0.5,100,AIC,18
20,None,Bo,7,0.5,100,AIC,7
21,None,Bo,7,0.5,100,AIC,1
22,None,Bo,7,0.5,100,AIC,2841
23,None,Bo,7,0.5,100,AIC,7
24,None,Bo,7,0.5,100,AIC,489
25,None,Bo,7,0.5,100,AIC,8
26,None,Bo,7,0.5,100,AIC,2
27,None,Bo,7,0.5,100,AIC,62
28,None,Bo,7,0.5,100,AIC,3
29,None,Bo,7,0.5,100,AIC,794
30,None,Bo,7,0.5,100,AIC,2
31,None,Bo,7,0.5,100,AIC,24
32,None,Bo,7,0.5,100,AIC,2
33,None,Bo,7,0.5,100,AIC,633
34,None,Bo,7,0.5,100,AIC,1
35,None,Bo,7,0.5,100,AIC,2
36,None,Bo,7,0.5,100,AIC,1472
37,None,Bo,7,0.5,100,AIC,7
38,None,Bo,7,0.5,100,AIC,10
39,None,Bo,7,0.5,100,AIC,478
40,None,Bo,7,0.5,100,AIC,4
41,None,Bo,7,0.5,100,AIC,27
42,None,Bo,7,0.5,100,AIC,6
43,None,Bo,7,0.5,100,AIC,968
44,None,Bo,7,0.5,100,AIC,4
45,None,Bo,7,0.5,100,AIC,68
46,None,Bo,7,0.5,100,AIC,343
47,None,Bo,7,0.5,100,AIC,9
48,None,Bo,7,0.5,100,AIC,4
49,None,Bo,7,0.5,100,AIC,1
50,None,Bo,7,0.5,100,AIC,273
