"network","population","TAT_median","TAT_mean","TAT_IQR"
"Small","All",0.297645202470144,0.246742205296455,0.278639195924479
"Small","Bo",0.0411009587205895,0.0489126520761383,0.033439892129129
"Small","Mave",0.620010642978132,0.478431540077303,0.66529122290843
"Small","Tess",0.137513886888052,0.212780854020261,0.418887680797592
