"network","population","RR_median","RR_mean","RR_IQR"
"Lattice","All",0.403671304587409,0.406713896645506,0.154988021095953
"Lattice","Bo",0.186773255813953,0.222114812443558,0.218639340286199
"Lattice","Mave",0.324165585564335,0.334940994139008,0.10773268268721
"Lattice","Tess",0.309467688826169,0.386684481105718,0.284932530977586
