population,TAT50_mean,TAT50_median,TAT50_IQR,TAT50_SD
All,0.41340964515265904,0,0.9282012646881673,0.46150581596676354
Bo,0.4357547931362848,0.1932839745178556,0.9245598366212262,0.44659403669541037
Mave,0.408902006548969,9.004954549509006e-4,0.9115760220039992,0.4508268710093007
Tess,0.4108727389452721,0,0.9206913169505805,0.46011830326277786
