population,TAT_mean,TAT_median,TAT_IQR,TAT_SD
All,0.4147021411093786,0.31323114739891095,0.7236043303927654,0.3541185422550243
Bo,0.4323962706299603,0.4083677351190445,0.7042552432775989,0.34994286638235184
Mave,0.41765115898637656,0.36657290635098744,0.7135264065447567,0.3491389168991432
Tess,0.41969699762856166,0.2550005337426436,0.8351016374379517,0.38264303032467134
