population,TAT50_mean,TAT50_median,TAT50_IQR,TAT50_SD
All,0.4490666088809997,0.3284797860743336,0.9279960928596442,0.4420585217767243
Bo,0.49633871221488796,0.7119960957714917,0.9378217480083978,0.44695382993857447
Mave,0.4590232621583238,0.43106817295985844,0.923080078402157,0.440022064517392
Tess,0.4427204857522763,0.20776370373474284,0.9330294836611539,0.449512992606045
