population,TAT50_mean,TAT50_median,TAT50_IQR,TAT50_SD
All,0.4487675587002643,0.2839171701534098,0.920985864443639,0.4402516977838216
Bo,0.497813710431778,0.656301430795463,0.9315640276532354,0.43785399335506525
Mave,0.45283532086912326,0.395623808584763,0.9134039381220329,0.43569401104705974
Tess,0.4433433362046915,0.2717308152043988,0.9222010637828817,0.44174715466662945
