population,stickiness_mean,stickiness_median,stickiness_IQR,stickiness_SD
All,0.613235858303126,0.645216206314861,0.4014677393321244,0.26261810961927523
Bo,0.6231405520269532,0.6480562508474643,0.38627707247669407,0.24477596744088156
Mave,0.6330812272769204,0.6849143955979599,0.3836004000455936,0.26358147404414467
Tess,0.5929031719184107,0.6051888390632785,0.5472702486859261,0.2906848299390587
