population,RR_mean,RR_median,RR_IQR,RR_SD
All,0.38824775510962445,0.35464398466568947,0.18143616261767115,0.1175287560417005
Bo,0.37928410939546586,0.33310800790010564,0.19141258593349186,0.11429025864717593
Mave,0.3705604450189225,0.3315632841571522,0.18145133353677645,0.11648911266976068
Tess,0.4160970997837587,0.3733353616240465,0.24315579245597424,0.12534351291811788
