population,RRT_mean,RRT_median,RRT_IQR,RRT_SD
All,0.5943892306965024,0.7120039615926945,0.5965522511333738,0.3025056795565966
Bo,0.6547671833121446,0.7726249525579447,0.37282315199083155,0.26732896228276737
Mave,0.5914605428990416,0.7303864111430189,0.6037807203748982,0.30657555989878577
Tess,0.6651556561035067,0.8186001115448969,0.3076067184089255,0.28597710475585825
