population,TAT_mean,TAT_median,TAT_IQR,TAT_SD
All,0.4134784392525238,0.30128356298991477,0.7189104729522608,0.3522097295692019
Bo,0.431959501262493,0.4024645780068651,0.7026410499944273,0.34912549533543186
Mave,0.4166451307452725,0.36937938999335956,0.7089975333826166,0.34755275224196713
Tess,0.4199787127757393,0.2563941292279013,0.8279641471139475,0.38051303038238693
