population,TAT_mean,TAT_median,TAT_IQR,TAT_SD
All,0.4166120456698064,0.317171695825462,0.7243050382653,0.3561274859238633
Bo,0.4325648023347245,0.4079488918959914,0.7024793322075045,0.3458849543792635
Mave,0.4140574709432689,0.3480737455482824,0.71215062583845,0.3493571387243887
Tess,0.41121902772510155,0.21576032985053517,0.8280462050824408,0.38145442593404527
