population,TAT_mean,TAT_median,TAT_IQR,TAT_SD
All,0.41756746826415037,0.3174482022924542,0.7289684968080526,0.35758979571344135
Bo,0.4354214854950798,0.41854010954402665,0.7041172071763143,0.34490748954576056
Mave,0.4144985049436086,0.3504680439541072,0.7135681140756409,0.35013632269890477
Tess,0.4098898746027784,0.1950772008273133,0.8332013857874632,0.3838013623300446
