population,RR_mean,RR_median,RR_IQR,RR_SD
All,0.4069097416768594,0.3722610066571673,0.17832896565480066,0.10884825252652475
Bo,0.39416067214781947,0.35920622987037243,0.1836608103969512,0.10834056982142111
Mave,0.3911398147387246,0.3497760000424393,0.1696567940796046,0.10539071619367082
Tess,0.434247215546317,0.39641231701281965,0.2356581388748077,0.11943069605377934
