population,TAT50_mean,TAT50_median,TAT50_IQR,TAT50_SD
All,0.42102848995941744,0.13853412250392305,0.9077022575010503,0.4407122811954137
Bo,0.4790415795748377,0.6530313161728551,0.9065196741473891,0.4304151432769786
Mave,0.43018667594313265,0.3182200953523614,0.8893258219463336,0.42595488270114795
Tess,0.39834845225076426,0,0.8910392762727269,0.4445367515928395
