population,stickiness_mean,stickiness_median,stickiness_IQR,stickiness_SD
All,0.6189293832764102,0.6435980513722164,0.4092231927819834,0.26084993509045534
Bo,0.6375171283961861,0.6765734265734266,0.380791775041319,0.23983976025512754
Mave,0.6440391486199362,0.6949703102491128,0.37075177934268944,0.2620376698356498
Tess,0.6036488706917177,0.5974164008430773,0.556816674123344,0.2931316462061758
