population,stickiness_mean,stickiness_median,stickiness_IQR,stickiness_SD
All,0.6165344438170305,0.6370808433321835,0.4373819640151936,0.26339780647624456
Bo,0.6266917617342521,0.632088202644061,0.36252017921873314,0.2384955714126605
Mave,0.6391485299328759,0.6837011768143522,0.3927308664366015,0.2640815642270194
Tess,0.6030412663856842,0.6037772191974375,0.5625017413735601,0.29845573260184766
