population,RRT_mean,RRT_median,RRT_IQR,RRT_SD
All,0.5998914159794319,0.7203369209411452,0.6117785427017015,0.31027353787499035
Bo,0.6674321696900566,0.7135362014690452,0.4116785135303654,0.24072890653497797
Mave,0.6019299454073067,0.7467864178837167,0.5938263349784936,0.3117122676451785
Tess,0.6544817297264043,0.765625,0.5047720729397289,0.2980859311821402
