population,RR_mean,RR_median,RR_IQR,RR_SD
All,0.4450348844588566,0.4181291055975793,0.14507285174607848,0.08415993255940558
Bo,0.4289580761139558,0.4156666077288091,0.13787866165530344,0.08603682673375959
Mave,0.4357798691130924,0.4020226396857458,0.15589222332549002,0.08263976248597772
Tess,0.4929647315427743,0.5078321764236132,0.21769198189045724,0.11717437963928758
