population,RRT_mean,RRT_median,RRT_IQR,RRT_SD
All,0.5946027639324166,0.7015810276679841,0.5956989247311828,0.30619192552498536
Bo,0.6481014347137951,0.8131074016035753,0.385333559238711,0.2777023825432213
Mave,0.587186630524381,0.7358451163359276,0.6103727503930173,0.30843119427578447
Tess,0.6539638006555112,0.8126801152737753,0.3750764993880049,0.2877496111752479
