population,TAT_mean,TAT_median,TAT_IQR,TAT_SD
All,0.437779083344781,0.3929350386369468,0.6495100058398884,0.3368106817676824
Bo,0.4681368552109914,0.4945839389614053,0.6073864989872173,0.32376872420577474
Mave,0.4310995585645113,0.42993388380036823,0.6410551473745079,0.3300209319363425
Tess,0.418712137368105,0.30210877089015264,0.7733468399439342,0.35480317673342854
