population,stickiness_mean,stickiness_median,stickiness_IQR,stickiness_SD
All,0.6099518564523129,0.6320588918512942,0.42700743566481747,0.2621482199784077
Bo,0.6190818180201801,0.6226954534923199,0.3643490033302407,0.2424039849627047
Mave,0.6317029863852167,0.673697921272131,0.38130716466781017,0.2640324169403598
Tess,0.5970033862289094,0.6010662311535939,0.5650183698948861,0.29456705163531544
