population,TAT_mean,TAT_median,TAT_IQR,TAT_SD
All,0.4453216660387897,0.4117818044968422,0.6468367598841931,0.33617702601322313
Bo,0.47168210676308014,0.516259023436503,0.600255411350718,0.3313652442204055
Mave,0.44391821300058093,0.45629437459453137,0.6412627673336836,0.33259017272107216
Tess,0.4423874365021674,0.37416929033812274,0.7862469045821122,0.3578212805764987
