population,RRT_mean,RRT_median,RRT_IQR,RRT_SD
All,0.6001650603413754,0.7245891855261212,0.6133523463831994,0.3093224217539779
Bo,0.6610437929884878,0.7128411527044856,0.44014749798762526,0.24394516083014645
Mave,0.6007400066810962,0.7428536619159782,0.5999960670487026,0.31199299934838104
Tess,0.6570206932231387,0.7730285673115025,0.4831278102730868,0.2944697133160179
