population,stickiness_mean,stickiness_median,stickiness_IQR,stickiness_SD
All,0.6139086325881727,0.6481439987312656,0.3814145906113504,0.2633313881388157
Bo,0.6206179940822104,0.676298190954567,0.40238438940208354,0.250671592242063
Mave,0.6350210878446053,0.6969658908375324,0.3819535011552805,0.26410110721613095
Tess,0.5929624940949143,0.5874097929390727,0.5459391258692059,0.2967591840211878
