population,stickiness_mean,stickiness_median,stickiness_IQR,stickiness_SD
All,0.6105950853588149,0.634036936724194,0.43549649844102645,0.2617991985570884
Bo,0.6267668816310297,0.6319635250428481,0.37397287430769544,0.23882942728163256
Mave,0.6322233651909385,0.6736353232428403,0.3873679410756993,0.2660501455158216
Tess,0.5989717352282504,0.5976071123024225,0.5632659280480483,0.2948787286804808
