population,TAT_mean,TAT_median,TAT_IQR,TAT_SD
All,0.4432772068144817,0.43535181077249946,0.5978733888199032,0.3125651282188976
Bo,0.47271578777897644,0.5292066263267957,0.5544857785591942,0.31807792065141866
Mave,0.43830885232734607,0.4619178291235893,0.6056512825850471,0.3123140984910595
Tess,0.4412530421205672,0.3886446682236699,0.7831251817732101,0.34161922251451243
