population,RR_mean,RR_median,RR_IQR,RR_SD
All,0.404419148730628,0.36924216473949883,0.19548327220810235,0.11437027098579972
Bo,0.39204987282068626,0.35420354433948914,0.20108434731505642,0.11116089039520154
Mave,0.38992801022623913,0.34674412710800584,0.17991105125415163,0.1134599481911933
Tess,0.42803303600329445,0.3707932470833093,0.24829435145740225,0.12658634789765755
