population,RRT_mean,RRT_median,RRT_IQR,RRT_SD
All,0.6114952771578809,0.7253115668146908,0.5624167479817149,0.2951032879683932
Bo,0.6719793733246513,0.7153558052434457,0.3315409945522758,0.23988970644667257
Mave,0.6116012601000405,0.758096144138547,0.5370647618031659,0.2991680972839398
Tess,0.6447546245768987,0.7323770568699928,0.5661083921953487,0.29200597126202665
