population,RRT_mean,RRT_median,RRT_IQR,RRT_SD
All,0.6039397607509083,0.7320890796509991,0.6067979795169962,0.30833914781915667
Bo,0.6750171909370933,0.7041036717062635,0.3692313019390582,0.231478297282666
Mave,0.6047365731069845,0.748895871519595,0.5776162149140844,0.3090831175810195
Tess,0.6602188064796358,0.7620889748549323,0.4847514967604363,0.2927375445936963
