population,RR_mean,RR_median,RR_IQR,RR_SD
All,0.4175062255137491,0.3977874756822125,0.1914945011552226,0.10349605255622611
Bo,0.40727422374533073,0.3720453850164916,0.14916223128019862,0.09740555227934217
Mave,0.4059781579396044,0.3787530422590496,0.20500059137508164,0.10267584639422431
Tess,0.46718472038551734,0.5034964451054974,0.26862030173438944,0.13372831597159437
