population,RR_mean,RR_median,RR_IQR,RR_SD
All,0.4046987523434507,0.37905699052533426,0.17200136282474637,0.10781995148582917
Bo,0.3961115366684175,0.3548293379028074,0.15225996270898684,0.10394561446216483
Mave,0.3895761419699483,0.35540884312537857,0.18428966411919057,0.10759816775774064
Tess,0.44241221839436035,0.489565241188061,0.255174609341444,0.1235388633044917
