population,TAT50_mean,TAT50_median,TAT50_IQR,TAT50_SD
All,0.43767729498454344,0.23974651070910696,0.9209106577622096,0.44260929871767163
Bo,0.49053786099649754,0.730578250227744,0.9213305251654649,0.44389079957862526
Mave,0.4506764527404641,0.43540879467053695,0.9044970380288955,0.4327496855023212
Tess,0.42111574879876407,0.07445013488082128,0.9172369321471812,0.4489212750215705
