population,RR_mean,RR_median,RR_IQR,RR_SD
All,0.413288420875374,0.39378524534535353,0.18766674924270432,0.10500275480422606
Bo,0.40515643560708603,0.3681180898187309,0.1475530103937866,0.09871529428873475
Mave,0.4030559812488891,0.3750493799910167,0.2009409262342362,0.10286747923198045
Tess,0.4606950482530243,0.5089113399264503,0.26630974682264147,0.1302212572057468
