population,TAT50_mean,TAT50_median,TAT50_IQR,TAT50_SD
All,0.41487014344284046,0,0.9320956353788932,0.46354083754118275
Bo,0.4338790552366446,0.1325674241466377,0.9299425267653704,0.45270285315235087
Mave,0.4148991588880511,0.02208551809193724,0.9224959265575824,0.4552986514484205
Tess,0.4150741397714719,0,0.9336196927643627,0.46460938499427407
