population,RRT_mean,RRT_median,RRT_IQR,RRT_SD
All,0.6029468424850075,0.7251105893098136,0.6094084720010275,0.3088983977440499
Bo,0.6729997782533679,0.7091949619305792,0.377334410832277,0.23390906694321428
Mave,0.6052330338974115,0.7503311467414284,0.5835553186563072,0.31085185771725987
Tess,0.6359620493484557,0.7359550561797753,0.6323693255332153,0.3092674634064482
