population,RRT_mean,RRT_median,RRT_IQR,RRT_SD
All,0.604932679016809,0.7341624170916241,0.604055661461581,0.3081194700181576
Bo,0.6710495458509678,0.702914994761562,0.3636537626290913,0.2376528285886534
Mave,0.6067518065770973,0.748895871519595,0.5746849556000937,0.3077066592012107
Tess,0.6616553994125846,0.7620889748549323,0.5104545454545455,0.2895557528227041
