replica,network,population,true_model,sigma,base_SS,modelcompare,TAT,TAT50
1,None,All,13,0.2,100,AIC,0.9357,1
2,None,All,13,0.2,100,AIC,0.9196,1
3,None,All,13,0.2,100,AIC,0.9413,1
4,None,All,13,0.2,100,AIC,0.5489,1
5,None,All,13,0.2,100,AIC,0.7202,1
6,None,All,13,0.2,100,AIC,0.937,1
7,None,All,13,0.2,100,AIC,0.9437,1
8,None,All,13,0.2,100,AIC,0.9437,1
9,None,All,13,0.2,100,AIC,0.9398,1
10,None,All,13,0.2,100,AIC,0.9378,1
11,None,All,13,0.2,100,AIC,0.9318,1
12,None,All,13,0.2,100,AIC,0.9499,1
13,None,All,13,0.2,100,AIC,0.929,1
14,None,All,13,0.2,100,AIC,0.8384,1
15,None,All,13,0.2,100,AIC,0.9341,1
16,None,All,13,0.2,100,AIC,0.9232,1
17,None,All,13,0.2,100,AIC,0.9358,1
18,None,All,13,0.2,100,AIC,0.9317,1
19,None,All,13,0.2,100,AIC,0.9227,1
20,None,All,13,0.2,100,AIC,0.948,1
21,None,All,13,0.2,100,AIC,0.9414,1
22,None,All,13,0.2,100,AIC,0.938,1
23,None,All,13,0.2,100,AIC,0.9369,1
24,None,All,13,0.2,100,AIC,0.9389,1
25,None,All,13,0.2,100,AIC,0.9448,1
26,None,All,13,0.2,100,AIC,0.9396,1
27,None,All,13,0.2,100,AIC,0.9398,1
28,None,All,13,0.2,100,AIC,0.9421,1
29,None,All,13,0.2,100,AIC,0.9402,1
30,None,All,13,0.2,100,AIC,0.9411,1
31,None,All,13,0.2,100,AIC,0.9422,1
32,None,All,13,0.2,100,AIC,0.9334,1
33,None,All,13,0.2,100,AIC,0.9349,1
34,None,All,13,0.2,100,AIC,0.9437,1
35,None,All,13,0.2,100,AIC,0.9175,1
36,None,All,13,0.2,100,AIC,0.9313,1
37,None,All,13,0.2,100,AIC,0.9375,1
38,None,All,13,0.2,100,AIC,0.9422,1
39,None,All,13,0.2,100,AIC,0.9255,1
40,None,All,13,0.2,100,AIC,0.9389,1
41,None,All,13,0.2,100,AIC,0.9473,1
42,None,All,13,0.2,100,AIC,0.9445,1
43,None,All,13,0.2,100,AIC,0.9337,1
44,None,All,13,0.2,100,AIC,0.9469,1
45,None,All,13,0.2,100,AIC,0.9337,1
46,None,All,13,0.2,100,AIC,0.9301,1
47,None,All,13,0.2,100,AIC,0.923,1
48,None,All,13,0.2,100,AIC,0.9397,1
49,None,All,13,0.2,100,AIC,0.9427,1
50,None,All,13,0.2,100,AIC,0.2758,0
1,None,All,2,0.2,100,AIC,0.5796,1
2,None,All,2,0.2,100,AIC,0.6069,1
3,None,All,2,0.2,100,AIC,0.6214,1
4,None,All,2,0.2,100,AIC,0.5982,1
5,None,All,2,0.2,100,AIC,0.6209,1
6,None,All,2,0.2,100,AIC,0.6032,1
7,None,All,2,0.2,100,AIC,0.6137,1
8,None,All,2,0.2,100,AIC,0.6009,1
9,None,All,2,0.2,100,AIC,0.6133,1
10,None,All,2,0.2,100,AIC,0.5971,1
11,None,All,2,0.2,100,AIC,0.61240000000000006,1
12,None,All,2,0.2,100,AIC,0.6325,1
13,None,All,2,0.2,100,AIC,0.6015,1
14,None,All,2,0.2,100,AIC,0.6165,1
15,None,All,2,0.2,100,AIC,0.5984,1
16,None,All,2,0.2,100,AIC,0.6037,1
17,None,All,2,0.2,100,AIC,0.608,1
18,None,All,2,0.2,100,AIC,0.6176,1
19,None,All,2,0.2,100,AIC,0.6087,1
20,None,All,2,0.2,100,AIC,0.6136,1
21,None,All,2,0.2,100,AIC,0.6321,1
22,None,All,2,0.2,100,AIC,0.6399,1
23,None,All,2,0.2,100,AIC,0.606,1
24,None,All,2,0.2,100,AIC,0.6102,1
25,None,All,2,0.2,100,AIC,0.6137,1
26,None,All,2,0.2,100,AIC,0.6226,1
27,None,All,2,0.2,100,AIC,0.6068,1
28,None,All,2,0.2,100,AIC,0.5883,1
29,None,All,2,0.2,100,AIC,0.5971,1
30,None,All,2,0.2,100,AIC,0.6241,1
31,None,All,2,0.2,100,AIC,0.6176,1
32,None,All,2,0.2,100,AIC,0.6058,1
33,None,All,2,0.2,100,AIC,0.6172,1
34,None,All,2,0.2,100,AIC,0.6009,1
35,None,All,2,0.2,100,AIC,0.6199,1
36,None,All,2,0.2,100,AIC,0.6086,1
37,None,All,2,0.2,100,AIC,0.591,1
38,None,All,2,0.2,100,AIC,0.6018,1
39,None,All,2,0.2,100,AIC,0.618,1
40,None,All,2,0.2,100,AIC,0.5957,1
41,None,All,2,0.2,100,AIC,0.5867,1
42,None,All,2,0.2,100,AIC,0.5979,1
43,None,All,2,0.2,100,AIC,0.5979,1
44,None,All,2,0.2,100,AIC,0.6196,1
45,None,All,2,0.2,100,AIC,0.61240000000000006,1
46,None,All,2,0.2,100,AIC,0.6227,1
47,None,All,2,0.2,100,AIC,0.6125,1
48,None,All,2,0.2,100,AIC,0.6052,1
49,None,All,2,0.2,100,AIC,0.6072,1
50,None,All,2,0.2,100,AIC,0.6078,1
1,None,All,7,0.2,100,AIC,0.6139,1
2,None,All,7,0.2,100,AIC,0.6446,1
3,None,All,7,0.2,100,AIC,0.6617,1
4,None,All,7,0.2,100,AIC,0.3801,0
5,None,All,7,0.2,100,AIC,0.6731,1
6,None,All,7,0.2,100,AIC,0.6315,1
7,None,All,7,0.2,100,AIC,0.6103,1
8,None,All,7,0.2,100,AIC,0.613,1
9,None,All,7,0.2,100,AIC,0.6152,1
10,None,All,7,0.2,100,AIC,0.6514,1
11,None,All,7,0.2,100,AIC,0.6228,1
12,None,All,7,0.2,100,AIC,0.6617,1
13,None,All,7,0.2,100,AIC,0.6477,1
14,None,All,7,0.2,100,AIC,0.6447,1
15,None,All,7,0.2,100,AIC,0.632,1
16,None,All,7,0.2,100,AIC,0.6384,1
17,None,All,7,0.2,100,AIC,0.6089,1
18,None,All,7,0.2,100,AIC,0.6267,1
19,None,All,7,0.2,100,AIC,0.6547,1
20,None,All,7,0.2,100,AIC,0.6156,1
21,None,All,7,0.2,100,AIC,0.6374,1
22,None,All,7,0.2,100,AIC,0.5917,1
23,None,All,7,0.2,100,AIC,0.6347,1
24,None,All,7,0.2,100,AIC,0.5989,1
25,None,All,7,0.2,100,AIC,0.6334,1
26,None,All,7,0.2,100,AIC,0.601,1
27,None,All,7,0.2,100,AIC,0.6479,1
28,None,All,7,0.2,100,AIC,0.6766,1
29,None,All,7,0.2,100,AIC,0.633,1
30,None,All,7,0.2,100,AIC,0.6499,1
31,None,All,7,0.2,100,AIC,0.6224,1
32,None,All,7,0.2,100,AIC,0.6591,1
33,None,All,7,0.2,100,AIC,0.6364,1
34,None,All,7,0.2,100,AIC,0.613,1
35,None,All,7,0.2,100,AIC,0.6607,1
36,None,All,7,0.2,100,AIC,0.3762,0
37,None,All,7,0.2,100,AIC,0.6484,1
38,None,All,7,0.2,100,AIC,0.6312,1
39,None,All,7,0.2,100,AIC,0.5927,1
40,None,All,7,0.2,100,AIC,0.6103,1
41,None,All,7,0.2,100,AIC,0.6515,1
42,None,All,7,0.2,100,AIC,0.614,1
43,None,All,7,0.2,100,AIC,0.6752,1
44,None,All,7,0.2,100,AIC,0.6656,1
45,None,All,7,0.2,100,AIC,0.6747,1
46,None,All,7,0.2,100,AIC,0.6506,1
47,None,All,7,0.2,100,AIC,0.6139,1
48,None,All,7,0.2,100,AIC,0.6753,1
49,None,All,7,0.2,100,AIC,0.6663,1
50,None,All,7,0.2,100,AIC,0.1683,0
1,None,All,13,0.2,20,AIC,0.9062,1
2,None,All,13,0.2,20,AIC,0.6026,1
3,None,All,13,0.2,20,AIC,0.8849,1
4,None,All,13,0.2,20,AIC,0.8087,1
5,None,All,13,0.2,20,AIC,0.7475,1
6,None,All,13,0.2,20,AIC,0.8541,1
7,None,All,13,0.2,20,AIC,0.8325,1
8,None,All,13,0.2,20,AIC,0.6699,1
9,None,All,13,0.2,20,AIC,0.8948,1
10,None,All,13,0.2,20,AIC,0.518,1
11,None,All,13,0.2,20,AIC,0.4875,0
12,None,All,13,0.2,20,AIC,0.3314,0
13,None,All,13,0.2,20,AIC,0.7249,1
14,None,All,13,0.2,20,AIC,0.87,1
15,None,All,13,0.2,20,AIC,0.8882,1
16,None,All,13,0.2,20,AIC,0.8544,1
17,None,All,13,0.2,20,AIC,0.6472,1
18,None,All,13,0.2,20,AIC,0.5109,1
19,None,All,13,0.2,20,AIC,0.8717,1
20,None,All,13,0.2,20,AIC,0.8874,1
21,None,All,13,0.2,20,AIC,0.7898,1
22,None,All,13,0.2,20,AIC,0.6824,1
23,None,All,13,0.2,20,AIC,0.8858,1
24,None,All,13,0.2,20,AIC,0.8773,1
25,None,All,13,0.2,20,AIC,0.5829,1
26,None,All,13,0.2,20,AIC,0.8886,1
27,None,All,13,0.2,20,AIC,0.8745,1
28,None,All,13,0.2,20,AIC,0.845,1
29,None,All,13,0.2,20,AIC,0.8917,1
30,None,All,13,0.2,20,AIC,0.8866,1
31,None,All,13,0.2,20,AIC,0.8846,1
32,None,All,13,0.2,20,AIC,0.8325,1
33,None,All,13,0.2,20,AIC,0.8455,1
34,None,All,13,0.2,20,AIC,0.6699,1
35,None,All,13,0.2,20,AIC,0.6348,1
36,None,All,13,0.2,20,AIC,0.8989,1
37,None,All,13,0.2,20,AIC,0.4549,0
38,None,All,13,0.2,20,AIC,0.8934,1
39,None,All,13,0.2,20,AIC,0.4169,0
40,None,All,13,0.2,20,AIC,0.826,1
41,None,All,13,0.2,20,AIC,0.8894,1
42,None,All,13,0.2,20,AIC,0.6841,1
43,None,All,13,0.2,20,AIC,0.8802,1
44,None,All,13,0.2,20,AIC,0.8804,1
45,None,All,13,0.2,20,AIC,0.8483,1
46,None,All,13,0.2,20,AIC,0.8619,1
47,None,All,13,0.2,20,AIC,0.7669,1
48,None,All,13,0.2,20,AIC,0.8622,1
49,None,All,13,0.2,20,AIC,0.8702,1
50,None,All,13,0.2,20,AIC,0.8784,1
1,None,All,2,0.2,20,AIC,0.4869,0
2,None,All,2,0.2,20,AIC,0.5113,1
3,None,All,2,0.2,20,AIC,0.4785,0
4,None,All,2,0.2,20,AIC,0.4757,0
5,None,All,2,0.2,20,AIC,0.5147,1
6,None,All,2,0.2,20,AIC,0.5111,1
7,None,All,2,0.2,20,AIC,0.4649,0
8,None,All,2,0.2,20,AIC,0.4993,0
9,None,All,2,0.2,20,AIC,0.5054,1
10,None,All,2,0.2,20,AIC,0.4651,0
11,None,All,2,0.2,20,AIC,0.4765,0
12,None,All,2,0.2,20,AIC,0.4961,0
13,None,All,2,0.2,20,AIC,0.4984,0
14,None,All,2,0.2,20,AIC,0.487,0
15,None,All,2,0.2,20,AIC,0.478,0
16,None,All,2,0.2,20,AIC,0.4891,0
17,None,All,2,0.2,20,AIC,0.4899,0
18,None,All,2,0.2,20,AIC,0.4735,0
19,None,All,2,0.2,20,AIC,0.4919,0
20,None,All,2,0.2,20,AIC,0.4867,0
21,None,All,2,0.2,20,AIC,0.5106,1
22,None,All,2,0.2,20,AIC,0.4835,0
23,None,All,2,0.2,20,AIC,0.4741,0
24,None,All,2,0.2,20,AIC,0.4874,0
25,None,All,2,0.2,20,AIC,0.4957,0
26,None,All,2,0.2,20,AIC,0.5034,1
27,None,All,2,0.2,20,AIC,0.49,0
28,None,All,2,0.2,20,AIC,0.4774,0
29,None,All,2,0.2,20,AIC,0.4973,0
30,None,All,2,0.2,20,AIC,0.4939,0
31,None,All,2,0.2,20,AIC,0.4961,0
32,None,All,2,0.2,20,AIC,0.5118,1
33,None,All,2,0.2,20,AIC,0.4817,0
34,None,All,2,0.2,20,AIC,0.4993,0
35,None,All,2,0.2,20,AIC,0.3417,0
36,None,All,2,0.2,20,AIC,0.4817,0
37,None,All,2,0.2,20,AIC,0.4711,0
38,None,All,2,0.2,20,AIC,0.477,0
39,None,All,2,0.2,20,AIC,0.5101,1
40,None,All,2,0.2,20,AIC,0.4866,0
41,None,All,2,0.2,20,AIC,0.4776,0
42,None,All,2,0.2,20,AIC,0.493,0
43,None,All,2,0.2,20,AIC,0.4835,0
44,None,All,2,0.2,20,AIC,0.478,0
45,None,All,2,0.2,20,AIC,0.467,0
46,None,All,2,0.2,20,AIC,0.4823,0
47,None,All,2,0.2,20,AIC,0.4924,0
48,None,All,2,0.2,20,AIC,0.4891,0
49,None,All,2,0.2,20,AIC,0.4938,0
50,None,All,2,0.2,20,AIC,0.4979,0
1,None,All,7,0.2,20,AIC,0.489,0
2,None,All,7,0.2,20,AIC,0.4097,0
3,None,All,7,0.2,20,AIC,0.5046,1
4,None,All,7,0.2,20,AIC,0.5177,1
5,None,All,7,0.2,20,AIC,0.4989,0
6,None,All,7,0.2,20,AIC,0.4808,0
7,None,All,7,0.2,20,AIC,0.4697,0
8,None,All,7,0.2,20,AIC,0.4608,0
9,None,All,7,0.2,20,AIC,0.4718,0
10,None,All,7,0.2,20,AIC,0.4189,0
11,None,All,7,0.2,20,AIC,0.2785,0
12,None,All,7,0.2,20,AIC,0.1557,0
13,None,All,7,0.2,20,AIC,0.4484,0
14,None,All,7,0.2,20,AIC,0.4803,0
15,None,All,7,0.2,20,AIC,0.4929,0
16,None,All,7,0.2,20,AIC,0.5077,1
17,None,All,7,0.2,20,AIC,0.5198,1
18,None,All,7,0.2,20,AIC,0.3417,0
19,None,All,7,0.2,20,AIC,0.492,0
20,None,All,7,0.2,20,AIC,0.4709,0
21,None,All,7,0.2,20,AIC,0.4453,0
22,None,All,7,0.2,20,AIC,0.468,0
23,None,All,7,0.2,20,AIC,0.508,1
24,None,All,7,0.2,20,AIC,0.4678,0
25,None,All,7,0.2,20,AIC,0.5034,1
26,None,All,7,0.2,20,AIC,0.4941,0
27,None,All,7,0.2,20,AIC,0.4974,0
28,None,All,7,0.2,20,AIC,0.4995,0
29,None,All,7,0.2,20,AIC,0.488,0
30,None,All,7,0.2,20,AIC,0.4919,0
31,None,All,7,0.2,20,AIC,0.5085,1
32,None,All,7,0.2,20,AIC,0.4985,0
33,None,All,7,0.2,20,AIC,0.2923,0
34,None,All,7,0.2,20,AIC,0.4608,0
35,None,All,7,0.2,20,AIC,0.3366,0
36,None,All,7,0.2,20,AIC,0.5015,1
37,None,All,7,0.2,20,AIC,0.2621,0
38,None,All,7,0.2,20,AIC,0.5286,1
39,None,All,7,0.2,20,AIC,0.1839,0
40,None,All,7,0.2,20,AIC,0.4362,0
41,None,All,7,0.2,20,AIC,0.5043,1
42,None,All,7,0.2,20,AIC,0.3356,0
43,None,All,7,0.2,20,AIC,0.5035,1
44,None,All,7,0.2,20,AIC,0.2669,0
45,None,All,7,0.2,20,AIC,0.4781,0
46,None,All,7,0.2,20,AIC,0.4705,0
47,None,All,7,0.2,20,AIC,0.5285,1
48,None,All,7,0.2,20,AIC,0.4949,0
49,None,All,7,0.2,20,AIC,0.4852,0
50,None,All,7,0.2,20,AIC,0.5409,1
1,None,All,13,0.2,100,BIC,0.99,1
2,None,All,13,0.2,100,BIC,0.9869,1
3,None,All,13,0.2,100,BIC,0.9636,1
4,None,All,13,0.2,100,BIC,0.283,0
5,None,All,13,0.2,100,BIC,0.4098,0
6,None,All,13,0.2,100,BIC,0.9762,1
7,None,All,13,0.2,100,BIC,0.9861,1
8,None,All,13,0.2,100,BIC,0.9879,1
9,None,All,13,0.2,100,BIC,0.9867,1
10,None,All,13,0.2,100,BIC,0.9882,1
11,None,All,13,0.2,100,BIC,0.9855,1
12,None,All,13,0.2,100,BIC,0.9851,1
13,None,All,13,0.2,100,BIC,0.9848,1
14,None,All,13,0.2,100,BIC,0.711,1
15,None,All,13,0.2,100,BIC,0.9866,1
16,None,All,13,0.2,100,BIC,0.9585,1
17,None,All,13,0.2,100,BIC,0.9831,1
18,None,All,13,0.2,100,BIC,0.9875,1
19,None,All,13,0.2,100,BIC,0.9808,1
20,None,All,13,0.2,100,BIC,0.9848,1
21,None,All,13,0.2,100,BIC,0.9864,1
22,None,All,13,0.2,100,BIC,0.9856,1
23,None,All,13,0.2,100,BIC,0.9887,1
24,None,All,13,0.2,100,BIC,0.9849,1
25,None,All,13,0.2,100,BIC,0.9894,1
26,None,All,13,0.2,100,BIC,0.9882,1
27,None,All,13,0.2,100,BIC,0.9839,1
28,None,All,13,0.2,100,BIC,0.9839,1
29,None,All,13,0.2,100,BIC,0.9865,1
30,None,All,13,0.2,100,BIC,0.9659,1
31,None,All,13,0.2,100,BIC,0.9872,1
32,None,All,13,0.2,100,BIC,0.9872,1
33,None,All,13,0.2,100,BIC,0.9881,1
34,None,All,13,0.2,100,BIC,0.9879,1
35,None,All,13,0.2,100,BIC,0.9838,1
36,None,All,13,0.2,100,BIC,0.9853,1
37,None,All,13,0.2,100,BIC,0.9779,1
38,None,All,13,0.2,100,BIC,0.9865,1
39,None,All,13,0.2,100,BIC,0.9815,1
40,None,All,13,0.2,100,BIC,0.972,1
41,None,All,13,0.2,100,BIC,0.9813,1
42,None,All,13,0.2,100,BIC,0.9877,1
43,None,All,13,0.2,100,BIC,0.935,1
44,None,All,13,0.2,100,BIC,0.9864,1
45,None,All,13,0.2,100,BIC,0.9856,1
46,None,All,13,0.2,100,BIC,0.9844,1
47,None,All,13,0.2,100,BIC,0.9225,1
48,None,All,13,0.2,100,BIC,0.9866,1
49,None,All,13,0.2,100,BIC,0.9879,1
50,None,All,13,0.2,100,BIC,0.0776,0
1,None,All,2,0.2,100,BIC,0.9108,1
2,None,All,2,0.2,100,BIC,0.931,1
3,None,All,2,0.2,100,BIC,0.9241,1
4,None,All,2,0.2,100,BIC,0.9317,1
5,None,All,2,0.2,100,BIC,0.9089,1
6,None,All,2,0.2,100,BIC,0.9068,1
7,None,All,2,0.2,100,BIC,0.9393,1
8,None,All,2,0.2,100,BIC,0.9125,1
9,None,All,2,0.2,100,BIC,0.9214,1
10,None,All,2,0.2,100,BIC,0.9219,1
11,None,All,2,0.2,100,BIC,0.9358,1
12,None,All,2,0.2,100,BIC,0.9152,1
13,None,All,2,0.2,100,BIC,0.9181,1
14,None,All,2,0.2,100,BIC,0.9127,1
15,None,All,2,0.2,100,BIC,0.9317,1
16,None,All,2,0.2,100,BIC,0.9293,1
17,None,All,2,0.2,100,BIC,0.9214,1
18,None,All,2,0.2,100,BIC,0.9212,1
19,None,All,2,0.2,100,BIC,0.9146,1
20,None,All,2,0.2,100,BIC,0.929,1
21,None,All,2,0.2,100,BIC,0.9208,1
22,None,All,2,0.2,100,BIC,0.9236,1
23,None,All,2,0.2,100,BIC,0.9223,1
24,None,All,2,0.2,100,BIC,0.9344,1
25,None,All,2,0.2,100,BIC,0.9163,1
26,None,All,2,0.2,100,BIC,0.9227,1
27,None,All,2,0.2,100,BIC,0.9236,1
28,None,All,2,0.2,100,BIC,0.9238,1
29,None,All,2,0.2,100,BIC,0.9255,1
30,None,All,2,0.2,100,BIC,0.9242,1
31,None,All,2,0.2,100,BIC,0.9213,1
32,None,All,2,0.2,100,BIC,0.9291,1
33,None,All,2,0.2,100,BIC,0.9267,1
34,None,All,2,0.2,100,BIC,0.9125,1
35,None,All,2,0.2,100,BIC,0.9226,1
36,None,All,2,0.2,100,BIC,0.9303,1
37,None,All,2,0.2,100,BIC,0.927,1
38,None,All,2,0.2,100,BIC,0.9194,1
39,None,All,2,0.2,100,BIC,0.9186,1
40,None,All,2,0.2,100,BIC,0.9287,1
41,None,All,2,0.2,100,BIC,0.9244,1
42,None,All,2,0.2,100,BIC,0.9199,1
43,None,All,2,0.2,100,BIC,0.9391,1
44,None,All,2,0.2,100,BIC,0.9265,1
45,None,All,2,0.2,100,BIC,0.9101,1
46,None,All,2,0.2,100,BIC,0.9241,1
47,None,All,2,0.2,100,BIC,0.9264,1
48,None,All,2,0.2,100,BIC,0.9258,1
49,None,All,2,0.2,100,BIC,0.9287,1
50,None,All,2,0.2,100,BIC,0.9201,1
1,None,All,7,0.2,100,BIC,0.9238,1
2,None,All,7,0.2,100,BIC,0.9233,1
3,None,All,7,0.2,100,BIC,0.9266,1
4,None,All,7,0.2,100,BIC,0.2913,0
5,None,All,7,0.2,100,BIC,0.9311,1
6,None,All,7,0.2,100,BIC,0.926,1
7,None,All,7,0.2,100,BIC,0.8983,1
8,None,All,7,0.2,100,BIC,0.9104,1
9,None,All,7,0.2,100,BIC,0.9171,1
10,None,All,7,0.2,100,BIC,0.9256,1
11,None,All,7,0.2,100,BIC,0.9322,1
12,None,All,7,0.2,100,BIC,0.9204,1
13,None,All,7,0.2,100,BIC,0.9287,1
14,None,All,7,0.2,100,BIC,0.9261,1
15,None,All,7,0.2,100,BIC,0.9228,1
16,None,All,7,0.2,100,BIC,0.9241,1
17,None,All,7,0.2,100,BIC,0.9021,1
18,None,All,7,0.2,100,BIC,0.9179,1
19,None,All,7,0.2,100,BIC,0.9156,1
20,None,All,7,0.2,100,BIC,0.9285,1
21,None,All,7,0.2,100,BIC,0.9117,1
22,None,All,7,0.2,100,BIC,0.9063,1
23,None,All,7,0.2,100,BIC,0.9167,1
24,None,All,7,0.2,100,BIC,0.7671,1
25,None,All,7,0.2,100,BIC,0.9171,1
26,None,All,7,0.2,100,BIC,0.9222,1
27,None,All,7,0.2,100,BIC,0.9157,1
28,None,All,7,0.2,100,BIC,0.9058,1
29,None,All,7,0.2,100,BIC,0.9316,1
30,None,All,7,0.2,100,BIC,0.9127,1
31,None,All,7,0.2,100,BIC,0.9274,1
32,None,All,7,0.2,100,BIC,0.9298,1
33,None,All,7,0.2,100,BIC,0.9271,1
34,None,All,7,0.2,100,BIC,0.9104,1
35,None,All,7,0.2,100,BIC,0.9259,1
36,None,All,7,0.2,100,BIC,0.2464,0
37,None,All,7,0.2,100,BIC,0.8948,1
38,None,All,7,0.2,100,BIC,0.9207,1
39,None,All,7,0.2,100,BIC,0.9187,1
40,None,All,7,0.2,100,BIC,0.9098,1
41,None,All,7,0.2,100,BIC,0.9299,1
42,None,All,7,0.2,100,BIC,0.9281,1
43,None,All,7,0.2,100,BIC,0.8952,1
44,None,All,7,0.2,100,BIC,0.9226,1
45,None,All,7,0.2,100,BIC,0.9212,1
46,None,All,7,0.2,100,BIC,0.9162,1
47,None,All,7,0.2,100,BIC,0.8775,1
48,None,All,7,0.2,100,BIC,0.9204,1
49,None,All,7,0.2,100,BIC,0.911,1
50,None,All,7,0.2,100,BIC,0.0555,0
1,None,All,13,0.2,20,BIC,0.9273,1
2,None,All,13,0.2,20,BIC,0.5135,1
3,None,All,13,0.2,20,BIC,0.9323,1
4,None,All,13,0.2,20,BIC,0.7862,1
5,None,All,13,0.2,20,BIC,0.6552,1
6,None,All,13,0.2,20,BIC,0.8822,1
7,None,All,13,0.2,20,BIC,0.8315,1
8,None,All,13,0.2,20,BIC,0.5828,1
9,None,All,13,0.2,20,BIC,0.9273,1
10,None,All,13,0.2,20,BIC,0.4168,0
11,None,All,13,0.2,20,BIC,0.3997,0
12,None,All,13,0.2,20,BIC,0.2217,0
13,None,All,13,0.2,20,BIC,0.689,1
14,None,All,13,0.2,20,BIC,0.9266,1
15,None,All,13,0.2,20,BIC,0.9318,1
16,None,All,13,0.2,20,BIC,0.8376,1
17,None,All,13,0.2,20,BIC,0.4899,0
18,None,All,13,0.2,20,BIC,0.4266,0
19,None,All,13,0.2,20,BIC,0.8933,1
20,None,All,13,0.2,20,BIC,0.9305,1
21,None,All,13,0.2,20,BIC,0.737,1
22,None,All,13,0.2,20,BIC,0.6161,1
23,None,All,13,0.2,20,BIC,0.9414,1
24,None,All,13,0.2,20,BIC,0.918,1
25,None,All,13,0.2,20,BIC,0.5605,1
26,None,All,13,0.2,20,BIC,0.9291,1
27,None,All,13,0.2,20,BIC,0.9087,1
28,None,All,13,0.2,20,BIC,0.8967,1
29,None,All,13,0.2,20,BIC,0.9214,1
30,None,All,13,0.2,20,BIC,0.8809,1
31,None,All,13,0.2,20,BIC,0.8915,1
32,None,All,13,0.2,20,BIC,0.8295,1
33,None,All,13,0.2,20,BIC,0.857,1
34,None,All,13,0.2,20,BIC,0.5828,1
35,None,All,13,0.2,20,BIC,0.5407,1
36,None,All,13,0.2,20,BIC,0.9333,1
37,None,All,13,0.2,20,BIC,0.3795,0
38,None,All,13,0.2,20,BIC,0.9172,1
39,None,All,13,0.2,20,BIC,0.2919,0
40,None,All,13,0.2,20,BIC,0.8131,1
41,None,All,13,0.2,20,BIC,0.9395,1
42,None,All,13,0.2,20,BIC,0.5878,1
43,None,All,13,0.2,20,BIC,0.9037,1
44,None,All,13,0.2,20,BIC,0.9398,1
45,None,All,13,0.2,20,BIC,0.8535,1
46,None,All,13,0.2,20,BIC,0.8844,1
47,None,All,13,0.2,20,BIC,0.7544,1
48,None,All,13,0.2,20,BIC,0.8807,1
49,None,All,13,0.2,20,BIC,0.8361,1
50,None,All,13,0.2,20,BIC,0.9242,1
1,None,All,2,0.2,20,BIC,0.6786,1
2,None,All,2,0.2,20,BIC,0.6865,1
3,None,All,2,0.2,20,BIC,0.6961,1
4,None,All,2,0.2,20,BIC,0.6981,1
5,None,All,2,0.2,20,BIC,0.6948,1
6,None,All,2,0.2,20,BIC,0.6931,1
7,None,All,2,0.2,20,BIC,0.6865,1
8,None,All,2,0.2,20,BIC,0.6877,1
9,None,All,2,0.2,20,BIC,0.6642,1
10,None,All,2,0.2,20,BIC,0.6975,1
11,None,All,2,0.2,20,BIC,0.6977,1
12,None,All,2,0.2,20,BIC,0.6814,1
13,None,All,2,0.2,20,BIC,0.6934,1
14,None,All,2,0.2,20,BIC,0.6791,1
15,None,All,2,0.2,20,BIC,0.6885,1
16,None,All,2,0.2,20,BIC,0.6863,1
17,None,All,2,0.2,20,BIC,0.6788,1
18,None,All,2,0.2,20,BIC,0.6922,1
19,None,All,2,0.2,20,BIC,0.6827,1
20,None,All,2,0.2,20,BIC,0.6826,1
21,None,All,2,0.2,20,BIC,0.6996,1
22,None,All,2,0.2,20,BIC,0.692,1
23,None,All,2,0.2,20,BIC,0.686,1
24,None,All,2,0.2,20,BIC,0.6757,1
25,None,All,2,0.2,20,BIC,0.6969,1
26,None,All,2,0.2,20,BIC,0.6711,1
27,None,All,2,0.2,20,BIC,0.6599,1
28,None,All,2,0.2,20,BIC,0.6809,1
29,None,All,2,0.2,20,BIC,0.6766,1
30,None,All,2,0.2,20,BIC,0.6632,1
31,None,All,2,0.2,20,BIC,0.7022,1
32,None,All,2,0.2,20,BIC,0.6921,1
33,None,All,2,0.2,20,BIC,0.7064,1
34,None,All,2,0.2,20,BIC,0.6877,1
35,None,All,2,0.2,20,BIC,0.4192,0
36,None,All,2,0.2,20,BIC,0.6816,1
37,None,All,2,0.2,20,BIC,0.6961,1
38,None,All,2,0.2,20,BIC,0.6943,1
39,None,All,2,0.2,20,BIC,0.6782,1
40,None,All,2,0.2,20,BIC,0.6982,1
41,None,All,2,0.2,20,BIC,0.696,1
42,None,All,2,0.2,20,BIC,0.6909,1
43,None,All,2,0.2,20,BIC,0.6936,1
44,None,All,2,0.2,20,BIC,0.7086,1
45,None,All,2,0.2,20,BIC,0.7061,1
46,None,All,2,0.2,20,BIC,0.6774,1
47,None,All,2,0.2,20,BIC,0.6755,1
48,None,All,2,0.2,20,BIC,0.6779,1
49,None,All,2,0.2,20,BIC,0.6963,1
50,None,All,2,0.2,20,BIC,0.6754,1
1,None,All,7,0.2,20,BIC,0.6592,1
2,None,All,7,0.2,20,BIC,0.4793,0
3,None,All,7,0.2,20,BIC,0.6828,1
4,None,All,7,0.2,20,BIC,0.6695,1
5,None,All,7,0.2,20,BIC,0.6685,1
6,None,All,7,0.2,20,BIC,0.6763,1
7,None,All,7,0.2,20,BIC,0.597,1
8,None,All,7,0.2,20,BIC,0.6646,1
9,None,All,7,0.2,20,BIC,0.6585,1
10,None,All,7,0.2,20,BIC,0.424,0
