replica,network,population,true_model,sigma,base_SS,modelcompare,TAT,TAT50
6,None,All,13,0.8,100,BIC,6e-4,0
7,None,All,13,0.8,100,BIC,9e-4,0
8,None,All,13,0.8,100,BIC,0.0022,0
9,None,All,13,0.8,100,BIC,0.0017,0
10,None,All,13,0.8,100,BIC,1e-4,0
11,None,All,13,0.8,100,BIC,0.0019,0
12,None,All,13,0.8,100,BIC,0.0011,0
13,None,All,13,0.8,100,BIC,0.0011,0
14,None,All,13,0.8,100,BIC,0.001,0
15,None,All,13,0.8,100,BIC,5e-4,0
16,None,All,13,0.8,100,BIC,0.0022,0
17,None,All,13,0.8,100,BIC,0.0029,0
18,None,All,13,0.8,100,BIC,0.0014,0
19,None,All,13,0.8,100,BIC,0.0011,0
20,None,All,13,0.8,100,BIC,0.0011,0
21,None,All,13,0.8,100,BIC,0.0016,0
22,None,All,13,0.8,100,BIC,9e-4,0
23,None,All,13,0.8,100,BIC,0.0015,0
24,None,All,13,0.8,100,BIC,9e-4,0
25,None,All,13,0.8,100,BIC,9e-4,0
26,None,All,13,0.8,100,BIC,0.0012,0
27,None,All,13,0.8,100,BIC,0.0014,0
28,None,All,13,0.8,100,BIC,0.0014,0
29,None,All,13,0.8,100,BIC,0.0024,0
30,None,All,13,0.8,100,BIC,0.0024,0
31,None,All,13,0.8,100,BIC,5e-4,0
32,None,All,13,0.8,100,BIC,0.001,0
33,None,All,13,0.8,100,BIC,0.003,0
34,None,All,13,0.8,100,BIC,0.0022,0
35,None,All,13,0.8,100,BIC,0.0014,0
36,None,All,13,0.8,100,BIC,0.001,0
37,None,All,13,0.8,100,BIC,0.0028,0
38,None,All,13,0.8,100,BIC,0.0019,0
39,None,All,13,0.8,100,BIC,0.001,0
40,None,All,13,0.8,100,BIC,7e-4,0
41,None,All,13,0.8,100,BIC,0.0018,0
42,None,All,13,0.8,100,BIC,0.0015,0
43,None,All,13,0.8,100,BIC,9e-4,0
44,None,All,13,0.8,100,BIC,8e-4,0
45,None,All,13,0.8,100,BIC,8e-4,0
46,None,All,13,0.8,100,BIC,0.0024,0
47,None,All,13,0.8,100,BIC,6e-4,0
48,None,All,13,0.8,100,BIC,0.0013,0
49,None,All,13,0.8,100,BIC,0.0017,0
50,None,All,13,0.8,100,BIC,0.0012,0
1,None,All,2,0.8,100,BIC,0.1312,0
2,None,All,2,0.8,100,BIC,0.14,0
3,None,All,2,0.8,100,BIC,0.1805,0
4,None,All,2,0.8,100,BIC,0.3895,0
5,None,All,2,0.8,100,BIC,0.5301,1
6,None,All,2,0.8,100,BIC,0.2566,0
7,None,All,2,0.8,100,BIC,0.3867,0
8,None,All,2,0.8,100,BIC,0.5402,1
9,None,All,2,0.8,100,BIC,0.6111,1
10,None,All,2,0.8,100,BIC,0.0944,0
11,None,All,2,0.8,100,BIC,0.2376,0
12,None,All,2,0.8,100,BIC,0.1661,0
13,None,All,2,0.8,100,BIC,0.5512,1
14,None,All,2,0.8,100,BIC,0.3946,0
15,None,All,2,0.8,100,BIC,0.3506,0
16,None,All,2,0.8,100,BIC,0.4851,0
17,None,All,2,0.8,100,BIC,0.503,1
18,None,All,2,0.8,100,BIC,0.5459,1
19,None,All,2,0.8,100,BIC,0.0551,0
20,None,All,2,0.8,100,BIC,0.4387,0
21,None,All,2,0.8,100,BIC,0.5738,1
22,None,All,2,0.8,100,BIC,0.5261,1
23,None,All,2,0.8,100,BIC,0.3142,0
24,None,All,2,0.8,100,BIC,0.5269,1
25,None,All,2,0.8,100,BIC,0.4515,0
26,None,All,2,0.8,100,BIC,0.5267,1
27,None,All,2,0.8,100,BIC,0.4521,0
28,None,All,2,0.8,100,BIC,0.1089,0
29,None,All,2,0.8,100,BIC,0.3224,0
30,None,All,2,0.8,100,BIC,0.0592,0
31,None,All,2,0.8,100,BIC,0.0535,0
32,None,All,2,0.8,100,BIC,0.3698,0
33,None,All,2,0.8,100,BIC,0.495,0
34,None,All,2,0.8,100,BIC,0.5402,1
35,None,All,2,0.8,100,BIC,0.4411,0
36,None,All,2,0.8,100,BIC,0.3109,0
37,None,All,2,0.8,100,BIC,0.408,0
38,None,All,2,0.8,100,BIC,0.1385,0
39,None,All,2,0.8,100,BIC,0.499,0
40,None,All,2,0.8,100,BIC,0.1701,0
41,None,All,2,0.8,100,BIC,0.4629,0
42,None,All,2,0.8,100,BIC,0.2427,0
43,None,All,2,0.8,100,BIC,0.3616,0
44,None,All,2,0.8,100,BIC,0.4886,0
45,None,All,2,0.8,100,BIC,0.138,0
46,None,All,2,0.8,100,BIC,0.099,0
47,None,All,2,0.8,100,BIC,0.0942,0
48,None,All,2,0.8,100,BIC,0.3524,0
49,None,All,2,0.8,100,BIC,0.6392,1
50,None,All,2,0.8,100,BIC,0.4299,0
1,None,All,7,0.8,100,BIC,0.0037,0
2,None,All,7,0.8,100,BIC,0.0022,0
3,None,All,7,0.8,100,BIC,0.0136,0
4,None,All,7,0.8,100,BIC,0.0082,0
5,None,All,7,0.8,100,BIC,0.011,0
6,None,All,7,0.8,100,BIC,0.01,0
7,None,All,7,0.8,100,BIC,0.0105,0
8,None,All,7,0.8,100,BIC,0.0222,0
9,None,All,7,0.8,100,BIC,0.0153,0
10,None,All,7,0.8,100,BIC,0.0064,0
11,None,All,7,0.8,100,BIC,0.0277,0
12,None,All,7,0.8,100,BIC,0.0073,0
13,None,All,7,0.8,100,BIC,0.0124,0
14,None,All,7,0.8,100,BIC,0.0148,0
15,None,All,7,0.8,100,BIC,0.0062,0
16,None,All,7,0.8,100,BIC,0.0155,0
17,None,All,7,0.8,100,BIC,0.0254,0
18,None,All,7,0.8,100,BIC,0.0218,0
19,None,All,7,0.8,100,BIC,0.0157,0
20,None,All,7,0.8,100,BIC,0.0094,0
21,None,All,7,0.8,100,BIC,0.0113,0
22,None,All,7,0.8,100,BIC,0.007,0
23,None,All,7,0.8,100,BIC,0.0106,0
24,None,All,7,0.8,100,BIC,0.0089,0
25,None,All,7,0.8,100,BIC,0.0132,0
26,None,All,7,0.8,100,BIC,0.0111,0
27,None,All,7,0.8,100,BIC,0.0117,0
28,None,All,7,0.8,100,BIC,0.0024,0
29,None,All,7,0.8,100,BIC,0.0106,0
30,None,All,7,0.8,100,BIC,0.0143,0
31,None,All,7,0.8,100,BIC,0.0094,0
32,None,All,7,0.8,100,BIC,0.0084,0
33,None,All,7,0.8,100,BIC,0.0151,0
34,None,All,7,0.8,100,BIC,0.0222,0
35,None,All,7,0.8,100,BIC,0.0077,0
36,None,All,7,0.8,100,BIC,0.0062,0
37,None,All,7,0.8,100,BIC,0.0129,0
38,None,All,7,0.8,100,BIC,0.0096,0
39,None,All,7,0.8,100,BIC,0.0063,0
40,None,All,7,0.8,100,BIC,0.0034,0
41,None,All,7,0.8,100,BIC,0.0189,0
42,None,All,7,0.8,100,BIC,0.0053,0
43,None,All,7,0.8,100,BIC,0.0058,0
44,None,All,7,0.8,100,BIC,0.0094,0
45,None,All,7,0.8,100,BIC,0.0146,0
46,None,All,7,0.8,100,BIC,0.0071,0
47,None,All,7,0.8,100,BIC,0.001,0
48,None,All,7,0.8,100,BIC,0.0046,0
49,None,All,7,0.8,100,BIC,0.0121,0
50,None,All,7,0.8,100,BIC,0.0055,0
1,None,All,13,0.8,20,BIC,0.005,0
2,None,All,13,0.8,20,BIC,0.0051,0
3,None,All,13,0.8,20,BIC,0.0064,0
4,None,All,13,0.8,20,BIC,0.0054,0
5,None,All,13,0.8,20,BIC,0.0064,0
6,None,All,13,0.8,20,BIC,0.0049,0
7,None,All,13,0.8,20,BIC,0.0038,0
8,None,All,13,0.8,20,BIC,0.0056,0
9,None,All,13,0.8,20,BIC,0.0055,0
10,None,All,13,0.8,20,BIC,0.0051,0
11,None,All,13,0.8,20,BIC,0.0041,0
12,None,All,13,0.8,20,BIC,0.0032,0
13,None,All,13,0.8,20,BIC,0.0064,0
14,None,All,13,0.8,20,BIC,0.0062,0
15,None,All,13,0.8,20,BIC,0.0055,0
16,None,All,13,0.8,20,BIC,0.0048,0
17,None,All,13,0.8,20,BIC,0.0046,0
18,None,All,13,0.8,20,BIC,0.0073,0
19,None,All,13,0.8,20,BIC,0.0048,0
20,None,All,13,0.8,20,BIC,0.0049,0
21,None,All,13,0.8,20,BIC,0.0033,0
22,None,All,13,0.8,20,BIC,0.0072,0
23,None,All,13,0.8,20,BIC,0.0046,0
24,None,All,13,0.8,20,BIC,0.0064,0
25,None,All,13,0.8,20,BIC,0.006,0
26,None,All,13,0.8,20,BIC,0.007,0
27,None,All,13,0.8,20,BIC,0.0058,0
28,None,All,13,0.8,20,BIC,0.0043,0
29,None,All,13,0.8,20,BIC,0.0045,0
30,None,All,13,0.8,20,BIC,0.0079,0
31,None,All,13,0.8,20,BIC,0.0044,0
32,None,All,13,0.8,20,BIC,0.0046,0
33,None,All,13,0.8,20,BIC,0.0045,0
34,None,All,13,0.8,20,BIC,0.0056,0
35,None,All,13,0.8,20,BIC,0.004,0
36,None,All,13,0.8,20,BIC,0.005,0
37,None,All,13,0.8,20,BIC,0.0058,0
38,None,All,13,0.8,20,BIC,0.0061,0
39,None,All,13,0.8,20,BIC,0.0024,0
40,None,All,13,0.8,20,BIC,0.0059,0
41,None,All,13,0.8,20,BIC,0.0053,0
42,None,All,13,0.8,20,BIC,0.0032,0
43,None,All,13,0.8,20,BIC,0.004,0
44,None,All,13,0.8,20,BIC,0.0067,0
45,None,All,13,0.8,20,BIC,0.0046,0
46,None,All,13,0.8,20,BIC,0.0059,0
47,None,All,13,0.8,20,BIC,0.0052,0
48,None,All,13,0.8,20,BIC,0.0058,0
49,None,All,13,0.8,20,BIC,0.0041,0
50,None,All,13,0.8,20,BIC,0.0041,0
1,None,All,2,0.8,20,BIC,0.2309,0
2,None,All,2,0.8,20,BIC,0.234,0
3,None,All,2,0.8,20,BIC,0.2003,0
4,None,All,2,0.8,20,BIC,0.1493,0
5,None,All,2,0.8,20,BIC,0.1664,0
6,None,All,2,0.8,20,BIC,0.1336,0
7,None,All,2,0.8,20,BIC,0.2517,0
8,None,All,2,0.8,20,BIC,0.1833,0
9,None,All,2,0.8,20,BIC,0.1328,0
10,None,All,2,0.8,20,BIC,0.2188,0
11,None,All,2,0.8,20,BIC,0.2376,0
12,None,All,2,0.8,20,BIC,0.1508,0
13,None,All,2,0.8,20,BIC,0.1958,0
14,None,All,2,0.8,20,BIC,0.1554,0
15,None,All,2,0.8,20,BIC,0.2492,0
16,None,All,2,0.8,20,BIC,0.1395,0
17,None,All,2,0.8,20,BIC,0.1358,0
18,None,All,2,0.8,20,BIC,0.2456,0
19,None,All,2,0.8,20,BIC,0.1992,0
20,None,All,2,0.8,20,BIC,0.232,0
21,None,All,2,0.8,20,BIC,0.2231,0
22,None,All,2,0.8,20,BIC,0.2223,0
23,None,All,2,0.8,20,BIC,0.2252,0
24,None,All,2,0.8,20,BIC,0.1977,0
25,None,All,2,0.8,20,BIC,0.2542,0
26,None,All,2,0.8,20,BIC,0.2293,0
27,None,All,2,0.8,20,BIC,0.1897,0
28,None,All,2,0.8,20,BIC,0.1475,0
29,None,All,2,0.8,20,BIC,0.1718,0
30,None,All,2,0.8,20,BIC,0.1858,0
31,None,All,2,0.8,20,BIC,0.2336,0
32,None,All,2,0.8,20,BIC,0.1877,0
33,None,All,2,0.8,20,BIC,0.2158,0
34,None,All,2,0.8,20,BIC,0.1833,0
35,None,All,2,0.8,20,BIC,0.1199,0
36,None,All,2,0.8,20,BIC,0.1816,0
37,None,All,2,0.8,20,BIC,0.1927,0
38,None,All,2,0.8,20,BIC,0.1262,0
39,None,All,2,0.8,20,BIC,0.1635,0
40,None,All,2,0.8,20,BIC,0.2362,0
41,None,All,2,0.8,20,BIC,0.1994,0
42,None,All,2,0.8,20,BIC,0.2138,0
43,None,All,2,0.8,20,BIC,0.1811,0
44,None,All,2,0.8,20,BIC,0.2077,0
45,None,All,2,0.8,20,BIC,0.1524,0
46,None,All,2,0.8,20,BIC,0.2275,0
47,None,All,2,0.8,20,BIC,0.1995,0
48,None,All,2,0.8,20,BIC,0.2587,0
49,None,All,2,0.8,20,BIC,0.1415,0
50,None,All,2,0.8,20,BIC,0.2194,0
1,None,All,7,0.8,20,BIC,0.0112,0
2,None,All,7,0.8,20,BIC,0.0142,0
3,None,All,7,0.8,20,BIC,0.0124,0
4,None,All,7,0.8,20,BIC,0.0126,0
5,None,All,7,0.8,20,BIC,0.0158,0
6,None,All,7,0.8,20,BIC,0.0171,0
7,None,All,7,0.8,20,BIC,0.0136,0
8,None,All,7,0.8,20,BIC,0.0138,0
9,None,All,7,0.8,20,BIC,0.0154,0
10,None,All,7,0.8,20,BIC,0.0183,0
11,None,All,7,0.8,20,BIC,0.016,0
12,None,All,7,0.8,20,BIC,0.01,0
13,None,All,7,0.8,20,BIC,0.0178,0
14,None,All,7,0.8,20,BIC,0.0169,0
15,None,All,7,0.8,20,BIC,0.0175,0
16,None,All,7,0.8,20,BIC,0.011,0
17,None,All,7,0.8,20,BIC,0.0102,0
18,None,All,7,0.8,20,BIC,0.0126,0
19,None,All,7,0.8,20,BIC,0.0188,0
20,None,All,7,0.8,20,BIC,0.0156,0
21,None,All,7,0.8,20,BIC,0.0151,0
22,None,All,7,0.8,20,BIC,0.0177,0
23,None,All,7,0.8,20,BIC,0.0148,0
24,None,All,7,0.8,20,BIC,0.014,0
25,None,All,7,0.8,20,BIC,0.0195,0
26,None,All,7,0.8,20,BIC,0.0172,0
27,None,All,7,0.8,20,BIC,0.0133,0
28,None,All,7,0.8,20,BIC,0.012,0
29,None,All,7,0.8,20,BIC,0.013,0
30,None,All,7,0.8,20,BIC,0.0144,0
31,None,All,7,0.8,20,BIC,0.0082,0
32,None,All,7,0.8,20,BIC,0.0214,0
33,None,All,7,0.8,20,BIC,0.0121,0
34,None,All,7,0.8,20,BIC,0.0138,0
35,None,All,7,0.8,20,BIC,0.007,0
36,None,All,7,0.8,20,BIC,0.0181,0
37,None,All,7,0.8,20,BIC,0.0191,0
38,None,All,7,0.8,20,BIC,0.0151,0
39,None,All,7,0.8,20,BIC,0.0115,0
40,None,All,7,0.8,20,BIC,0.0154,0
41,None,All,7,0.8,20,BIC,0.016,0
42,None,All,7,0.8,20,BIC,0.0171,0
43,None,All,7,0.8,20,BIC,0.0144,0
44,None,All,7,0.8,20,BIC,0.0139,0
45,None,All,7,0.8,20,BIC,0.0143,0
46,None,All,7,0.8,20,BIC,0.0205,0
47,None,All,7,0.8,20,BIC,0.0178,0
48,None,All,7,0.8,20,BIC,0.0112,0
49,None,All,7,0.8,20,BIC,0.0125,0
50,None,All,7,0.8,20,BIC,0.02,0
1,None,Bo,13,0.2,100,AIC,0.9192,1
2,None,Bo,13,0.2,100,AIC,0.9467,1
3,None,Bo,13,0.2,100,AIC,0.8916,1
4,None,Bo,13,0.2,100,AIC,0.5403,1
5,None,Bo,13,0.2,100,AIC,0.6483,1
6,None,Bo,13,0.2,100,AIC,0.9463,1
7,None,Bo,13,0.2,100,AIC,0.9146,1
8,None,Bo,13,0.2,100,AIC,0.9483,1
9,None,Bo,13,0.2,100,AIC,0.946,1
10,None,Bo,13,0.2,100,AIC,0.9563,1
11,None,Bo,13,0.2,100,AIC,0.9209,1
12,None,Bo,13,0.2,100,AIC,0.9479,1
13,None,Bo,13,0.2,100,AIC,0.9494,1
14,None,Bo,13,0.2,100,AIC,0.8533,1
15,None,Bo,13,0.2,100,AIC,0.9091,1
16,None,Bo,13,0.2,100,AIC,0.9453,1
17,None,Bo,13,0.2,100,AIC,0.9485,1
18,None,Bo,13,0.2,100,AIC,0.9489,1
19,None,Bo,13,0.2,100,AIC,0.9538,1
20,None,Bo,13,0.2,100,AIC,0.9502,1
21,None,Bo,13,0.2,100,AIC,0.9445,1
22,None,Bo,13,0.2,100,AIC,0.9416,1
23,None,Bo,13,0.2,100,AIC,0.9506,1
24,None,Bo,13,0.2,100,AIC,0.952,1
25,None,Bo,13,0.2,100,AIC,0.9447,1
26,None,Bo,13,0.2,100,AIC,0.9491,1
27,None,Bo,13,0.2,100,AIC,0.9513,1
28,None,Bo,13,0.2,100,AIC,0.9026,1
29,None,Bo,13,0.2,100,AIC,0.9471,1
30,None,Bo,13,0.2,100,AIC,0.9463,1
31,None,Bo,13,0.2,100,AIC,0.9495,1
32,None,Bo,13,0.2,100,AIC,0.9192,1
33,None,Bo,13,0.2,100,AIC,0.8159,1
34,None,Bo,13,0.2,100,AIC,0.9483,1
35,None,Bo,13,0.2,100,AIC,0.9508,1
36,None,Bo,13,0.2,100,AIC,0.95,1
37,None,Bo,13,0.2,100,AIC,0.9493,1
38,None,Bo,13,0.2,100,AIC,0.9454,1
39,None,Bo,13,0.2,100,AIC,0.9474,1
40,None,Bo,13,0.2,100,AIC,0.9266,1
41,None,Bo,13,0.2,100,AIC,0.9443,1
42,None,Bo,13,0.2,100,AIC,0.9482,1
43,None,Bo,13,0.2,100,AIC,0.9338,1
44,None,Bo,13,0.2,100,AIC,0.9476,1
45,None,Bo,13,0.2,100,AIC,0.9475,1
46,None,Bo,13,0.2,100,AIC,0.9468,1
47,None,Bo,13,0.2,100,AIC,0.9316,1
48,None,Bo,13,0.2,100,AIC,0.952,1
49,None,Bo,13,0.2,100,AIC,0.9156,1
50,None,Bo,13,0.2,100,AIC,0.2799,0
1,None,Bo,2,0.2,100,AIC,0.6614,1
2,None,Bo,2,0.2,100,AIC,0.4279,0
3,None,Bo,2,0.2,100,AIC,0.4734,0
4,None,Bo,2,0.2,100,AIC,0.5771,1
5,None,Bo,2,0.2,100,AIC,0.6647,1
6,None,Bo,2,0.2,100,AIC,0.6145,1
7,None,Bo,2,0.2,100,AIC,0.5677,1
8,None,Bo,2,0.2,100,AIC,0.5332,1
9,None,Bo,2,0.2,100,AIC,0.4317,0
10,None,Bo,2,0.2,100,AIC,0.4736,0
11,None,Bo,2,0.2,100,AIC,0.5808,1
12,None,Bo,2,0.2,100,AIC,0.5133,1
13,None,Bo,2,0.2,100,AIC,0.6956,1
14,None,Bo,2,0.2,100,AIC,0.518,1
15,None,Bo,2,0.2,100,AIC,0.718,1
16,None,Bo,2,0.2,100,AIC,0.5266,1
17,None,Bo,2,0.2,100,AIC,0.7419,1
18,None,Bo,2,0.2,100,AIC,0.7071,1
19,None,Bo,2,0.2,100,AIC,0.6092,1
20,None,Bo,2,0.2,100,AIC,0.5317,1
21,None,Bo,2,0.2,100,AIC,0.667,1
22,None,Bo,2,0.2,100,AIC,0.5379,1
23,None,Bo,2,0.2,100,AIC,0.6245,1
24,None,Bo,2,0.2,100,AIC,0.7693,1
25,None,Bo,2,0.2,100,AIC,0.4963,0
26,None,Bo,2,0.2,100,AIC,0.6095,1
27,None,Bo,2,0.2,100,AIC,0.5702,1
28,None,Bo,2,0.2,100,AIC,0.4646,0
29,None,Bo,2,0.2,100,AIC,0.5323,1
30,None,Bo,2,0.2,100,AIC,0.6229,1
31,None,Bo,2,0.2,100,AIC,0.6068,1
32,None,Bo,2,0.2,100,AIC,0.8093,1
33,None,Bo,2,0.2,100,AIC,0.606,1
34,None,Bo,2,0.2,100,AIC,0.5332,1
35,None,Bo,2,0.2,100,AIC,0.6224,1
36,None,Bo,2,0.2,100,AIC,0.455,0
37,None,Bo,2,0.2,100,AIC,0.6479,1
38,None,Bo,2,0.2,100,AIC,0.4844,0
39,None,Bo,2,0.2,100,AIC,0.6381,1
40,None,Bo,2,0.2,100,AIC,0.5392,1
41,None,Bo,2,0.2,100,AIC,0.6615,1
42,None,Bo,2,0.2,100,AIC,0.6714,1
43,None,Bo,2,0.2,100,AIC,0.5647,1
44,None,Bo,2,0.2,100,AIC,0.5402,1
45,None,Bo,2,0.2,100,AIC,0.5132,1
46,None,Bo,2,0.2,100,AIC,0.8016,1
47,None,Bo,2,0.2,100,AIC,0.6283,1
48,None,Bo,2,0.2,100,AIC,0.6858,1
49,None,Bo,2,0.2,100,AIC,0.5666,1
50,None,Bo,2,0.2,100,AIC,0.7096,1
1,None,Bo,7,0.2,100,AIC,0.6444,1
2,None,Bo,7,0.2,100,AIC,0.6632,1
3,None,Bo,7,0.2,100,AIC,0.6836,1
4,None,Bo,7,0.2,100,AIC,0.4319,0
5,None,Bo,7,0.2,100,AIC,0.6602,1
6,None,Bo,7,0.2,100,AIC,0.644,1
7,None,Bo,7,0.2,100,AIC,0.7135,1
8,None,Bo,7,0.2,100,AIC,0.6767,1
9,None,Bo,7,0.2,100,AIC,0.6795,1
10,None,Bo,7,0.2,100,AIC,0.6605,1
11,None,Bo,7,0.2,100,AIC,0.6726,1
12,None,Bo,7,0.2,100,AIC,0.6681,1
13,None,Bo,7,0.2,100,AIC,0.687,1
14,None,Bo,7,0.2,100,AIC,0.6799,1
15,None,Bo,7,0.2,100,AIC,0.6935,1
16,None,Bo,7,0.2,100,AIC,0.6887,1
17,None,Bo,7,0.2,100,AIC,0.6842,1
18,None,Bo,7,0.2,100,AIC,0.6771,1
19,None,Bo,7,0.2,100,AIC,0.6864,1
20,None,Bo,7,0.2,100,AIC,0.6689,1
21,None,Bo,7,0.2,100,AIC,0.6834,1
22,None,Bo,7,0.2,100,AIC,0.6515,1
23,None,Bo,7,0.2,100,AIC,0.6862,1
24,None,Bo,7,0.2,100,AIC,0.5583,1
25,None,Bo,7,0.2,100,AIC,0.6822,1
26,None,Bo,7,0.2,100,AIC,0.6653,1
27,None,Bo,7,0.2,100,AIC,0.6795,1
28,None,Bo,7,0.2,100,AIC,0.6867,1
29,None,Bo,7,0.2,100,AIC,0.6404,1
30,None,Bo,7,0.2,100,AIC,0.6696,1
31,None,Bo,7,0.2,100,AIC,0.6834,1
32,None,Bo,7,0.2,100,AIC,0.6757,1
33,None,Bo,7,0.2,100,AIC,0.6231,1
34,None,Bo,7,0.2,100,AIC,0.6767,1
35,None,Bo,7,0.2,100,AIC,0.6883,1
36,None,Bo,7,0.2,100,AIC,0.311,0
37,None,Bo,7,0.2,100,AIC,0.6669,1
38,None,Bo,7,0.2,100,AIC,0.6716,1
39,None,Bo,7,0.2,100,AIC,0.637,1
40,None,Bo,7,0.2,100,AIC,0.6996,1
41,None,Bo,7,0.2,100,AIC,0.6935,1
42,None,Bo,7,0.2,100,AIC,0.6954,1
43,None,Bo,7,0.2,100,AIC,0.5962,1
44,None,Bo,7,0.2,100,AIC,0.6863,1
45,None,Bo,7,0.2,100,AIC,0.6664,1
46,None,Bo,7,0.2,100,AIC,0.6566,1
47,None,Bo,7,0.2,100,AIC,0.6934,1
48,None,Bo,7,0.2,100,AIC,0.6907,1
49,None,Bo,7,0.2,100,AIC,0.6839,1
50,None,Bo,7,0.2,100,AIC,0.1642,0
1,None,Bo,13,0.2,20,AIC,0.9101,1
2,None,Bo,13,0.2,20,AIC,0.609,1
3,None,Bo,13,0.2,20,AIC,0.907,1
4,None,Bo,13,0.2,20,AIC,0.8112,1
5,None,Bo,13,0.2,20,AIC,0.7514,1
6,None,Bo,13,0.2,20,AIC,0.8796,1
7,None,Bo,13,0.2,20,AIC,0.861,1
8,None,Bo,13,0.2,20,AIC,0.6651,1
9,None,Bo,13,0.2,20,AIC,0.9107,1
10,None,Bo,13,0.2,20,AIC,0.5054,1
11,None,Bo,13,0.2,20,AIC,0.4739,0
12,None,Bo,13,0.2,20,AIC,0.2933,0
13,None,Bo,13,0.2,20,AIC,0.7367,1
14,None,Bo,13,0.2,20,AIC,0.85,1
15,None,Bo,13,0.2,20,AIC,0.9135,1
16,None,Bo,13,0.2,20,AIC,0.8115,1
17,None,Bo,13,0.2,20,AIC,0.5974,1
18,None,Bo,13,0.2,20,AIC,0.5282,1
19,None,Bo,13,0.2,20,AIC,0.8448,1
20,None,Bo,13,0.2,20,AIC,0.9056,1
21,None,Bo,13,0.2,20,AIC,0.8153,1
22,None,Bo,13,0.2,20,AIC,0.6747,1
23,None,Bo,13,0.2,20,AIC,0.9101,1
24,None,Bo,13,0.2,20,AIC,0.9076,1
25,None,Bo,13,0.2,20,AIC,0.6108,1
26,None,Bo,13,0.2,20,AIC,0.9158,1
27,None,Bo,13,0.2,20,AIC,0.9009,1
28,None,Bo,13,0.2,20,AIC,0.8748,1
29,None,Bo,13,0.2,20,AIC,0.9103,1
30,None,Bo,13,0.2,20,AIC,0.8823,1
31,None,Bo,13,0.2,20,AIC,0.8589,1
32,None,Bo,13,0.2,20,AIC,0.8349,1
33,None,Bo,13,0.2,20,AIC,0.8633,1
34,None,Bo,13,0.2,20,AIC,0.6651,1
35,None,Bo,13,0.2,20,AIC,0.6476,1
36,None,Bo,13,0.2,20,AIC,0.9026,1
37,None,Bo,13,0.2,20,AIC,0.4591,0
38,None,Bo,13,0.2,20,AIC,0.8657,1
39,None,Bo,13,0.2,20,AIC,0.3764,0
40,None,Bo,13,0.2,20,AIC,0.8105,1
41,None,Bo,13,0.2,20,AIC,0.8248,1
42,None,Bo,13,0.2,20,AIC,0.6924,1
43,None,Bo,13,0.2,20,AIC,0.8927,1
44,None,Bo,13,0.2,20,AIC,0.9098,1
45,None,Bo,13,0.2,20,AIC,0.8583,1
46,None,Bo,13,0.2,20,AIC,0.8837,1
47,None,Bo,13,0.2,20,AIC,0.8043,1
48,None,Bo,13,0.2,20,AIC,0.8269,1
49,None,Bo,13,0.2,20,AIC,0.868,1
50,None,Bo,13,0.2,20,AIC,0.8409,1
1,None,Bo,2,0.2,20,AIC,0.5873,1
2,None,Bo,2,0.2,20,AIC,0.519,1
3,None,Bo,2,0.2,20,AIC,0.3521,0
4,None,Bo,2,0.2,20,AIC,0.4658,0
5,None,Bo,2,0.2,20,AIC,0.2685,0
6,None,Bo,2,0.2,20,AIC,0.4377,0
7,None,Bo,2,0.2,20,AIC,0.5033,1
8,None,Bo,2,0.2,20,AIC,0.3115,0
9,None,Bo,2,0.2,20,AIC,0.4931,0
10,None,Bo,2,0.2,20,AIC,0.4517,0
11,None,Bo,2,0.2,20,AIC,0.6176,1
12,None,Bo,2,0.2,20,AIC,0.5343,1
13,None,Bo,2,0.2,20,AIC,0.4672,0
14,None,Bo,2,0.2,20,AIC,0.428,0
15,None,Bo,2,0.2,20,AIC,0.7488,1
16,None,Bo,2,0.2,20,AIC,0.4654,0
17,None,Bo,2,0.2,20,AIC,0.5825,1
18,None,Bo,2,0.2,20,AIC,0.5109,1
19,None,Bo,2,0.2,20,AIC,0.5381,1
20,None,Bo,2,0.2,20,AIC,0.5655,1
21,None,Bo,2,0.2,20,AIC,0.5902,1
22,None,Bo,2,0.2,20,AIC,0.6231,1
23,None,Bo,2,0.2,20,AIC,0.5296,1
24,None,Bo,2,0.2,20,AIC,0.5843,1
25,None,Bo,2,0.2,20,AIC,0.355,0
26,None,Bo,2,0.2,20,AIC,0.6833,1
27,None,Bo,2,0.2,20,AIC,0.5498,1
28,None,Bo,2,0.2,20,AIC,0.2841,0
29,None,Bo,2,0.2,20,AIC,0.648,1
30,None,Bo,2,0.2,20,AIC,0.5152,1
31,None,Bo,2,0.2,20,AIC,0.4328,0
32,None,Bo,2,0.2,20,AIC,0.3312,0
33,None,Bo,2,0.2,20,AIC,0.3887,0
34,None,Bo,2,0.2,20,AIC,0.3115,0
35,None,Bo,2,0.2,20,AIC,0.5843,1
36,None,Bo,2,0.2,20,AIC,0.3989,0
37,None,Bo,2,0.2,20,AIC,0.5928,1
38,None,Bo,2,0.2,20,AIC,0.489,0
39,None,Bo,2,0.2,20,AIC,0.3679,0
40,None,Bo,2,0.2,20,AIC,0.3651,0
41,None,Bo,2,0.2,20,AIC,0.5168,1
42,None,Bo,2,0.2,20,AIC,0.4526,0
43,None,Bo,2,0.2,20,AIC,0.5465,1
44,None,Bo,2,0.2,20,AIC,0.417,0
45,None,Bo,2,0.2,20,AIC,0.3835,0
46,None,Bo,2,0.2,20,AIC,0.534,1
