replica,network,population,sigma,true_model,modelcompare,base_SS,agent_away,agent_total,stickiness_overall
36,None,All,0.8,13,AIC,20,128,197,0.35025380710659904
37,None,All,0.8,13,AIC,20,104,182,0.4285714285714286
38,None,All,0.8,13,AIC,20,117,196,0.40306122448979587
39,None,All,0.8,13,AIC,20,113,175,0.3542857142857143
40,None,All,0.8,13,AIC,20,135,211,0.3601895734597157
41,None,All,0.8,13,AIC,20,109,188,0.42021276595744683
42,None,All,0.8,13,AIC,20,111,153,0.27450980392156865
43,None,All,0.8,13,AIC,20,119,164,0.27439024390243905
44,None,All,0.8,13,AIC,20,130,192,0.32291666666666663
45,None,All,0.8,13,AIC,20,102,163,0.3742331288343558
46,None,All,0.8,13,AIC,20,129,183,0.29508196721311475
47,None,All,0.8,13,AIC,20,121,179,0.3240223463687151
48,None,All,0.8,13,AIC,20,117,184,0.36413043478260865
49,None,All,0.8,13,AIC,20,102,156,0.34615384615384615
50,None,All,0.8,13,AIC,20,133,223,0.4035874439461884
1,None,All,0.8,2,AIC,20,728,2330,0.6875536480686695
2,None,All,0.8,2,AIC,20,676,2093,0.6770186335403727
3,None,All,0.8,2,AIC,20,707,2322,0.6955211024978467
4,None,All,0.8,2,AIC,20,613,1883,0.6744556558682953
5,None,All,0.8,2,AIC,20,576,1949,0.7044638276038995
6,None,All,0.8,2,AIC,20,587,1865,0.6852546916890081
7,None,All,0.8,2,AIC,20,738,2575,0.7133980582524272
8,None,All,0.8,2,AIC,20,667,2143,0.6887540830611293
9,None,All,0.8,2,AIC,20,576,1765,0.6736543909348442
10,None,All,0.8,2,AIC,20,642,2137,0.699578848853533
11,None,All,0.8,2,AIC,20,753,2369,0.6821443647108485
12,None,All,0.8,2,AIC,20,532,1820,0.7076923076923076
13,None,All,0.8,2,AIC,20,641,2067,0.6898887276245766
14,None,All,0.8,2,AIC,20,609,1826,0.6664841182913472
15,None,All,0.8,2,AIC,20,732,2585,0.7168278529980658
16,None,All,0.8,2,AIC,20,515,1568,0.6715561224489797
17,None,All,0.8,2,AIC,20,547,1647,0.6678809957498482
18,None,All,0.8,2,AIC,20,714,2452,0.7088091353996737
19,None,All,0.8,2,AIC,20,630,2078,0.6968238691049086
20,None,All,0.8,2,AIC,20,716,2543,0.7184427841132521
21,None,All,0.8,2,AIC,20,640,2245,0.7149220489977728
22,None,All,0.8,2,AIC,20,713,2294,0.6891891891891893
23,None,All,0.8,2,AIC,20,685,2365,0.7103594080338267
24,None,All,0.8,2,AIC,20,654,2083,0.686029764762362
25,None,All,0.8,2,AIC,20,704,2420,0.7090909090909091
26,None,All,0.8,2,AIC,20,651,2252,0.7109236234458259
27,None,All,0.8,2,AIC,20,655,2124,0.6916195856873824
28,None,All,0.8,2,AIC,20,600,1917,0.6870109546165883
29,None,All,0.8,2,AIC,20,635,1992,0.6812248995983936
30,None,All,0.8,2,AIC,20,598,1843,0.6755290287574607
31,None,All,0.8,2,AIC,20,695,2443,0.7155137126483831
32,None,All,0.8,2,AIC,20,676,2179,0.6897659476824232
33,None,All,0.8,2,AIC,20,661,2198,0.6992720655141038
34,None,All,0.8,2,AIC,20,667,2143,0.6887540830611293
35,None,All,0.8,2,AIC,20,559,1622,0.6553637484586929
36,None,All,0.8,2,AIC,20,605,1895,0.6807387862796834
37,None,All,0.8,2,AIC,20,627,2000,0.6865
38,None,All,0.8,2,AIC,20,571,1771,0.6775832862789384
39,None,All,0.8,2,AIC,20,603,1947,0.6902927580893683
40,None,All,0.8,2,AIC,20,726,2628,0.7237442922374429
41,None,All,0.8,2,AIC,20,685,2268,0.6979717813051146
42,None,All,0.8,2,AIC,20,657,2014,0.6737835153922542
43,None,All,0.8,2,AIC,20,633,2103,0.6990014265335236
44,None,All,0.8,2,AIC,20,707,2240,0.684375
45,None,All,0.8,2,AIC,20,563,1738,0.6760644418872267
46,None,All,0.8,2,AIC,20,732,2404,0.6955074875207987
47,None,All,0.8,2,AIC,20,654,2009,0.6744649079143853
48,None,All,0.8,2,AIC,20,727,2490,0.7080321285140563
49,None,All,0.8,2,AIC,20,540,1725,0.6869565217391305
50,None,All,0.8,2,AIC,20,678,2153,0.6850905712958663
1,None,All,0.8,7,AIC,20,155,319,0.5141065830721003
2,None,All,0.8,7,AIC,20,179,335,0.4656716417910448
3,None,All,0.8,7,AIC,20,177,324,0.4537037037037037
4,None,All,0.8,7,AIC,20,174,302,0.42384105960264906
5,None,All,0.8,7,AIC,20,179,327,0.4525993883792049
6,None,All,0.8,7,AIC,20,210,420,0.5
7,None,All,0.8,7,AIC,20,192,366,0.47540983606557374
8,None,All,0.8,7,AIC,20,189,360,0.475
9,None,All,0.8,7,AIC,20,180,330,0.4545454545454546
10,None,All,0.8,7,AIC,20,202,392,0.48469387755102045
11,None,All,0.8,7,AIC,20,183,340,0.46176470588235297
12,None,All,0.8,7,AIC,20,157,277,0.43321299638989175
13,None,All,0.8,7,AIC,20,129,229,0.4366812227074236
14,None,All,0.8,7,AIC,20,206,388,0.4690721649484536
15,None,All,0.8,7,AIC,20,204,388,0.4742268041237113
16,None,All,0.8,7,AIC,20,172,307,0.43973941368078173
17,None,All,0.8,7,AIC,20,134,240,0.44166666666666665
18,None,All,0.8,7,AIC,20,175,353,0.5042492917847026
19,None,All,0.8,7,AIC,20,187,345,0.45797101449275357
20,None,All,0.8,7,AIC,20,197,388,0.49226804123711343
21,None,All,0.8,7,AIC,20,177,292,0.3938356164383562
22,None,All,0.8,7,AIC,20,174,334,0.47904191616766467
23,None,All,0.8,7,AIC,20,160,321,0.5015576323987538
24,None,All,0.8,7,AIC,20,190,363,0.47658402203856753
25,None,All,0.8,7,AIC,20,225,418,0.46172248803827753
26,None,All,0.8,7,AIC,20,184,344,0.4651162790697675
27,None,All,0.8,7,AIC,20,157,304,0.48355263157894735
28,None,All,0.8,7,AIC,20,160,280,0.4285714285714286
29,None,All,0.8,7,AIC,20,188,353,0.4674220963172805
30,None,All,0.8,7,AIC,20,185,348,0.4683908045977011
31,None,All,0.8,7,AIC,20,202,372,0.456989247311828
32,None,All,0.8,7,AIC,20,192,363,0.47107438016528924
33,None,All,0.8,7,AIC,20,201,384,0.4765625
34,None,All,0.8,7,AIC,20,189,360,0.475
35,None,All,0.8,7,AIC,20,152,287,0.47038327526132406
36,None,All,0.8,7,AIC,20,173,348,0.5028735632183908
37,None,All,0.8,7,AIC,20,134,249,0.4618473895582329
38,None,All,0.8,7,AIC,20,165,355,0.5352112676056338
39,None,All,0.8,7,AIC,20,165,297,0.4444444444444444
40,None,All,0.8,7,AIC,20,185,371,0.5013477088948788
41,None,All,0.8,7,AIC,20,190,419,0.5465393794749404
42,None,All,0.8,7,AIC,20,171,306,0.4411764705882353
43,None,All,0.8,7,AIC,20,171,337,0.49258160237388726
44,None,All,0.8,7,AIC,20,174,341,0.4897360703812317
45,None,All,0.8,7,AIC,20,151,262,0.42366412213740456
46,None,All,0.8,7,AIC,20,220,424,0.4811320754716981
47,None,All,0.8,7,AIC,20,201,348,0.4224137931034483
48,None,All,0.8,7,AIC,20,161,302,0.4668874172185431
49,None,All,0.8,7,AIC,20,153,277,0.4476534296028881
50,None,All,0.8,7,AIC,20,205,390,0.47435897435897434
1,None,All,0.8,13,BIC,100,8,9,0.11111111111111116
2,None,All,0.8,13,BIC,100,3,3,0
3,None,All,0.8,13,BIC,100,13,18,0.2777777777777778
4,None,All,0.8,13,BIC,100,8,9,0.11111111111111116
5,None,All,0.8,13,BIC,100,9,12,0.25
6,None,All,0.8,13,BIC,100,6,6,0
7,None,All,0.8,13,BIC,100,9,9,0
8,None,All,0.8,13,BIC,100,17,22,0.2272727272727273
9,None,All,0.8,13,BIC,100,15,17,0.11764705882352944
10,None,All,0.8,13,BIC,100,1,1,0
11,None,All,0.8,13,BIC,100,15,19,0.21052631578947367
12,None,All,0.8,13,BIC,100,9,11,0.18181818181818177
13,None,All,0.8,13,BIC,100,11,11,0
14,None,All,0.8,13,BIC,100,6,10,0.4
15,None,All,0.8,13,BIC,100,5,5,0
16,None,All,0.8,13,BIC,100,18,22,0.18181818181818177
17,None,All,0.8,13,BIC,100,22,29,0.24137931034482762
18,None,All,0.8,13,BIC,100,11,14,0.2142857142857143
19,None,All,0.8,13,BIC,100,8,11,0.2727272727272727
20,None,All,0.8,13,BIC,100,9,11,0.18181818181818177
21,None,All,0.8,13,BIC,100,13,16,0.1875
22,None,All,0.8,13,BIC,100,9,9,0
23,None,All,0.8,13,BIC,100,11,15,0.2666666666666667
24,None,All,0.8,13,BIC,100,7,9,0.2222222222222222
25,None,All,0.8,13,BIC,100,5,9,0.4444444444444444
26,None,All,0.8,13,BIC,100,10,12,0.16666666666666663
27,None,All,0.8,13,BIC,100,11,14,0.2142857142857143
28,None,All,0.8,13,BIC,100,12,14,0.1428571428571429
29,None,All,0.8,13,BIC,100,16,24,0.33333333333333337
30,None,All,0.8,13,BIC,100,18,24,0.25
31,None,All,0.8,13,BIC,100,5,5,0
32,None,All,0.8,13,BIC,100,10,10,0
33,None,All,0.8,13,BIC,100,25,30,0.16666666666666663
34,None,All,0.8,13,BIC,100,17,22,0.2272727272727273
35,None,All,0.8,13,BIC,100,8,14,0.4285714285714286
36,None,All,0.8,13,BIC,100,9,10,0.09999999999999998
37,None,All,0.8,13,BIC,100,21,28,0.25
38,None,All,0.8,13,BIC,100,14,19,0.26315789473684215
39,None,All,0.8,13,BIC,100,8,10,0.19999999999999996
40,None,All,0.8,13,BIC,100,6,7,0.1428571428571429
41,None,All,0.8,13,BIC,100,12,18,0.33333333333333337
42,None,All,0.8,13,BIC,100,7,15,0.5333333333333333
43,None,All,0.8,13,BIC,100,8,9,0.11111111111111116
44,None,All,0.8,13,BIC,100,8,8,0
45,None,All,0.8,13,BIC,100,7,8,0.125
46,None,All,0.8,13,BIC,100,18,24,0.25
47,None,All,0.8,13,BIC,100,6,6,0
48,None,All,0.8,13,BIC,100,11,14,0.2142857142857143
49,None,All,0.8,13,BIC,100,15,17,0.11764705882352944
50,None,All,0.8,13,BIC,100,11,12,0.08333333333333337
1,None,All,0.8,2,BIC,100,240,1312,0.8170731707317074
2,None,All,0.8,2,BIC,100,280,1400,0.8
3,None,All,0.8,2,BIC,100,366,1804,0.7971175166297118
4,None,All,0.8,2,BIC,100,560,3894,0.8561890087313816
5,None,All,0.8,2,BIC,100,612,5301,0.8845500848896435
6,None,All,0.8,2,BIC,100,420,2566,0.8363211223694467
7,None,All,0.8,2,BIC,100,558,3867,0.8557020946470132
8,None,All,0.8,2,BIC,100,610,5401,0.8870579522310683
9,None,All,0.8,2,BIC,100,607,6110,0.9006546644844518
10,None,All,0.8,2,BIC,100,187,944,0.801906779661017
11,None,All,0.8,2,BIC,100,393,2376,0.8345959595959596
12,None,All,0.8,2,BIC,100,297,1661,0.8211920529801324
13,None,All,0.8,2,BIC,100,603,5512,0.8906023222060958
14,None,All,0.8,2,BIC,100,597,3946,0.8487075519513432
15,None,All,0.8,2,BIC,100,538,3506,0.8465487735310896
16,None,All,0.8,2,BIC,100,576,4851,0.8812615955473099
17,None,All,0.8,2,BIC,100,608,5029,0.8791012129648041
18,None,All,0.8,2,BIC,100,566,5460,0.8963369963369964
19,None,All,0.8,2,BIC,100,114,551,0.7931034482758621
20,None,All,0.8,2,BIC,100,588,4387,0.8659676316389332
21,None,All,0.8,2,BIC,100,571,5737,0.9004706292487363
22,None,All,0.8,2,BIC,100,627,5261,0.8808211366660331
23,None,All,0.8,2,BIC,100,513,3142,0.8367281985996181
24,None,All,0.8,2,BIC,100,594,5270,0.8872865275142315
25,None,All,0.8,2,BIC,100,594,4515,0.86843853820598
26,None,All,0.8,2,BIC,100,564,5266,0.8928978351690088
27,None,All,0.8,2,BIC,100,580,4521,0.871709798717098
28,None,All,0.8,2,BIC,100,211,1089,0.8062442607897153
29,None,All,0.8,2,BIC,100,466,3223,0.8554142103630158
30,None,All,0.8,2,BIC,100,119,592,0.7989864864864865
31,None,All,0.8,2,BIC,100,124,535,0.7682242990654206
32,None,All,0.8,2,BIC,100,537,3698,0.8547863710113575
33,None,All,0.8,2,BIC,100,611,4950,0.8765656565656565
34,None,All,0.8,2,BIC,100,610,5401,0.8870579522310683
35,None,All,0.8,2,BIC,100,575,4411,0.8696440716390841
36,None,All,0.8,2,BIC,100,477,3110,0.8466237942122187
37,None,All,0.8,2,BIC,100,558,4079,0.8632017651385143
38,None,All,0.8,2,BIC,100,254,1385,0.8166064981949459
39,None,All,0.8,2,BIC,100,603,4990,0.8791583166332665
40,None,All,0.8,2,BIC,100,314,1701,0.8154027042915932
41,None,All,0.8,2,BIC,100,599,4629,0.870598401382588
42,None,All,0.8,2,BIC,100,419,2426,0.8272877164056059
43,None,All,0.8,2,BIC,100,538,3616,0.8512168141592921
44,None,All,0.8,2,BIC,100,574,4886,0.8825214899713467
45,None,All,0.8,2,BIC,100,268,1380,0.8057971014492753
46,None,All,0.8,2,BIC,100,212,990,0.7858585858585858
47,None,All,0.8,2,BIC,100,194,941,0.793836344314559
48,None,All,0.8,2,BIC,100,575,3524,0.83683314415437
49,None,All,0.8,2,BIC,100,556,6391,0.9130026599906118
50,None,All,0.8,2,BIC,100,572,4299,0.866945801349151
1,None,All,0.8,7,BIC,100,24,37,0.3513513513513513
2,None,All,0.8,7,BIC,100,17,22,0.2272727272727273
3,None,All,0.8,7,BIC,100,67,136,0.5073529411764706
4,None,All,0.8,7,BIC,100,44,82,0.46341463414634143
5,None,All,0.8,7,BIC,100,61,110,0.44545454545454544
6,None,All,0.8,7,BIC,100,46,100,0.54
7,None,All,0.8,7,BIC,100,52,105,0.5047619047619047
8,None,All,0.8,7,BIC,100,94,222,0.5765765765765766
9,None,All,0.8,7,BIC,100,79,154,0.487012987012987
10,None,All,0.8,7,BIC,100,35,64,0.453125
11,None,All,0.8,7,BIC,100,118,277,0.5740072202166064
12,None,All,0.8,7,BIC,100,33,73,0.547945205479452
13,None,All,0.8,7,BIC,100,67,124,0.45967741935483875
14,None,All,0.8,7,BIC,100,80,148,0.45945945945945943
15,None,All,0.8,7,BIC,100,40,62,0.3548387096774194
16,None,All,0.8,7,BIC,100,64,155,0.5870967741935484
17,None,All,0.8,7,BIC,100,117,255,0.5411764705882354
18,None,All,0.8,7,BIC,100,97,218,0.555045871559633
19,None,All,0.8,7,BIC,100,70,157,0.554140127388535
20,None,All,0.8,7,BIC,100,52,95,0.4526315789473684
21,None,All,0.8,7,BIC,100,43,113,0.6194690265486726
22,None,All,0.8,7,BIC,100,39,70,0.44285714285714284
23,None,All,0.8,7,BIC,100,54,106,0.49056603773584906
24,None,All,0.8,7,BIC,100,48,89,0.4606741573033708
25,None,All,0.8,7,BIC,100,68,133,0.4887218045112782
26,None,All,0.8,7,BIC,100,59,111,0.46846846846846846
27,None,All,0.8,7,BIC,100,56,117,0.5213675213675213
28,None,All,0.8,7,BIC,100,18,24,0.25
29,None,All,0.8,7,BIC,100,42,106,0.6037735849056604
30,None,All,0.8,7,BIC,100,61,143,0.5734265734265734
31,None,All,0.8,7,BIC,100,41,95,0.5684210526315789
32,None,All,0.8,7,BIC,100,51,84,0.3928571428571429
33,None,All,0.8,7,BIC,100,76,151,0.4966887417218543
34,None,All,0.8,7,BIC,100,94,222,0.5765765765765766
35,None,All,0.8,7,BIC,100,38,77,0.5064935064935066
36,None,All,0.8,7,BIC,100,28,62,0.5483870967741935
37,None,All,0.8,7,BIC,100,61,129,0.5271317829457365
38,None,All,0.8,7,BIC,100,46,96,0.5208333333333333
39,None,All,0.8,7,BIC,100,29,63,0.5396825396825398
40,None,All,0.8,7,BIC,100,17,34,0.5
41,None,All,0.8,7,BIC,100,87,189,0.5396825396825398
42,None,All,0.8,7,BIC,100,29,53,0.4528301886792453
43,None,All,0.8,7,BIC,100,38,58,0.3448275862068966
44,None,All,0.8,7,BIC,100,54,94,0.42553191489361697
45,None,All,0.8,7,BIC,100,71,146,0.5136986301369864
46,None,All,0.8,7,BIC,100,37,71,0.47887323943661975
47,None,All,0.8,7,BIC,100,8,10,0.19999999999999996
48,None,All,0.8,7,BIC,100,31,46,0.32608695652173914
49,None,All,0.8,7,BIC,100,65,121,0.4628099173553719
50,None,All,0.8,7,BIC,100,28,55,0.49090909090909096
1,None,All,0.8,13,BIC,20,39,50,0.21999999999999997
2,None,All,0.8,13,BIC,20,38,51,0.2549019607843137
3,None,All,0.8,13,BIC,20,43,64,0.328125
4,None,All,0.8,13,BIC,20,40,54,0.2592592592592593
5,None,All,0.8,13,BIC,20,48,64,0.25
6,None,All,0.8,13,BIC,20,34,49,0.30612244897959184
7,None,All,0.8,13,BIC,20,29,38,0.23684210526315785
8,None,All,0.8,13,BIC,20,43,56,0.2321428571428571
9,None,All,0.8,13,BIC,20,40,56,0.2857142857142857
10,None,All,0.8,13,BIC,20,38,51,0.2549019607843137
11,None,All,0.8,13,BIC,20,36,41,0.12195121951219512
12,None,All,0.8,13,BIC,20,24,32,0.25
13,None,All,0.8,13,BIC,20,48,64,0.25
14,None,All,0.8,13,BIC,20,53,62,0.14516129032258063
15,None,All,0.8,13,BIC,20,42,55,0.23636363636363633
16,None,All,0.8,13,BIC,20,41,48,0.14583333333333337
17,None,All,0.8,13,BIC,20,31,47,0.34042553191489366
18,None,All,0.8,13,BIC,20,51,73,0.3013698630136986
19,None,All,0.8,13,BIC,20,37,48,0.22916666666666663
20,None,All,0.8,13,BIC,20,33,49,0.326530612244898
21,None,All,0.8,13,BIC,20,28,33,0.1515151515151515
22,None,All,0.8,13,BIC,20,49,72,0.3194444444444444
23,None,All,0.8,13,BIC,20,40,47,0.14893617021276595
24,None,All,0.8,13,BIC,20,47,64,0.265625
25,None,All,0.8,13,BIC,20,43,60,0.2833333333333333
26,None,All,0.8,13,BIC,20,50,70,0.2857142857142857
27,None,All,0.8,13,BIC,20,40,58,0.31034482758620685
28,None,All,0.8,13,BIC,20,34,43,0.2093023255813954
29,None,All,0.8,13,BIC,20,33,45,0.2666666666666667
30,None,All,0.8,13,BIC,20,55,79,0.30379746835443033
31,None,All,0.8,13,BIC,20,32,44,0.2727272727272727
32,None,All,0.8,13,BIC,20,40,47,0.14893617021276595
33,None,All,0.8,13,BIC,20,33,45,0.2666666666666667
34,None,All,0.8,13,BIC,20,43,56,0.2321428571428571
35,None,All,0.8,13,BIC,20,33,40,0.17500000000000004
36,None,All,0.8,13,BIC,20,36,50,0.28
37,None,All,0.8,13,BIC,20,47,58,0.18965517241379315
38,None,All,0.8,13,BIC,20,48,61,0.21311475409836067
39,None,All,0.8,13,BIC,20,21,24,0.125
40,None,All,0.8,13,BIC,20,43,59,0.27118644067796616
41,None,All,0.8,13,BIC,20,42,53,0.2075471698113207
42,None,All,0.8,13,BIC,20,27,32,0.15625
43,None,All,0.8,13,BIC,20,29,40,0.275
44,None,All,0.8,13,BIC,20,48,68,0.2941176470588235
45,None,All,0.8,13,BIC,20,37,46,0.19565217391304346
46,None,All,0.8,13,BIC,20,41,59,0.30508474576271183
47,None,All,0.8,13,BIC,20,35,52,0.32692307692307687
48,None,All,0.8,13,BIC,20,44,58,0.24137931034482762
49,None,All,0.8,13,BIC,20,34,41,0.1707317073170732
50,None,All,0.8,13,BIC,20,35,41,0.14634146341463417
1,None,All,0.8,2,BIC,20,546,2309,0.7635339974014725
2,None,All,0.8,2,BIC,20,575,2340,0.7542735042735043
3,None,All,0.8,2,BIC,20,488,2003,0.7563654518222667
4,None,All,0.8,2,BIC,20,396,1493,0.7347622237106497
5,None,All,0.8,2,BIC,20,418,1664,0.7487980769230769
6,None,All,0.8,2,BIC,20,374,1336,0.7200598802395209
7,None,All,0.8,2,BIC,20,592,2518,0.7648927720413026
8,None,All,0.8,2,BIC,20,485,1833,0.7354064375340972
9,None,All,0.8,2,BIC,20,343,1328,0.7417168674698795
10,None,All,0.8,2,BIC,20,517,2188,0.7637111517367459
11,None,All,0.8,2,BIC,20,573,2376,0.7588383838383839
12,None,All,0.8,2,BIC,20,390,1508,0.7413793103448276
13,None,All,0.8,2,BIC,20,507,1957,0.740929994890138
14,None,All,0.8,2,BIC,20,426,1554,0.7258687258687259
15,None,All,0.8,2,BIC,20,602,2492,0.7584269662921348
16,None,All,0.8,2,BIC,20,391,1395,0.7197132616487455
17,None,All,0.8,2,BIC,20,372,1358,0.7260677466863034
18,None,All,0.8,2,BIC,20,605,2455,0.7535641547861507
19,None,All,0.8,2,BIC,20,489,1992,0.7545180722891567
20,None,All,0.8,2,BIC,20,542,2320,0.7663793103448275
21,None,All,0.8,2,BIC,20,527,2231,0.7637830569251457
22,None,All,0.8,2,BIC,20,540,2223,0.757085020242915
23,None,All,0.8,2,BIC,20,534,2252,0.7628774422735346
24,None,All,0.8,2,BIC,20,518,1977,0.7379868487607486
25,None,All,0.8,2,BIC,20,605,2542,0.7619984264358772
26,None,All,0.8,2,BIC,20,536,2292,0.7661431064572426
27,None,All,0.8,2,BIC,20,448,1896,0.7637130801687764
28,None,All,0.8,2,BIC,20,382,1475,0.7410169491525423
29,None,All,0.8,2,BIC,20,449,1718,0.7386495925494762
30,None,All,0.8,2,BIC,20,463,1858,0.7508073196986007
31,None,All,0.8,2,BIC,20,551,2336,0.7641267123287672
32,None,All,0.8,2,BIC,20,491,1877,0.7384123601491742
33,None,All,0.8,2,BIC,20,494,2159,0.7711903659101436
34,None,All,0.8,2,BIC,20,485,1833,0.7354064375340972
35,None,All,0.8,2,BIC,20,325,1199,0.7289407839866555
36,None,All,0.8,2,BIC,20,473,1816,0.7395374449339207
37,None,All,0.8,2,BIC,20,459,1927,0.7618059159314997
38,None,All,0.8,2,BIC,20,365,1263,0.7110055423594617
39,None,All,0.8,2,BIC,20,434,1635,0.7345565749235474
40,None,All,0.8,2,BIC,20,552,2362,0.7662997459779848
41,None,All,0.8,2,BIC,20,484,1994,0.757271815446339
42,None,All,0.8,2,BIC,20,523,2137,0.7552643893308376
43,None,All,0.8,2,BIC,20,444,1811,0.7548315847598013
44,None,All,0.8,2,BIC,20,532,2078,0.7439846005774784
45,None,All,0.8,2,BIC,20,384,1524,0.7480314960629921
46,None,All,0.8,2,BIC,20,554,2274,0.7563764291996482
47,None,All,0.8,2,BIC,20,501,1995,0.7488721804511278
48,None,All,0.8,2,BIC,20,605,2587,0.7661383842288365
49,None,All,0.8,2,BIC,20,395,1415,0.7208480565371025
50,None,All,0.8,2,BIC,20,499,2194,0.7725615314494074
1,None,All,0.8,7,BIC,20,69,112,0.3839285714285714
2,None,All,0.8,7,BIC,20,85,142,0.4014084507042254
3,None,All,0.8,7,BIC,20,70,124,0.4354838709677419
4,None,All,0.8,7,BIC,20,75,126,0.40476190476190477
5,None,All,0.8,7,BIC,20,85,158,0.4620253164556962
6,None,All,0.8,7,BIC,20,97,171,0.4327485380116959
7,None,All,0.8,7,BIC,20,74,136,0.4558823529411765
8,None,All,0.8,7,BIC,20,81,138,0.4130434782608695
9,None,All,0.8,7,BIC,20,82,154,0.4675324675324676
10,None,All,0.8,7,BIC,20,102,183,0.4426229508196722
11,None,All,0.8,7,BIC,20,77,160,0.51875
12,None,All,0.8,7,BIC,20,58,100,0.42000000000000004
13,None,All,0.8,7,BIC,20,92,178,0.4831460674157303
14,None,All,0.8,7,BIC,20,87,169,0.485207100591716
15,None,All,0.8,7,BIC,20,102,175,0.41714285714285715
16,None,All,0.8,7,BIC,20,60,110,0.4545454545454546
17,None,All,0.8,7,BIC,20,57,102,0.4411764705882353
18,None,All,0.8,7,BIC,20,73,126,0.4206349206349206
19,None,All,0.8,7,BIC,20,100,188,0.46808510638297873
20,None,All,0.8,7,BIC,20,79,156,0.4935897435897436
21,None,All,0.8,7,BIC,20,84,152,0.4473684210526315
22,None,All,0.8,7,BIC,20,91,177,0.48587570621468923
23,None,All,0.8,7,BIC,20,86,148,0.41891891891891897
24,None,All,0.8,7,BIC,20,76,141,0.46099290780141844
25,None,All,0.8,7,BIC,20,107,195,0.45128205128205123
26,None,All,0.8,7,BIC,20,95,172,0.4476744186046512
27,None,All,0.8,7,BIC,20,57,133,0.5714285714285714
28,None,All,0.8,7,BIC,20,75,120,0.375
29,None,All,0.8,7,BIC,20,70,130,0.46153846153846156
30,None,All,0.8,7,BIC,20,81,144,0.4375
31,None,All,0.8,7,BIC,20,49,82,0.4024390243902439
32,None,All,0.8,7,BIC,20,108,214,0.4953271028037384
33,None,All,0.8,7,BIC,20,76,121,0.371900826446281
34,None,All,0.8,7,BIC,20,81,138,0.4130434782608695
35,None,All,0.8,7,BIC,20,41,70,0.41428571428571426
36,None,All,0.8,7,BIC,20,94,181,0.48066298342541436
37,None,All,0.8,7,BIC,20,92,191,0.5183246073298429
38,None,All,0.8,7,BIC,20,82,151,0.45695364238410596
39,None,All,0.8,7,BIC,20,63,115,0.4521739130434783
40,None,All,0.8,7,BIC,20,88,154,0.4285714285714286
41,None,All,0.8,7,BIC,20,96,160,0.4
42,None,All,0.8,7,BIC,20,78,171,0.543859649122807
43,None,All,0.8,7,BIC,20,72,144,0.5
44,None,All,0.8,7,BIC,20,82,139,0.41007194244604317
45,None,All,0.8,7,BIC,20,84,144,0.41666666666666663
46,None,All,0.8,7,BIC,20,104,205,0.4926829268292683
47,None,All,0.8,7,BIC,20,102,178,0.4269662921348315
48,None,All,0.8,7,BIC,20,69,112,0.3839285714285714
49,None,All,0.8,7,BIC,20,68,125,0.45599999999999996
50,None,All,0.8,7,BIC,20,107,200,0.46499999999999997
1,None,Bo,0.2,13,AIC,100,419,9191,0.9544119247089544
2,None,Bo,0.2,13,AIC,100,410,9466,0.956687090640186
3,None,Bo,0.2,13,AIC,100,430,8915,0.9517666853617499
4,None,Bo,0.2,13,AIC,100,919,5403,0.8299093096427911
5,None,Bo,0.2,13,AIC,100,910,6483,0.8596328860095634
6,None,Bo,0.2,13,AIC,100,424,9462,0.9551891777636863
7,None,Bo,0.2,13,AIC,100,398,9145,0.9564789502460361
8,None,Bo,0.2,13,AIC,100,418,9482,0.9559164733178654
9,None,Bo,0.2,13,AIC,100,431,9459,0.9544349296965853
10,None,Bo,0.2,13,AIC,100,366,9562,0.9617234888098725
11,None,Bo,0.2,13,AIC,100,436,9208,0.9526498696785404
12,None,Bo,0.2,13,AIC,100,430,9478,0.9546317788562988
13,None,Bo,0.2,13,AIC,100,424,9493,0.9553355103760666
14,None,Bo,0.2,13,AIC,100,671,8532,0.9213548992030005
15,None,Bo,0.2,13,AIC,100,365,9091,0.959850401495985
16,None,Bo,0.2,13,AIC,100,434,9452,0.9540837917900973
17,None,Bo,0.2,13,AIC,100,421,9484,0.9556094474905104
18,None,Bo,0.2,13,AIC,100,424,9488,0.9553119730185498
19,None,Bo,0.2,13,AIC,100,366,9537,0.9616231519345706
20,None,Bo,0.2,13,AIC,100,405,9501,0.9573729081149353
21,None,Bo,0.2,13,AIC,100,450,9444,0.9523506988564168
22,None,Bo,0.2,13,AIC,100,392,9415,0.958364312267658
23,None,Bo,0.2,13,AIC,100,387,9505,0.9592845870594424
24,None,Bo,0.2,13,AIC,100,407,9519,0.9572434079210002
25,None,Bo,0.2,13,AIC,100,450,9446,0.9523607876349778
26,None,Bo,0.2,13,AIC,100,415,9490,0.9562697576396206
27,None,Bo,0.2,13,AIC,100,389,9512,0.9591042893187552
28,None,Bo,0.2,13,AIC,100,386,9025,0.9572299168975069
29,None,Bo,0.2,13,AIC,100,433,9470,0.9542766631467793
30,None,Bo,0.2,13,AIC,100,426,9462,0.9549778059606848
31,None,Bo,0.2,13,AIC,100,421,9494,0.9556562039182641
32,None,Bo,0.2,13,AIC,100,406,9191,0.9558263518659558
33,None,Bo,0.2,13,AIC,100,373,8158,0.9542780093160088
34,None,Bo,0.2,13,AIC,100,418,9482,0.9559164733178654
35,None,Bo,0.2,13,AIC,100,409,9507,0.9569790680551172
