population,TAT_median,TAT_mean,TAT_IQR,TAT_SD
All,0.2284,0.32112311111111114,0.4601999999999999,0.27804987636720596
Bo,0.3589,0.35664555555555555,0.5363000000000001,0.28974802119544585
Mave,0.20929999999999999,0.26141955555555557,0.34475,0.21141050840824047
Rey,0.2234,0.310062,0.4835,0.2829803568423447
Tess,0.1867,0.3082577777777778,0.650625,0.33187212202716865
