population,RR_median,RR_mean,RR_IQR,RR_SD
All,0.8988814649791899,0.8807726216248211,0.11673186647719369,0.08904845915722022
Bo,1,0.9957941299112762,0,0.01189949106463103
Mave,0.9,0.8594009502666227,0.19492302052785937,0.13321402239405605
Rey,0.8973685516110402,0.8792491743304388,0.12962936711509387,0.09252657925666882
Tess,0.9393939393939394,0.877092257408984,0.22617302052785937,0.1444678589725887
