population,RR_median,RR_mean,RR_IQR,RR_SD
All,0.7353577839514431,0.7445398086213247,0.18420844025102223,0.10887927913865497
Bo,0.71875,0.719330862687123,0.16542597187758468,0.1167399674964315
Mave,0.7360681114551084,0.739169628878677,0.21086219336219336,0.14245447954810816
Rey,0.7383125940056301,0.74358122900416,0.1815656163431586,0.10949905929165303
Tess,0.7692307692307693,0.7699740317362809,0.26450565563468786,0.1613661373617427
