orig_type,old_model,selected_model,count
Tess,12,12,15
Tess,13,5,10
Tess,13,6,18
Tess,13,13,4
Tess,14,5,6
Tess,14,6,12
Tess,14,14,7
Tess,2,1,9
Tess,2,2,7
Tess,2,4,4
Tess,3,1,1
Tess,3,3,2
Tess,3,4,1
Tess,4,2,18
Tess,4,3,30
Tess,4,4,25
Tess,5,1,50
Tess,5,5,20
Tess,5,7,22
Tess,6,1,1
Tess,7,3,389
Tess,7,5,193
Tess,7,7,181
Tess,8,2,5
Tess,8,6,14
Tess,8,8,8
Tess,9,2,7
Tess,9,3,8
Tess,9,9,13
Tess,10,5,56
Tess,10,6,123
Tess,10,10,73
Tess,11,3,126
Tess,11,5,61
Tess,11,11,57
Tess,12,2,4
Tess,12,6,10
Tess,12,12,1
Tess,13,5,15
Tess,13,6,49
Tess,13,13,35
Tess,14,5,15
Tess,14,6,37
Tess,14,14,12
Tess,1,3,1
Tess,2,1,4
Tess,3,1,3
Tess,3,3,1
Tess,4,2,3
Tess,4,3,9
Tess,4,4,7
Tess,5,1,22
Tess,5,5,16
Tess,5,7,8
Tess,6,1,10
Tess,6,6,6
Tess,6,8,4
Tess,7,3,35
Tess,7,5,17
Tess,7,7,17
Tess,8,2,4
Tess,8,6,23
Tess,8,8,8
Tess,9,2,19
Tess,9,3,40
Tess,9,9,24
Tess,10,5,52
Tess,10,6,106
Tess,10,10,42
Tess,11,3,110
Tess,11,5,54
Tess,11,11,46
Tess,12,2,61
Tess,12,6,134
Tess,12,12,70
Tess,13,5,136
Tess,13,6,267
Tess,13,13,147
Tess,14,5,24
Tess,14,6,47
Tess,14,14,32
Tess,1,2,33
Tess,1,3,29
Tess,2,1,726
Tess,2,2,352
Tess,2,4,351
Tess,3,1,4
Tess,3,3,4
Tess,3,4,2
Tess,4,2,16
Tess,4,3,47
Tess,4,4,24
Tess,5,1,46
Tess,5,5,18
Tess,5,7,25
Tess,6,1,1
Tess,6,8,1
Tess,7,3,6
Tess,7,5,4
Tess,7,7,3
Tess,8,2,2
Tess,8,6,10
Tess,8,8,3
Tess,9,2,5
Tess,9,3,12
Tess,9,9,1
Tess,10,6,1
Tess,10,10,1
Tess,11,3,1
Tess,11,11,1
Tess,12,2,2
Tess,12,12,1
Tess,1,2,3
Tess,2,1,20
Tess,2,2,12
Tess,2,4,13
Tess,3,1,3
Tess,3,3,5
Tess,3,4,7
Tess,4,2,38
Tess,4,3,85
Tess,4,4,40
Tess,5,1,123
Tess,5,5,57
Tess,5,7,65
Tess,6,1,1
Tess,6,6,1
Tess,6,8,1
Tess,7,3,490
Tess,7,5,238
Tess,7,7,221
Tess,8,2,6
Tess,8,6,12
Tess,8,8,7
Tess,9,2,2
Tess,9,3,12
Tess,9,9,6
Tess,10,5,20
Tess,10,6,46
Tess,10,10,31
Tess,11,3,36
Tess,11,5,20
Tess,11,11,21
Tess,12,2,1
Tess,12,6,1
Tess,13,5,4
Tess,13,6,20
Tess,13,13,6
Tess,14,5,4
Tess,14,6,3
Tess,14,14,1
Tess,1,2,86
Tess,1,3,84
Tess,2,1,90
Tess,2,2,32
Tess,2,4,34
Tess,3,1,66
Tess,3,3,27
Tess,3,4,43
Tess,4,2,35
Tess,4,3,65
Tess,4,4,27
Tess,5,1,70
Tess,5,5,48
Tess,5,7,36
Tess,6,1,56
Tess,6,6,26
Tess,6,8,25
Tess,7,3,47
Tess,7,5,24
Tess,7,7,19
Tess,8,2,28
Tess,8,6,54
Tess,8,8,24
Tess,9,2,22
Tess,9,3,62
Tess,9,9,39
Tess,10,5,24
Tess,10,6,49
Tess,10,10,22
Tess,11,3,60
Tess,11,5,27
Tess,11,11,26
Tess,12,2,17
Tess,12,6,50
Tess,12,12,19
Tess,13,5,17
Tess,13,6,47
Tess,13,13,22
Tess,14,5,12
Tess,14,6,27
Tess,14,14,21
Tess,1,2,126
Tess,1,3,115
Tess,2,1,237
Tess,2,2,108
Tess,2,4,135
Tess,3,1,55
Tess,3,3,22
Tess,3,4,25
Tess,4,2,54
Tess,4,3,98
Tess,4,4,55
Tess,5,1,95
Tess,5,5,53
Tess,5,7,46
Tess,6,1,21
Tess,6,6,14
Tess,6,8,11
Tess,7,3,39
Tess,7,5,21
Tess,7,7,34
Tess,8,2,21
Tess,8,6,40
Tess,8,8,22
Tess,9,2,21
Tess,9,3,46
Tess,9,9,13
Tess,10,5,12
Tess,10,6,32
Tess,10,10,14
Tess,11,3,24
Tess,11,5,12
Tess,11,11,16
Tess,12,2,9
Tess,12,6,23
Tess,12,12,11
Tess,13,5,5
Tess,13,6,16
Tess,13,13,7
Tess,14,5,3
Tess,14,6,17
Tess,14,14,4
Tess,1,2,78
Tess,1,3,65
Tess,2,1,97
Tess,2,2,55
Tess,2,4,44
Tess,3,1,82
Tess,3,3,47
Tess,3,4,41
Tess,4,2,40
Tess,4,3,91
Tess,4,4,49
Tess,5,1,101
Tess,5,5,51
Tess,5,7,58
Tess,6,1,39
Tess,6,6,24
Tess,6,8,30
Tess,7,3,85
Tess,7,5,54
Tess,7,7,38
Tess,8,2,21
Tess,8,6,52
Tess,8,8,17
Tess,9,2,27
Tess,9,3,45
Tess,9,9,18
Tess,10,5,27
Tess,10,6,52
Tess,10,10,21
Tess,11,3,47
Tess,11,5,20
Tess,11,11,31
Tess,12,2,12
Tess,12,6,24
Tess,12,12,15
Tess,13,5,12
Tess,13,6,29
Tess,13,13,11
Tess,14,5,6
Tess,14,6,18
Tess,14,14,8
Tess,1,2,394
Tess,1,3,395
Tess,2,1,124
Tess,2,2,58
Tess,2,4,61
Tess,3,1,122
Tess,3,3,56
Tess,3,4,45
Tess,4,2,26
Tess,4,3,26
Tess,4,4,23
Tess,5,1,52
Tess,5,5,18
Tess,5,7,13
Tess,6,1,26
Tess,6,6,12
Tess,6,8,16
Tess,7,3,11
Tess,7,5,4
Tess,7,7,14
Tess,8,2,12
Tess,8,6,13
Tess,8,8,4
Tess,9,2,7
Tess,9,3,19
Tess,9,9,11
Tess,10,5,5
Tess,10,6,2
Tess,10,10,5
Tess,11,3,7
Tess,11,5,4
Tess,11,11,4
Tess,12,2,3
Tess,12,6,2
Tess,12,12,6
Tess,13,6,4
Tess,13,13,2
Tess,14,6,2
Tess,14,14,1
Tess,1,2,409
Tess,1,3,397
Tess,2,1,299
Tess,2,2,146
Tess,2,4,146
Tess,3,1,46
Tess,3,3,29
Tess,3,4,26
Tess,4,2,18
Tess,4,3,42
Tess,4,4,16
Tess,5,1,47
Tess,5,5,14
Tess,5,7,16
Tess,6,1,5
Tess,6,6,7
Tess,6,8,5
Tess,7,3,14
Tess,7,5,2
Tess,7,7,4
Tess,8,2,2
Tess,8,6,9
Tess,8,8,3
Tess,9,2,2
Tess,9,3,13
Tess,9,9,1
Tess,10,5,1
Tess,10,6,2
Tess,10,10,2
Tess,11,3,3
Tess,12,2,1
Tess,12,12,2
Tess,13,13,1
Tess,14,5,2
Tess,1,2,365
Tess,1,3,364
Tess,2,1,162
Tess,2,2,74
Tess,2,4,74
Tess,3,1,110
Tess,3,3,53
Tess,3,4,61
Tess,4,2,28
Tess,4,3,59
Tess,4,4,19
Tess,5,1,60
Tess,5,5,38
Tess,5,7,34
Tess,6,1,22
Tess,6,6,17
Tess,6,8,22
Tess,7,3,21
Tess,7,5,15
Tess,7,7,16
Tess,8,2,3
Tess,8,6,11
Tess,8,8,3
Tess,9,2,4
Tess,9,3,16
Tess,9,9,4
Tess,10,5,2
Tess,10,6,4
Tess,11,3,9
Tess,11,5,2
Tess,11,11,1
Tess,12,6,3
Tess,12,12,1
Tess,13,5,1
Tess,13,6,2
Tess,14,6,2
Tess,4,2,2
Tess,4,3,3
Tess,5,1,1
Tess,6,1,3
Tess,7,3,1
Tess,7,7,1
Tess,8,2,3
Tess,8,6,1
Tess,8,8,2
Tess,9,2,3
Tess,9,3,4
Tess,9,9,1
Tess,10,5,5
Tess,10,6,8
Tess,10,10,7
Tess,11,3,6
Tess,11,11,1
Tess,12,2,6
Tess,12,6,12
Tess,12,12,7
Tess,13,5,86
Tess,13,6,187
Tess,13,13,85
Tess,14,5,318
Tess,14,6,628
Tess,14,14,305
Tess,1,3,1
Tess,2,1,203
Tess,2,2,103
Tess,2,4,112
Tess,4,2,32
Tess,4,3,60
Tess,4,4,37
Tess,5,1,326
Tess,5,5,153
Tess,5,7,154
Tess,7,3,30
Tess,7,5,22
Tess,7,7,19
Tess,8,2,18
Tess,8,6,30
Tess,8,8,10
Tess,9,2,20
Tess,9,3,34
Tess,9,9,16
Tess,10,5,11
Tess,10,6,12
Tess,10,10,5
Tess,11,3,20
Tess,11,5,16
Tess,11,11,12
Tess,12,2,8
Tess,12,6,36
Tess,12,12,10
Tess,13,5,8
Tess,13,6,8
Tess,13,13,7
Tess,14,5,11
Tess,14,6,24
Tess,14,14,21
Tess,1,2,3
Tess,1,3,1
Tess,2,1,1
Tess,2,4,1
Tess,3,1,1
Tess,4,2,3
Tess,4,3,4
Tess,4,4,3
Tess,5,1,9
Tess,5,5,4
Tess,5,7,7
Tess,6,1,4
Tess,6,6,1
Tess,7,3,185
Tess,7,5,102
Tess,7,7,90
Tess,8,2,1
Tess,8,6,2
Tess,8,8,1
Tess,9,2,2
Tess,9,3,4
Tess,9,9,2
Tess,10,5,69
Tess,10,6,169
Tess,10,10,72
Tess,11,3,129
Tess,11,5,78
Tess,11,11,74
Tess,12,2,2
Tess,12,6,4
Tess,12,12,2
Tess,13,5,46
Tess,13,6,112
Tess,13,13,51
Tess,14,5,124
Tess,14,6,207
Tess,14,14,108
Tess,4,2,2
Tess,4,3,3
Tess,5,1,1
Tess,6,1,3
Tess,7,3,1
Tess,7,7,1
Tess,8,2,3
Tess,8,6,1
Tess,8,8,2
Tess,9,2,3
Tess,9,3,4
Tess,9,9,1
Tess,10,5,5
Tess,10,6,6
Tess,10,10,6
Tess,11,3,6
Tess,11,11,1
Tess,12,2,9
Tess,12,6,16
Tess,12,12,7
Tess,13,5,180
Tess,13,6,383
Tess,13,13,195
Tess,14,5,208
Tess,14,6,428
Tess,14,14,211
Tess,1,3,1
Tess,2,1,532
Tess,2,2,234
Tess,2,4,242
Tess,4,2,20
Tess,4,3,31
Tess,4,4,12
Tess,5,1,200
Tess,5,5,115
Tess,5,7,107
Tess,7,3,13
Tess,7,5,4
Tess,7,7,4
Tess,8,2,9
Tess,8,6,19
Tess,8,8,8
Tess,9,2,9
Tess,9,3,5
Tess,9,9,7
Tess,11,3,5
Tess,11,5,1
Tess,11,11,5
Tess,12,6,2
Tess,13,5,1
Tess,14,5,1
Tess,14,6,2
Tess,1,2,3
Tess,1,3,1
Tess,2,1,5
Tess,2,4,1
Tess,3,1,1
Tess,4,2,12
Tess,4,3,27
Tess,4,4,11
Tess,5,1,27
Tess,5,5,16
Tess,5,7,13
Tess,6,1,4
Tess,6,6,1
Tess,7,3,373
Tess,7,5,223
Tess,7,7,213
Tess,8,2,1
Tess,8,6,1
Tess,9,2,1
Tess,9,3,1
Tess,9,9,1
Tess,10,5,80
Tess,10,6,152
Tess,10,10,82
Tess,11,3,116
Tess,11,5,60
Tess,11,11,71
Tess,12,12,1
Tess,13,5,32
Tess,13,6,53
Tess,13,13,16
Tess,14,5,22
Tess,14,6,40
Tess,14,14,17
Tess,3,1,1
Tess,4,2,4
Tess,4,3,4
Tess,5,1,6
Tess,5,5,2
Tess,5,7,2
Tess,6,1,11
Tess,6,6,2
Tess,6,8,5
Tess,7,3,4
Tess,7,5,3
Tess,7,7,4
Tess,8,2,5
Tess,8,8,5
Tess,9,2,8
Tess,9,3,7
Tess,9,9,4
Tess,10,5,7
Tess,10,6,17
Tess,10,10,9
Tess,11,3,32
Tess,11,5,5
Tess,11,11,8
Tess,12,2,8
Tess,12,6,20
Tess,12,12,12
Tess,13,5,96
Tess,13,6,225
Tess,13,13,95
Tess,14,5,289
Tess,14,6,531
Tess,14,14,255
Tess,1,2,10
Tess,1,3,13
Tess,2,1,185
Tess,2,2,92
Tess,2,4,106
Tess,3,1,1
Tess,3,4,1
Tess,4,2,35
Tess,4,3,54
Tess,4,4,37
Tess,5,1,318
Tess,5,5,155
Tess,5,7,154
Tess,6,1,3
Tess,6,8,1
Tess,7,3,30
Tess,7,5,22
Tess,7,7,19
Tess,8,2,19
Tess,8,6,37
Tess,8,8,13
Tess,9,2,22
Tess,9,3,33
Tess,9,9,16
Tess,10,5,11
Tess,10,6,12
Tess,10,10,6
Tess,11,3,20
Tess,11,5,15
Tess,11,11,10
Tess,12,2,10
Tess,12,6,36
Tess,12,12,11
Tess,13,5,8
Tess,13,6,7
Tess,13,13,7
Tess,14,5,12
Tess,14,6,25
Tess,14,14,23
Tess,1,2,2
Tess,1,3,1
Tess,2,1,6
Tess,2,2,5
Tess,2,4,4
Tess,3,1,5
Tess,3,3,1
Tess,3,4,4
Tess,4,2,11
Tess,4,3,22
Tess,4,4,16
Tess,5,1,107
Tess,5,5,52
Tess,5,7,34
Tess,6,1,13
Tess,6,6,6
Tess,6,8,6
Tess,7,3,152
Tess,7,5,88
Tess,7,7,87
Tess,8,2,7
Tess,8,6,9
Tess,8,8,9
Tess,9,2,9
Tess,9,3,6
Tess,9,9,7
Tess,10,5,52
Tess,10,6,113
Tess,10,10,49
Tess,11,3,89
Tess,11,5,61
Tess,11,11,62
Tess,12,2,8
Tess,12,6,8
Tess,12,12,6
Tess,13,5,52
Tess,13,6,109
Tess,13,13,57
Tess,14,5,98
Tess,14,6,163
Tess,14,14,82
Tess,2,1,2
Tess,2,4,1
Tess,3,1,9
Tess,3,3,1
Tess,3,4,3
Tess,4,2,8
Tess,4,3,9
Tess,4,4,5
Tess,5,1,30
Tess,5,5,12
Tess,5,7,14
Tess,6,1,36
Tess,6,6,24
Tess,6,8,21
Tess,7,3,29
Tess,7,5,8
Tess,7,7,10
Tess,8,2,11
Tess,8,6,12
Tess,8,8,6
Tess,9,2,10
Tess,9,3,12
Tess,9,9,9
Tess,10,5,25
Tess,10,6,46
Tess,10,10,22
Tess,11,3,76
Tess,11,5,24
Tess,11,11,32
Tess,12,2,33
Tess,12,6,96
Tess,12,12,32
Tess,13,5,133
Tess,13,6,332
Tess,13,13,179
Tess,14,5,82
Tess,14,6,213
Tess,14,14,79
Tess,1,2,45
Tess,1,3,31
Tess,2,1,501
Tess,2,2,215
Tess,2,4,244
Tess,3,1,4
Tess,3,3,1
Tess,3,4,5
Tess,4,2,17
Tess,4,3,27
Tess,4,4,12
Tess,5,1,184
Tess,5,5,102
Tess,5,7,102
Tess,6,1,2
Tess,6,8,1
Tess,7,3,13
Tess,7,5,5
Tess,7,7,3
Tess,8,2,10
Tess,8,6,17
Tess,8,8,10
Tess,9,2,8
Tess,9,3,7
Tess,9,9,7
Tess,10,5,1
Tess,11,3,4
Tess,11,5,2
Tess,11,11,3
Tess,12,6,2
Tess,13,5,1
Tess,14,5,1
Tess,14,6,2
Tess,1,2,4
Tess,1,3,3
Tess,2,1,18
Tess,2,2,10
Tess,2,4,10
Tess,3,1,37
Tess,3,3,11
Tess,3,4,15
Tess,4,2,39
Tess,4,3,79
Tess,4,4,35
Tess,5,1,163
Tess,5,5,98
Tess,5,7,80
Tess,6,1,18
Tess,6,6,16
Tess,6,8,8
Tess,7,3,307
Tess,7,5,161
Tess,7,7,167
Tess,8,2,6
Tess,8,6,4
Tess,9,2,6
Tess,9,3,13
Tess,9,9,10
Tess,10,5,44
Tess,10,6,71
Tess,10,10,51
Tess,11,3,62
Tess,11,5,35
Tess,11,11,32
Tess,12,2,1
Tess,12,6,3
Tess,12,12,3
Tess,13,5,14
Tess,13,6,13
Tess,13,13,6
Tess,14,5,7
Tess,14,6,13
Tess,14,14,5
Tess,1,2,177
Tess,1,3,157
Tess,2,1,68
Tess,2,2,42
Tess,2,4,46
Tess,3,1,76
Tess,3,3,42
Tess,3,4,52
Tess,4,2,16
Tess,4,3,25
Tess,4,4,19
Tess,5,1,106
Tess,5,5,48
Tess,5,7,56
Tess,6,1,130
Tess,6,6,61
Tess,6,8,58
Tess,7,3,33
Tess,7,5,15
Tess,7,7,17
Tess,8,2,17
Tess,8,6,24
Tess,8,8,8
Tess,9,2,17
Tess,9,3,25
Tess,9,9,11
Tess,10,5,10
Tess,10,6,17
Tess,10,10,12
Tess,11,3,33
Tess,11,5,25
Tess,11,11,19
Tess,12,2,17
Tess,12,6,39
Tess,12,12,16
Tess,13,5,11
Tess,13,6,36
Tess,13,13,14
Tess,14,5,23
Tess,14,6,48
Tess,14,14,20
Tess,1,2,193
Tess,1,3,177
Tess,2,1,183
Tess,2,2,100
Tess,2,4,103
Tess,3,1,51
Tess,3,3,28
Tess,3,4,23
Tess,4,2,34
Tess,4,3,53
Tess,4,4,27
Tess,5,1,127
Tess,5,5,62
Tess,5,7,49
Tess,6,1,34
Tess,6,6,22
Tess,6,8,12
Tess,7,3,17
Tess,7,5,12
Tess,7,7,6
Tess,8,2,16
Tess,8,6,31
Tess,8,8,14
Tess,9,2,15
Tess,9,3,23
Tess,9,9,15
Tess,10,5,8
Tess,10,6,14
Tess,10,10,11
Tess,11,3,21
Tess,11,5,10
Tess,11,11,15
Tess,12,2,7
Tess,12,6,15
Tess,12,12,5
Tess,13,5,7
Tess,13,6,15
Tess,13,13,7
Tess,14,5,6
Tess,14,6,16
Tess,14,14,5
Tess,1,2,168
Tess,1,3,153
Tess,2,1,71
Tess,2,2,37
Tess,2,4,40
Tess,3,1,108
Tess,3,3,46
Tess,3,4,50
Tess,4,2,17
Tess,4,3,64
Tess,4,4,27
Tess,5,1,169
Tess,5,5,59
Tess,5,7,59
Tess,6,1,81
Tess,6,6,44
Tess,6,8,39
Tess,7,3,47
Tess,7,5,32
Tess,7,7,25
Tess,8,2,13
Tess,8,6,23
Tess,8,8,9
Tess,9,2,11
Tess,9,3,37
Tess,9,9,20
Tess,10,5,17
Tess,10,6,28
Tess,10,10,21
Tess,11,3,25
Tess,11,5,17
Tess,11,11,20
Tess,12,2,3
Tess,12,6,16
Tess,12,12,2
Tess,13,5,8
Tess,13,6,16
Tess,13,13,3
Tess,14,5,16
Tess,14,6,25
Tess,14,14,12
Tess,1,2,539
Tess,1,3,540
Tess,2,1,68
Tess,2,2,41
Tess,2,4,38
Tess,3,1,92
Tess,3,3,50
Tess,3,4,45
Tess,4,2,13
Tess,4,3,18
Tess,4,4,6
Tess,5,1,34
Tess,5,5,15
Tess,5,7,15
Tess,6,1,40
Tess,6,6,26
Tess,6,8,20
Tess,7,3,4
Tess,7,5,6
Tess,7,7,3
Tess,8,2,4
Tess,8,6,6
Tess,8,8,6
Tess,9,2,6
Tess,9,3,7
Tess,9,9,6
Tess,10,5,3
Tess,10,6,4
Tess,10,10,2
Tess,11,3,6
Tess,11,5,2
Tess,11,11,5
Tess,12,2,4
Tess,12,6,6
Tess,12,12,1
Tess,13,6,1
Tess,14,6,2
Tess,14,14,2
Tess,1,2,475
Tess,1,3,488
Tess,2,1,201
Tess,2,2,86
Tess,2,4,94
Tess,3,1,34
Tess,3,3,22
Tess,3,4,19
Tess,4,2,6
Tess,4,3,17
Tess,4,4,8
Tess,5,1,30
Tess,5,5,28
Tess,5,7,18
Tess,6,1,10
Tess,6,6,3
Tess,6,8,10
Tess,7,3,8
Tess,7,5,4
Tess,7,7,4
Tess,8,2,1
Tess,8,6,4
Tess,9,2,4
Tess,9,3,6
Tess,9,9,1
Tess,10,5,1
Tess,11,3,2
Tess,11,5,2
Tess,11,11,1
Tess,12,6,2
Tess,1,2,491
Tess,1,3,461
Tess,2,1,114
Tess,2,2,48
Tess,2,4,50
Tess,3,1,114
Tess,3,3,59
Tess,3,4,53
Tess,4,2,14
Tess,4,3,23
Tess,4,4,10
Tess,5,1,69
Tess,5,5,44
Tess,5,7,27
Tess,6,1,20
Tess,6,6,13
Tess,6,8,9
Tess,7,3,7
Tess,7,7,4
Tess,8,2,4
Tess,8,6,5
Tess,8,8,3
Tess,9,2,2
Tess,9,3,4
Tess,9,9,2
Tess,10,5,3
Tess,10,6,1
Tess,10,10,6
Tess,11,3,2
Tess,11,5,1
Tess,11,11,1
Tess,12,2,1
Tess,12,6,3
Tess,12,12,2
Tess,13,5,1
Tess,13,6,4
Tess,14,6,2
Tess,14,14,1
Tess,1,2,1
Tess,2,1,15
Tess,2,2,7
Tess,2,4,16
Tess,3,1,102
Tess,3,3,58
Tess,3,4,51
Tess,4,2,386
Tess,4,3,796
Tess,4,4,371
Tess,5,1,11
Tess,5,5,4
Tess,5,7,6
Tess,6,1,92
Tess,6,6,42
Tess,6,8,50
Tess,7,3,1299
Tess,7,5,601
Tess,7,7,613
Tess,8,2,545
Tess,8,6,1043
Tess,8,8,548
Tess,9,2,389
Tess,9,3,816
Tess,9,9,443
Tess,10,5,881
Tess,10,6,1814
Tess,10,10,885
Tess,11,3,2198
Tess,11,5,1068
Tess,11,11,1080
Tess,12,2,2663
Tess,12,6,5564
Tess,12,12,2673
Tess,13,5,32557
Tess,13,6,64722
Tess,13,13,32394
Tess,14,5,84625
Tess,14,6,169205
Tess,14,14,84425
Tess,1,2,11
Tess,1,3,6
Tess,2,1,93860
Tess,2,2,47368
Tess,2,4,46893
Tess,3,1,4
Tess,3,3,3
Tess,3,4,1
Tess,4,2,9291
Tess,4,3,18566
Tess,4,4,9264
Tess,5,1,112285
Tess,5,5,55749
Tess,5,7,56107
Tess,6,1,3
Tess,6,8,1
Tess,7,3,22120
Tess,7,5,11276
Tess,7,7,11082
Tess,8,2,41
Tess,8,6,116
Tess,8,8,54
Tess,9,2,53
Tess,9,3,109
Tess,9,9,55
Tess,10,5,23
Tess,10,6,53
Tess,10,10,30
Tess,11,3,60
Tess,11,5,39
Tess,11,11,31
Tess,12,2,30
Tess,12,6,50
Tess,12,12,25
Tess,13,5,27
Tess,13,6,71
Tess,13,13,37
Tess,14,5,28
Tess,14,6,52
Tess,14,14,30
Tess,1,2,3
Tess,1,3,5
Tess,2,1,252
Tess,2,2,145
Tess,2,4,115
Tess,3,1,47
Tess,3,3,20
Tess,3,4,24
Tess,4,2,1212
Tess,4,3,2496
Tess,4,4,1213
Tess,5,1,2711
Tess,5,5,1418
Tess,5,7,1344
Tess,6,1,15
Tess,6,6,2
Tess,6,8,4
Tess,7,3,68501
Tess,7,5,34187
Tess,7,7,34057
Tess,8,2,653
Tess,8,6,1289
Tess,8,8,620
Tess,9,2,337
Tess,9,3,685
Tess,9,9,347
Tess,10,5,22998
Tess,10,6,46393
Tess,10,10,23387
Tess,11,3,37207
Tess,11,5,18911
Tess,11,11,18569
Tess,12,2,482
Tess,12,6,888
Tess,12,12,466
Tess,13,5,16088
Tess,13,6,32058
Tess,13,13,16112
Tess,14,5,27315
Tess,14,6,55062
Tess,14,14,27313
Tess,1,2,2
Tess,2,1,306
Tess,2,2,159
Tess,2,4,137
Tess,3,1,114
Tess,3,3,47
Tess,3,4,70
Tess,4,2,273
Tess,4,3,543
Tess,4,4,263
Tess,5,1,84
Tess,5,5,46
Tess,5,7,43
Tess,6,1,256
Tess,6,6,111
Tess,6,8,120
Tess,7,3,1749
Tess,7,5,844
Tess,7,7,889
Tess,8,2,986
Tess,8,6,1900
Tess,8,8,996
Tess,9,2,389
Tess,9,3,816
Tess,9,9,443
Tess,10,5,1605
Tess,10,6,3317
Tess,10,10,1651
Tess,11,3,1296
Tess,11,5,708
Tess,11,11,654
Tess,12,2,2649
Tess,12,6,5597
Tess,12,12,2703
Tess,13,5,67752
Tess,13,6,135269
Tess,13,13,67442
Tess,14,5,48173
Tess,14,6,96432
Tess,14,14,48225
Tess,1,2,11
Tess,1,3,6
Tess,2,1,165648
Tess,2,2,82166
Tess,2,4,82862
Tess,3,1,4
Tess,3,3,3
Tess,3,4,1
Tess,4,2,3120
Tess,4,3,6228
Tess,4,4,3064
Tess,5,1,72903
Tess,5,5,36751
Tess,5,7,36363
Tess,6,1,3
Tess,6,8,1
Tess,7,3,2774
Tess,7,5,1414
Tess,7,7,1435
Tess,8,2,7
Tess,8,6,11
Tess,8,8,6
Tess,9,2,9
Tess,9,3,11
Tess,9,9,11
Tess,10,5,4
Tess,10,6,18
Tess,10,10,12
Tess,11,3,24
Tess,11,5,10
Tess,11,11,13
Tess,12,2,3
Tess,12,6,2
Tess,12,12,1
Tess,13,5,1
Tess,14,5,2
Tess,14,6,2
Tess,1,2,4
Tess,1,3,5
Tess,2,1,617
Tess,2,2,338
Tess,2,4,320
Tess,3,1,245
Tess,3,3,137
Tess,3,4,149
Tess,4,2,4417
Tess,4,3,8798
Tess,4,4,4228
Tess,5,1,4640
Tess,5,5,2271
Tess,5,7,2323
Tess,6,1,15
Tess,6,6,2
Tess,6,8,3
Tess,7,3,143396
Tess,7,5,71739
Tess,7,7,71755
Tess,8,2,330
Tess,8,6,630
Tess,8,8,295
Tess,9,2,282
Tess,9,3,513
Tess,9,9,259
Tess,10,5,23310
Tess,10,6,46465
Tess,10,10,23261
Tess,11,3,19723
Tess,11,5,9800
Tess,11,11,9755
Tess,12,2,128
Tess,12,6,291
Tess,12,12,129
Tess,13,5,6956
Tess,13,6,13665
Tess,13,13,6793
Tess,14,5,4295
Tess,14,6,8412
Tess,14,14,4257
Tess,1,2,389
Tess,1,3,469
Tess,2,1,1702
Tess,2,2,859
Tess,2,4,833
Tess,3,1,2245
Tess,3,3,1111
Tess,3,4,1122
Tess,4,2,1568
Tess,4,3,3092
Tess,4,4,1550
Tess,5,1,15952
Tess,5,5,7997
Tess,5,7,7962
Tess,6,1,15661
Tess,6,6,7833
Tess,6,8,7698
Tess,7,3,24379
Tess,7,5,12017
Tess,7,7,12205
Tess,8,2,7839
Tess,8,6,15642
Tess,8,8,7975
Tess,9,2,1446
Tess,9,3,2819
Tess,9,9,1470
Tess,10,5,4228
Tess,10,6,8409
Tess,10,10,4206
Tess,11,3,7969
Tess,11,5,3888
Tess,11,11,3951
Tess,12,2,3390
Tess,12,6,6730
Tess,12,12,3324
Tess,13,5,24497
Tess,13,6,49108
Tess,13,13,24646
Tess,14,5,46425
Tess,14,6,93769
Tess,14,14,46684
Tess,1,2,5804
Tess,1,3,5768
Tess,2,1,114345
Tess,2,2,57755
Tess,2,4,56994
Tess,3,1,1425
Tess,3,3,683
Tess,3,4,694
Tess,4,2,11222
Tess,4,3,22722
Tess,4,4,11330
Tess,5,1,85664
Tess,5,5,42919
Tess,5,7,42976
Tess,6,1,16
Tess,6,6,7
Tess,6,8,12
Tess,7,3,16698
Tess,7,5,8525
Tess,7,7,8394
Tess,8,2,46
Tess,8,6,97
Tess,8,8,43
Tess,9,2,46
Tess,9,3,103
Tess,9,9,41
Tess,10,5,22
Tess,10,6,53
Tess,10,10,30
Tess,11,3,60
Tess,11,5,39
Tess,11,11,33
Tess,12,2,28
Tess,12,6,69
Tess,12,12,30
Tess,13,5,29
Tess,13,6,53
Tess,13,13,27
Tess,14,5,28
Tess,14,6,49
Tess,14,14,25
Tess,1,2,158
Tess,1,3,154
Tess,2,1,5623
Tess,2,2,2790
Tess,2,4,2801
Tess,3,1,5824
Tess,3,3,2885
Tess,3,4,2822
Tess,4,2,10538
Tess,4,3,20909
Tess,4,4,10478
Tess,5,1,25375
Tess,5,5,12573
Tess,5,7,12953
Tess,6,1,6887
Tess,6,6,3536
Tess,6,8,3476
Tess,7,3,117439
Tess,7,5,59183
Tess,7,7,58650
Tess,8,2,6667
Tess,8,6,13037
Tess,8,8,6473
Tess,9,2,1085
Tess,9,3,2178
Tess,9,9,1083
Tess,10,5,6221
Tess,10,6,12214
Tess,10,10,6140
Tess,11,3,14227
Tess,11,5,7250
Tess,11,11,7117
Tess,12,2,939
Tess,12,6,1865
Tess,12,12,889
Tess,13,5,5742
Tess,13,6,11370
Tess,13,13,5727
Tess,14,5,4887
Tess,14,6,9803
