population,TAT_median,TAT_mean,TAT_IQR,TAT_SD
All,0.3571998453770907,0.4260525843494889,0.6917327109526921,0.338712738716407
Bo,0.44907401571022076,0.44902737163620376,0.6818450692453114,0.3341104744973331
Mave,0.38706239745487225,0.42322095667789755,0.6844800499386148,0.33364158920562986
Tess,0.2993191000098627,0.4214947010316739,0.801178150735278,0.36313610054900225
