population,RR_median,RR_mean,RR_IQR,RR_SD
All,0.3951358293217699,0.4127926287374764,0.18914182785880812,0.10612009790211899
Bo,0.372770979020979,0.40266691127848747,0.18522785220096544,0.10378792739341697
Mave,0.37535117691053305,0.39964815906224277,0.19875743327737527,0.10558519611153758
Tess,0.46674005662884854,0.45101598302945484,0.24774054286124836,0.12520071441212663
