orig_type,old_model,selected_model,count
Mave,5,13,168
Mave,5,14,182
Mave,6,1,97
Mave,6,2,97
Mave,6,3,101
Mave,6,4,97
Mave,6,5,94
Mave,6,7,110
Mave,6,8,101
Mave,6,9,102
Mave,6,10,105
Mave,6,11,85
Mave,6,12,89
Mave,6,13,90
Mave,6,14,79
Mave,7,1,106
Mave,7,2,98
Mave,7,3,108
Mave,7,4,74
Mave,7,5,76
Mave,7,6,96
Mave,7,8,90
Mave,7,9,86
Mave,7,10,76
Mave,7,11,77
Mave,7,12,93
Mave,7,13,84
Mave,7,14,90
Mave,8,1,59
Mave,8,2,52
Mave,8,3,59
Mave,8,4,53
Mave,8,5,52
Mave,8,6,50
Mave,8,7,54
Mave,8,9,56
Mave,8,10,51
Mave,8,11,42
Mave,8,12,46
Mave,8,13,65
Mave,8,14,62
Mave,9,1,48
Mave,9,2,54
Mave,9,3,46
Mave,9,4,59
Mave,9,5,70
Mave,9,6,71
Mave,9,7,47
Mave,9,8,54
Mave,9,10,40
Mave,9,11,56
Mave,9,12,60
Mave,9,13,58
Mave,9,14,66
Mave,10,1,36
Mave,10,2,37
Mave,10,3,47
Mave,10,4,43
Mave,10,5,47
Mave,10,6,49
Mave,10,7,26
Mave,10,8,37
Mave,10,9,40
Mave,10,11,45
Mave,10,12,41
Mave,10,13,36
Mave,10,14,40
Mave,11,1,41
Mave,11,2,40
Mave,11,3,40
Mave,11,4,45
Mave,11,5,31
Mave,11,6,37
Mave,11,7,50
Mave,11,8,29
Mave,11,9,38
Mave,11,10,35
Mave,11,12,37
Mave,11,13,32
Mave,11,14,43
Mave,12,1,26
Mave,12,2,32
Mave,12,3,24
Mave,12,4,34
Mave,12,5,34
Mave,12,6,42
Mave,12,7,38
Mave,12,8,23
Mave,12,9,23
Mave,12,10,27
Mave,12,11,15
Mave,12,13,33
Mave,12,14,21
Mave,13,1,27
Mave,13,2,21
Mave,13,3,19
Mave,13,4,34
Mave,13,5,19
Mave,13,6,32
Mave,13,7,29
Mave,13,8,24
Mave,13,9,21
Mave,13,10,27
Mave,13,11,23
Mave,13,12,28
Mave,13,14,24
Mave,14,1,21
Mave,14,2,25
Mave,14,3,29
Mave,14,4,20
Mave,14,5,22
Mave,14,6,16
Mave,14,7,19
Mave,14,8,23
Mave,14,9,18
Mave,14,10,27
Mave,14,11,22
Mave,14,12,26
Mave,14,13,20
Tess,1,2,88
Tess,1,3,117
Tess,2,1,20
Tess,2,4,14
Tess,3,1,12
Tess,3,4,15
Tess,4,2,9
Tess,4,3,6
Tess,5,1,11
Tess,5,7,6
Tess,6,1,4
Tess,6,8,4
Tess,7,3,1
Tess,7,5,4
Tess,8,2,1
Tess,8,6,2
Tess,9,2,1
Tess,9,3,2
Tess,10,5,2
Tess,10,6,1
Tess,11,3,1
Tess,11,5,3
Tess,12,2,1
Tess,12,6,2
Tess,13,6,1
Tess,14,5,1
Bo,1,5,1
Bo,1,6,1
Bo,2,5,2
Bo,4,9,1
Bo,5,2,4
Bo,6,3,7
Bo,7,11,2
Bo,8,10,3
Bo,9,11,1
Bo,10,7,7
Bo,10,8,8
Bo,10,13,8
Bo,11,7,6
Bo,11,9,6
Bo,11,13,4
Bo,12,8,8
Bo,12,9,6
Bo,12,13,6
Bo,13,10,175
Bo,13,11,185
Bo,13,12,166
Bo,13,14,160
Bo,14,13,35
Mave,1,5,1
Mave,2,3,1
Mave,2,10,1
Mave,3,4,1
Mave,4,7,1
Mave,4,8,1
Mave,4,12,1
Mave,4,13,1
Mave,5,9,1
Mave,5,10,1
Mave,5,12,1
Mave,5,14,1
Mave,6,1,1
Mave,6,4,1
Mave,6,7,1
Mave,6,12,1
Mave,6,13,1
Mave,7,1,1
Mave,7,2,2
Mave,7,10,1
Mave,7,11,1
Mave,7,12,1
Mave,7,14,1
Mave,8,1,1
Mave,8,2,1
Mave,8,5,2
Mave,8,9,2
Mave,8,10,1
Mave,8,12,1
Mave,8,13,1
Mave,8,14,1
Mave,9,3,1
Mave,9,4,1
Mave,9,6,1
Mave,10,4,1
Mave,10,5,1
Mave,10,6,1
Mave,10,7,3
Mave,10,9,1
Mave,10,11,1
Mave,10,12,1
Mave,10,13,1
Mave,11,1,1
Mave,11,2,3
Mave,11,3,1
Mave,11,6,2
Mave,11,7,1
Mave,11,9,2
Mave,11,10,1
Mave,11,13,1
Mave,11,14,1
Mave,12,1,1
Mave,12,2,2
Mave,12,5,1
Mave,12,6,1
Mave,12,8,1
Mave,12,9,1
Mave,12,11,2
Mave,13,1,60
Mave,13,2,68
Mave,13,3,60
Mave,13,4,51
Mave,13,5,48
Mave,13,6,56
Mave,13,7,43
Mave,13,8,52
Mave,13,9,46
Mave,13,10,48
Mave,13,11,54
Mave,13,12,57
Mave,13,14,50
Mave,14,1,4
Mave,14,2,6
Mave,14,3,7
Mave,14,4,4
Mave,14,5,5
Mave,14,6,5
Mave,14,7,3
Mave,14,8,6
Mave,14,9,8
Mave,14,10,2
Mave,14,11,6
Mave,14,12,4
Mave,14,13,4
Tess,1,2,210
Tess,1,3,214
Tess,2,1,235
Tess,2,4,213
Tess,3,1,244
Tess,3,4,247
Tess,4,2,310
Tess,4,3,259
Tess,5,1,399
Tess,5,7,438
Tess,6,1,401
Tess,6,8,387
Tess,7,3,424
Tess,7,5,419
Tess,8,2,413
Tess,8,6,398
Tess,9,2,289
Tess,9,3,290
Tess,10,5,872
Tess,10,6,885
Tess,11,3,632
Tess,11,5,652
Tess,12,2,658
Tess,12,6,647
Tess,13,5,68160
Tess,13,6,67900
Tess,14,5,3679
Tess,14,6,3720
Bo,1,6,1
Bo,2,5,587
Bo,3,6,4
Bo,4,7,17
Bo,4,8,12
Bo,4,9,14
Bo,5,2,25
Bo,6,3,1
Bo,7,4,2
Bo,7,10,4
Bo,7,11,5
Bo,8,4,1
Bo,8,10,2
Bo,8,12,3
Bo,9,4,3
Bo,9,12,2
Bo,10,7,3
Bo,10,8,2
Bo,10,13,2
Bo,11,7,1
Bo,11,9,2
Bo,11,13,2
Bo,12,8,1
Bo,12,13,1
Bo,13,14,1
Bo,14,13,1
Mave,1,5,2
Mave,1,7,1
Mave,1,11,2
Mave,1,13,1
Mave,2,1,54
Mave,2,3,49
Mave,2,4,53
Mave,2,5,38
Mave,2,6,49
Mave,2,7,43
Mave,2,8,61
Mave,2,9,39
Mave,2,10,43
Mave,2,11,44
Mave,2,12,33
Mave,2,13,53
Mave,2,14,39
Mave,4,1,1
Mave,4,2,2
Mave,4,3,3
Mave,4,5,8
Mave,4,6,5
Mave,4,7,5
Mave,4,8,6
Mave,4,9,6
Mave,4,10,7
Mave,4,11,1
Mave,4,12,2
Mave,4,13,7
Mave,4,14,2
Mave,5,2,1
Mave,5,3,1
Mave,5,4,1
Mave,5,6,2
Mave,5,7,3
Mave,5,8,2
Mave,5,9,4
Mave,5,10,4
Mave,5,11,3
Mave,5,12,1
Mave,5,13,3
Mave,5,14,1
Mave,7,2,1
Mave,7,6,1
Mave,7,8,2
Mave,7,9,1
Mave,7,14,1
Mave,8,4,1
Mave,8,5,1
Mave,8,10,1
Mave,8,12,1
Mave,8,14,1
Mave,9,2,1
Mave,9,5,1
Mave,9,7,1
Mave,9,11,1
Mave,9,13,2
Mave,10,4,1
Mave,10,11,1
Mave,11,3,1
Mave,11,5,1
Mave,11,9,1
Mave,13,2,1
Mave,13,3,1
Mave,14,5,1
Mave,14,13,1
Tess,1,2,445
Tess,1,3,472
Tess,2,1,56236
Tess,2,4,56535
Tess,3,1,140
Tess,3,4,143
Tess,4,2,4331
Tess,4,3,4085
Tess,5,1,1526
Tess,5,7,1539
Tess,6,1,95
Tess,6,8,103
Tess,7,3,308
Tess,7,5,326
Tess,8,2,266
Tess,8,6,278
Tess,9,2,191
Tess,9,3,223
Tess,10,5,180
Tess,10,6,176
Tess,11,3,191
Tess,11,5,174
Tess,12,2,176
Tess,12,6,182
Tess,13,5,162
Tess,13,6,179
Tess,14,5,144
Tess,14,6,148
Bo,1,5,2
Bo,1,6,1
Bo,2,5,1
Bo,3,6,6
Bo,4,7,1
Bo,4,8,4
Bo,4,9,2
Bo,5,2,11
Bo,6,3,1
Bo,7,4,216
Bo,7,10,230
Bo,7,11,210
Bo,8,4,1
Bo,8,12,2
Bo,10,7,8
Bo,10,8,17
Bo,10,13,8
Bo,11,7,9
Bo,11,9,15
Bo,11,13,10
Bo,12,8,1
Bo,12,13,3
Bo,13,11,3
Bo,13,12,1
Bo,13,14,4
Bo,14,13,3
Mave,1,3,1
Mave,2,6,1
Mave,2,8,1
Mave,2,10,2
Mave,2,12,1
Mave,3,1,1
Mave,3,4,2
Mave,3,5,1
Mave,3,6,1
Mave,3,11,1
Mave,4,9,1
Mave,4,14,1
Mave,5,2,2
Mave,5,3,1
Mave,5,4,2
Mave,5,6,3
Mave,5,8,1
Mave,5,10,5
Mave,5,11,1
Mave,5,12,3
Mave,5,13,2
Mave,5,14,1
Mave,6,1,1
Mave,7,1,47
Mave,7,2,56
Mave,7,3,45
Mave,7,4,52
Mave,7,5,53
Mave,7,6,50
Mave,7,8,32
Mave,7,9,60
Mave,7,10,50
Mave,7,11,56
Mave,7,12,52
Mave,7,13,54
Mave,7,14,44
Mave,9,5,1
Mave,9,7,1
Mave,9,14,2
Mave,10,1,2
Mave,10,2,4
Mave,10,3,5
Mave,10,4,3
Mave,10,6,1
Mave,10,7,1
Mave,10,8,3
Mave,10,9,4
Mave,10,11,2
Mave,10,12,4
Mave,10,13,3
Mave,11,1,3
Mave,11,2,1
Mave,11,3,2
Mave,11,4,2
Mave,11,5,4
Mave,11,6,2
Mave,11,7,2
Mave,11,8,1
Mave,11,9,1
Mave,11,12,1
Mave,11,13,3
Mave,11,14,2
Mave,12,1,1
Mave,12,4,1
Mave,12,9,1
Mave,12,10,1
Mave,13,1,2
Mave,13,2,1
Mave,13,3,1
Mave,13,5,1
Mave,13,6,1
Mave,13,7,1
Mave,13,10,1
Mave,13,12,5
Mave,13,14,1
Mave,14,1,3
Mave,14,3,4
Mave,14,4,1
Mave,14,5,1
Mave,14,6,1
Mave,14,7,2
Mave,14,9,1
Mave,14,10,1
Mave,14,11,1
Mave,14,12,2
Tess,1,2,186
Tess,1,3,169
Tess,2,1,208
Tess,2,4,196
Tess,3,1,375
Tess,3,4,366
Tess,4,2,443
Tess,4,3,458
Tess,5,1,1802
Tess,5,7,1826
Tess,6,1,157
Tess,6,8,154
Tess,7,3,62703
Tess,7,5,63060
Tess,8,2,233
Tess,8,6,242
Tess,9,2,198
Tess,9,3,218
Tess,10,5,1664
Tess,10,6,1761
Tess,11,3,1746
Tess,11,5,1758
Tess,12,2,193
Tess,12,6,188
Tess,13,5,698
Tess,13,6,656
Tess,14,5,469
Tess,14,6,508
Bo,1,5,9
Bo,1,6,5
Bo,2,5,28
Bo,3,6,25
Bo,4,7,4
Bo,4,8,5
Bo,4,9,3
Bo,5,2,14
Bo,6,3,14
Bo,7,4,5
Bo,7,10,9
Bo,7,11,5
Bo,8,4,6
Bo,8,10,11
Bo,8,12,8
Bo,9,4,1
Bo,10,13,4
Bo,11,7,3
Bo,11,9,3
Bo,11,13,1
Bo,12,8,3
Bo,12,9,4
Bo,12,13,2
Bo,13,10,7
Bo,13,11,4
Bo,13,12,6
Bo,13,14,7
Bo,14,13,3
Mave,1,3,1
Mave,1,5,1
Mave,1,6,2
Mave,1,10,2
Mave,1,11,2
Mave,1,12,1
Mave,1,13,2
Mave,2,3,2
Mave,2,6,1
Mave,2,7,2
Mave,2,8,1
Mave,2,9,3
Mave,2,10,2
Mave,2,11,3
Mave,2,12,1
Mave,2,13,1
Mave,2,14,1
Mave,3,2,1
Mave,3,4,1
Mave,3,5,2
Mave,3,7,1
Mave,3,8,1
Mave,3,9,1
Mave,3,10,1
Mave,3,11,2
Mave,3,12,1
Mave,3,14,1
Mave,4,1,1
Mave,4,6,1
Mave,4,8,1
Mave,4,9,4
Mave,4,10,1
Mave,4,11,3
Mave,4,12,1
Mave,4,13,1
Mave,4,14,1
Mave,5,1,2
Mave,5,2,1
Mave,5,3,2
Mave,5,4,2
Mave,5,6,2
Mave,5,7,1
Mave,5,8,1
Mave,5,9,2
Mave,5,10,2
Mave,5,11,3
Mave,6,2,2
Mave,6,3,2
Mave,6,5,1
Mave,6,7,2
Mave,6,9,1
Mave,6,10,1
Mave,6,13,1
Mave,7,2,2
Mave,7,3,2
Mave,7,5,3
Mave,7,8,3
Mave,7,9,1
Mave,7,10,2
Mave,7,11,5
Mave,7,13,2
Mave,8,2,1
Mave,8,5,1
Mave,8,6,1
Mave,8,7,2
Mave,8,9,1
Mave,8,11,1
Mave,8,12,3
Mave,8,13,2
Mave,8,14,2
Mave,9,12,1
Mave,9,13,1
Mave,9,14,1
Mave,10,1,1
Mave,10,6,1
Mave,10,7,1
Mave,10,8,3
Mave,10,11,1
Mave,10,12,1
Mave,10,13,1
Mave,11,3,1
Mave,11,4,1
Mave,11,6,1
Mave,11,7,1
Mave,11,8,1
Mave,11,13,1
Mave,12,4,2
Mave,12,5,1
Mave,12,8,1
Mave,12,10,1
Mave,13,2,1
Mave,13,3,2
Mave,13,4,3
Mave,13,5,2
Mave,13,6,4
Mave,13,7,2
Mave,13,8,1
Mave,13,9,2
Mave,13,10,4
Mave,13,12,3
Mave,13,14,2
Mave,14,1,1
Mave,14,3,1
Mave,14,5,1
Mave,14,11,1
Mave,14,12,2
Tess,1,2,1658
Tess,1,3,1762
Tess,2,1,1806
Tess,2,4,1619
Tess,3,1,1772
Tess,3,4,1697
Tess,4,2,1574
Tess,4,3,1538
Tess,5,1,1873
Tess,5,7,1831
Tess,6,1,1844
Tess,6,8,1935
Tess,7,3,1563
Tess,7,5,1580
Tess,8,2,1591
Tess,8,6,1593
Tess,9,2,332
Tess,9,3,329
Tess,10,5,532
Tess,10,6,486
Tess,11,3,607
Tess,11,5,575
Tess,12,2,622
Tess,12,6,640
Tess,13,5,1900
Tess,13,6,1836
Tess,14,5,430
Tess,14,6,393
Bo,1,5,13
Bo,1,6,17
Bo,2,5,355
Bo,3,6,3
Bo,4,7,5
Bo,4,8,12
Bo,4,9,15
Bo,5,2,26
Bo,6,3,2
Bo,7,4,2
Bo,7,10,2
Bo,7,11,2
Bo,8,4,2
Bo,8,10,1
Bo,9,12,2
Bo,10,8,1
Bo,10,13,1
Bo,11,7,2
Bo,12,8,2
Bo,12,13,2
Bo,13,12,1
Bo,14,13,2
Mave,1,3,5
Mave,1,4,5
Mave,1,5,2
Mave,1,6,3
Mave,1,7,3
Mave,1,8,2
Mave,1,9,4
Mave,1,10,2
Mave,1,11,3
Mave,1,12,1
Mave,1,13,1
Mave,1,14,2
Mave,2,1,20
Mave,2,3,27
Mave,2,4,28
Mave,2,5,28
Mave,2,6,27
Mave,2,7,31
Mave,2,8,33
Mave,2,9,32
Mave,2,10,22
Mave,2,11,28
Mave,2,12,29
Mave,2,13,31
Mave,2,14,36
Mave,3,2,1
Mave,3,13,1
Mave,4,1,1
Mave,4,2,1
Mave,4,5,7
Mave,4,6,3
Mave,4,7,4
Mave,4,8,1
Mave,4,9,2
Mave,4,10,4
Mave,4,11,3
Mave,4,12,3
Mave,4,14,5
Mave,5,1,1
Mave,5,2,1
Mave,5,4,1
Mave,5,7,1
Mave,5,9,1
Mave,5,10,3
Mave,5,12,1
Mave,6,4,1
Mave,7,2,2
Mave,7,3,2
Mave,7,5,1
Mave,7,6,1
Mave,7,8,2
Mave,7,12,1
Mave,7,14,1
Mave,8,3,1
Mave,8,4,1
Mave,8,9,2
Mave,8,11,1
Mave,9,4,1
Mave,9,5,1
Mave,9,8,1
Mave,9,14,1
Mave,10,4,1
Mave,10,5,1
Mave,10,9,1
Mave,11,1,1
Mave,12,6,1
Mave,12,14,1
Mave,14,5,1
Mave,14,9,1
Mave,14,10,1
Tess,1,2,3606
Tess,1,3,3629
Tess,2,1,32314
Tess,2,4,32799
Tess,3,1,317
Tess,3,4,371
Tess,4,2,3316
Tess,4,3,3354
Tess,5,1,915
Tess,5,7,928
Tess,6,1,126
Tess,6,8,125
Tess,7,3,210
Tess,7,5,215
Tess,8,2,205
Tess,8,6,192
Tess,9,2,176
Tess,9,3,170
Tess,10,5,108
Tess,10,6,134
Tess,11,3,152
Tess,11,5,119
Tess,12,2,144
Tess,12,6,137
Tess,13,5,114
Tess,13,6,132
Tess,14,5,107
Tess,14,6,120
Bo,1,5,2
Bo,1,6,2
Bo,2,5,12
Bo,3,6,32
Bo,4,7,8
Bo,4,8,19
Bo,4,9,11
Bo,5,2,41
Bo,6,3,5
Bo,7,4,39
Bo,7,10,40
Bo,7,11,29
Bo,8,4,3
Bo,8,10,4
Bo,8,12,2
Bo,9,12,1
Bo,10,7,4
Bo,10,8,5
Bo,10,13,1
Bo,11,7,1
Bo,11,9,2
Bo,11,13,2
Bo,12,8,2
Bo,12,9,1
Bo,12,13,2
Bo,13,12,2
Bo,13,14,1
Bo,14,13,2
Mave,1,2,1
Mave,1,4,2
Mave,1,5,2
Mave,1,10,1
Mave,1,12,1
Mave,2,3,1
Mave,2,4,1
Mave,2,8,3
Mave,2,11,1
Mave,2,12,1
Mave,2,14,2
Mave,3,4,3
Mave,3,5,1
Mave,3,6,1
Mave,3,7,1
Mave,3,9,2
Mave,3,10,4
Mave,3,11,3
Mave,3,12,2
Mave,4,1,5
Mave,4,2,4
Mave,4,3,2
Mave,4,5,3
Mave,4,6,1
Mave,4,7,4
Mave,4,8,4
Mave,4,9,3
Mave,4,10,3
Mave,5,1,2
Mave,5,2,3
Mave,5,3,5
Mave,5,4,6
Mave,5,6,3
Mave,5,7,2
Mave,5,8,2
Mave,5,9,2
Mave,5,10,2
Mave,5,11,5
Mave,5,12,4
Mave,5,13,1
Mave,5,14,1
Mave,6,10,1
Mave,7,1,6
Mave,7,2,3
Mave,7,3,9
Mave,7,4,11
Mave,7,5,17
Mave,7,6,9
Mave,7,8,17
Mave,7,9,6
Mave,7,10,16
Mave,7,11,11
Mave,7,12,14
Mave,7,13,10
Mave,7,14,10
Mave,8,4,1
Mave,8,5,1
Mave,8,12,2
Mave,9,7,1
Mave,9,8,1
Mave,10,1,2
Mave,10,4,1
Mave,10,7,1
Mave,10,12,1
Mave,10,13,1
Mave,11,7,1
Mave,11,9,1
Mave,11,14,1
Mave,12,3,1
Mave,13,6,1
Mave,13,10,1
Mave,14,2,1
Mave,14,3,1
Mave,14,13,1
Tess,1,2,832
Tess,1,3,915
Tess,2,1,1073
Tess,2,4,1031
Tess,3,1,2374
Tess,3,4,2387
Tess,4,2,2917
Tess,4,3,2825
Tess,5,1,4268
Tess,5,7,4196
Tess,6,1,238
Tess,6,8,242
Tess,7,3,9723
Tess,7,5,9910
Tess,8,2,256
Tess,8,6,251
Tess,9,2,178
Tess,9,3,162
Tess,10,5,419
Tess,10,6,381
Tess,11,3,301
Tess,11,5,335
Tess,12,2,125
Tess,12,6,136
Tess,13,5,202
Tess,13,6,177
Tess,14,5,152
Tess,14,6,163
Bo,1,5,123
Bo,1,6,138
Bo,2,5,36
Bo,3,6,42
Bo,4,7,1
Bo,4,8,1
Bo,4,9,1
Bo,5,2,7
Bo,6,3,14
Bo,7,4,1
Bo,7,10,1
Bo,7,11,1
Bo,8,10,2
Bo,9,12,1
Bo,10,8,1
Bo,11,7,1
Bo,11,13,3
Bo,13,14,1
Bo,14,13,1
Mave,1,2,15
Mave,1,3,20
Mave,1,4,15
Mave,1,5,23
Mave,1,6,18
Mave,1,7,24
Mave,1,8,21
Mave,1,9,19
Mave,1,10,20
Mave,1,11,9
Mave,1,12,22
Mave,1,13,28
Mave,1,14,19
Mave,2,1,6
Mave,2,3,3
Mave,2,4,2
Mave,2,5,3
Mave,2,6,3
Mave,2,7,1
Mave,2,8,2
Mave,2,9,7
Mave,2,11,6
Mave,2,12,8
Mave,2,13,1
Mave,2,14,7
Mave,3,1,5
Mave,3,2,2
Mave,3,4,2
Mave,3,5,2
Mave,3,6,1
Mave,3,7,2
Mave,3,8,3
Mave,3,10,1
Mave,3,11,2
Mave,3,12,3
Mave,3,13,1
Mave,3,14,2
Mave,4,2,1
Mave,4,7,1
Mave,4,11,1
Mave,6,5,1
Mave,6,7,1
Mave,6,8,1
Mave,6,10,1
Mave,6,13,2
Mave,7,9,1
Mave,8,6,1
Mave,8,9,1
Mave,9,4,1
Mave,9,14,1
Mave,10,11,1
Mave,11,4,1
Mave,12,6,3
Tess,1,2,23897
Tess,1,3,24236
Tess,2,1,3479
Tess,2,4,3319
Tess,3,1,3331
Tess,3,4,3298
Tess,4,2,394
Tess,4,3,414
Tess,5,1,306
Tess,5,7,354
Tess,6,1,294
Tess,6,8,288
Tess,7,3,146
Tess,7,5,136
Tess,8,2,123
Tess,8,6,110
Tess,9,2,106
Tess,9,3,110
Tess,10,5,92
Tess,10,6,107
Tess,11,3,114
Tess,11,5,100
Tess,12,2,128
Tess,12,6,94
Tess,13,5,95
Tess,13,6,98
Tess,14,5,80
Tess,14,6,85
Bo,1,5,112
Bo,1,6,96
Bo,2,5,70
Bo,3,6,12
Bo,4,7,4
Bo,4,9,1
Bo,5,2,7
Bo,6,3,3
Bo,7,4,3
Bo,7,11,1
Bo,8,4,1
Bo,8,12,1
Bo,9,4,1
Bo,10,8,1
Bo,10,13,1
Bo,11,9,2
Bo,11,13,1
Bo,12,8,2
Bo,12,9,1
Bo,13,14,1
Bo,14,13,1
Mave,1,2,13
Mave,1,3,13
Mave,1,4,15
Mave,1,5,21
Mave,1,6,15
Mave,1,7,14
Mave,1,8,15
Mave,1,9,12
Mave,1,10,14
Mave,1,11,12
Mave,1,12,11
Mave,1,13,9
Mave,1,14,23
Mave,2,1,8
Mave,2,3,9
Mave,2,4,6
Mave,2,5,10
Mave,2,6,5
Mave,2,7,6
Mave,2,8,7
Mave,2,9,12
Mave,2,10,7
Mave,2,11,4
Mave,2,12,10
Mave,2,13,10
Mave,2,14,5
Mave,3,2,1
Mave,3,4,2
Mave,3,5,1
Mave,3,6,3
Mave,3,8,2
Mave,3,9,2
Mave,3,13,2
Mave,4,1,2
Mave,4,3,1
Mave,4,5,2
Mave,4,10,1
Mave,4,12,1
Mave,4,13,1
Mave,5,4,1
Mave,6,1,1
Mave,6,14,1
Mave,7,2,2
Mave,8,9,1
Mave,8,11,1
Mave,9,1,1
Mave,9,5,1
Mave,9,11,2
Mave,11,14,1
Mave,12,7,1
Mave,12,8,1
Mave,12,14,1
Mave,14,12,2
Tess,1,2,18906
Tess,1,3,18896
Tess,2,1,7475
Tess,2,4,7462
Tess,3,1,1090
Tess,3,4,1033
Tess,4,2,500
Tess,4,3,493
Tess,5,1,286
Tess,5,7,292
Tess,6,1,204
Tess,6,8,197
Tess,7,3,108
Tess,7,5,115
Tess,8,2,128
Tess,8,6,122
Tess,9,2,96
Tess,9,3,102
Tess,10,5,101
Tess,10,6,86
Tess,11,3,85
Tess,11,5,100
Tess,12,2,109
Tess,12,6,96
Tess,13,5,83
Tess,13,6,78
Tess,14,5,85
Tess,14,6,75
Bo,1,5,101
Bo,1,6,98
Bo,2,5,29
Bo,3,6,41
Bo,4,7,3
Bo,4,8,5
Bo,4,9,7
Bo,5,2,3
Bo,6,3,6
Bo,7,4,1
Bo,8,10,1
Bo,9,12,1
Bo,11,7,1
Bo,11,9,3
Bo,11,13,3
Bo,12,13,1
Bo,13,10,1
Bo,14,13,2
Mave,1,2,17
Mave,1,3,15
Mave,1,4,15
Mave,1,5,23
Mave,1,6,22
Mave,1,7,16
Mave,1,8,20
Mave,1,9,18
Mave,1,10,14
Mave,1,11,6
Mave,1,12,15
Mave,1,13,18
Mave,1,14,21
Mave,2,1,2
Mave,2,3,1
Mave,2,4,2
Mave,2,5,5
Mave,2,6,2
Mave,2,7,6
Mave,2,8,4
Mave,2,9,1
Mave,2,10,4
Mave,2,11,1
Mave,2,12,1
Mave,2,13,2
Mave,2,14,3
Mave,3,1,2
Mave,3,2,2
Mave,3,4,5
Mave,3,6,7
Mave,3,8,3
Mave,3,9,1
Mave,3,10,5
Mave,3,11,10
Mave,3,12,1
Mave,3,13,5
Mave,3,14,5
Mave,4,1,1
Mave,4,2,1
Mave,4,8,1
Mave,4,10,2
Mave,4,13,1
Mave,5,4,1
Mave,5,12,1
Mave,6,2,1
Mave,6,13,1
Mave,7,2,1
Mave,7,11,1
Mave,8,3,1
Mave,8,11,1
Mave,9,5,1
Mave,9,8,1
Mave,9,10,1
Mave,13,8,1
Mave,14,9,1
Tess,1,2,18958
Tess,1,3,19366
Tess,2,1,3588
Tess,2,4,3509
Tess,3,1,3561
Tess,3,4,3508
Tess,4,2,557
Tess,4,3,557
Tess,5,1,319
Tess,5,7,264
Tess,6,1,212
Tess,6,8,246
Tess,7,3,131
Tess,7,5,132
Tess,8,2,130
Tess,8,6,137
Tess,9,2,123
Tess,9,3,113
Tess,10,5,105
Tess,10,6,116
Tess,11,3,103
Tess,11,5,86
Tess,12,2,95
Tess,12,6,95
Tess,13,5,105
Tess,13,6,95
Tess,14,5,92
Tess,14,6,73
Bo,1,5,40
Bo,1,6,24
Bo,2,5,73
Bo,3,6,57
Bo,4,7,29
Bo,4,8,26
Bo,4,9,29
Bo,5,2,135
Bo,6,3,127
Bo,7,4,59
Bo,7,10,54
Bo,7,11,63
Bo,8,4,58
Bo,8,10,49
Bo,8,12,55
Bo,9,4,55
Bo,9,11,62
Bo,9,12,60
Bo,10,7,246
Bo,10,8,258
Bo,10,13,277
Bo,11,7,277
Bo,11,9,268
Bo,11,13,231
Bo,12,8,251
Bo,12,9,245
Bo,12,13,253
Bo,13,10,10043
Bo,13,11,10149
Bo,13,12,10002
Bo,13,14,9876
Bo,14,13,1975
Mave,1,2,4
Mave,1,3,6
Mave,1,4,5
Mave,1,5,6
Mave,1,6,6
Mave,1,7,5
Mave,1,8,3
Mave,1,9,4
Mave,1,10,3
Mave,1,11,5
Mave,1,12,4
Mave,1,13,2
Mave,1,14,6
Mave,2,1,6
Mave,2,3,1
Mave,2,4,8
Mave,2,5,7
Mave,2,6,4
Mave,2,7,8
Mave,2,8,4
Mave,2,9,12
Mave,2,10,3
Mave,2,11,10
Mave,2,12,8
Mave,2,13,5
Mave,2,14,8
Mave,3,1,6
Mave,3,2,4
Mave,3,4,4
Mave,3,5,9
Mave,3,6,6
Mave,3,7,5
Mave,3,8,4
Mave,3,9,7
Mave,3,10,4
Mave,3,11,2
Mave,3,12,6
Mave,3,13,9
Mave,3,14,4
Mave,4,1,10
Mave,4,2,8
Mave,4,3,5
Mave,4,5,3
Mave,4,6,4
Mave,4,7,7
Mave,4,8,7
Mave,4,9,4
Mave,4,10,9
Mave,4,11,9
Mave,4,12,6
Mave,4,13,10
Mave,4,14,2
Mave,5,1,4
Mave,5,2,12
Mave,5,3,12
Mave,5,4,11
Mave,5,6,5
Mave,5,7,5
Mave,5,8,4
Mave,5,9,4
Mave,5,10,7
Mave,5,11,7
Mave,5,12,10
Mave,5,13,9
Mave,5,14,6
Mave,6,1,3
Mave,6,2,6
Mave,6,3,6
Mave,6,4,11
Mave,6,5,6
Mave,6,7,14
Mave,6,8,5
Mave,6,9,4
Mave,6,10,11
Mave,6,11,9
Mave,6,12,2
Mave,6,13,9
Mave,6,14,9
Mave,7,1,21
Mave,7,2,7
Mave,7,3,11
Mave,7,4,17
Mave,7,5,13
Mave,7,6,10
Mave,7,8,17
Mave,7,9,12
Mave,7,10,12
Mave,7,11,14
Mave,7,12,15
Mave,7,13,15
Mave,7,14,12
Mave,8,1,15
Mave,8,2,14
Mave,8,3,12
Mave,8,4,8
Mave,8,5,14
Mave,8,6,11
Mave,8,7,13
Mave,8,9,12
Mave,8,10,10
Mave,8,11,12
Mave,8,12,12
Mave,8,13,16
Mave,8,14,6
