prop_t_mod,replica,network,population,sigma,true_model,net_size,colab_cond,RR
1,45,Lattice,Mave,0.8,7,413,COLAB,0.28776978417266186
1,46,Lattice,Mave,0.8,7,413,COLAB,0.20491803278688525
1,47,Lattice,Mave,0.8,7,413,COLAB,0.20707070707070707
1,48,Lattice,Mave,0.8,7,413,COLAB,0.23026315789473684
1,49,Lattice,Mave,0.8,7,413,COLAB,0.17061611374407584
1,50,Lattice,Mave,0.8,7,413,COLAB,0.1744186046511628
0,1,Lattice,Mave,0.8,7,413,NOLAB,0.32014271813168993
0,2,Lattice,Mave,0.8,7,413,NOLAB,0.32404406999351915
0,3,Lattice,Mave,0.8,7,413,NOLAB,0.3397287462785313
0,4,Lattice,Mave,0.8,7,413,NOLAB,0.33204881181759793
0,5,Lattice,Mave,0.8,7,413,NOLAB,0.3195843828715365
0,6,Lattice,Mave,0.8,7,413,NOLAB,0.3326726131483317
0,7,Lattice,Mave,0.8,7,413,NOLAB,0.31952291274325173
0,8,Lattice,Mave,0.8,7,413,NOLAB,0.34057486631016043
0,9,Lattice,Mave,0.8,7,413,NOLAB,0.31444939528962446
0,10,Lattice,Mave,0.8,7,413,NOLAB,0.3463743676222597
0,11,Lattice,Mave,0.8,7,413,NOLAB,0.338254593175853
0,12,Lattice,Mave,0.8,7,413,NOLAB,0.3159839852171235
0,13,Lattice,Mave,0.8,7,413,NOLAB,0.33725106105125696
0,14,Lattice,Mave,0.8,7,413,NOLAB,0.31852879944483
0,15,Lattice,Mave,0.8,7,413,NOLAB,0.3308097432521396
0,16,Lattice,Mave,0.8,7,413,NOLAB,0.3298611111111111
0,17,Lattice,Mave,0.8,7,413,NOLAB,0.33642765685019205
0,18,Lattice,Mave,0.8,7,413,NOLAB,0.34546703296703296
0,19,Lattice,Mave,0.8,7,413,NOLAB,0.33311709373986376
0,20,Lattice,Mave,0.8,7,413,NOLAB,0.339073262366938
0,21,Lattice,Mave,0.8,7,413,NOLAB,0.32683233721296007
0,22,Lattice,Mave,0.8,7,413,NOLAB,0.3213367609254499
0,23,Lattice,Mave,0.8,7,413,NOLAB,0.3265886816313626
0,24,Lattice,Mave,0.8,7,413,NOLAB,0.33400469956361195
0,25,Lattice,Mave,0.8,7,413,NOLAB,0.34568690095846644
0,26,Lattice,Mave,0.8,7,413,NOLAB,0.3335507010107597
0,27,Lattice,Mave,0.8,7,413,NOLAB,0.3193538365952159
0,28,Lattice,Mave,0.8,7,413,NOLAB,0.3497786211258697
0,29,Lattice,Mave,0.8,7,413,NOLAB,0.3171905067350866
0,30,Lattice,Mave,0.8,7,413,NOLAB,0.33355704697986577
0,31,Lattice,Mave,0.8,7,413,NOLAB,0.34334763948497854
0,32,Lattice,Mave,0.8,7,413,NOLAB,0.3155183515775918
0,33,Lattice,Mave,0.8,7,413,NOLAB,0.3168411037107517
0,34,Lattice,Mave,0.8,7,413,NOLAB,0.34057486631016043
0,35,Lattice,Mave,0.8,7,413,NOLAB,0.33731906859660166
0,36,Lattice,Mave,0.8,7,413,NOLAB,0.3050565535595476
0,37,Lattice,Mave,0.8,7,413,NOLAB,0.32256
0,38,Lattice,Mave,0.8,7,413,NOLAB,0.31787655900223855
0,39,Lattice,Mave,0.8,7,413,NOLAB,0.3314169766655394
0,40,Lattice,Mave,0.8,7,413,NOLAB,0.3353445538266116
0,41,Lattice,Mave,0.8,7,413,NOLAB,0.3414554905782976
0,42,Lattice,Mave,0.8,7,413,NOLAB,0.3425865447419987
0,43,Lattice,Mave,0.8,7,413,NOLAB,0.3326923076923077
0,44,Lattice,Mave,0.8,7,413,NOLAB,0.3174757281553398
0,45,Lattice,Mave,0.8,7,413,NOLAB,0.3340865074241446
0,46,Lattice,Mave,0.8,7,413,NOLAB,0.3170326014637392
0,47,Lattice,Mave,0.8,7,413,NOLAB,0.32866915422885573
0,48,Lattice,Mave,0.8,7,413,NOLAB,0.33289473684210524
0,49,Lattice,Mave,0.8,7,413,NOLAB,0.34181701030927836
0,50,Lattice,Mave,0.8,7,413,NOLAB,0.33779373368146215
1,1,Lattice,Mave,0.8,7,413,NOLAB,0.1261682242990654
1,2,Lattice,Mave,0.8,7,413,NOLAB,0.16600790513833993
1,3,Lattice,Mave,0.8,7,413,NOLAB,0.15352697095435686
1,4,Lattice,Mave,0.8,7,413,NOLAB,0.19047619047619047
1,5,Lattice,Mave,0.8,7,413,NOLAB,0.1297709923664122
1,6,Lattice,Mave,0.8,7,413,NOLAB,0.14659685863874344
1,7,Lattice,Mave,0.8,7,413,NOLAB,0.11678832116788321
1,8,Lattice,Mave,0.8,7,413,NOLAB,0.14201183431952663
1,9,Lattice,Mave,0.8,7,413,NOLAB,0.13513513513513514
1,10,Lattice,Mave,0.8,7,413,NOLAB,0.17989417989417988
1,11,Lattice,Mave,0.8,7,413,NOLAB,0.1987179487179487
1,12,Lattice,Mave,0.8,7,413,NOLAB,0.18857142857142858
1,13,Lattice,Mave,0.8,7,413,NOLAB,0.1746987951807229
1,14,Lattice,Mave,0.8,7,413,NOLAB,0.1918819188191882
1,15,Lattice,Mave,0.8,7,413,NOLAB,0.20304568527918782
1,16,Lattice,Mave,0.8,7,413,NOLAB,0.176056338028169
1,17,Lattice,Mave,0.8,7,413,NOLAB,0.16417910447761194
1,18,Lattice,Mave,0.8,7,413,NOLAB,0.22868217054263565
1,19,Lattice,Mave,0.8,7,413,NOLAB,0.2
1,20,Lattice,Mave,0.8,7,413,NOLAB,0.18439716312056736
1,21,Lattice,Mave,0.8,7,413,NOLAB,0.16243654822335024
1,22,Lattice,Mave,0.8,7,413,NOLAB,0.12804878048780488
1,23,Lattice,Mave,0.8,7,413,NOLAB,0.10880829015544041
1,24,Lattice,Mave,0.8,7,413,NOLAB,0.2037037037037037
1,25,Lattice,Mave,0.8,7,413,NOLAB,0.1388888888888889
1,26,Lattice,Mave,0.8,7,413,NOLAB,0.14204545454545456
1,27,Lattice,Mave,0.8,7,413,NOLAB,0.1286549707602339
1,28,Lattice,Mave,0.8,7,413,NOLAB,0.20192307692307693
1,29,Lattice,Mave,0.8,7,413,NOLAB,0.10294117647058823
1,30,Lattice,Mave,0.8,7,413,NOLAB,0.15048543689320387
1,31,Lattice,Mave,0.8,7,413,NOLAB,0.165
1,32,Lattice,Mave,0.8,7,413,NOLAB,0.16113744075829384
1,33,Lattice,Mave,0.8,7,413,NOLAB,0.174496644295302
1,34,Lattice,Mave,0.8,7,413,NOLAB,0.14201183431952663
1,35,Lattice,Mave,0.8,7,413,NOLAB,0.1646090534979424
1,36,Lattice,Mave,0.8,7,413,NOLAB,0.182648401826484
1,37,Lattice,Mave,0.8,7,413,NOLAB,0.14224137931034483
1,38,Lattice,Mave,0.8,7,413,NOLAB,0.16363636363636364
1,39,Lattice,Mave,0.8,7,413,NOLAB,0.21717171717171718
1,40,Lattice,Mave,0.8,7,413,NOLAB,0.13548387096774195
1,41,Lattice,Mave,0.8,7,413,NOLAB,0.19135802469135801
1,42,Lattice,Mave,0.8,7,413,NOLAB,0.193717277486911
1,43,Lattice,Mave,0.8,7,413,NOLAB,0.13744075829383887
1,44,Lattice,Mave,0.8,7,413,NOLAB,0.16279069767441862
1,45,Lattice,Mave,0.8,7,413,NOLAB,0.1523809523809524
1,46,Lattice,Mave,0.8,7,413,NOLAB,0.12987012987012986
1,47,Lattice,Mave,0.8,7,413,NOLAB,0.14666666666666667
1,48,Lattice,Mave,0.8,7,413,NOLAB,0.20614035087719298
1,49,Lattice,Mave,0.8,7,413,NOLAB,0.15894039735099338
1,50,Lattice,Mave,0.8,7,413,NOLAB,0.21161825726141079
0,1,Lattice,Mave,0.8,13,484,COLAB,0.37378114842903576
0,2,Lattice,Mave,0.8,13,484,COLAB,0.3638275499474238
0,3,Lattice,Mave,0.8,13,484,COLAB,0.398838004101162
0,4,Lattice,Mave,0.8,13,484,COLAB,0.37215713301171605
0,5,Lattice,Mave,0.8,13,484,COLAB,0.3724279835390947
0,6,Lattice,Mave,0.8,13,484,COLAB,0.4045775833052844
0,7,Lattice,Mave,0.8,13,484,COLAB,0.3743353420772776
0,8,Lattice,Mave,0.8,13,484,COLAB,0.389824435686134
0,9,Lattice,Mave,0.8,13,484,COLAB,0.3597170764567194
0,10,Lattice,Mave,0.8,13,484,COLAB,0.3706390328151986
0,11,Lattice,Mave,0.8,13,484,COLAB,0.37508440243079
0,12,Lattice,Mave,0.8,13,484,COLAB,0.36893203883495146
0,13,Lattice,Mave,0.8,13,484,COLAB,0.36467730742539906
0,14,Lattice,Mave,0.8,13,484,COLAB,0.37382234185733515
0,15,Lattice,Mave,0.8,13,484,COLAB,0.3720630833601545
0,16,Lattice,Mave,0.8,13,484,COLAB,0.3716433941997852
0,17,Lattice,Mave,0.8,13,484,COLAB,0.3547849283094365
0,18,Lattice,Mave,0.8,13,484,COLAB,0.3894230769230769
0,19,Lattice,Mave,0.8,13,484,COLAB,0.3678696158323632
0,20,Lattice,Mave,0.8,13,484,COLAB,0.39453515494835056
0,21,Lattice,Mave,0.8,13,484,COLAB,0.38968865082022097
0,22,Lattice,Mave,0.8,13,484,COLAB,0.36008599068434255
0,23,Lattice,Mave,0.8,13,484,COLAB,0.3766471449487555
0,24,Lattice,Mave,0.8,13,484,COLAB,0.345203488372093
0,25,Lattice,Mave,0.8,13,484,COLAB,0.4150087260034904
0,26,Lattice,Mave,0.8,13,484,COLAB,0.3661769974919384
0,27,Lattice,Mave,0.8,13,484,COLAB,0.3629807692307692
0,28,Lattice,Mave,0.8,13,484,COLAB,0.3669849931787176
0,29,Lattice,Mave,0.8,13,484,COLAB,0.36417391304347824
0,30,Lattice,Mave,0.8,13,484,COLAB,0.38987083616587354
0,31,Lattice,Mave,0.8,13,484,COLAB,0.37995005351409206
0,32,Lattice,Mave,0.8,13,484,COLAB,0.37166454891994916
0,33,Lattice,Mave,0.8,13,484,COLAB,0.3595467032967033
0,34,Lattice,Mave,0.8,13,484,COLAB,0.389824435686134
0,35,Lattice,Mave,0.8,13,484,COLAB,0.3740129217516152
0,36,Lattice,Mave,0.8,13,484,COLAB,0.3951768488745981
0,37,Lattice,Mave,0.8,13,484,COLAB,0.3775687913618948
0,38,Lattice,Mave,0.8,13,484,COLAB,0.37735849056603776
0,39,Lattice,Mave,0.8,13,484,COLAB,0.38413361169102295
0,40,Lattice,Mave,0.8,13,484,COLAB,0.37037037037037035
0,41,Lattice,Mave,0.8,13,484,COLAB,0.36097388849682427
0,42,Lattice,Mave,0.8,13,484,COLAB,0.3797559224694903
0,43,Lattice,Mave,0.8,13,484,COLAB,0.3735354927636113
0,44,Lattice,Mave,0.8,13,484,COLAB,0.35691545808277325
0,45,Lattice,Mave,0.8,13,484,COLAB,0.37512673200405544
0,46,Lattice,Mave,0.8,13,484,COLAB,0.3885974116824064
0,47,Lattice,Mave,0.8,13,484,COLAB,0.35693215339233036
0,48,Lattice,Mave,0.8,13,484,COLAB,0.391304347826087
0,49,Lattice,Mave,0.8,13,484,COLAB,0.34700739744451914
0,50,Lattice,Mave,0.8,13,484,COLAB,0.3680297397769517
1,1,Lattice,Mave,0.8,13,484,COLAB,0.09230769230769231
1,2,Lattice,Mave,0.8,13,484,COLAB,0.1978021978021978
1,3,Lattice,Mave,0.8,13,484,COLAB,0.0821917808219178
1,4,Lattice,Mave,0.8,13,484,COLAB,0.10204081632653061
1,5,Lattice,Mave,0.8,13,484,COLAB,0.1038961038961039
1,6,Lattice,Mave,0.8,13,484,COLAB,0.13114754098360656
1,7,Lattice,Mave,0.8,13,484,COLAB,0.11764705882352941
1,8,Lattice,Mave,0.8,13,484,COLAB,0.12745098039215685
1,9,Lattice,Mave,0.8,13,484,COLAB,0.0975609756097561
1,10,Lattice,Mave,0.8,13,484,COLAB,0.09166666666666666
1,11,Lattice,Mave,0.8,13,484,COLAB,0.125
1,12,Lattice,Mave,0.8,13,484,COLAB,0.1588785046728972
1,13,Lattice,Mave,0.8,13,484,COLAB,0.07262569832402235
1,14,Lattice,Mave,0.8,13,484,COLAB,0.08391608391608392
1,15,Lattice,Mave,0.8,13,484,COLAB,0.08333333333333333
1,16,Lattice,Mave,0.8,13,484,COLAB,0.10752688172043011
1,17,Lattice,Mave,0.8,13,484,COLAB,0.05555555555555555
1,18,Lattice,Mave,0.8,13,484,COLAB,0.11764705882352941
1,19,Lattice,Mave,0.8,13,484,COLAB,0.1452991452991453
1,20,Lattice,Mave,0.8,13,484,COLAB,0.17721518987341772
1,21,Lattice,Mave,0.8,13,484,COLAB,0.1523809523809524
1,22,Lattice,Mave,0.8,13,484,COLAB,0.09615384615384616
1,23,Lattice,Mave,0.8,13,484,COLAB,0.09090909090909091
1,24,Lattice,Mave,0.8,13,484,COLAB,0.0967741935483871
1,25,Lattice,Mave,0.8,13,484,COLAB,0.18072289156626506
1,26,Lattice,Mave,0.8,13,484,COLAB,0.12121212121212122
1,27,Lattice,Mave,0.8,13,484,COLAB,0.1590909090909091
1,28,Lattice,Mave,0.8,13,484,COLAB,0.14754098360655737
1,29,Lattice,Mave,0.8,13,484,COLAB,0.10638297872340426
1,30,Lattice,Mave,0.8,13,484,COLAB,0.10714285714285714
1,31,Lattice,Mave,0.8,13,484,COLAB,0.1015625
1,32,Lattice,Mave,0.8,13,484,COLAB,0.06666666666666667
1,33,Lattice,Mave,0.8,13,484,COLAB,0.12280701754385964
1,34,Lattice,Mave,0.8,13,484,COLAB,0.12745098039215685
1,35,Lattice,Mave,0.8,13,484,COLAB,0.11627906976744186
1,36,Lattice,Mave,0.8,13,484,COLAB,0.1016949152542373
1,37,Lattice,Mave,0.8,13,484,COLAB,0.10344827586206896
1,38,Lattice,Mave,0.8,13,484,COLAB,0.1368421052631579
1,39,Lattice,Mave,0.8,13,484,COLAB,0.09411764705882353
1,40,Lattice,Mave,0.8,13,484,COLAB,0.10975609756097561
1,41,Lattice,Mave,0.8,13,484,COLAB,0.08333333333333333
1,42,Lattice,Mave,0.8,13,484,COLAB,0.09565217391304348
1,43,Lattice,Mave,0.8,13,484,COLAB,0.14
1,44,Lattice,Mave,0.8,13,484,COLAB,0.15517241379310345
1,45,Lattice,Mave,0.8,13,484,COLAB,0.09523809523809523
1,46,Lattice,Mave,0.8,13,484,COLAB,0.109375
1,47,Lattice,Mave,0.8,13,484,COLAB,0.14545454545454545
1,48,Lattice,Mave,0.8,13,484,COLAB,0.12
1,49,Lattice,Mave,0.8,13,484,COLAB,0.07692307692307693
1,50,Lattice,Mave,0.8,13,484,COLAB,0.057971014492753624
0,1,Lattice,Mave,0.8,13,484,NOLAB,0.3060999171956942
0,2,Lattice,Mave,0.8,13,484,NOLAB,0.3271232876712329
0,3,Lattice,Mave,0.8,13,484,NOLAB,0.3139065204847086
0,4,Lattice,Mave,0.8,13,484,NOLAB,0.3212722497811497
0,5,Lattice,Mave,0.8,13,484,NOLAB,0.3177285318559557
0,6,Lattice,Mave,0.8,13,484,NOLAB,0.3177410154021677
0,7,Lattice,Mave,0.8,13,484,NOLAB,0.3192395005675369
0,8,Lattice,Mave,0.8,13,484,NOLAB,0.3174693644913081
0,9,Lattice,Mave,0.8,13,484,NOLAB,0.31478405315614616
0,10,Lattice,Mave,0.8,13,484,NOLAB,0.3190866510538642
0,11,Lattice,Mave,0.8,13,484,NOLAB,0.3235872926623559
0,12,Lattice,Mave,0.8,13,484,NOLAB,0.30114942528735633
0,13,Lattice,Mave,0.8,13,484,NOLAB,0.31845153998304604
0,14,Lattice,Mave,0.8,13,484,NOLAB,0.31106708180016984
0,15,Lattice,Mave,0.8,13,484,NOLAB,0.33578292820802713
0,16,Lattice,Mave,0.8,13,484,NOLAB,0.32338444687842277
0,17,Lattice,Mave,0.8,13,484,NOLAB,0.3226719501839796
0,18,Lattice,Mave,0.8,13,484,NOLAB,0.3213600219358377
0,19,Lattice,Mave,0.8,13,484,NOLAB,0.3060656649972176
0,20,Lattice,Mave,0.8,13,484,NOLAB,0.31964388282596207
0,21,Lattice,Mave,0.8,13,484,NOLAB,0.3144180660104227
0,22,Lattice,Mave,0.8,13,484,NOLAB,0.3082510168506682
0,23,Lattice,Mave,0.8,13,484,NOLAB,0.3239866740699611
0,24,Lattice,Mave,0.8,13,484,NOLAB,0.32344386271087844
0,25,Lattice,Mave,0.8,13,484,NOLAB,0.2912565141864505
0,26,Lattice,Mave,0.8,13,484,NOLAB,0.3225806451612903
0,27,Lattice,Mave,0.8,13,484,NOLAB,0.3192106790481718
0,28,Lattice,Mave,0.8,13,484,NOLAB,0.3087699635752312
0,29,Lattice,Mave,0.8,13,484,NOLAB,0.2874015748031496
0,30,Lattice,Mave,0.8,13,484,NOLAB,0.31512250070402703
0,31,Lattice,Mave,0.8,13,484,NOLAB,0.31251815277374384
0,32,Lattice,Mave,0.8,13,484,NOLAB,0.30692504987175834
0,33,Lattice,Mave,0.8,13,484,NOLAB,0.32237211916807196
0,34,Lattice,Mave,0.8,13,484,NOLAB,0.3174693644913081
0,35,Lattice,Mave,0.8,13,484,NOLAB,0.32444696539988654
0,36,Lattice,Mave,0.8,13,484,NOLAB,0.32963910201761865
0,37,Lattice,Mave,0.8,13,484,NOLAB,0.30417381360777584
0,38,Lattice,Mave,0.8,13,484,NOLAB,0.3008611410118407
0,39,Lattice,Mave,0.8,13,484,NOLAB,0.32430143945808637
0,40,Lattice,Mave,0.8,13,484,NOLAB,0.29585635359116025
0,41,Lattice,Mave,0.8,13,484,NOLAB,0.32152117545375974
0,42,Lattice,Mave,0.8,13,484,NOLAB,0.30314285714285716
0,43,Lattice,Mave,0.8,13,484,NOLAB,0.3094435075885329
0,44,Lattice,Mave,0.8,13,484,NOLAB,0.3104225352112676
0,45,Lattice,Mave,0.8,13,484,NOLAB,0.3065793065793066
0,46,Lattice,Mave,0.8,13,484,NOLAB,0.3092469545957918
0,47,Lattice,Mave,0.8,13,484,NOLAB,0.32584900364861075
0,48,Lattice,Mave,0.8,13,484,NOLAB,0.3198223209328151
0,49,Lattice,Mave,0.8,13,484,NOLAB,0.30434782608695654
0,50,Lattice,Mave,0.8,13,484,NOLAB,0.3239803297656928
1,1,Lattice,Mave,0.8,13,484,NOLAB,0.08536585365853659
1,2,Lattice,Mave,0.8,13,484,NOLAB,0.12359550561797752
1,3,Lattice,Mave,0.8,13,484,NOLAB,0.08947368421052632
1,4,Lattice,Mave,0.8,13,484,NOLAB,0.12878787878787878
1,5,Lattice,Mave,0.8,13,484,NOLAB,0.18518518518518517
1,6,Lattice,Mave,0.8,13,484,NOLAB,0.09701492537313433
1,7,Lattice,Mave,0.8,13,484,NOLAB,0.09859154929577464
1,8,Lattice,Mave,0.8,13,484,NOLAB,0.1346153846153846
1,9,Lattice,Mave,0.8,13,484,NOLAB,0.11920529801324503
1,10,Lattice,Mave,0.8,13,484,NOLAB,0.11904761904761904
1,11,Lattice,Mave,0.8,13,484,NOLAB,0.08496732026143791
1,12,Lattice,Mave,0.8,13,484,NOLAB,0.05844155844155844
1,13,Lattice,Mave,0.8,13,484,NOLAB,0.07738095238095238
1,14,Lattice,Mave,0.8,13,484,NOLAB,0.1242603550295858
1,15,Lattice,Mave,0.8,13,484,NOLAB,0.12105263157894737
1,16,Lattice,Mave,0.8,13,484,NOLAB,0.08633093525179857
1,17,Lattice,Mave,0.8,13,484,NOLAB,0.07746478873239436
1,18,Lattice,Mave,0.8,13,484,NOLAB,0.0784313725490196
1,19,Lattice,Mave,0.8,13,484,NOLAB,0.021739130434782608
1,20,Lattice,Mave,0.8,13,484,NOLAB,0.07692307692307693
1,21,Lattice,Mave,0.8,13,484,NOLAB,0.11594202898550725
1,22,Lattice,Mave,0.8,13,484,NOLAB,0.14705882352941177
1,23,Lattice,Mave,0.8,13,484,NOLAB,0.07971014492753623
1,24,Lattice,Mave,0.8,13,484,NOLAB,0.08441558441558442
1,25,Lattice,Mave,0.8,13,484,NOLAB,0.08484848484848485
1,26,Lattice,Mave,0.8,13,484,NOLAB,0.09558823529411764
1,27,Lattice,Mave,0.8,13,484,NOLAB,0.07453416149068323
1,28,Lattice,Mave,0.8,13,484,NOLAB,0.12
1,29,Lattice,Mave,0.8,13,484,NOLAB,0.08264462809917356
1,30,Lattice,Mave,0.8,13,484,NOLAB,0.046296296296296294
1,31,Lattice,Mave,0.8,13,484,NOLAB,0.0898876404494382
1,32,Lattice,Mave,0.8,13,484,NOLAB,0.08962264150943396
1,33,Lattice,Mave,0.8,13,484,NOLAB,0.0728476821192053
1,34,Lattice,Mave,0.8,13,484,NOLAB,0.1346153846153846
1,35,Lattice,Mave,0.8,13,484,NOLAB,0.10059171597633136
1,36,Lattice,Mave,0.8,13,484,NOLAB,0.12857142857142856
1,37,Lattice,Mave,0.8,13,484,NOLAB,0.1056338028169014
1,38,Lattice,Mave,0.8,13,484,NOLAB,0.06504065040650407
1,39,Lattice,Mave,0.8,13,484,NOLAB,0.1415929203539823
1,40,Lattice,Mave,0.8,13,484,NOLAB,0.06993006993006994
1,41,Lattice,Mave,0.8,13,484,NOLAB,0.12716763005780346
1,42,Lattice,Mave,0.8,13,484,NOLAB,0.0736196319018405
1,43,Lattice,Mave,0.8,13,484,NOLAB,0.0979020979020979
1,44,Lattice,Mave,0.8,13,484,NOLAB,0.125
1,45,Lattice,Mave,0.8,13,484,NOLAB,0.11940298507462686
1,46,Lattice,Mave,0.8,13,484,NOLAB,0.08284023668639054
1,47,Lattice,Mave,0.8,13,484,NOLAB,0.1
1,48,Lattice,Mave,0.8,13,484,NOLAB,0.11764705882352941
1,49,Lattice,Mave,0.8,13,484,NOLAB,0.10144927536231885
1,50,Lattice,Mave,0.8,13,484,NOLAB,0.10526315789473684
0,1,Lattice,Mave,0.8,2,484,COLAB,0.4205298013245033
0,2,Lattice,Mave,0.8,2,484,COLAB,0.38458207016024254
0,3,Lattice,Mave,0.8,2,484,COLAB,0.38054474708171204
0,4,Lattice,Mave,0.8,2,484,COLAB,0.4275043936731107
0,5,Lattice,Mave,0.8,2,484,COLAB,0.3640098603122432
0,6,Lattice,Mave,0.8,2,484,COLAB,0.40764604810996563
0,7,Lattice,Mave,0.8,2,484,COLAB,0.3854166666666667
0,8,Lattice,Mave,0.8,2,484,COLAB,0.41391304347826086
0,9,Lattice,Mave,0.8,2,484,COLAB,0.3964471403812825
0,10,Lattice,Mave,0.8,2,484,COLAB,0.3884568153909128
0,11,Lattice,Mave,0.8,2,484,COLAB,0.409334985543164
0,12,Lattice,Mave,0.8,2,484,COLAB,0.4267399267399267
0,13,Lattice,Mave,0.8,2,484,COLAB,0.36441038739889314
0,14,Lattice,Mave,0.8,2,484,COLAB,0.37440961786174326
0,15,Lattice,Mave,0.8,2,484,COLAB,0.3710666121781774
0,16,Lattice,Mave,0.8,2,484,COLAB,0.40350179068842024
0,17,Lattice,Mave,0.8,2,484,COLAB,0.37866772402854876
0,18,Lattice,Mave,0.8,2,484,COLAB,0.40702314445331206
0,19,Lattice,Mave,0.8,2,484,COLAB,0.4176600441501104
0,20,Lattice,Mave,0.8,2,484,COLAB,0.41648205582631814
0,21,Lattice,Mave,0.8,2,484,COLAB,0.3739612188365651
0,22,Lattice,Mave,0.8,2,484,COLAB,0.3751127141568981
0,23,Lattice,Mave,0.8,2,484,COLAB,0.40097799511002447
0,24,Lattice,Mave,0.8,2,484,COLAB,0.40333024976873266
0,25,Lattice,Mave,0.8,2,484,COLAB,0.40973111395646605
0,26,Lattice,Mave,0.8,2,484,COLAB,0.40737636211232187
0,27,Lattice,Mave,0.8,2,484,COLAB,0.38583996648512775
0,28,Lattice,Mave,0.8,2,484,COLAB,0.41568112133158125
0,29,Lattice,Mave,0.8,2,484,COLAB,0.3929492691315563
0,30,Lattice,Mave,0.8,2,484,COLAB,0.4111295681063123
0,31,Lattice,Mave,0.8,2,484,COLAB,0.41155712395235994
0,32,Lattice,Mave,0.8,2,484,COLAB,0.38171832091016084
0,33,Lattice,Mave,0.8,2,484,COLAB,0.3934361407671016
0,34,Lattice,Mave,0.8,2,484,COLAB,0.41391304347826086
0,35,Lattice,Mave,0.8,2,484,COLAB,0.39907094594594594
0,36,Lattice,Mave,0.8,2,484,COLAB,0.4114952103290296
0,37,Lattice,Mave,0.8,2,484,COLAB,0.3993316624895572
0,38,Lattice,Mave,0.8,2,484,COLAB,0.3809913969684556
0,39,Lattice,Mave,0.8,2,484,COLAB,0.378698224852071
0,40,Lattice,Mave,0.8,2,484,COLAB,0.39374752671151564
0,41,Lattice,Mave,0.8,2,484,COLAB,0.3997434801197093
0,42,Lattice,Mave,0.8,2,484,COLAB,0.38296003513394816
0,43,Lattice,Mave,0.8,2,484,COLAB,0.37478991596638656
0,44,Lattice,Mave,0.8,2,484,COLAB,0.4047327621379029
0,45,Lattice,Mave,0.8,2,484,COLAB,0.42754275427542754
0,46,Lattice,Mave,0.8,2,484,COLAB,0.4239592183517417
0,47,Lattice,Mave,0.8,2,484,COLAB,0.3771114864864865
0,48,Lattice,Mave,0.8,2,484,COLAB,0.4060830250719277
0,49,Lattice,Mave,0.8,2,484,COLAB,0.4092093831450912
0,50,Lattice,Mave,0.8,2,484,COLAB,0.39116335630320226
1,1,Lattice,Mave,0.8,2,484,COLAB,0.29652605459057074
1,2,Lattice,Mave,0.8,2,484,COLAB,0.319693094629156
1,3,Lattice,Mave,0.8,2,484,COLAB,0.3596330275229358
1,4,Lattice,Mave,0.8,2,484,COLAB,0.3317422434367542
1,5,Lattice,Mave,0.8,2,484,COLAB,0.32018927444794953
1,6,Lattice,Mave,0.8,2,484,COLAB,0.33890214797136037
1,7,Lattice,Mave,0.8,2,484,COLAB,0.33229813664596275
1,8,Lattice,Mave,0.8,2,484,COLAB,0.2961730449251248
1,9,Lattice,Mave,0.8,2,484,COLAB,0.36338028169014086
1,10,Lattice,Mave,0.8,2,484,COLAB,0.3218210361067504
1,11,Lattice,Mave,0.8,2,484,COLAB,0.3764367816091954
1,12,Lattice,Mave,0.8,2,484,COLAB,0.34048257372654156
1,13,Lattice,Mave,0.8,2,484,COLAB,0.37906647807637905
1,14,Lattice,Mave,0.8,2,484,COLAB,0.31536388140161725
1,15,Lattice,Mave,0.8,2,484,COLAB,0.3428943937418514
1,16,Lattice,Mave,0.8,2,484,COLAB,0.3450834879406308
1,17,Lattice,Mave,0.8,2,484,COLAB,0.3663716814159292
1,18,Lattice,Mave,0.8,2,484,COLAB,0.3110831234256927
1,19,Lattice,Mave,0.8,2,484,COLAB,0.2831050228310502
1,20,Lattice,Mave,0.8,2,484,COLAB,0.2971887550200803
1,21,Lattice,Mave,0.8,2,484,COLAB,0.3470967741935484
1,22,Lattice,Mave,0.8,2,484,COLAB,0.3486005089058524
1,23,Lattice,Mave,0.8,2,484,COLAB,0.3328125
1,24,Lattice,Mave,0.8,2,484,COLAB,0.3472409152086137
1,25,Lattice,Mave,0.8,2,484,COLAB,0.3198247535596933
1,26,Lattice,Mave,0.8,2,484,COLAB,0.33689839572192515
1,27,Lattice,Mave,0.8,2,484,COLAB,0.3358395989974937
1,28,Lattice,Mave,0.8,2,484,COLAB,0.40387275242047027
1,29,Lattice,Mave,0.8,2,484,COLAB,0.3383084577114428
1,30,Lattice,Mave,0.8,2,484,COLAB,0.3527777777777778
1,31,Lattice,Mave,0.8,2,484,COLAB,0.3088803088803089
1,32,Lattice,Mave,0.8,2,484,COLAB,0.46823956442831216
1,33,Lattice,Mave,0.8,2,484,COLAB,0.43086816720257237
1,34,Lattice,Mave,0.8,2,484,COLAB,0.2961730449251248
1,35,Lattice,Mave,0.8,2,484,COLAB,0.30581867388362655
1,36,Lattice,Mave,0.8,2,484,COLAB,0.34810951760104303
1,37,Lattice,Mave,0.8,2,484,COLAB,0.32865168539325845
1,38,Lattice,Mave,0.8,2,484,COLAB,0.36472945891783565
1,39,Lattice,Mave,0.8,2,484,COLAB,0.3762135922330097
