replica,population,network,sigma,true_model,net_size,colab_cond,first_row,first_study,orig_agents,switch_testing,extra_agents,FPTT
2,All,Lattice,0.2,2,484,COLAB,2,8,1,6,0,2
3,All,Lattice,0.2,2,484,COLAB,7,27,1,6,0,21
4,All,Lattice,0.2,2,484,COLAB,7,44,1,7,0,37
5,All,Lattice,0.2,2,484,COLAB,31,171,10,10,9,156.5
6,All,Lattice,0.2,2,484,COLAB,1,7,1,6,0,1
7,All,Lattice,0.2,2,484,COLAB,2,18,1,8,0,10
8,All,Lattice,0.2,2,484,COLAB,23,122,1,6,0,116
9,All,Lattice,0.2,2,484,COLAB,1,7,1,6,0,1
10,All,Lattice,0.2,2,484,COLAB,6,47,1,8,0,39
11,All,Lattice,0.2,2,484,COLAB,7,46,1,7,0,39
12,All,Lattice,0.2,2,484,COLAB,30,156,1,8,0,148
13,All,Lattice,0.2,2,484,COLAB,6,28,1,8,0,20
14,All,Lattice,0.2,2,484,COLAB,6,22,1,8,0,14
15,All,Lattice,0.2,2,484,COLAB,34,190,1,7,0,183
16,All,Lattice,0.2,2,484,COLAB,8,47,1,7,0,40
17,All,Lattice,0.2,2,484,COLAB,16,89,1,7,0,82
18,All,Lattice,0.2,2,484,COLAB,3,9,1,6,0,3
19,All,Lattice,0.2,2,484,COLAB,8,38,1,7,0,31
20,All,Lattice,0.2,2,484,COLAB,3,16,1,7,0,9
21,All,Lattice,0.2,2,484,COLAB,2,14,1,6,0,8
22,All,Lattice,0.2,2,484,COLAB,4,27,1,8,0,19
23,All,Lattice,0.2,2,484,COLAB,1,8,1,7,0,1
24,All,Lattice,0.2,2,484,COLAB,2,10,1,8,0,2
25,All,Lattice,0.2,2,484,COLAB,41,256,1,6,0,250
26,All,Lattice,0.2,2,484,COLAB,6,35,1,8,0,27
27,All,Lattice,0.2,2,484,COLAB,14,80,10,7,9,68.5
28,All,Lattice,0.2,2,484,COLAB,3,24,1,7,0,17
29,All,Lattice,0.2,2,484,COLAB,3,39,1,8,0,31
30,All,Lattice,0.2,2,484,COLAB,4,32,1,6,0,26
31,All,Lattice,0.2,2,484,COLAB,6,19,1,7,0,12
32,All,Lattice,0.2,2,484,COLAB,9,75,1,7,0,68
33,All,Lattice,0.2,2,484,COLAB,11,67,1,8,0,59
34,All,Lattice,0.2,2,484,COLAB,23,122,1,6,0,116
35,All,Lattice,0.2,2,484,COLAB,5,38,1,7,0,31
36,All,Lattice,0.2,2,484,COLAB,7,48,1,7,0,41
37,All,Lattice,0.2,2,484,COLAB,6,35,1,8,0,27
38,All,Lattice,0.2,2,484,COLAB,9,37,1,7,0,30
39,All,Lattice,0.2,2,484,COLAB,7,38,1,6,0,32
40,All,Lattice,0.2,2,484,COLAB,27,115,1,7,0,108
41,All,Lattice,0.2,2,484,COLAB,5,35,1,8,0,27
42,All,Lattice,0.2,2,484,COLAB,24,116,1,7,0,109
43,All,Lattice,0.2,2,484,COLAB,16,70,1,8,0,62
44,All,Lattice,0.2,2,484,COLAB,18,95,1,8,0,87
45,All,Lattice,0.2,2,484,COLAB,5,18,1,6,0,12
46,All,Lattice,0.2,2,484,COLAB,2,16,1,8,0,8
47,All,Lattice,0.2,2,484,COLAB,2,19,10,8,9,6.5
48,All,Lattice,0.2,2,484,COLAB,28,117,1,7,0,110
49,All,Lattice,0.2,2,484,COLAB,20,78,1,8,0,70
50,All,Lattice,0.2,2,484,COLAB,2,8,1,6,0,2
1,All,Lattice,0.2,2,484,NOLAB,11,54,1,6,0,48
2,All,Lattice,0.2,2,484,NOLAB,2,8,1,6,0,2
3,All,Lattice,0.2,2,484,NOLAB,7,27,1,6,0,21
4,All,Lattice,0.2,2,484,NOLAB,7,44,1,7,0,37
5,All,Lattice,0.2,2,484,NOLAB,13,33,1,6,0,27
6,All,Lattice,0.2,2,484,NOLAB,1,7,1,6,0,1
7,All,Lattice,0.2,2,484,NOLAB,2,18,1,8,0,10
8,All,Lattice,0.2,2,484,NOLAB,16,49,1,6,0,43
9,All,Lattice,0.2,2,484,NOLAB,1,7,1,6,0,1
10,All,Lattice,0.2,2,484,NOLAB,5,25,1,8,0,17
11,All,Lattice,0.2,2,484,NOLAB,8,36,1,7,0,29
12,All,Lattice,0.2,2,484,NOLAB,31,131,1,7,0,124
13,All,Lattice,0.2,2,484,NOLAB,6,28,1,8,0,20
14,All,Lattice,0.2,2,484,NOLAB,6,22,1,8,0,14
15,All,Lattice,0.2,2,484,NOLAB,29,107,1,7,0,100
16,All,Lattice,0.2,2,484,NOLAB,33,139,1,6,0,133
17,All,Lattice,0.2,2,484,NOLAB,28,101,1,7,0,94
18,All,Lattice,0.2,2,484,NOLAB,3,9,1,6,0,3
19,All,Lattice,0.2,2,484,NOLAB,6,26,1,6,0,20
20,All,Lattice,0.2,2,484,NOLAB,3,16,1,7,0,9
21,All,Lattice,0.2,2,484,NOLAB,2,14,1,6,0,8
22,All,Lattice,0.2,2,484,NOLAB,4,27,1,8,0,19
23,All,Lattice,0.2,2,484,NOLAB,1,8,1,7,0,1
24,All,Lattice,0.2,2,484,NOLAB,2,10,1,8,0,2
25,All,Lattice,0.2,2,484,NOLAB,14,62,1,7,0,55
26,All,Lattice,0.2,2,484,NOLAB,65,243,1,6,0,237
27,All,Lattice,0.2,2,484,NOLAB,8,40,1,7,0,33
28,All,Lattice,0.2,2,484,NOLAB,3,24,1,7,0,17
29,All,Lattice,0.2,2,484,NOLAB,3,18,1,8,0,10
30,All,Lattice,0.2,2,484,NOLAB,4,32,1,6,0,26
31,All,Lattice,0.2,2,484,NOLAB,6,19,1,7,0,12
32,All,Lattice,0.2,2,484,NOLAB,3,25,1,7,0,18
33,All,Lattice,0.2,2,484,NOLAB,19,88,1,8,0,80
34,All,Lattice,0.2,2,484,NOLAB,16,49,1,6,0,43
35,All,Lattice,0.2,2,484,NOLAB,5,38,1,7,0,31
36,All,Lattice,0.2,2,484,NOLAB,5,24,1,8,0,16
37,All,Lattice,0.2,2,484,NOLAB,6,35,1,8,0,27
38,All,Lattice,0.2,2,484,NOLAB,9,37,1,7,0,30
39,All,Lattice,0.2,2,484,NOLAB,12,63,1,8,0,55
40,All,Lattice,0.2,2,484,NOLAB,27,115,1,7,0,108
41,All,Lattice,0.2,2,484,NOLAB,5,35,1,8,0,27
42,All,Lattice,0.2,2,484,NOLAB,24,116,1,7,0,109
43,All,Lattice,0.2,2,484,NOLAB,16,70,1,8,0,62
44,All,Lattice,0.2,2,484,NOLAB,17,77,1,7,0,70
45,All,Lattice,0.2,2,484,NOLAB,5,18,1,6,0,12
46,All,Lattice,0.2,2,484,NOLAB,2,16,1,8,0,8
47,All,Lattice,0.2,2,484,NOLAB,10,56,1,6,0,50
48,All,Lattice,0.2,2,484,NOLAB,5,13,1,8,0,5
49,All,Lattice,0.2,2,484,NOLAB,20,78,1,8,0,70
50,All,Lattice,0.2,2,484,NOLAB,2,8,1,6,0,2
1,All,Lattice,0.2,7,484,COLAB,25,114,1,7,0,107
2,All,Lattice,0.2,7,484,COLAB,3,41,10,8,9,28.5
3,All,Lattice,0.2,7,484,COLAB,31,108,1,5,0,103
4,All,Lattice,0.2,7,484,COLAB,4,26,1,8,0,18
5,All,Lattice,0.2,7,484,COLAB,5,35,1,8,0,27
6,All,Lattice,0.2,7,484,COLAB,2,9,1,7,0,2
7,All,Lattice,0.2,7,484,COLAB,14,110,1,7,0,103
8,All,Lattice,0.2,7,484,COLAB,30,147,1,7,0,140
9,All,Lattice,0.2,7,484,COLAB,16,63,1,7,0,56
10,All,Lattice,0.2,7,484,COLAB,3,18,1,8,0,10
11,All,Lattice,0.2,7,484,COLAB,13,89,1,8,0,81
12,All,Lattice,0.2,7,484,COLAB,1,9,1,8,0,1
13,All,Lattice,0.2,7,484,COLAB,41,192,1,8,0,184
14,All,Lattice,0.2,7,484,COLAB,21,100,1,6,0,94
15,All,Lattice,0.2,7,484,COLAB,5,25,1,7,0,18
16,All,Lattice,0.2,7,484,COLAB,7,27,1,6,0,21
17,All,Lattice,0.2,7,484,COLAB,32,187,1,7,0,180
18,All,Lattice,0.2,7,484,COLAB,43,266,1,6,0,260
19,All,Lattice,0.2,7,484,COLAB,25,157,1,7,0,150
20,All,Lattice,0.2,7,484,COLAB,3,35,10,8,9,22.5
21,All,Lattice,0.2,7,484,COLAB,4,18,1,8,0,10
22,All,Lattice,0.2,7,484,COLAB,5,26,1,6,0,20
23,All,Lattice,0.2,7,484,COLAB,19,143,1,8,0,135
24,All,Lattice,0.2,7,484,COLAB,1,8,1,7,0,1
25,All,Lattice,0.2,7,484,COLAB,14,96,1,7,0,89
26,All,Lattice,0.2,7,484,COLAB,12,46,1,6,0,40
27,All,Lattice,0.2,7,484,COLAB,30,200,1,8,0,192
28,All,Lattice,0.2,7,484,COLAB,6,28,1,8,0,20
29,All,Lattice,0.2,7,484,COLAB,4,22,1,5,0,17
30,All,Lattice,0.2,7,484,COLAB,10,42,10,7,9,30.5
31,All,Lattice,0.2,7,484,COLAB,2,8,1,6,0,2
32,All,Lattice,0.2,7,484,COLAB,51,305,1,7,0,298
33,All,Lattice,0.2,7,484,COLAB,12,71,1,6,0,65
34,All,Lattice,0.2,7,484,COLAB,30,147,1,7,0,140
35,All,Lattice,0.2,7,484,COLAB,4,9,1,5,0,4
36,All,Lattice,0.2,7,484,COLAB,16,94,1,7,0,87
37,All,Lattice,0.2,7,484,COLAB,2,8,1,6,0,2
38,All,Lattice,0.2,7,484,COLAB,18,133,1,6,0,127
39,All,Lattice,0.2,7,484,COLAB,14,69,1,8,0,61
40,All,Lattice,0.2,7,484,COLAB,3,23,1,7,0,16
41,All,Lattice,0.2,7,484,COLAB,6,27,1,7,0,20
42,All,Lattice,0.2,7,484,COLAB,24,122,1,7,0,115
43,All,Lattice,0.2,7,484,COLAB,5,38,1,7,0,31
44,All,Lattice,0.2,7,484,COLAB,22,126,1,7,0,119
45,All,Lattice,0.2,7,484,COLAB,7,36,1,7,0,29
46,All,Lattice,0.2,7,484,COLAB,20,127,1,7,0,120
47,All,Lattice,0.2,7,484,COLAB,23,126,1,7,0,119
48,All,Lattice,0.2,7,484,COLAB,34,161,1,7,0,154
49,All,Lattice,0.2,7,484,COLAB,4,23,10,10,9,8.5
50,All,Lattice,0.2,7,484,COLAB,7,59,1,6,0,53
1,All,Lattice,0.2,7,484,NOLAB,30,120,1,6,0,114
2,All,Lattice,0.2,7,484,NOLAB,37,146,1,6,0,140
3,All,Lattice,0.2,7,484,NOLAB,28,89,1,5,0,84
4,All,Lattice,0.2,7,484,NOLAB,4,26,1,8,0,18
5,All,Lattice,0.2,7,484,NOLAB,5,35,1,8,0,27
6,All,Lattice,0.2,7,484,NOLAB,2,9,1,7,0,2
7,All,Lattice,0.2,7,484,NOLAB,7,58,1,8,0,50
8,All,Lattice,0.2,7,484,NOLAB,21,74,1,7,0,67
9,All,Lattice,0.2,7,484,NOLAB,21,95,1,6,0,89
10,All,Lattice,0.2,7,484,NOLAB,3,18,1,8,0,10
11,All,Lattice,0.2,7,484,NOLAB,22,95,1,8,0,87
12,All,Lattice,0.2,7,484,NOLAB,1,9,1,8,0,1
13,All,Lattice,0.2,7,484,NOLAB,26,98,1,7,0,91
14,All,Lattice,0.2,7,484,NOLAB,37,151,1,5,0,146
15,All,Lattice,0.2,7,484,NOLAB,34,130,1,7,0,123
16,All,Lattice,0.2,7,484,NOLAB,7,27,1,6,0,21
17,All,Lattice,0.2,7,484,NOLAB,21,87,1,6,0,81
18,All,Lattice,0.2,7,484,NOLAB,19,110,1,8,0,102
19,All,Lattice,0.2,7,484,NOLAB,16,79,1,7,0,72
20,All,Lattice,0.2,7,484,NOLAB,6,27,1,6,0,21
21,All,Lattice,0.2,7,484,NOLAB,4,18,1,8,0,10
22,All,Lattice,0.2,7,484,NOLAB,5,26,1,6,0,20
23,All,Lattice,0.2,7,484,NOLAB,41,140,1,7,0,133
24,All,Lattice,0.2,7,484,NOLAB,1,8,1,7,0,1
25,All,Lattice,0.2,7,484,NOLAB,5,20,1,7,0,13
26,All,Lattice,0.2,7,484,NOLAB,12,46,1,6,0,40
27,All,Lattice,0.2,7,484,NOLAB,9,32,1,8,0,24
28,All,Lattice,0.2,7,484,NOLAB,6,28,1,8,0,20
29,All,Lattice,0.2,7,484,NOLAB,4,22,1,5,0,17
30,All,Lattice,0.2,7,484,NOLAB,33,116,1,7,0,109
31,All,Lattice,0.2,7,484,NOLAB,2,8,1,6,0,2
32,All,Lattice,0.2,7,484,NOLAB,12,54,1,7,0,47
33,All,Lattice,0.2,7,484,NOLAB,16,86,1,7,0,79
34,All,Lattice,0.2,7,484,NOLAB,21,74,1,7,0,67
35,All,Lattice,0.2,7,484,NOLAB,4,9,1,5,0,4
36,All,Lattice,0.2,7,484,NOLAB,9,50,1,7,0,43
37,All,Lattice,0.2,7,484,NOLAB,2,8,1,6,0,2
38,All,Lattice,0.2,7,484,NOLAB,2,15,1,6,0,9
39,All,Lattice,0.2,7,484,NOLAB,13,38,1,6,0,32
40,All,Lattice,0.2,7,484,NOLAB,3,23,1,7,0,16
41,All,Lattice,0.2,7,484,NOLAB,6,27,1,7,0,20
42,All,Lattice,0.2,7,484,NOLAB,1,9,1,8,0,1
43,All,Lattice,0.2,7,484,NOLAB,14,62,1,7,0,55
44,All,Lattice,0.2,7,484,NOLAB,15,56,1,6,0,50
45,All,Lattice,0.2,7,484,NOLAB,7,36,1,7,0,29
46,All,Lattice,0.2,7,484,NOLAB,16,59,1,6,0,53
47,All,Lattice,0.2,7,484,NOLAB,13,54,1,7,0,47
48,All,Lattice,0.2,7,484,NOLAB,17,59,1,7,0,52
49,All,Lattice,0.2,7,484,NOLAB,4,11,1,7,0,4
50,All,Lattice,0.2,7,484,NOLAB,20,76,1,7,0,69
1,All,Lattice,0.5,13,413,COLAB,11,58,1,6,0,52
2,All,Lattice,0.5,13,413,COLAB,33,120,1,5,0,115
3,All,Lattice,0.5,13,413,COLAB,12,63,10,11,9,47.5
4,All,Lattice,0.5,13,413,COLAB,27,108,1,5,0,103
5,All,Lattice,0.5,13,413,COLAB,47,204,10,6,9,193.5
6,All,Lattice,0.5,13,413,COLAB,6,45,10,8,9,32.5
7,All,Lattice,0.5,13,413,COLAB,19,97,10,8,9,84.5
8,All,Lattice,0.5,13,413,COLAB,10,50,1,5,0,45
9,All,Lattice,0.5,13,413,COLAB,10,56,10,10,9,41.5
10,All,Lattice,0.5,13,413,COLAB,6,25,1,3,0,22
11,All,Lattice,0.5,13,413,COLAB,64,315,1,6,0,309
12,All,Lattice,0.5,13,413,COLAB,19,82,1,5,0,77
13,All,Lattice,0.5,13,413,COLAB,19,102,1,6,0,96
14,All,Lattice,0.5,13,413,COLAB,7,31,1,6,0,25
15,All,Lattice,0.5,13,413,COLAB,6,43,1,5,0,38
16,All,Lattice,0.5,13,413,COLAB,4,36,10,8,9,23.5
17,All,Lattice,0.5,13,413,COLAB,3,47,10,16,9,26.5
18,All,Lattice,0.5,13,413,COLAB,14,81,1,6,0,75
19,All,Lattice,0.5,13,413,COLAB,2,23,1,5,0,18
20,All,Lattice,0.5,13,413,COLAB,5,38,1,6,0,32
21,All,Lattice,0.5,13,413,COLAB,15,84,10,10,9,69.5
22,All,Lattice,0.5,13,413,COLAB,5,16,1,5,0,11
23,All,Lattice,0.5,13,413,COLAB,5,15,1,5,0,10
24,All,Lattice,0.5,13,413,COLAB,13,65,1,6,0,59
25,All,Lattice,0.5,13,413,COLAB,37,185,1,5,0,180
26,All,Lattice,0.5,13,413,COLAB,11,63,1,5,0,58
27,All,Lattice,0.5,13,413,COLAB,14,66,1,5,0,61
28,All,Lattice,0.5,13,413,COLAB,38,192,1,6,0,186
29,All,Lattice,0.5,13,413,COLAB,3,26,10,8,9,13.5
30,All,Lattice,0.5,13,413,COLAB,3,14,1,6,0,8
31,All,Lattice,0.5,13,413,COLAB,26,132,10,6,9,121.5
32,All,Lattice,0.5,13,413,COLAB,1,7,1,6,0,1
33,All,Lattice,0.5,13,413,COLAB,17,93,1,5,0,88
34,All,Lattice,0.5,13,413,COLAB,10,50,1,5,0,45
35,All,Lattice,0.5,13,413,COLAB,26,133,1,5,0,128
36,All,Lattice,0.5,13,413,COLAB,23,58,1,5,0,53
37,All,Lattice,0.5,13,413,COLAB,19,86,10,6,9,75.5
38,All,Lattice,0.5,13,413,COLAB,17,77,1,6,0,71
39,All,Lattice,0.5,13,413,COLAB,34,171,1,5,0,166
40,All,Lattice,0.5,13,413,COLAB,15,79,1,5,0,74
41,All,Lattice,0.5,13,413,COLAB,49,234,1,5,0,229
42,All,Lattice,0.5,13,413,COLAB,19,97,1,5,0,92
43,All,Lattice,0.5,13,413,COLAB,15,50,1,5,0,45
44,All,Lattice,0.5,13,413,COLAB,18,108,1,5,0,103
45,All,Lattice,0.5,13,413,COLAB,29,155,1,6,0,149
46,All,Lattice,0.5,13,413,COLAB,8,66,10,8,9,53.5
47,All,Lattice,0.5,13,413,COLAB,4,32,1,6,0,26
48,All,Lattice,0.5,13,413,COLAB,18,86,1,3,0,83
49,All,Lattice,0.5,13,413,COLAB,80,356,1,5,0,351
50,All,Lattice,0.5,13,413,COLAB,3,8,1,5,0,3
1,All,Lattice,0.5,13,413,NOLAB,21,90,1,5,0,85
2,All,Lattice,0.5,13,413,NOLAB,20,71,1,5,0,66
3,All,Lattice,0.5,13,413,NOLAB,17,62,1,5,0,57
4,All,Lattice,0.5,13,413,NOLAB,72,254,1,5,0,249
5,All,Lattice,0.5,13,413,NOLAB,36,126,1,6,0,120
6,All,Lattice,0.5,13,413,NOLAB,14,60,1,5,0,55
7,All,Lattice,0.5,13,413,NOLAB,9,24,1,6,0,18
8,All,Lattice,0.5,13,413,NOLAB,10,50,1,5,0,45
9,All,Lattice,0.5,13,413,NOLAB,70,291,1,5,0,286
10,All,Lattice,0.5,13,413,NOLAB,6,25,1,3,0,22
11,All,Lattice,0.5,13,413,NOLAB,41,121,1,6,0,115
12,All,Lattice,0.5,13,413,NOLAB,19,76,1,5,0,71
13,All,Lattice,0.5,13,413,NOLAB,11,46,1,5,0,41
14,All,Lattice,0.5,13,413,NOLAB,7,27,1,6,0,21
15,All,Lattice,0.5,13,413,NOLAB,15,61,1,6,0,55
16,All,Lattice,0.5,13,413,NOLAB,3,8,1,5,0,3
17,All,Lattice,0.5,13,413,NOLAB,15,53,1,5,0,48
18,All,Lattice,0.5,13,413,NOLAB,7,32,1,5,0,27
19,All,Lattice,0.5,13,413,NOLAB,2,7,1,5,0,2
20,All,Lattice,0.5,13,413,NOLAB,44,150,1,6,0,144
21,All,Lattice,0.5,13,413,NOLAB,103,351,1,6,0,345
22,All,Lattice,0.5,13,413,NOLAB,5,16,1,5,0,11
23,All,Lattice,0.5,13,413,NOLAB,5,15,1,5,0,10
24,All,Lattice,0.5,13,413,NOLAB,13,57,1,6,0,51
25,All,Lattice,0.5,13,413,NOLAB,55,181,1,5,0,176
26,All,Lattice,0.5,13,413,NOLAB,60,179,1,5,0,174
27,All,Lattice,0.5,13,413,NOLAB,16,46,1,5,0,41
28,All,Lattice,0.5,13,413,NOLAB,135,472,1,6,0,466
29,All,Lattice,0.5,13,413,NOLAB,64,199,1,5,0,194
30,All,Lattice,0.5,13,413,NOLAB,3,14,1,6,0,8
31,All,Lattice,0.5,13,413,NOLAB,37,147,1,5,0,142
32,All,Lattice,0.5,13,413,NOLAB,1,7,1,6,0,1
33,All,Lattice,0.5,13,413,NOLAB,17,57,1,5,0,52
34,All,Lattice,0.5,13,413,NOLAB,10,50,1,5,0,45
35,All,Lattice,0.5,13,413,NOLAB,13,48,1,4,0,44
36,All,Lattice,0.5,13,413,NOLAB,23,58,1,5,0,53
37,All,Lattice,0.5,13,413,NOLAB,19,79,1,6,0,73
38,All,Lattice,0.5,13,413,NOLAB,29,83,1,6,0,77
39,All,Lattice,0.5,13,413,NOLAB,44,126,1,5,0,121
40,All,Lattice,0.5,13,413,NOLAB,26,113,1,6,0,107
41,All,Lattice,0.5,13,413,NOLAB,41,143,1,6,0,137
42,All,Lattice,0.5,13,413,NOLAB,3,9,1,6,0,3
43,All,Lattice,0.5,13,413,NOLAB,15,50,1,5,0,45
44,All,Lattice,0.5,13,413,NOLAB,14,53,1,6,0,47
45,All,Lattice,0.5,13,413,NOLAB,14,48,1,5,0,43
46,All,Lattice,0.5,13,413,NOLAB,18,71,1,6,0,65
47,All,Lattice,0.5,13,413,NOLAB,7,22,1,5,0,17
48,All,Lattice,0.5,13,413,NOLAB,23,77,1,5,0,72
49,All,Lattice,0.5,13,413,NOLAB,6,21,1,5,0,16
50,All,Lattice,0.5,13,413,NOLAB,3,8,1,5,0,3
1,All,Lattice,0.5,2,413,COLAB,10,48,1,5,0,43
2,All,Lattice,0.5,2,413,COLAB,10,44,1,5,0,39
3,All,Lattice,0.5,2,413,COLAB,1,6,1,5,0,1
4,All,Lattice,0.5,2,413,COLAB,8,24,1,5,0,19
5,All,Lattice,0.5,2,413,COLAB,1,6,1,5,0,1
6,All,Lattice,0.5,2,413,COLAB,1,6,1,5,0,1
7,All,Lattice,0.5,2,413,COLAB,15,96,1,5,0,91
8,All,Lattice,0.5,2,413,COLAB,14,84,1,4,0,80
9,All,Lattice,0.5,2,413,COLAB,3,20,1,5,0,15
10,All,Lattice,0.5,2,413,COLAB,5,26,1,6,0,20
11,All,Lattice,0.5,2,413,COLAB,7,21,1,5,0,16
12,All,Lattice,0.5,2,413,COLAB,2,7,1,5,0,2
13,All,Lattice,0.5,2,413,COLAB,39,164,1,5,0,159
14,All,Lattice,0.5,2,413,COLAB,5,26,10,8,9,13.5
15,All,Lattice,0.5,2,413,COLAB,2,24,1,6,0,18
16,All,Lattice,0.5,2,413,COLAB,22,96,1,5,0,91
17,All,Lattice,0.5,2,413,COLAB,10,79,1,5,0,74
18,All,Lattice,0.5,2,413,COLAB,6,43,10,9,9,29.5
19,All,Lattice,0.5,2,413,COLAB,16,89,1,4,0,85
20,All,Lattice,0.5,2,413,COLAB,11,71,10,7,9,59.5
21,All,Lattice,0.5,2,413,COLAB,35,153,1,5,0,148
22,All,Lattice,0.5,2,413,COLAB,7,35,1,5,0,30
23,All,Lattice,0.5,2,413,COLAB,17,97,1,6,0,91
24,All,Lattice,0.5,2,413,COLAB,19,107,1,6,0,101
25,All,Lattice,0.5,2,413,COLAB,8,75,10,8,9,62.5
26,All,Lattice,0.5,2,413,COLAB,39,146,1,5,0,141
27,All,Lattice,0.5,2,413,COLAB,1,5,1,4,0,1
28,All,Lattice,0.5,2,413,COLAB,13,64,1,5,0,59
29,All,Lattice,0.5,2,413,COLAB,3,19,1,6,0,13
30,All,Lattice,0.5,2,413,COLAB,26,108,10,7,9,96.5
31,All,Lattice,0.5,2,413,COLAB,24,68,1,5,0,63
32,All,Lattice,0.5,2,413,COLAB,4,20,1,5,0,15
33,All,Lattice,0.5,2,413,COLAB,5,28,1,4,0,24
34,All,Lattice,0.5,2,413,COLAB,14,84,1,4,0,80
35,All,Lattice,0.5,2,413,COLAB,25,111,1,4,0,107
36,All,Lattice,0.5,2,413,COLAB,18,114,1,5,0,109
37,All,Lattice,0.5,2,413,COLAB,12,48,1,5,0,43
38,All,Lattice,0.5,2,413,COLAB,9,54,1,6,0,48
39,All,Lattice,0.5,2,413,COLAB,16,96,10,8,9,83.5
40,All,Lattice,0.5,2,413,COLAB,5,32,1,6,0,26
41,All,Lattice,0.5,2,413,COLAB,4,10,1,6,0,4
42,All,Lattice,0.5,2,413,COLAB,7,34,1,6,0,28
43,All,Lattice,0.5,2,413,COLAB,16,60,1,5,0,55
44,All,Lattice,0.5,2,413,COLAB,5,42,10,8,9,29.5
45,All,Lattice,0.5,2,413,COLAB,5,31,1,5,0,26
46,All,Lattice,0.5,2,413,COLAB,7,47,1,5,0,42
47,All,Lattice,0.5,2,413,COLAB,46,245,1,3,0,242
48,All,Lattice,0.5,2,413,COLAB,2,15,1,4,0,11
49,All,Lattice,0.5,2,413,COLAB,3,19,1,6,0,13
50,All,Lattice,0.5,2,413,COLAB,13,96,1,5,0,91
1,All,Lattice,0.5,2,413,NOLAB,21,79,1,6,0,73
2,All,Lattice,0.5,2,413,NOLAB,10,44,1,5,0,39
3,All,Lattice,0.5,2,413,NOLAB,1,6,1,5,0,1
4,All,Lattice,0.5,2,413,NOLAB,8,24,1,5,0,19
5,All,Lattice,0.5,2,413,NOLAB,1,6,1,5,0,1
6,All,Lattice,0.5,2,413,NOLAB,1,6,1,5,0,1
7,All,Lattice,0.5,2,413,NOLAB,28,94,1,5,0,89
8,All,Lattice,0.5,2,413,NOLAB,10,44,1,4,0,40
9,All,Lattice,0.5,2,413,NOLAB,3,20,1,5,0,15
10,All,Lattice,0.5,2,413,NOLAB,5,26,1,6,0,20
11,All,Lattice,0.5,2,413,NOLAB,7,21,1,5,0,16
12,All,Lattice,0.5,2,413,NOLAB,2,7,1,5,0,2
13,All,Lattice,0.5,2,413,NOLAB,73,257,1,5,0,252
14,All,Lattice,0.5,2,413,NOLAB,13,38,1,5,0,33
15,All,Lattice,0.5,2,413,NOLAB,2,13,1,6,0,7
16,All,Lattice,0.5,2,413,NOLAB,49,176,1,6,0,170
17,All,Lattice,0.5,2,413,NOLAB,3,13,1,4,0,9
18,All,Lattice,0.5,2,413,NOLAB,11,36,1,6,0,30
19,All,Lattice,0.5,2,413,NOLAB,1,7,1,6,0,1
20,All,Lattice,0.5,2,413,NOLAB,11,35,1,4,0,31
21,All,Lattice,0.5,2,413,NOLAB,6,16,1,5,0,11
22,All,Lattice,0.5,2,413,NOLAB,7,35,1,5,0,30
23,All,Lattice,0.5,2,413,NOLAB,12,41,1,5,0,36
24,All,Lattice,0.5,2,413,NOLAB,41,170,1,5,0,165
25,All,Lattice,0.5,2,413,NOLAB,17,68,1,6,0,62
26,All,Lattice,0.5,2,413,NOLAB,15,58,1,5,0,53
27,All,Lattice,0.5,2,413,NOLAB,1,5,1,4,0,1
28,All,Lattice,0.5,2,413,NOLAB,6,17,1,6,0,11
29,All,Lattice,0.5,2,413,NOLAB,3,19,1,6,0,13
30,All,Lattice,0.5,2,413,NOLAB,30,104,1,6,0,98
31,All,Lattice,0.5,2,413,NOLAB,24,68,1,5,0,63
32,All,Lattice,0.5,2,413,NOLAB,4,20,1,5,0,15
33,All,Lattice,0.5,2,413,NOLAB,5,17,1,4,0,13
34,All,Lattice,0.5,2,413,NOLAB,10,44,1,4,0,40
35,All,Lattice,0.5,2,413,NOLAB,26,82,1,4,0,78
36,All,Lattice,0.5,2,413,NOLAB,28,112,1,4,0,108
37,All,Lattice,0.5,2,413,NOLAB,46,164,1,6,0,158
38,All,Lattice,0.5,2,413,NOLAB,25,89,1,5,0,84
39,All,Lattice,0.5,2,413,NOLAB,27,101,1,6,0,95
40,All,Lattice,0.5,2,413,NOLAB,4,14,1,5,0,9
41,All,Lattice,0.5,2,413,NOLAB,4,10,1,6,0,4
42,All,Lattice,0.5,2,413,NOLAB,7,34,1,6,0,28
43,All,Lattice,0.5,2,413,NOLAB,6,22,1,5,0,17
44,All,Lattice,0.5,2,413,NOLAB,7,26,1,5,0,21
45,All,Lattice,0.5,2,413,NOLAB,3,14,1,6,0,8
46,All,Lattice,0.5,2,413,NOLAB,31,92,1,5,0,87
47,All,Lattice,0.5,2,413,NOLAB,18,62,1,6,0,56
48,All,Lattice,0.5,2,413,NOLAB,2,11,1,4,0,7
49,All,Lattice,0.5,2,413,NOLAB,3,19,1,6,0,13
50,All,Lattice,0.5,2,413,NOLAB,2,7,1,5,0,2
1,All,Lattice,0.5,7,413,COLAB,30,125,1,6,0,119
2,All,Lattice,0.5,7,413,COLAB,8,44,1,4,0,40
3,All,Lattice,0.5,7,413,COLAB,19,77,1,5,0,72
