replica,network,population,true_model,sigma,net_size,colab_cond,TAT
33,Lattice,Tess,2,0.8,413,NOLAB,0.1394062752219532
34,Lattice,Tess,2,0.8,413,NOLAB,0.13592926114350604
35,Lattice,Tess,2,0.8,413,NOLAB,0.13051201494961126
36,Lattice,Tess,2,0.8,413,NOLAB,0.13048429728156224
37,Lattice,Tess,2,0.8,413,NOLAB,0.14043016121760715
38,Lattice,Tess,2,0.8,413,NOLAB,0.13222781138223003
39,Lattice,Tess,2,0.8,413,NOLAB,0.13413710584378205
40,Lattice,Tess,2,0.8,413,NOLAB,0.12520152774390061
41,Lattice,Tess,2,0.8,413,NOLAB,0.12616573751328536
42,Lattice,Tess,2,0.8,413,NOLAB,0.1348952543388105
43,Lattice,Tess,2,0.8,413,NOLAB,0.13291822812534537
44,Lattice,Tess,2,0.8,413,NOLAB,0.1430490448949501
45,Lattice,Tess,2,0.8,413,NOLAB,0.1421147157891668
46,Lattice,Tess,2,0.8,413,NOLAB,0.127022449677375
47,Lattice,Tess,2,0.8,413,NOLAB,0.13810040772737076
48,Lattice,Tess,2,0.8,413,NOLAB,0.1412778744186496
49,Lattice,Tess,2,0.8,413,NOLAB,0.14426645503394378
50,Lattice,Tess,2,0.8,413,NOLAB,0.14532516204075618
1,Lattice,Tess,7,0.8,413,COLAB,0.004012054985528618
2,Lattice,Tess,7,0.8,413,COLAB,0.0052773910905686006
3,Lattice,Tess,7,0.8,413,COLAB,0.0039773989675791314
4,Lattice,Tess,7,0.8,413,COLAB,0.005606277304039692
5,Lattice,Tess,7,0.8,413,COLAB,0.0037935441543530744
6,Lattice,Tess,7,0.8,413,COLAB,0.005430120082103219
7,Lattice,Tess,7,0.8,413,COLAB,0.00262234891657903
8,Lattice,Tess,7,0.8,413,COLAB,0.00564673326957902
9,Lattice,Tess,7,0.8,413,COLAB,0.0042758905044849695
10,Lattice,Tess,7,0.8,413,COLAB,0.003689221909560893
11,Lattice,Tess,7,0.8,413,COLAB,0.0069708830308924915
12,Lattice,Tess,7,0.8,413,COLAB,0.004432306372433746
13,Lattice,Tess,7,0.8,413,COLAB,0.00519647977275096
14,Lattice,Tess,7,0.8,413,COLAB,0.0032069921049271213
15,Lattice,Tess,7,0.8,413,COLAB,0.003124267749746153
16,Lattice,Tess,7,0.8,413,COLAB,0.00856413994169096
17,Lattice,Tess,7,0.8,413,COLAB,0.0029151374696120233
18,Lattice,Tess,7,0.8,413,COLAB,0.005082840525878502
19,Lattice,Tess,7,0.8,413,COLAB,0.005549215706916519
20,Lattice,Tess,7,0.8,413,COLAB,0.002871109071495255
21,Lattice,Tess,7,0.8,413,COLAB,0.0023021174980100275
22,Lattice,Tess,7,0.8,413,COLAB,0.0055860870264133515
23,Lattice,Tess,7,0.8,413,COLAB,0.006111544301719539
24,Lattice,Tess,7,0.8,413,COLAB,0.0035058761963259045
25,Lattice,Tess,7,0.8,413,COLAB,0.0038418713984935673
26,Lattice,Tess,7,0.8,413,COLAB,0.004029261958282256
27,Lattice,Tess,7,0.8,413,COLAB,0.003689418756716862
28,Lattice,Tess,7,0.8,413,COLAB,0.0018213890483679063
29,Lattice,Tess,7,0.8,413,COLAB,0.003934937258546465
30,Lattice,Tess,7,0.8,413,COLAB,0.004993482997672676
31,Lattice,Tess,7,0.8,413,COLAB,0.005186687129622369
32,Lattice,Tess,7,0.8,413,COLAB,0.004168165000519424
33,Lattice,Tess,7,0.8,413,COLAB,0.003881829876548783
34,Lattice,Tess,7,0.8,413,COLAB,0.00564673326957902
35,Lattice,Tess,7,0.8,413,COLAB,0.00391754932685095
36,Lattice,Tess,7,0.8,413,COLAB,0.0030580579412789665
37,Lattice,Tess,7,0.8,413,COLAB,0.004346932997274146
38,Lattice,Tess,7,0.8,413,COLAB,0.004959534312912534
39,Lattice,Tess,7,0.8,413,COLAB,0.002869370057837877
40,Lattice,Tess,7,0.8,413,COLAB,0.004344934830223967
41,Lattice,Tess,7,0.8,413,COLAB,0.002758389899549447
42,Lattice,Tess,7,0.8,413,COLAB,0.006485615999048101
43,Lattice,Tess,7,0.8,413,COLAB,0.005261319373331165
44,Lattice,Tess,7,0.8,413,COLAB,0.004186680768729826
45,Lattice,Tess,7,0.8,413,COLAB,0.00513360415134214
46,Lattice,Tess,7,0.8,413,COLAB,0.004382607008452345
47,Lattice,Tess,7,0.8,413,COLAB,0.0044376078530094015
48,Lattice,Tess,7,0.8,413,COLAB,0.005582342487111381
49,Lattice,Tess,7,0.8,413,COLAB,0.002936183240099079
50,Lattice,Tess,7,0.8,413,COLAB,0.007641442424289992
1,Lattice,Tess,7,0.8,413,NOLAB,0.0024577220014842765
2,Lattice,Tess,7,0.8,413,NOLAB,0.0031616316826205853
3,Lattice,Tess,7,0.8,413,NOLAB,0.003164505494884601
4,Lattice,Tess,7,0.8,413,NOLAB,0.003009756770945116
5,Lattice,Tess,7,0.8,413,NOLAB,0.0025497025178565116
6,Lattice,Tess,7,0.8,413,NOLAB,0.002863232493174239
7,Lattice,Tess,7,0.8,413,NOLAB,0.0017806043835099526
8,Lattice,Tess,7,0.8,413,NOLAB,0.0046957613144676304
9,Lattice,Tess,7,0.8,413,NOLAB,0.0021359157933663517
10,Lattice,Tess,7,0.8,413,NOLAB,0.002716662043943359
11,Lattice,Tess,7,0.8,413,NOLAB,0.002545918729168145
12,Lattice,Tess,7,0.8,413,NOLAB,0.0032671509281678775
13,Lattice,Tess,7,0.8,413,NOLAB,0.003089535408439026
14,Lattice,Tess,7,0.8,413,NOLAB,0.002053047809315129
15,Lattice,Tess,7,0.8,413,NOLAB,0.003835866010502815
16,Lattice,Tess,7,0.8,413,NOLAB,0.0025834263646167866
17,Lattice,Tess,7,0.8,413,NOLAB,0.0029920370600458
18,Lattice,Tess,7,0.8,413,NOLAB,0.002760300736877628
19,Lattice,Tess,7,0.8,413,NOLAB,0.0017544903056976333
20,Lattice,Tess,7,0.8,413,NOLAB,0.002665216761647302
21,Lattice,Tess,7,0.8,413,NOLAB,0.002707353874531684
22,Lattice,Tess,7,0.8,413,NOLAB,0.0031425055338463637
23,Lattice,Tess,7,0.8,413,NOLAB,0.0024238735377468397
24,Lattice,Tess,7,0.8,413,NOLAB,0.002463639777962312
25,Lattice,Tess,7,0.8,413,NOLAB,0.004192107036768928
26,Lattice,Tess,7,0.8,413,NOLAB,0.003398929367578744
27,Lattice,Tess,7,0.8,413,NOLAB,0.003352694194869332
28,Lattice,Tess,7,0.8,413,NOLAB,0.002367511950479669
29,Lattice,Tess,7,0.8,413,NOLAB,0.001216637214738463
30,Lattice,Tess,7,0.8,413,NOLAB,0.004062854962129871
31,Lattice,Tess,7,0.8,413,NOLAB,0.001890332350927965
32,Lattice,Tess,7,0.8,413,NOLAB,0.0029648163698994022
33,Lattice,Tess,7,0.8,413,NOLAB,0.0029061639231130762
34,Lattice,Tess,7,0.8,413,NOLAB,0.0046957613144676304
35,Lattice,Tess,7,0.8,413,NOLAB,0.0026895303520193628
36,Lattice,Tess,7,0.8,413,NOLAB,0.003444008122716222
37,Lattice,Tess,7,0.8,413,NOLAB,0.003318945406640257
38,Lattice,Tess,7,0.8,413,NOLAB,0.0031838919332228895
39,Lattice,Tess,7,0.8,413,NOLAB,0.002102778400517039
40,Lattice,Tess,7,0.8,413,NOLAB,0.002850782466721882
41,Lattice,Tess,7,0.8,413,NOLAB,0.002589595517215354
42,Lattice,Tess,7,0.8,413,NOLAB,0.003819150694788842
43,Lattice,Tess,7,0.8,413,NOLAB,0.002796432712101017
44,Lattice,Tess,7,0.8,413,NOLAB,0.0034176421508866337
45,Lattice,Tess,7,0.8,413,NOLAB,0.0024519820187985293
46,Lattice,Tess,7,0.8,413,NOLAB,0.002576082851392628
47,Lattice,Tess,7,0.8,413,NOLAB,0.0024883638968392014
48,Lattice,Tess,7,0.8,413,NOLAB,0.0024955993456253476
49,Lattice,Tess,7,0.8,413,NOLAB,0.002431204532442206
50,Lattice,Tess,7,0.8,413,NOLAB,0.002628419346447082
1,Lattice,Tess,13,0.8,484,COLAB,0.002586481595710782
2,Lattice,Tess,13,0.8,484,COLAB,0.0015544991688960432
3,Lattice,Tess,13,0.8,484,COLAB,0.001969732667117474
4,Lattice,Tess,13,0.8,484,COLAB,0.0017545585727403912
5,Lattice,Tess,13,0.8,484,COLAB,0.0015507388859872808
6,Lattice,Tess,13,0.8,484,COLAB,0.00209390770130915
7,Lattice,Tess,13,0.8,484,COLAB,0.0028493587106027305
8,Lattice,Tess,13,0.8,484,COLAB,0.0026977446087737464
9,Lattice,Tess,13,0.8,484,COLAB,0.002475595879746078
10,Lattice,Tess,13,0.8,484,COLAB,0.0034698182051888793
11,Lattice,Tess,13,0.8,484,COLAB,0.0028463121131436088
12,Lattice,Tess,13,0.8,484,COLAB,0.0032577634964487717
13,Lattice,Tess,13,0.8,484,COLAB,0.002957094408319293
14,Lattice,Tess,13,0.8,484,COLAB,0.0021597989803773475
15,Lattice,Tess,13,0.8,484,COLAB,0.0027588148778303315
16,Lattice,Tess,13,0.8,484,COLAB,0.002951376191521003
17,Lattice,Tess,13,0.8,484,COLAB,0.003030820853787362
18,Lattice,Tess,13,0.8,484,COLAB,0.0027712799116153043
19,Lattice,Tess,13,0.8,484,COLAB,0.0018909373454828007
20,Lattice,Tess,13,0.8,484,COLAB,0.0019408965689957428
21,Lattice,Tess,13,0.8,484,COLAB,0.00313705356748821
22,Lattice,Tess,13,0.8,484,COLAB,0.002895532562233626
23,Lattice,Tess,13,0.8,484,COLAB,0.002740944585155517
24,Lattice,Tess,13,0.8,484,COLAB,0.00297707825212168
25,Lattice,Tess,13,0.8,484,COLAB,0.002088194153626137
26,Lattice,Tess,13,0.8,484,COLAB,0.0030067987831163554
27,Lattice,Tess,13,0.8,484,COLAB,0.003088708423532789
28,Lattice,Tess,13,0.8,484,COLAB,0.0018109850696963804
29,Lattice,Tess,13,0.8,484,COLAB,0.001617180135215634
30,Lattice,Tess,13,0.8,484,COLAB,0.0023240989335693183
31,Lattice,Tess,13,0.8,484,COLAB,0.0017679359839493293
32,Lattice,Tess,13,0.8,484,COLAB,0.0026372792760223896
33,Lattice,Tess,13,0.8,484,COLAB,0.0035538955993501464
34,Lattice,Tess,13,0.8,484,COLAB,0.0026977446087737464
35,Lattice,Tess,13,0.8,484,COLAB,0.001938822961550235
36,Lattice,Tess,13,0.8,484,COLAB,0.0024788893616766255
37,Lattice,Tess,13,0.8,484,COLAB,0.002440640400587513
38,Lattice,Tess,13,0.8,484,COLAB,0.0028080165005546537
39,Lattice,Tess,13,0.8,484,COLAB,0.0028972443986608294
40,Lattice,Tess,13,0.8,484,COLAB,0.0022159268410439914
41,Lattice,Tess,13,0.8,484,COLAB,0.0020834114042091972
42,Lattice,Tess,13,0.8,484,COLAB,0.00201832299050028
43,Lattice,Tess,13,0.8,484,COLAB,0.00403157071817359
44,Lattice,Tess,13,0.8,484,COLAB,0.0018915454987404434
45,Lattice,Tess,13,0.8,484,COLAB,0.0017529535342803155
46,Lattice,Tess,13,0.8,484,COLAB,0.002172884251350479
47,Lattice,Tess,13,0.8,484,COLAB,0.0015188999299943935
48,Lattice,Tess,13,0.8,484,COLAB,0.0025987364227692887
49,Lattice,Tess,13,0.8,484,COLAB,0.0010800494776350182
50,Lattice,Tess,13,0.8,484,COLAB,0.0026215231493823873
1,Lattice,Tess,13,0.8,484,NOLAB,0.001331105626418879
2,Lattice,Tess,13,0.8,484,NOLAB,0.0013976944696938007
3,Lattice,Tess,13,0.8,484,NOLAB,0.0015414505217065427
4,Lattice,Tess,13,0.8,484,NOLAB,0.002205538065636052
5,Lattice,Tess,13,0.8,484,NOLAB,0.0017843516563106835
6,Lattice,Tess,13,0.8,484,NOLAB,0.0016935064935064933
7,Lattice,Tess,13,0.8,484,NOLAB,0.0015642331547126185
8,Lattice,Tess,13,0.8,484,NOLAB,0.0019145680648682366
9,Lattice,Tess,13,0.8,484,NOLAB,0.00219193376088977
10,Lattice,Tess,13,0.8,484,NOLAB,0.00169251801945986
11,Lattice,Tess,13,0.8,484,NOLAB,0.0017581919253834874
12,Lattice,Tess,13,0.8,484,NOLAB,0.0016229573628850488
13,Lattice,Tess,13,0.8,484,NOLAB,0.002013515050420805
14,Lattice,Tess,13,0.8,484,NOLAB,0.002485193244021193
15,Lattice,Tess,13,0.8,484,NOLAB,0.0014051522248243558
16,Lattice,Tess,13,0.8,484,NOLAB,0.0022497814924612417
17,Lattice,Tess,13,0.8,484,NOLAB,0.001399988305005458
18,Lattice,Tess,13,0.8,484,NOLAB,0.0018084379376767136
19,Lattice,Tess,13,0.8,484,NOLAB,0.0016734667856687496
20,Lattice,Tess,13,0.8,484,NOLAB,0.0013618826314751081
21,Lattice,Tess,13,0.8,484,NOLAB,0.002254509497151142
22,Lattice,Tess,13,0.8,484,NOLAB,0.0014798117625168625
23,Lattice,Tess,13,0.8,484,NOLAB,0.0015536690603255836
24,Lattice,Tess,13,0.8,484,NOLAB,0.001199522149543692
25,Lattice,Tess,13,0.8,484,NOLAB,0.001617631103412411
26,Lattice,Tess,13,0.8,484,NOLAB,0.001938875518420973
27,Lattice,Tess,13,0.8,484,NOLAB,0.0029695922187965283
28,Lattice,Tess,13,0.8,484,NOLAB,0.0020226185297955637
29,Lattice,Tess,13,0.8,484,NOLAB,0.001929329361755922
30,Lattice,Tess,13,0.8,484,NOLAB,0.001511943063645513
31,Lattice,Tess,13,0.8,484,NOLAB,0.0019485821744939878
32,Lattice,Tess,13,0.8,484,NOLAB,0.0021833791626154598
33,Lattice,Tess,13,0.8,484,NOLAB,0.0016619586585994316
34,Lattice,Tess,13,0.8,484,NOLAB,0.0019145680648682366
35,Lattice,Tess,13,0.8,484,NOLAB,0.0014223818921919333
36,Lattice,Tess,13,0.8,484,NOLAB,0.0021394774343148786
37,Lattice,Tess,13,0.8,484,NOLAB,0.0017861714372817369
38,Lattice,Tess,13,0.8,484,NOLAB,0.0016460995906995614
39,Lattice,Tess,13,0.8,484,NOLAB,0.0020923354448965903
40,Lattice,Tess,13,0.8,484,NOLAB,0.0017989215748125003
41,Lattice,Tess,13,0.8,484,NOLAB,0.0017528937114219712
42,Lattice,Tess,13,0.8,484,NOLAB,0.0019370717766805387
43,Lattice,Tess,13,0.8,484,NOLAB,0.002323596632496601
44,Lattice,Tess,13,0.8,484,NOLAB,0.002228952823212527
45,Lattice,Tess,13,0.8,484,NOLAB,0.0013800130388785003
46,Lattice,Tess,13,0.8,484,NOLAB,0.002161911840595228
47,Lattice,Tess,13,0.8,484,NOLAB,0.0021268838113757903
48,Lattice,Tess,13,0.8,484,NOLAB,0.0021113089132801235
49,Lattice,Tess,13,0.8,484,NOLAB,0.0019272131007900513
50,Lattice,Tess,13,0.8,484,NOLAB,0.00230607609956656
1,Lattice,Tess,2,0.8,484,COLAB,0.19624701736643327
2,Lattice,Tess,2,0.8,484,COLAB,0.19179783609866888
3,Lattice,Tess,2,0.8,484,COLAB,0.1726284551622971
4,Lattice,Tess,2,0.8,484,COLAB,0.2016519576680004
5,Lattice,Tess,2,0.8,484,COLAB,0.18136546285050592
6,Lattice,Tess,2,0.8,484,COLAB,0.19768690953850085
7,Lattice,Tess,2,0.8,484,COLAB,0.21076228349294457
8,Lattice,Tess,2,0.8,484,COLAB,0.18826251379244222
9,Lattice,Tess,2,0.8,484,COLAB,0.18507363949723196
10,Lattice,Tess,2,0.8,484,COLAB,0.17651538927299992
11,Lattice,Tess,2,0.8,484,COLAB,0.20582955828756222
12,Lattice,Tess,2,0.8,484,COLAB,0.19511617027912054
13,Lattice,Tess,2,0.8,484,COLAB,0.19139574122389041
14,Lattice,Tess,2,0.8,484,COLAB,0.19956076432961323
15,Lattice,Tess,2,0.8,484,COLAB,0.20984333090857815
16,Lattice,Tess,2,0.8,484,COLAB,0.2105665060638202
17,Lattice,Tess,2,0.8,484,COLAB,0.18749901837908473
18,Lattice,Tess,2,0.8,484,COLAB,0.19957268970698727
19,Lattice,Tess,2,0.8,484,COLAB,0.21206422827368335
20,Lattice,Tess,2,0.8,484,COLAB,0.22227859311327444
21,Lattice,Tess,2,0.8,484,COLAB,0.20771807205578507
22,Lattice,Tess,2,0.8,484,COLAB,0.17840901162606318
23,Lattice,Tess,2,0.8,484,COLAB,0.2305004268032437
24,Lattice,Tess,2,0.8,484,COLAB,0.1987031947506256
25,Lattice,Tess,2,0.8,484,COLAB,0.2204019805526445
26,Lattice,Tess,2,0.8,484,COLAB,0.20799459952352514
27,Lattice,Tess,2,0.8,484,COLAB,0.19568413171728596
28,Lattice,Tess,2,0.8,484,COLAB,0.23775291529594264
29,Lattice,Tess,2,0.8,484,COLAB,0.19922939468394013
30,Lattice,Tess,2,0.8,484,COLAB,0.1971540421301187
31,Lattice,Tess,2,0.8,484,COLAB,0.20531900213128076
32,Lattice,Tess,2,0.8,484,COLAB,0.20654898438795724
33,Lattice,Tess,2,0.8,484,COLAB,0.203351204731262
34,Lattice,Tess,2,0.8,484,COLAB,0.18826251379244222
35,Lattice,Tess,2,0.8,484,COLAB,0.1673319730819988
36,Lattice,Tess,2,0.8,484,COLAB,0.22026047955839226
37,Lattice,Tess,2,0.8,484,COLAB,0.20396499683101463
38,Lattice,Tess,2,0.8,484,COLAB,0.21929113028401323
39,Lattice,Tess,2,0.8,484,COLAB,0.19024715969574388
40,Lattice,Tess,2,0.8,484,COLAB,0.19870393852310161
41,Lattice,Tess,2,0.8,484,COLAB,0.18438004212289538
42,Lattice,Tess,2,0.8,484,COLAB,0.20522010457075388
43,Lattice,Tess,2,0.8,484,COLAB,0.19523346090417792
44,Lattice,Tess,2,0.8,484,COLAB,0.2164657726493061
45,Lattice,Tess,2,0.8,484,COLAB,0.21858213295925
46,Lattice,Tess,2,0.8,484,COLAB,0.1980365413806972
47,Lattice,Tess,2,0.8,484,COLAB,0.19709762235781778
48,Lattice,Tess,2,0.8,484,COLAB,0.2114767599744339
49,Lattice,Tess,2,0.8,484,COLAB,0.21983997371703068
50,Lattice,Tess,2,0.8,484,COLAB,0.21058699119339852
1,Lattice,Tess,2,0.8,484,NOLAB,0.1513952028531788
2,Lattice,Tess,2,0.8,484,NOLAB,0.12112078276383478
3,Lattice,Tess,2,0.8,484,NOLAB,0.13642865927791292
4,Lattice,Tess,2,0.8,484,NOLAB,0.12616253645049283
5,Lattice,Tess,2,0.8,484,NOLAB,0.15025454208730818
6,Lattice,Tess,2,0.8,484,NOLAB,0.14256198347107438
7,Lattice,Tess,2,0.8,484,NOLAB,0.143852979775956
8,Lattice,Tess,2,0.8,484,NOLAB,0.1295479378575969
9,Lattice,Tess,2,0.8,484,NOLAB,0.13615033089822082
10,Lattice,Tess,2,0.8,484,NOLAB,0.11760410332073891
11,Lattice,Tess,2,0.8,484,NOLAB,0.1432084777392695
12,Lattice,Tess,2,0.8,484,NOLAB,0.13211027923715718
13,Lattice,Tess,2,0.8,484,NOLAB,0.15452005498258312
14,Lattice,Tess,2,0.8,484,NOLAB,0.14301437661550762
15,Lattice,Tess,2,0.8,484,NOLAB,0.14279341691386807
16,Lattice,Tess,2,0.8,484,NOLAB,0.13736999692854074
17,Lattice,Tess,2,0.8,484,NOLAB,0.14266001855287566
18,Lattice,Tess,2,0.8,484,NOLAB,0.12864947952175868
19,Lattice,Tess,2,0.8,484,NOLAB,0.13884109597050012
20,Lattice,Tess,2,0.8,484,NOLAB,0.1565226230774704
21,Lattice,Tess,2,0.8,484,NOLAB,0.1373579859644889
22,Lattice,Tess,2,0.8,484,NOLAB,0.14790339724627766
23,Lattice,Tess,2,0.8,484,NOLAB,0.13268797177733216
24,Lattice,Tess,2,0.8,484,NOLAB,0.1342219686690514
25,Lattice,Tess,2,0.8,484,NOLAB,0.13302219817713354
26,Lattice,Tess,2,0.8,484,NOLAB,0.132163764266037
27,Lattice,Tess,2,0.8,484,NOLAB,0.1373205900259809
28,Lattice,Tess,2,0.8,484,NOLAB,0.1505906368473999
29,Lattice,Tess,2,0.8,484,NOLAB,0.148725757713361
30,Lattice,Tess,2,0.8,484,NOLAB,0.14726100749661536
31,Lattice,Tess,2,0.8,484,NOLAB,0.12310300226548643
32,Lattice,Tess,2,0.8,484,NOLAB,0.1410056488428326
33,Lattice,Tess,2,0.8,484,NOLAB,0.14285750743148334
34,Lattice,Tess,2,0.8,484,NOLAB,0.1295479378575969
35,Lattice,Tess,2,0.8,484,NOLAB,0.14036180874245602
36,Lattice,Tess,2,0.8,484,NOLAB,0.13986902228600648
37,Lattice,Tess,2,0.8,484,NOLAB,0.13106205845516555
38,Lattice,Tess,2,0.8,484,NOLAB,0.1362468314094669
39,Lattice,Tess,2,0.8,484,NOLAB,0.13908682962866742
40,Lattice,Tess,2,0.8,484,NOLAB,0.13225456881983147
41,Lattice,Tess,2,0.8,484,NOLAB,0.11342111167029464
42,Lattice,Tess,2,0.8,484,NOLAB,0.12959097570724343
43,Lattice,Tess,2,0.8,484,NOLAB,0.15096459666228673
44,Lattice,Tess,2,0.8,484,NOLAB,0.14801457283974764
45,Lattice,Tess,2,0.8,484,NOLAB,0.12890619524317787
46,Lattice,Tess,2,0.8,484,NOLAB,0.15170850504280933
47,Lattice,Tess,2,0.8,484,NOLAB,0.14348507788702639
48,Lattice,Tess,2,0.8,484,NOLAB,0.14758171121807484
49,Lattice,Tess,2,0.8,484,NOLAB,0.14095661519410405
50,Lattice,Tess,2,0.8,484,NOLAB,0.13516712840215425
1,Lattice,Tess,7,0.8,484,COLAB,0.005923614770638664
2,Lattice,Tess,7,0.8,484,COLAB,0.006715882127576006
3,Lattice,Tess,7,0.8,484,COLAB,0.0036517200142571157
4,Lattice,Tess,7,0.8,484,COLAB,0.002996819895646876
5,Lattice,Tess,7,0.8,484,COLAB,0.0037823001740527515
6,Lattice,Tess,7,0.8,484,COLAB,0.009022384650525357
7,Lattice,Tess,7,0.8,484,COLAB,0.003231537708734028
8,Lattice,Tess,7,0.8,484,COLAB,0.006681922407239376
9,Lattice,Tess,7,0.8,484,COLAB,0.00696857889130104
10,Lattice,Tess,7,0.8,484,COLAB,0.003692872013482701
11,Lattice,Tess,7,0.8,484,COLAB,0.0035948842032492226
12,Lattice,Tess,7,0.8,484,COLAB,0.003446419890270158
13,Lattice,Tess,7,0.8,484,COLAB,0.0038384555785123966
14,Lattice,Tess,7,0.8,484,COLAB,0.00526229176543057
15,Lattice,Tess,7,0.8,484,COLAB,0.005163262857902469
16,Lattice,Tess,7,0.8,484,COLAB,0.003737215414331403
17,Lattice,Tess,7,0.8,484,COLAB,0.007102525234569181
18,Lattice,Tess,7,0.8,484,COLAB,0.004100514716543426
19,Lattice,Tess,7,0.8,484,COLAB,0.005651178310608432
20,Lattice,Tess,7,0.8,484,COLAB,0.004466828243453609
21,Lattice,Tess,7,0.8,484,COLAB,0.004485136914705815
22,Lattice,Tess,7,0.8,484,COLAB,0.006012154174007468
23,Lattice,Tess,7,0.8,484,COLAB,0.006505682842634268
24,Lattice,Tess,7,0.8,484,COLAB,0.0039497672222895165
25,Lattice,Tess,7,0.8,484,COLAB,0.007541756371970273
26,Lattice,Tess,7,0.8,484,COLAB,0.004257951815998254
27,Lattice,Tess,7,0.8,484,COLAB,0.004352352193261285
28,Lattice,Tess,7,0.8,484,COLAB,0.006883382043433263
29,Lattice,Tess,7,0.8,484,COLAB,0.004717686216151577
30,Lattice,Tess,7,0.8,484,COLAB,0.004171964399237126
31,Lattice,Tess,7,0.8,484,COLAB,0.004936619511190847
32,Lattice,Tess,7,0.8,484,COLAB,0.0032303933731605374
33,Lattice,Tess,7,0.8,484,COLAB,0.005679034731102757
34,Lattice,Tess,7,0.8,484,COLAB,0.006681922407239376
35,Lattice,Tess,7,0.8,484,COLAB,0.003791428814858993
36,Lattice,Tess,7,0.8,484,COLAB,0.004068372586298323
37,Lattice,Tess,7,0.8,484,COLAB,0.003014704715978491
38,Lattice,Tess,7,0.8,484,COLAB,0.004545775744941911
39,Lattice,Tess,7,0.8,484,COLAB,0.003954425882272559
40,Lattice,Tess,7,0.8,484,COLAB,0.005180862992649196
41,Lattice,Tess,7,0.8,484,COLAB,0.00497828436606166
42,Lattice,Tess,7,0.8,484,COLAB,0.004628225541486593
43,Lattice,Tess,7,0.8,484,COLAB,0.003923136329988881
44,Lattice,Tess,7,0.8,484,COLAB,0.003824446063913914
45,Lattice,Tess,7,0.8,484,COLAB,0.00521859581952032
46,Lattice,Tess,7,0.8,484,COLAB,0.00448289547029883
47,Lattice,Tess,7,0.8,484,COLAB,0.003186096218984231
48,Lattice,Tess,7,0.8,484,COLAB,0.0030120387349594317
49,Lattice,Tess,7,0.8,484,COLAB,0.0036383359846868172
50,Lattice,Tess,7,0.8,484,COLAB,0.0026397416558669195
1,Lattice,Tess,7,0.8,484,NOLAB,0.0022121945850759406
2,Lattice,Tess,7,0.8,484,NOLAB,0.0035979358554849854
3,Lattice,Tess,7,0.8,484,NOLAB,0.003054482628921693
4,Lattice,Tess,7,0.8,484,NOLAB,0.004176977300303233
5,Lattice,Tess,7,0.8,484,NOLAB,0.0029990857805427353
6,Lattice,Tess,7,0.8,484,NOLAB,0.0038474719301442918
7,Lattice,Tess,7,0.8,484,NOLAB,0.0034638429752066116
8,Lattice,Tess,7,0.8,484,NOLAB,0.004518804794118005
9,Lattice,Tess,7,0.8,484,NOLAB,0.005179546662800252
10,Lattice,Tess,7,0.8,484,NOLAB,0.004267298197010657
11,Lattice,Tess,7,0.8,484,NOLAB,0.005116540542334629
12,Lattice,Tess,7,0.8,484,NOLAB,0.0045572025457405844
13,Lattice,Tess,7,0.8,484,NOLAB,0.002663450147629805
14,Lattice,Tess,7,0.8,484,NOLAB,0.002838258567010417
15,Lattice,Tess,7,0.8,484,NOLAB,0.003737655332134153
16,Lattice,Tess,7,0.8,484,NOLAB,0.0025031496585107096
17,Lattice,Tess,7,0.8,484,NOLAB,0.004261874040440336
18,Lattice,Tess,7,0.8,484,NOLAB,0.0021967494714587744
19,Lattice,Tess,7,0.8,484,NOLAB,0.003776383707773074
20,Lattice,Tess,7,0.8,484,NOLAB,0.0021816647719897254
21,Lattice,Tess,7,0.8,484,NOLAB,0.0019965662438721967
22,Lattice,Tess,7,0.8,484,NOLAB,0.0022556584974714397
23,Lattice,Tess,7,0.8,484,NOLAB,0.004180408987528028
24,Lattice,Tess,7,0.8,484,NOLAB,0.0036865783554111482
25,Lattice,Tess,7,0.8,484,NOLAB,0.004027200853424718
26,Lattice,Tess,7,0.8,484,NOLAB,0.0026490258554880686
27,Lattice,Tess,7,0.8,484,NOLAB,0.003672055811093245
28,Lattice,Tess,7,0.8,484,NOLAB,0.0028750170858741144
29,Lattice,Tess,7,0.8,484,NOLAB,0.0026487763625141288
30,Lattice,Tess,7,0.8,484,NOLAB,0.003045355419961673
31,Lattice,Tess,7,0.8,484,NOLAB,0.0030235196615766807
32,Lattice,Tess,7,0.8,484,NOLAB,0.002057975379593432
33,Lattice,Tess,7,0.8,484,NOLAB,0.0017951826089050696
34,Lattice,Tess,7,0.8,484,NOLAB,0.004518804794118005
35,Lattice,Tess,7,0.8,484,NOLAB,0.0031156585194302804
36,Lattice,Tess,7,0.8,484,NOLAB,0.002976243908374776
37,Lattice,Tess,7,0.8,484,NOLAB,0.002365545291688742
38,Lattice,Tess,7,0.8,484,NOLAB,0.003546047965726362
39,Lattice,Tess,7,0.8,484,NOLAB,0.0025148328755409824
40,Lattice,Tess,7,0.8,484,NOLAB,0.0030235715793404667
41,Lattice,Tess,7,0.8,484,NOLAB,0.003782931192805802
42,Lattice,Tess,7,0.8,484,NOLAB,0.0023202474404246123
43,Lattice,Tess,7,0.8,484,NOLAB,0.002329454378916253
44,Lattice,Tess,7,0.8,484,NOLAB,0.0037923220474540137
45,Lattice,Tess,7,0.8,484,NOLAB,0.0027137343652124724
