replica,network,population,true_model,sigma,net_size,colab_cond,TAT
6,Lattice,Mave,7,0.5,484,NOLAB,0.3727404221103097
7,Lattice,Mave,7,0.5,484,NOLAB,0.38383302165651206
8,Lattice,Mave,7,0.5,484,NOLAB,0.34157478093019483
9,Lattice,Mave,7,0.5,484,NOLAB,0.3252867341069798
10,Lattice,Mave,7,0.5,484,NOLAB,0.3119130265150225
11,Lattice,Mave,7,0.5,484,NOLAB,0.41061427709681275
12,Lattice,Mave,7,0.5,484,NOLAB,0.3306302231744552
13,Lattice,Mave,7,0.5,484,NOLAB,0.3430202036867604
14,Lattice,Mave,7,0.5,484,NOLAB,0.3313768906907843
15,Lattice,Mave,7,0.5,484,NOLAB,0.39730797062175366
16,Lattice,Mave,7,0.5,484,NOLAB,0.35808968383624834
17,Lattice,Mave,7,0.5,484,NOLAB,0.32360527599868655
18,Lattice,Mave,7,0.5,484,NOLAB,0.31660383382658136
19,Lattice,Mave,7,0.5,484,NOLAB,0.2486442116727529
20,Lattice,Mave,7,0.5,484,NOLAB,0.40994166261545945
21,Lattice,Mave,7,0.5,484,NOLAB,0.3274525917541439
22,Lattice,Mave,7,0.5,484,NOLAB,0.39927704221687566
23,Lattice,Mave,7,0.5,484,NOLAB,0.3738746978608706
24,Lattice,Mave,7,0.5,484,NOLAB,0.32760381262447374
25,Lattice,Mave,7,0.5,484,NOLAB,0.33329279107290216
26,Lattice,Mave,7,0.5,484,NOLAB,0.3489381250707051
27,Lattice,Mave,7,0.5,484,NOLAB,0.37059669840244314
28,Lattice,Mave,7,0.5,484,NOLAB,0.3510968921389397
29,Lattice,Mave,7,0.5,484,NOLAB,0.39525705022721913
30,Lattice,Mave,7,0.5,484,NOLAB,0.3348399235256034
31,Lattice,Mave,7,0.5,484,NOLAB,0.38545791147369635
32,Lattice,Mave,7,0.5,484,NOLAB,0.3743195114226469
33,Lattice,Mave,7,0.5,484,NOLAB,0.3329887280731008
34,Lattice,Mave,7,0.5,484,NOLAB,0.34157478093019483
35,Lattice,Mave,7,0.5,484,NOLAB,0.3964778156370243
36,Lattice,Mave,7,0.5,484,NOLAB,0.3084103812357825
37,Lattice,Mave,7,0.5,484,NOLAB,0.31504286619006056
38,Lattice,Mave,7,0.5,484,NOLAB,0.3515991570428053
39,Lattice,Mave,7,0.5,484,NOLAB,0.33244377679280634
40,Lattice,Mave,7,0.5,484,NOLAB,0.32316667221464
41,Lattice,Mave,7,0.5,484,NOLAB,0.3404477693210556
42,Lattice,Mave,7,0.5,484,NOLAB,0.2807400780690378
43,Lattice,Mave,7,0.5,484,NOLAB,0.35706406232669957
44,Lattice,Mave,7,0.5,484,NOLAB,0.37241161190719785
45,Lattice,Mave,7,0.5,484,NOLAB,0.2876332561010466
46,Lattice,Mave,7,0.5,484,NOLAB,0.362937352958919
47,Lattice,Mave,7,0.5,484,NOLAB,0.3873600019367471
48,Lattice,Mave,7,0.5,484,NOLAB,0.40367249635831215
49,Lattice,Mave,7,0.5,484,NOLAB,0.44554884180718535
50,Lattice,Mave,7,0.5,484,NOLAB,0.3285607672959452
1,Lattice,Mave,13,0.8,413,COLAB,0.0052046372166399965
2,Lattice,Mave,13,0.8,413,COLAB,0.006834323525037166
3,Lattice,Mave,13,0.8,413,COLAB,0.0031587021542067786
4,Lattice,Mave,13,0.8,413,COLAB,0.005101987271268901
5,Lattice,Mave,13,0.8,413,COLAB,0.006461489847397696
6,Lattice,Mave,13,0.8,413,COLAB,0.007190926076348066
7,Lattice,Mave,13,0.8,413,COLAB,0.007338436354594877
8,Lattice,Mave,13,0.8,413,COLAB,0.005910838911835921
9,Lattice,Mave,13,0.8,413,COLAB,0.0063002583267874335
10,Lattice,Mave,13,0.8,413,COLAB,0.008478789239007795
11,Lattice,Mave,13,0.8,413,COLAB,0.006561750748279571
12,Lattice,Mave,13,0.8,413,COLAB,0.006527618481231326
13,Lattice,Mave,13,0.8,413,COLAB,0.008511170339288004
14,Lattice,Mave,13,0.8,413,COLAB,0.008585724390088735
15,Lattice,Mave,13,0.8,413,COLAB,0.006574095696955542
16,Lattice,Mave,13,0.8,413,COLAB,0.007525941452973914
17,Lattice,Mave,13,0.8,413,COLAB,0.007172834169180932
18,Lattice,Mave,13,0.8,413,COLAB,0.004082085349289093
19,Lattice,Mave,13,0.8,413,COLAB,0.008521630666066924
20,Lattice,Mave,13,0.8,413,COLAB,0.005010953533955955
21,Lattice,Mave,13,0.8,413,COLAB,0.007600363234184816
22,Lattice,Mave,13,0.8,413,COLAB,0.007679184255422284
23,Lattice,Mave,13,0.8,413,COLAB,0.008445796863428286
24,Lattice,Mave,13,0.8,413,COLAB,0.009977550125550709
25,Lattice,Mave,13,0.8,413,COLAB,0.007498586681742063
26,Lattice,Mave,13,0.8,413,COLAB,0.008128727592269715
27,Lattice,Mave,13,0.8,413,COLAB,0.005583928265508566
28,Lattice,Mave,13,0.8,413,COLAB,0.006836359580430629
29,Lattice,Mave,13,0.8,413,COLAB,0.004468219725890334
30,Lattice,Mave,13,0.8,413,COLAB,0.005134761188029953
31,Lattice,Mave,13,0.8,413,COLAB,0.006390317188260438
32,Lattice,Mave,13,0.8,413,COLAB,0.0040478289294593435
33,Lattice,Mave,13,0.8,413,COLAB,0.007461219694086314
34,Lattice,Mave,13,0.8,413,COLAB,0.005910838911835921
35,Lattice,Mave,13,0.8,413,COLAB,0.005531106587615974
36,Lattice,Mave,13,0.8,413,COLAB,0.005555755565138995
37,Lattice,Mave,13,0.8,413,COLAB,0.004545430905809728
38,Lattice,Mave,13,0.8,413,COLAB,0.006504843389582648
39,Lattice,Mave,13,0.8,413,COLAB,0.0067952063764238155
40,Lattice,Mave,13,0.8,413,COLAB,0.006965109759779187
41,Lattice,Mave,13,0.8,413,COLAB,0.006552805040529312
42,Lattice,Mave,13,0.8,413,COLAB,0.013210067724144233
43,Lattice,Mave,13,0.8,413,COLAB,0.010849140389091964
44,Lattice,Mave,13,0.8,413,COLAB,0.008524014924936306
45,Lattice,Mave,13,0.8,413,COLAB,0.0074309362807211225
46,Lattice,Mave,13,0.8,413,COLAB,0.0072314875577983466
47,Lattice,Mave,13,0.8,413,COLAB,0.005571184419033934
48,Lattice,Mave,13,0.8,413,COLAB,0.007722427079543174
49,Lattice,Mave,13,0.8,413,COLAB,0.009006626736332358
50,Lattice,Mave,13,0.8,413,COLAB,0.00491265594463001
1,Lattice,Mave,13,0.8,413,NOLAB,0.007559240056120211
2,Lattice,Mave,13,0.8,413,NOLAB,0.004667343464291377
3,Lattice,Mave,13,0.8,413,NOLAB,0.00573033292266896
4,Lattice,Mave,13,0.8,413,NOLAB,0.006116135128390259
5,Lattice,Mave,13,0.8,413,NOLAB,0.00805417289009286
6,Lattice,Mave,13,0.8,413,NOLAB,0.007360333534149642
7,Lattice,Mave,13,0.8,413,NOLAB,0.004748859895805883
8,Lattice,Mave,13,0.8,413,NOLAB,0.008136914194586205
9,Lattice,Mave,13,0.8,413,NOLAB,0.008252920687298968
10,Lattice,Mave,13,0.8,413,NOLAB,0.007947721980194352
11,Lattice,Mave,13,0.8,413,NOLAB,0.00489290923330052
12,Lattice,Mave,13,0.8,413,NOLAB,0.004548952060935064
13,Lattice,Mave,13,0.8,413,NOLAB,0.006007863274988075
14,Lattice,Mave,13,0.8,413,NOLAB,0.00687049679429077
15,Lattice,Mave,13,0.8,413,NOLAB,0.0063861479063725066
16,Lattice,Mave,13,0.8,413,NOLAB,0.005928159205580314
17,Lattice,Mave,13,0.8,413,NOLAB,0.0061871367917042735
18,Lattice,Mave,13,0.8,413,NOLAB,0.00602132291522793
19,Lattice,Mave,13,0.8,413,NOLAB,0.005474958036489967
20,Lattice,Mave,13,0.8,413,NOLAB,0.00594795289891496
21,Lattice,Mave,13,0.8,413,NOLAB,0.008369220958062059
22,Lattice,Mave,13,0.8,413,NOLAB,0.005181937385327214
23,Lattice,Mave,13,0.8,413,NOLAB,0.0070654700719167286
24,Lattice,Mave,13,0.8,413,NOLAB,0.005986037094469686
25,Lattice,Mave,13,0.8,413,NOLAB,0.005722703541162229
26,Lattice,Mave,13,0.8,413,NOLAB,0.0072772133650857995
27,Lattice,Mave,13,0.8,413,NOLAB,0.007460632813670357
28,Lattice,Mave,13,0.8,413,NOLAB,0.003707102066418874
29,Lattice,Mave,13,0.8,413,NOLAB,0.006525889829300961
30,Lattice,Mave,13,0.8,413,NOLAB,0.00586839519953523
31,Lattice,Mave,13,0.8,413,NOLAB,0.007721195834092278
32,Lattice,Mave,13,0.8,413,NOLAB,0.005789545525670093
33,Lattice,Mave,13,0.8,413,NOLAB,0.005863688369741637
34,Lattice,Mave,13,0.8,413,NOLAB,0.008136914194586205
35,Lattice,Mave,13,0.8,413,NOLAB,0.006328237128611959
36,Lattice,Mave,13,0.8,413,NOLAB,0.004597615305832951
37,Lattice,Mave,13,0.8,413,NOLAB,0.007863774554657468
38,Lattice,Mave,13,0.8,413,NOLAB,0.005674401982911341
39,Lattice,Mave,13,0.8,413,NOLAB,0.006922693899867219
40,Lattice,Mave,13,0.8,413,NOLAB,0.006246493898784553
41,Lattice,Mave,13,0.8,413,NOLAB,0.0058497589097873
42,Lattice,Mave,13,0.8,413,NOLAB,0.006355162669907074
43,Lattice,Mave,13,0.8,413,NOLAB,0.008288135593220341
44,Lattice,Mave,13,0.8,413,NOLAB,0.006469239491775447
45,Lattice,Mave,13,0.8,413,NOLAB,0.005880180857631349
46,Lattice,Mave,13,0.8,413,NOLAB,0.007206272339444252
47,Lattice,Mave,13,0.8,413,NOLAB,0.0070216002084163434
48,Lattice,Mave,13,0.8,413,NOLAB,0.007431413586875495
49,Lattice,Mave,13,0.8,413,NOLAB,0.0067721017219793955
50,Lattice,Mave,13,0.8,413,NOLAB,0.006160343094705105
1,Lattice,Mave,2,0.8,413,COLAB,0.1577373739238954
2,Lattice,Mave,2,0.8,413,COLAB,0.14137186796525078
3,Lattice,Mave,2,0.8,413,COLAB,0.15067270766828314
4,Lattice,Mave,2,0.8,413,COLAB,0.14052847408319408
5,Lattice,Mave,2,0.8,413,COLAB,0.18587043168539125
6,Lattice,Mave,2,0.8,413,COLAB,0.1978496057447919
7,Lattice,Mave,2,0.8,413,COLAB,0.14519444740442525
8,Lattice,Mave,2,0.8,413,COLAB,0.17351309231823195
9,Lattice,Mave,2,0.8,413,COLAB,0.12671809878513787
10,Lattice,Mave,2,0.8,413,COLAB,0.14713636572198815
11,Lattice,Mave,2,0.8,413,COLAB,0.16080680977054035
12,Lattice,Mave,2,0.8,413,COLAB,0.19291276955276443
13,Lattice,Mave,2,0.8,413,COLAB,0.16304792305347446
14,Lattice,Mave,2,0.8,413,COLAB,0.14102189402258308
15,Lattice,Mave,2,0.8,413,COLAB,0.15528328994873375
16,Lattice,Mave,2,0.8,413,COLAB,0.16490964265672928
17,Lattice,Mave,2,0.8,413,COLAB,0.14405602840843898
18,Lattice,Mave,2,0.8,413,COLAB,0.18435063201845533
19,Lattice,Mave,2,0.8,413,COLAB,0.12725441455524092
20,Lattice,Mave,2,0.8,413,COLAB,0.16262775662499787
21,Lattice,Mave,2,0.8,413,COLAB,0.19601253824351972
22,Lattice,Mave,2,0.8,413,COLAB,0.14890580545707743
23,Lattice,Mave,2,0.8,413,COLAB,0.18799777666103218
24,Lattice,Mave,2,0.8,413,COLAB,0.1467410560829213
25,Lattice,Mave,2,0.8,413,COLAB,0.1479625842283725
26,Lattice,Mave,2,0.8,413,COLAB,0.2138040318714462
27,Lattice,Mave,2,0.8,413,COLAB,0.13612382689090388
28,Lattice,Mave,2,0.8,413,COLAB,0.14959976404255468
29,Lattice,Mave,2,0.8,413,COLAB,0.18376734128253155
30,Lattice,Mave,2,0.8,413,COLAB,0.17891210267011146
31,Lattice,Mave,2,0.8,413,COLAB,0.15133245419436028
32,Lattice,Mave,2,0.8,413,COLAB,0.16762851627866565
33,Lattice,Mave,2,0.8,413,COLAB,0.13996527936406417
34,Lattice,Mave,2,0.8,413,COLAB,0.17351309231823195
35,Lattice,Mave,2,0.8,413,COLAB,0.15522346093397216
36,Lattice,Mave,2,0.8,413,COLAB,0.15291284202104935
37,Lattice,Mave,2,0.8,413,COLAB,0.18203113600132345
38,Lattice,Mave,2,0.8,413,COLAB,0.19204646458454652
39,Lattice,Mave,2,0.8,413,COLAB,0.1608598996102732
40,Lattice,Mave,2,0.8,413,COLAB,0.17005743385115904
41,Lattice,Mave,2,0.8,413,COLAB,0.20065193185913535
42,Lattice,Mave,2,0.8,413,COLAB,0.1990474280479864
43,Lattice,Mave,2,0.8,413,COLAB,0.226840313342045
44,Lattice,Mave,2,0.8,413,COLAB,0.16856019676247516
45,Lattice,Mave,2,0.8,413,COLAB,0.15256974482688723
46,Lattice,Mave,2,0.8,413,COLAB,0.17106039594100275
47,Lattice,Mave,2,0.8,413,COLAB,0.20019711298102846
48,Lattice,Mave,2,0.8,413,COLAB,0.13359444869460277
49,Lattice,Mave,2,0.8,413,COLAB,0.19176135593220342
50,Lattice,Mave,2,0.8,413,COLAB,0.18189854610553222
1,Lattice,Mave,2,0.8,413,NOLAB,0.11101707231162203
2,Lattice,Mave,2,0.8,413,NOLAB,0.07975720715491005
3,Lattice,Mave,2,0.8,413,NOLAB,0.09064340004878216
4,Lattice,Mave,2,0.8,413,NOLAB,0.0717171369206688
5,Lattice,Mave,2,0.8,413,NOLAB,0.09237207114352398
6,Lattice,Mave,2,0.8,413,NOLAB,0.08223409737468146
7,Lattice,Mave,2,0.8,413,NOLAB,0.05448036029658193
8,Lattice,Mave,2,0.8,413,NOLAB,0.09540626801002
9,Lattice,Mave,2,0.8,413,NOLAB,0.10232046129652282
10,Lattice,Mave,2,0.8,413,NOLAB,0.0995438708700116
11,Lattice,Mave,2,0.8,413,NOLAB,0.10237004172729465
12,Lattice,Mave,2,0.8,413,NOLAB,0.08534715812076803
13,Lattice,Mave,2,0.8,413,NOLAB,0.09775608856549298
14,Lattice,Mave,2,0.8,413,NOLAB,0.08256543157858283
15,Lattice,Mave,2,0.8,413,NOLAB,0.09097931071865356
16,Lattice,Mave,2,0.8,413,NOLAB,0.08966258675559065
17,Lattice,Mave,2,0.8,413,NOLAB,0.09045865296855318
18,Lattice,Mave,2,0.8,413,NOLAB,0.08361196439111947
19,Lattice,Mave,2,0.8,413,NOLAB,0.09177892257645773
20,Lattice,Mave,2,0.8,413,NOLAB,0.07743933597910128
21,Lattice,Mave,2,0.8,413,NOLAB,0.10528555493509772
22,Lattice,Mave,2,0.8,413,NOLAB,0.08532529033712934
23,Lattice,Mave,2,0.8,413,NOLAB,0.08894381558707709
24,Lattice,Mave,2,0.8,413,NOLAB,0.0864734139282145
25,Lattice,Mave,2,0.8,413,NOLAB,0.07350110268228592
26,Lattice,Mave,2,0.8,413,NOLAB,0.07448400775246176
27,Lattice,Mave,2,0.8,413,NOLAB,0.08089933210788322
28,Lattice,Mave,2,0.8,413,NOLAB,0.09878944269419526
29,Lattice,Mave,2,0.8,413,NOLAB,0.09220120648816565
30,Lattice,Mave,2,0.8,413,NOLAB,0.08301375327298147
31,Lattice,Mave,2,0.8,413,NOLAB,0.09164106268080281
32,Lattice,Mave,2,0.8,413,NOLAB,0.07188094253823893
33,Lattice,Mave,2,0.8,413,NOLAB,0.09795907271883512
34,Lattice,Mave,2,0.8,413,NOLAB,0.09540626801002
35,Lattice,Mave,2,0.8,413,NOLAB,0.1027599194752906
36,Lattice,Mave,2,0.8,413,NOLAB,0.07939933236281442
37,Lattice,Mave,2,0.8,413,NOLAB,0.08936043241127987
38,Lattice,Mave,2,0.8,413,NOLAB,0.0716984502871739
39,Lattice,Mave,2,0.8,413,NOLAB,0.08302529832711794
40,Lattice,Mave,2,0.8,413,NOLAB,0.09725770153873922
41,Lattice,Mave,2,0.8,413,NOLAB,0.09436553888879733
42,Lattice,Mave,2,0.8,413,NOLAB,0.1026122872392553
43,Lattice,Mave,2,0.8,413,NOLAB,0.09365642685718559
44,Lattice,Mave,2,0.8,413,NOLAB,0.08327641012168077
45,Lattice,Mave,2,0.8,413,NOLAB,0.09465160624939713
46,Lattice,Mave,2,0.8,413,NOLAB,0.1066766081605886
47,Lattice,Mave,2,0.8,413,NOLAB,0.08101665917559553
48,Lattice,Mave,2,0.8,413,NOLAB,0.07832961127429446
49,Lattice,Mave,2,0.8,413,NOLAB,0.10537495301614497
50,Lattice,Mave,2,0.8,413,NOLAB,0.08247624155658116
1,Lattice,Mave,7,0.8,413,COLAB,0.02037362940215359
2,Lattice,Mave,7,0.8,413,COLAB,0.032229174390591836
3,Lattice,Mave,7,0.8,413,COLAB,0.019661774841296595
4,Lattice,Mave,7,0.8,413,COLAB,0.022580139239858736
5,Lattice,Mave,7,0.8,413,COLAB,0.024684171247429398
6,Lattice,Mave,7,0.8,413,COLAB,0.03403992567751292
7,Lattice,Mave,7,0.8,413,COLAB,0.01978488352014367
8,Lattice,Mave,7,0.8,413,COLAB,0.021890903957445897
9,Lattice,Mave,7,0.8,413,COLAB,0.030839597715428976
10,Lattice,Mave,7,0.8,413,COLAB,0.03192179464516952
11,Lattice,Mave,7,0.8,413,COLAB,0.023117928161832592
12,Lattice,Mave,7,0.8,413,COLAB,0.019419173688884347
13,Lattice,Mave,7,0.8,413,COLAB,0.028067195927744714
14,Lattice,Mave,7,0.8,413,COLAB,0.023931325784241616
15,Lattice,Mave,7,0.8,413,COLAB,0.0260909508497933
16,Lattice,Mave,7,0.8,413,COLAB,0.02196295448896585
17,Lattice,Mave,7,0.8,413,COLAB,0.014709657685017781
18,Lattice,Mave,7,0.8,413,COLAB,0.024448985660276604
19,Lattice,Mave,7,0.8,413,COLAB,0.016689265536723164
20,Lattice,Mave,7,0.8,413,COLAB,0.01621590602967736
21,Lattice,Mave,7,0.8,413,COLAB,0.024635367916583405
22,Lattice,Mave,7,0.8,413,COLAB,0.025965439777196
23,Lattice,Mave,7,0.8,413,COLAB,0.023795580510485633
24,Lattice,Mave,7,0.8,413,COLAB,0.017920064992990953
25,Lattice,Mave,7,0.8,413,COLAB,0.028883213373577903
26,Lattice,Mave,7,0.8,413,COLAB,0.023664793640580568
27,Lattice,Mave,7,0.8,413,COLAB,0.027091217996605226
28,Lattice,Mave,7,0.8,413,COLAB,0.03370121271174568
29,Lattice,Mave,7,0.8,413,COLAB,0.02899086766696536
30,Lattice,Mave,7,0.8,413,COLAB,0.01825336041645855
31,Lattice,Mave,7,0.8,413,COLAB,0.014924780693049656
32,Lattice,Mave,7,0.8,413,COLAB,0.027582470589073944
33,Lattice,Mave,7,0.8,413,COLAB,0.022703204137467993
34,Lattice,Mave,7,0.8,413,COLAB,0.021890903957445897
35,Lattice,Mave,7,0.8,413,COLAB,0.019706132567548322
36,Lattice,Mave,7,0.8,413,COLAB,0.013567958737768457
37,Lattice,Mave,7,0.8,413,COLAB,0.026067726652649253
38,Lattice,Mave,7,0.8,413,COLAB,0.021587774614409
39,Lattice,Mave,7,0.8,413,COLAB,0.025806544229536123
40,Lattice,Mave,7,0.8,413,COLAB,0.019722328889717235
41,Lattice,Mave,7,0.8,413,COLAB,0.023529011194968263
42,Lattice,Mave,7,0.8,413,COLAB,0.023462737445788293
43,Lattice,Mave,7,0.8,413,COLAB,0.016130459795548082
44,Lattice,Mave,7,0.8,413,COLAB,0.021236350529510513
45,Lattice,Mave,7,0.8,413,COLAB,0.022629064196943518
46,Lattice,Mave,7,0.8,413,COLAB,0.01978041296662614
47,Lattice,Mave,7,0.8,413,COLAB,0.012135958034592631
48,Lattice,Mave,7,0.8,413,COLAB,0.02687221129580943
49,Lattice,Mave,7,0.8,413,COLAB,0.028275617125277118
50,Lattice,Mave,7,0.8,413,COLAB,0.018631703999957
1,Lattice,Mave,7,0.8,413,NOLAB,0.016228999001315046
2,Lattice,Mave,7,0.8,413,NOLAB,0.01703840819485898
3,Lattice,Mave,7,0.8,413,NOLAB,0.013977781547683307
4,Lattice,Mave,7,0.8,413,NOLAB,0.016355368704513602
5,Lattice,Mave,7,0.8,413,NOLAB,0.01657129739891763
6,Lattice,Mave,7,0.8,413,NOLAB,0.01268858260383684
7,Lattice,Mave,7,0.8,413,NOLAB,0.015873181228988426
8,Lattice,Mave,7,0.8,413,NOLAB,0.013451494805408852
9,Lattice,Mave,7,0.8,413,NOLAB,0.013827368042566053
10,Lattice,Mave,7,0.8,413,NOLAB,0.014553368650816833
11,Lattice,Mave,7,0.8,413,NOLAB,0.012871160953230537
12,Lattice,Mave,7,0.8,413,NOLAB,0.015914992835295752
13,Lattice,Mave,7,0.8,413,NOLAB,0.013406336809050283
14,Lattice,Mave,7,0.8,413,NOLAB,0.010460187610322094
15,Lattice,Mave,7,0.8,413,NOLAB,0.020383914530341232
16,Lattice,Mave,7,0.8,413,NOLAB,0.015791744556307774
17,Lattice,Mave,7,0.8,413,NOLAB,0.019349019310625434
18,Lattice,Mave,7,0.8,413,NOLAB,0.015524203779731864
19,Lattice,Mave,7,0.8,413,NOLAB,0.015007533443184897
20,Lattice,Mave,7,0.8,413,NOLAB,0.016795176668867262
21,Lattice,Mave,7,0.8,413,NOLAB,0.0151933153631233
22,Lattice,Mave,7,0.8,413,NOLAB,0.017641169754983754
23,Lattice,Mave,7,0.8,413,NOLAB,0.016557381352903047
24,Lattice,Mave,7,0.8,413,NOLAB,0.01386603760881545
25,Lattice,Mave,7,0.8,413,NOLAB,0.015975809549384982
26,Lattice,Mave,7,0.8,413,NOLAB,0.012986790824251393
27,Lattice,Mave,7,0.8,413,NOLAB,0.010102360372324207
28,Lattice,Mave,7,0.8,413,NOLAB,0.019095643105694112
29,Lattice,Mave,7,0.8,413,NOLAB,0.014446309726434473
30,Lattice,Mave,7,0.8,413,NOLAB,0.015319518105405617
31,Lattice,Mave,7,0.8,413,NOLAB,0.01600135222694875
32,Lattice,Mave,7,0.8,413,NOLAB,0.024919612590799035
33,Lattice,Mave,7,0.8,413,NOLAB,0.016068632787203177
34,Lattice,Mave,7,0.8,413,NOLAB,0.013451494805408852
35,Lattice,Mave,7,0.8,413,NOLAB,0.01652975858097719
36,Lattice,Mave,7,0.8,413,NOLAB,0.014214260448057592
37,Lattice,Mave,7,0.8,413,NOLAB,0.015481146440073002
38,Lattice,Mave,7,0.8,413,NOLAB,0.013124710662143206
39,Lattice,Mave,7,0.8,413,NOLAB,0.01324752768879083
40,Lattice,Mave,7,0.8,413,NOLAB,0.016889099784548427
41,Lattice,Mave,7,0.8,413,NOLAB,0.020998509885723722
42,Lattice,Mave,7,0.8,413,NOLAB,0.016599018538336216
43,Lattice,Mave,7,0.8,413,NOLAB,0.015538020756288786
44,Lattice,Mave,7,0.8,413,NOLAB,0.015139651881416086
45,Lattice,Mave,7,0.8,413,NOLAB,0.01321690783876423
46,Lattice,Mave,7,0.8,413,NOLAB,0.018676976391638768
47,Lattice,Mave,7,0.8,413,NOLAB,0.013972481648026443
48,Lattice,Mave,7,0.8,413,NOLAB,0.010181933217050132
49,Lattice,Mave,7,0.8,413,NOLAB,0.013550345479241718
50,Lattice,Mave,7,0.8,413,NOLAB,0.012591780311114707
1,Lattice,Mave,13,0.8,484,COLAB,0.007248006326630405
2,Lattice,Mave,13,0.8,484,COLAB,0.005839538352504398
3,Lattice,Mave,13,0.8,484,COLAB,0.004851632951498904
4,Lattice,Mave,13,0.8,484,COLAB,0.008320120823016548
5,Lattice,Mave,13,0.8,484,COLAB,0.007125826299643968
6,Lattice,Mave,13,0.8,484,COLAB,0.00709004691758273
7,Lattice,Mave,13,0.8,484,COLAB,0.006810051094380228
8,Lattice,Mave,13,0.8,484,COLAB,0.004143256568792614
9,Lattice,Mave,13,0.8,484,COLAB,0.007921244175111057
10,Lattice,Mave,13,0.8,484,COLAB,0.009780017666348029
11,Lattice,Mave,13,0.8,484,COLAB,0.0072153802763937226
12,Lattice,Mave,13,0.8,484,COLAB,0.004859703953017138
13,Lattice,Mave,13,0.8,484,COLAB,0.0037619810919559044
14,Lattice,Mave,13,0.8,484,COLAB,0.003959343624069395
15,Lattice,Mave,13,0.8,484,COLAB,0.011745797341256779
16,Lattice,Mave,13,0.8,484,COLAB,0.0041998183012740935
17,Lattice,Mave,13,0.8,484,COLAB,0.00588648058630906
18,Lattice,Mave,13,0.8,484,COLAB,0.0047346931471468085
19,Lattice,Mave,13,0.8,484,COLAB,0.006804230050539888
20,Lattice,Mave,13,0.8,484,COLAB,0.006450840297335982
21,Lattice,Mave,13,0.8,484,COLAB,0.008916370796909033
22,Lattice,Mave,13,0.8,484,COLAB,0.00681729760318789
23,Lattice,Mave,13,0.8,484,COLAB,0.004922482958315742
24,Lattice,Mave,13,0.8,484,COLAB,0.007128477583023039
25,Lattice,Mave,13,0.8,484,COLAB,0.007458454862018203
26,Lattice,Mave,13,0.8,484,COLAB,0.010122288413882347
27,Lattice,Mave,13,0.8,484,COLAB,0.006920550164239324
28,Lattice,Mave,13,0.8,484,COLAB,0.005881721584200924
29,Lattice,Mave,13,0.8,484,COLAB,0.00789364073858767
30,Lattice,Mave,13,0.8,484,COLAB,0.009594865228668047
31,Lattice,Mave,13,0.8,484,COLAB,0.007216802111197313
32,Lattice,Mave,13,0.8,484,COLAB,0.006673454590770313
33,Lattice,Mave,13,0.8,484,COLAB,0.008583933339727902
34,Lattice,Mave,13,0.8,484,COLAB,0.004143256568792614
35,Lattice,Mave,13,0.8,484,COLAB,0.004611903933170902
36,Lattice,Mave,13,0.8,484,COLAB,0.008156553918224682
37,Lattice,Mave,13,0.8,484,COLAB,0.005942400997077024
38,Lattice,Mave,13,0.8,484,COLAB,0.005235396234253752
39,Lattice,Mave,13,0.8,484,COLAB,0.0058571671225495095
40,Lattice,Mave,13,0.8,484,COLAB,0.00458151141228452
41,Lattice,Mave,13,0.8,484,COLAB,0.0043767120902590785
42,Lattice,Mave,13,0.8,484,COLAB,0.006603996189666073
43,Lattice,Mave,13,0.8,484,COLAB,0.007364954749313283
44,Lattice,Mave,13,0.8,484,COLAB,0.007116780452748833
45,Lattice,Mave,13,0.8,484,COLAB,0.005979475432065856
46,Lattice,Mave,13,0.8,484,COLAB,0.006266617452000697
47,Lattice,Mave,13,0.8,484,COLAB,0.004885936390804802
48,Lattice,Mave,13,0.8,484,COLAB,0.0066231127937577934
49,Lattice,Mave,13,0.8,484,COLAB,0.004346495255586165
50,Lattice,Mave,13,0.8,484,COLAB,0.00837713289697925
1,Lattice,Mave,13,0.8,484,NOLAB,0.007402931545298615
2,Lattice,Mave,13,0.8,484,NOLAB,0.005183189380371265
3,Lattice,Mave,13,0.8,484,NOLAB,0.006322397679185709
4,Lattice,Mave,13,0.8,484,NOLAB,0.004898861601481018
5,Lattice,Mave,13,0.8,484,NOLAB,0.006801828485864743
6,Lattice,Mave,13,0.8,484,NOLAB,0.008315824973252912
7,Lattice,Mave,13,0.8,484,NOLAB,0.006484268328058343
8,Lattice,Mave,13,0.8,484,NOLAB,0.0071535038623065875
9,Lattice,Mave,13,0.8,484,NOLAB,0.0077613280808600344
10,Lattice,Mave,13,0.8,484,NOLAB,0.006013530794318113
11,Lattice,Mave,13,0.8,484,NOLAB,0.006675494269668053
12,Lattice,Mave,13,0.8,484,NOLAB,0.007932823796889945
13,Lattice,Mave,13,0.8,484,NOLAB,0.0059943722848961115
14,Lattice,Mave,13,0.8,484,NOLAB,0.006667045042603912
15,Lattice,Mave,13,0.8,484,NOLAB,0.007155951680093005
16,Lattice,Mave,13,0.8,484,NOLAB,0.006458466030248965
17,Lattice,Mave,13,0.8,484,NOLAB,0.0059978278681446905
18,Lattice,Mave,13,0.8,484,NOLAB,0.005236078437197698
19,Lattice,Mave,13,0.8,484,NOLAB,0.008352382627044139
20,Lattice,Mave,13,0.8,484,NOLAB,0.0035393834764334583
21,Lattice,Mave,13,0.8,484,NOLAB,0.0055950451896340375
