replica,sigma,population,network,true_model,net_size,colab_cond,stickiness_agent,stickiness_switch,stickiness_overall
25,0.5,All,TOM,2,484,COLAB,0.876027397260274,0.8299284984678243,0.8424479166666666
26,0.5,All,TOM,2,484,COLAB,0.8602756892230576,0.8344914718888187,0.8431331373372533
27,0.5,All,TOM,2,484,COLAB,0.8752542372881356,0.8269444444444445,0.8409852216748769
28,0.5,All,TOM,2,484,COLAB,0.8705388383484954,0.8120508568269762,0.8286110560729146
29,0.5,All,TOM,2,484,COLAB,0.8510313216195569,0.801007556675063,0.8144203195411717
30,0.5,All,TOM,2,484,COLAB,0.8659966499162479,0.8252148997134671,0.8348897277965428
31,0.5,All,TOM,2,484,COLAB,0.8672046955245781,0.7607132585562266,0.790702479338843
32,0.5,All,TOM,2,484,COLAB,0.8682065217391304,0.840321141837645,0.8488107549120993
33,0.5,All,TOM,2,484,COLAB,0.8481012658227848,0.8038829487900957,0.8160098019195425
34,0.5,All,TOM,2,484,COLAB,0.8580527752502275,0.8307413167444272,0.8367964494654024
35,0.5,All,TOM,2,484,COLAB,0.8681392235609103,0.8335176991150443,0.8436399217221136
36,0.5,All,TOM,2,484,COLAB,0.8718320057929037,0.8087481146304676,0.8272998296422487
37,0.5,All,TOM,2,484,COLAB,0.8752771618625277,0.8317132442284325,0.8471350078492936
38,0.5,All,TOM,2,484,COLAB,0.862002567394095,0.828530670470756,0.838830732767134
39,0.5,All,TOM,2,484,COLAB,0.8732203389830508,0.7987032124963159,0.8212818405916187
40,0.5,All,TOM,2,484,COLAB,0.8645747316267547,0.7958746316635414,0.8127022653721683
41,0.5,All,TOM,2,484,COLAB,0.8580562659846547,0.8152941176470588,0.8287671232876712
42,0.5,All,TOM,2,484,COLAB,0.8764665286404417,0.853726362625139,0.8602576808721507
43,0.5,All,TOM,2,484,COLAB,0.8622908622908623,0.7617753623188406,0.7938758734073161
44,0.5,All,TOM,2,484,COLAB,0.8869745003445899,0.7946713003185636,0.8219820554649266
45,0.5,All,TOM,2,484,COLAB,0.8696343402225755,0.8028293545534925,0.8208987314556009
46,0.5,All,TOM,2,484,COLAB,0.86328125,0.83849500895828,0.8446115288220551
47,0.5,All,TOM,2,484,COLAB,0.8577680525164114,0.8250623787080676,0.834069907593411
48,0.5,All,TOM,2,484,COLAB,0.8681102362204725,0.8430365296803652,0.8506364359586317
49,0.5,All,TOM,2,484,COLAB,0.8750918442321822,0.7798816568047338,0.8072136680025311
50,0.5,All,TOM,2,484,COLAB,0.8793873643905552,0.8352674780639683,0.8488235294117648
1,0.5,All,TOM,7,484,COLAB,0.7077244258872651,0.6518368722615436,0.659605339524086
2,0.5,All,TOM,7,484,COLAB,0.7310606060606061,0.6314295849592053,0.6471466985360024
3,0.5,All,TOM,7,484,COLAB,0.7151515151515151,0.6520522388059702,0.6604688763136621
4,0.5,All,TOM,7,484,COLAB,0.6980306345733042,0.6141649048625792,0.6257966616084978
5,0.5,All,TOM,7,484,COLAB,0.7201565557729941,0.6500437445319336,0.6628530568466213
6,0.5,All,TOM,7,484,COLAB,0.7310030395136777,0.6690180586907449,0.6787244169443123
7,0.5,All,TOM,7,484,COLAB,0.7106017191977078,0.6122715404699739,0.6252361163581412
8,0.5,All,TOM,7,484,COLAB,0.7285714285714286,0.6356687898089173,0.6482093663911845
9,0.5,All,TOM,7,484,COLAB,0.6821305841924399,0.6242852337706021,0.6337552742616034
10,0.5,All,TOM,7,484,COLAB,0.694,0.6450561390800434,0.6525605642440969
11,0.5,All,TOM,7,484,COLAB,0.6837209302325582,0.6488362596978359,0.6540465439388676
12,0.5,All,TOM,7,484,COLAB,0.7149532710280374,0.6526690391459075,0.664252607184241
13,0.5,All,TOM,7,484,COLAB,0.6903073286052009,0.6519400691509796,0.6573033707865168
14,0.5,All,TOM,7,484,COLAB,0.7289915966386555,0.6265486725663717,0.6413208118751894
15,0.5,All,TOM,7,484,COLAB,0.7180722891566265,0.6477611940298508,0.6583333333333333
16,0.5,All,TOM,7,484,COLAB,0.7396694214876033,0.6281236764083016,0.6471001757469244
17,0.5,All,TOM,7,484,COLAB,0.6805555555555556,0.6235697940503433,0.6316306483300589
18,0.5,All,TOM,7,484,COLAB,0.738562091503268,0.6634920634920635,0.6739526411657559
19,0.5,All,TOM,7,484,COLAB,0.7100591715976332,0.6028728348119983,0.6162661737523105
20,0.5,All,TOM,7,484,COLAB,0.7196029776674938,0.6656025538707103,0.6730835338604331
21,0.5,All,TOM,7,484,COLAB,0.6625766871165644,0.6401531263292216,0.6428838251774374
22,0.5,All,TOM,7,484,COLAB,0.6856617647058824,0.6678135752267751,0.6704089815557337
23,0.5,All,TOM,7,484,COLAB,0.7665952890792291,0.6912999664091367,0.7015098722415796
24,0.5,All,TOM,7,484,COLAB,0.7415094339622641,0.6598194833488951,0.6713865882981566
25,0.5,All,TOM,7,484,COLAB,0.7258064516129032,0.646043771043771,0.6583629893238434
26,0.5,All,TOM,7,484,COLAB,0.7116788321167884,0.6023391812865497,0.6215868936716993
27,0.5,All,TOM,7,484,COLAB,0.6984126984126984,0.6601941747572815,0.6668721109399076
28,0.5,All,TOM,7,484,COLAB,0.732843137254902,0.5894378194207837,0.6106676342525399
29,0.5,All,TOM,7,484,COLAB,0.6944444444444444,0.6308851224105461,0.641025641025641
30,0.5,All,TOM,7,484,COLAB,0.7222222222222222,0.6512557077625571,0.6584615384615384
31,0.5,All,TOM,7,484,COLAB,0.6822660098522167,0.5826126536185707,0.5981559738762966
32,0.5,All,TOM,7,484,COLAB,0.7080103359173127,0.5718146718146718,0.5895196506550218
33,0.5,All,TOM,7,484,COLAB,0.7302504816955684,0.6245461147421931,0.6413076688053774
34,0.5,All,TOM,7,484,COLAB,0.7285714285714286,0.6356687898089173,0.6482093663911845
35,0.5,All,TOM,7,484,COLAB,0.7115009746588694,0.5944813133077191,0.6122630331753555
36,0.5,All,TOM,7,484,COLAB,0.705765407554672,0.6173942935716741,0.6304220398593201
37,0.5,All,TOM,7,484,COLAB,0.7742616033755274,0.6376394386469953,0.6575468798032585
38,0.5,All,TOM,7,484,COLAB,0.7309782608695652,0.6676,0.6757322175732218
39,0.5,All,TOM,7,484,COLAB,0.7045790251107829,0.6510263929618768,0.6607047517351842
40,0.5,All,TOM,7,484,COLAB,0.7182044887780549,0.6258437801350047,0.6408080808080808
41,0.5,All,TOM,7,484,COLAB,0.7172413793103448,0.6551231702963227,0.6634734239802225
42,0.5,All,TOM,7,484,COLAB,0.7246049661399548,0.61099627945432,0.6285814116002795
43,0.5,All,TOM,7,484,COLAB,0.726923076923077,0.6406911142454161,0.6540524433849821
44,0.5,All,TOM,7,484,COLAB,0.7252747252747253,0.6123485736615866,0.6264112213479303
45,0.5,All,TOM,7,484,COLAB,0.699288256227758,0.6782580435489113,0.681505908216543
46,0.5,All,TOM,7,484,COLAB,0.702020202020202,0.5656858682138417,0.5849056603773585
47,0.5,All,TOM,7,484,COLAB,0.693089430894309,0.6877828054298643,0.6885108756274401
48,0.5,All,TOM,7,484,COLAB,0.6974664679582712,0.6008891928864569,0.6189151599443672
49,0.5,All,TOM,7,484,COLAB,0.75,0.6135362434921906,0.6312303938654584
50,0.5,All,TOM,7,484,COLAB,0.7181467181467182,0.6603375527426161,0.669244497323022
1,0.8,All,TOM,13,484,COLAB,0,0.10256410256410253,0.09090909090909094
2,0.8,All,TOM,13,484,COLAB,0,0.11764705882352944,0.08695652173913049
3,0.8,All,TOM,13,484,COLAB,0.36363636363636365,0.13157894736842102,0.18367346938775508
4,0.8,All,TOM,13,484,COLAB,0.2666666666666667,0.1515151515151515,0.1875
5,0.8,All,TOM,13,484,COLAB,0.19999999999999996,0.09677419354838712,0.13043478260869568
6,0.8,All,TOM,13,484,COLAB,0.09090909090909094,0.125,0.11764705882352944
7,0.8,All,TOM,13,484,COLAB,0.0714285714285714,0.06896551724137934,0.06976744186046513
8,0.8,All,TOM,13,484,COLAB,0.19999999999999996,0.0357142857142857,0.07894736842105265
9,0.8,All,TOM,13,484,COLAB,0.0714285714285714,0.11764705882352944,0.10416666666666663
10,0.8,All,TOM,13,484,COLAB,0,0.2857142857142857,0.20408163265306123
11,0.8,All,TOM,13,484,COLAB,0.1333333333333333,0.16129032258064513,0.15217391304347827
12,0.8,All,TOM,13,484,COLAB,0.15384615384615385,0.19512195121951215,0.18518518518518523
13,0.8,All,TOM,13,484,COLAB,0.19999999999999996,0.08333333333333337,0.10869565217391308
14,0.8,All,TOM,13,484,COLAB,0.2692307692307693,0.125,0.1707317073170732
15,0.8,All,TOM,13,484,COLAB,0.11111111111111116,0.1282051282051282,0.125
16,0.8,All,TOM,13,484,COLAB,0.25,0.1428571428571429,0.16279069767441856
17,0.8,All,TOM,13,484,COLAB,0,0.02857142857142858,0.025000000000000022
18,0.8,All,TOM,13,484,COLAB,0.2142857142857143,0.11764705882352944,0.14583333333333337
19,0.8,All,TOM,13,484,COLAB,0.16666666666666663,0.17500000000000004,0.17307692307692313
20,0.8,All,TOM,13,484,COLAB,0.19999999999999996,0.2272727272727273,0.2222222222222222
21,0.8,All,TOM,13,484,COLAB,0.1875,0,0.07317073170731703
22,0.8,All,TOM,13,484,COLAB,0.07692307692307687,0.0714285714285714,0.07317073170731703
23,0.8,All,TOM,13,484,COLAB,0.09090909090909094,0.16216216216216217,0.14583333333333337
24,0.8,All,TOM,13,484,COLAB,0.25,0.11904761904761907,0.15517241379310343
25,0.8,All,TOM,13,484,COLAB,0.25,0.1578947368421053,0.18518518518518523
26,0.8,All,TOM,13,484,COLAB,0.19999999999999996,0.10447761194029848,0.12643678160919536
27,0.8,All,TOM,13,484,COLAB,0.18181818181818177,0.13888888888888884,0.14893617021276595
28,0.8,All,TOM,13,484,COLAB,0.1875,0.28205128205128205,0.2545454545454545
29,0.8,All,TOM,13,484,COLAB,0,0.12121212121212122,0.09523809523809523
30,0.8,All,TOM,13,484,COLAB,0.2857142857142857,0.1123595505617978,0.1454545454545455
31,0.8,All,TOM,13,484,COLAB,0.09999999999999998,0.16216216216216217,0.14893617021276595
32,0.8,All,TOM,13,484,COLAB,0.18181818181818177,0.11764705882352944,0.12903225806451613
33,0.8,All,TOM,13,484,COLAB,0.375,0.17500000000000004,0.20833333333333337
34,0.8,All,TOM,13,484,COLAB,0.19999999999999996,0.0357142857142857,0.07894736842105265
35,0.8,All,TOM,13,484,COLAB,0.06896551724137934,0.24615384615384617,0.19148936170212771
36,0.8,All,TOM,13,484,COLAB,0,0.08108108108108103,0.06521739130434778
37,0.8,All,TOM,13,484,COLAB,0.06666666666666665,0.16666666666666663,0.13725490196078427
38,0.8,All,TOM,13,484,COLAB,0,0.21212121212121215,0.14583333333333337
39,0.8,All,TOM,13,484,COLAB,0.30434782608695654,0.1071428571428571,0.196078431372549
40,0.8,All,TOM,13,484,COLAB,0.46153846153846156,0.14893617021276595,0.21666666666666667
41,0.8,All,TOM,13,484,COLAB,0.09090909090909094,0.17647058823529416,0.15555555555555556
42,0.8,All,TOM,13,484,COLAB,0.30000000000000004,0.17948717948717952,0.20408163265306123
43,0.8,All,TOM,13,484,COLAB,0.25,0.0625,0.11363636363636365
44,0.8,All,TOM,13,484,COLAB,0.2727272727272727,0.09999999999999998,0.1311475409836066
45,0.8,All,TOM,13,484,COLAB,0.4285714285714286,0.15384615384615385,0.2264150943396226
46,0.8,All,TOM,13,484,COLAB,0.15384615384615385,0,0.050000000000000044
47,0.8,All,TOM,13,484,COLAB,0.18181818181818177,0.11111111111111116,0.12765957446808507
48,0.8,All,TOM,13,484,COLAB,0.1875,0.09259259259259256,0.11428571428571432
49,0.8,All,TOM,13,484,COLAB,0.2142857142857143,0.2195121951219512,0.21818181818181814
50,0.8,All,TOM,13,484,COLAB,0,0.09375,0.07692307692307687
1,0.8,All,TOM,2,484,COLAB,0.6058981233243967,0.4782608695652174,0.5047248471372985
2,0.8,All,TOM,2,484,COLAB,0.5673076923076923,0.49005772931366265,0.5063291139240507
3,0.8,All,TOM,2,484,COLAB,0.5427974947807933,0.5441680960548885,0.543934542867307
4,0.8,All,TOM,2,484,COLAB,0.5599128540305012,0.43721719457013575,0.46250561293219583
5,0.8,All,TOM,2,484,COLAB,0.5897435897435898,0.5212290502793295,0.5324614666043905
6,0.8,All,TOM,2,484,COLAB,0.5493716337522442,0.49443929564411493,0.5057090239410682
7,0.8,All,TOM,2,484,COLAB,0.5724815724815725,0.48582230623818523,0.5035105315947843
8,0.8,All,TOM,2,484,COLAB,0.5636792452830188,0.4821114369501466,0.4983560356975105
9,0.8,All,TOM,2,484,COLAB,0.5892018779342723,0.4271899886234357,0.4587912087912088
10,0.8,All,TOM,2,484,COLAB,0.5878136200716846,0.4578686493184635,0.49125230202578274
11,0.8,All,TOM,2,484,COLAB,0.5523385300668151,0.44892086330935255,0.4741707449700925
12,0.8,All,TOM,2,484,COLAB,0.5604395604395604,0.5760038240917782,0.5732234000785237
13,0.8,All,TOM,2,484,COLAB,0.53276955602537,0.47716346153846156,0.48947122133832477
14,0.8,All,TOM,2,484,COLAB,0.5395256916996047,0.45140247879973905,0.47327121137812656
15,0.8,All,TOM,2,484,COLAB,0.5657894736842105,0.4864864864864865,0.5037164093767867
16,0.8,All,TOM,2,484,COLAB,0.5476635514018692,0.47405789186237024,0.4907016060862215
17,0.8,All,TOM,2,484,COLAB,0.5569007263922519,0.45424181696726784,0.47643979057591623
18,0.8,All,TOM,2,484,COLAB,0.5577342047930283,0.5171830985915493,0.5255147717099373
19,0.8,All,TOM,2,484,COLAB,0.5723076923076923,0.5190839694656488,0.5288788221970555
20,0.8,All,TOM,2,484,COLAB,0.5495283018867925,0.3677510608203678,0.40968443960826983
21,0.8,All,TOM,2,484,COLAB,0.5539772727272727,0.44034707158351405,0.4634005763688761
22,0.8,All,TOM,2,484,COLAB,0.5302752293577981,0.44931163954943676,0.4699020065328978
23,0.8,All,TOM,2,484,COLAB,0.5564356435643565,0.44108761329305135,0.46805555555555556
24,0.8,All,TOM,2,484,COLAB,0.5413043478260869,0.44959908361970213,0.4687216681776972
25,0.8,All,TOM,2,484,COLAB,0.5581854043392505,0.388671875,0.4307391091532061
26,0.8,All,TOM,2,484,COLAB,0.5058479532163742,0.397986577181208,0.4181222707423581
27,0.8,All,TOM,2,484,COLAB,0.5775862068965517,0.3995786516853933,0.4345372460496614
28,0.8,All,TOM,2,484,COLAB,0.5875,0.4231354642313546,0.45532435740514077
29,0.8,All,TOM,2,484,COLAB,0.5340314136125655,0.44119743406985035,0.46106442577030815
30,0.8,All,TOM,2,484,COLAB,0.5180722891566265,0.39000609384521634,0.41585603112840464
31,0.8,All,TOM,2,484,COLAB,0.5337837837837838,0.4049967126890204,0.43409669211195934
32,0.8,All,TOM,2,484,COLAB,0.5723830734966593,0.5049900199600799,0.5204918032786885
33,0.8,All,TOM,2,484,COLAB,0.5552763819095478,0.4429530201342282,0.4634034766697164
34,0.8,All,TOM,2,484,COLAB,0.5636792452830188,0.4821114369501466,0.4983560356975105
35,0.8,All,TOM,2,484,COLAB,0.5063613231552162,0.3998699609882965,0.42154324184360437
36,0.8,All,TOM,2,484,COLAB,0.5410764872521246,0.45137976346911957,0.4682666666666667
37,0.8,All,TOM,2,484,COLAB,0.5590909090909091,0.46066779852857953,0.48028998640688714
38,0.8,All,TOM,2,484,COLAB,0.5375854214123007,0.4772132006286014,0.48850085178875635
39,0.8,All,TOM,2,484,COLAB,0.5360824742268041,0.44297719087635057,0.46397024639702467
40,0.8,All,TOM,2,484,COLAB,0.5371702637889688,0.44666286366229324,0.46405529953917046
41,0.8,All,TOM,2,484,COLAB,0.5911458333333333,0.512420847540185,0.5248256052523594
42,0.8,All,TOM,2,484,COLAB,0.5813148788927336,0.6015665796344647,0.5989110707803993
43,0.8,All,TOM,2,484,COLAB,0.537261698440208,0.4874666666666667,0.49918433931484507
44,0.8,All,TOM,2,484,COLAB,0.5209003215434084,0.4638709677419355,0.4734013970983342
45,0.8,All,TOM,2,484,COLAB,0.5118829981718465,0.4883133291219204,0.4943661971830986
46,0.8,All,TOM,2,484,COLAB,0.5837837837837838,0.5112426035502959,0.5242718446601942
47,0.8,All,TOM,2,484,COLAB,0.5628865979381443,0.4706246134817563,0.4919124643196955
48,0.8,All,TOM,2,484,COLAB,0.5164556962025316,0.41996557659208267,0.4377923292797007
49,0.8,All,TOM,2,484,COLAB,0.5365384615384615,0.34903905765654064,0.3947491795593061
50,0.8,All,TOM,2,484,COLAB,0.5865384615384616,0.5207995678011885,0.5328628142920159
1,0.8,All,TOM,7,484,COLAB,0.33333333333333337,0.14049586776859502,0.18181818181818177
2,0.8,All,TOM,7,484,COLAB,0.4482758620689655,0.16535433070866146,0.21794871794871795
3,0.8,All,TOM,7,484,COLAB,0.36111111111111116,0.21568627450980393,0.24338624338624337
4,0.8,All,TOM,7,484,COLAB,0.39534883720930236,0.21578947368421053,0.24892703862660948
5,0.8,All,TOM,7,484,COLAB,0.36170212765957444,0.16666666666666663,0.19928825622775803
6,0.8,All,TOM,7,484,COLAB,0.36,0.16393442622950816,0.22093023255813948
7,0.8,All,TOM,7,484,COLAB,0.2142857142857143,0.3214285714285714,0.30000000000000004
8,0.8,All,TOM,7,484,COLAB,0.36363636363636365,0.32558139534883723,0.33333333333333337
9,0.8,All,TOM,7,484,COLAB,0.3589743589743589,0.24742268041237114,0.2660944206008584
10,0.8,All,TOM,7,484,COLAB,0.26086956521739135,0.25257731958762886,0.25416666666666665
11,0.8,All,TOM,7,484,COLAB,0.28260869565217395,0.21965317919075145,0.23287671232876717
12,0.8,All,TOM,7,484,COLAB,0.27586206896551724,0.15740740740740744,0.18248175182481752
13,0.8,All,TOM,7,484,COLAB,0.24137931034482762,0.1477272727272727,0.1709401709401709
14,0.8,All,TOM,7,484,COLAB,0.3076923076923077,0.21276595744680848,0.23333333333333328
15,0.8,All,TOM,7,484,COLAB,0.33333333333333337,0.19117647058823528,0.2315789473684211
16,0.8,All,TOM,7,484,COLAB,0.375,0.23404255319148937,0.2698412698412699
17,0.8,All,TOM,7,484,COLAB,0.34782608695652173,0.136986301369863,0.1875
18,0.8,All,TOM,7,484,COLAB,0.2666666666666667,0.23684210526315785,0.24528301886792447
19,0.8,All,TOM,7,484,COLAB,0.2325581395348837,0.19548872180451127,0.20454545454545459
20,0.8,All,TOM,7,484,COLAB,0.18518518518518523,0.203125,0.19780219780219777
21,0.8,All,TOM,7,484,COLAB,0.33333333333333337,0.19318181818181823,0.2232142857142857
22,0.8,All,TOM,7,484,COLAB,0.4444444444444444,0.2222222222222222,0.2857142857142857
23,0.8,All,TOM,7,484,COLAB,0.32608695652173914,0.22297297297297303,0.24742268041237114
24,0.8,All,TOM,7,484,COLAB,0.3214285714285714,0.1785714285714286,0.2142857142857143
25,0.8,All,TOM,7,484,COLAB,0.4464285714285714,0.22580645161290325,0.27685950413223137
26,0.8,All,TOM,7,484,COLAB,0.48275862068965514,0.32499999999999996,0.3557046979865772
27,0.8,All,TOM,7,484,COLAB,0.2142857142857143,0.25,0.2407407407407407
28,0.8,All,TOM,7,484,COLAB,0.4545454545454546,0.2192982456140351,0.25735294117647056
29,0.8,All,TOM,7,484,COLAB,0.44999999999999996,0.12658227848101267,0.19191919191919193
30,0.8,All,TOM,7,484,COLAB,0.25,0.11627906976744184,0.1454545454545455
31,0.8,All,TOM,7,484,COLAB,0.5333333333333333,0.33333333333333337,0.38095238095238093
32,0.8,All,TOM,7,484,COLAB,0.47058823529411764,0.21311475409836067,0.2692307692307693
33,0.8,All,TOM,7,484,COLAB,0.375,0.16326530612244894,0.2153846153846154
34,0.8,All,TOM,7,484,COLAB,0.36363636363636365,0.32558139534883723,0.33333333333333337
35,0.8,All,TOM,7,484,COLAB,0.37037037037037035,0.19491525423728817,0.22758620689655173
36,0.8,All,TOM,7,484,COLAB,0.1875,0.18644067796610164,0.18666666666666665
37,0.8,All,TOM,7,484,COLAB,0.23333333333333328,0.2137404580152672,0.21739130434782605
38,0.8,All,TOM,7,484,COLAB,0.2777777777777778,0.22330097087378642,0.23140495867768596
39,0.8,All,TOM,7,484,COLAB,0.4193548387096774,0.21649484536082475,0.265625
40,0.8,All,TOM,7,484,COLAB,0.36363636363636365,0.14,0.20833333333333337
41,0.8,All,TOM,7,484,COLAB,0.5,0.19402985074626866,0.27472527472527475
42,0.8,All,TOM,7,484,COLAB,0.43243243243243246,0.22807017543859653,0.2781456953642384
43,0.8,All,TOM,7,484,COLAB,0.33333333333333337,0.17592592592592593,0.21276595744680848
44,0.8,All,TOM,7,484,COLAB,0.5333333333333333,0.22123893805309736,0.2578125
45,0.8,All,TOM,7,484,COLAB,0.21052631578947367,0.2450980392156863,0.23571428571428577
46,0.8,All,TOM,7,484,COLAB,0.33333333333333337,0.2535211267605634,0.2755102040816326
47,0.8,All,TOM,7,484,COLAB,0.4347826086956522,0.16666666666666663,0.22429906542056077
48,0.8,All,TOM,7,484,COLAB,0.33333333333333337,0.25609756097560976,0.27
49,0.8,All,TOM,7,484,COLAB,0.5,0.24705882352941178,0.3063063063063063
50,0.8,All,TOM,7,484,COLAB,0.34782608695652173,0.15384615384615385,0.21333333333333337
1,0.2,Bo,TOM,13,484,COLAB,0.8854763144195732,0.7413608835055219,0.7999153976311337
2,0.2,Bo,TOM,13,484,COLAB,0.8921212121212121,0.7233438485804417,0.7811203319502075
3,0.2,Bo,TOM,13,484,COLAB,0.895800933125972,0.7146480659480026,0.7833956325004918
4,0.2,Bo,TOM,13,484,COLAB,0.8946124763705104,0.7678703021370671,0.8233954451345755
5,0.2,Bo,TOM,13,484,COLAB,0.8857287963433215,0.7812706816677697,0.8224804648367061
6,0.2,Bo,TOM,13,484,COLAB,0.8856615952051636,0.7639442231075697,0.8149005983400888
7,0.2,Bo,TOM,13,484,COLAB,0.8851214574898786,0.7865278229742922,0.8251138839374134
8,0.2,Bo,TOM,13,484,COLAB,0.8734023128423616,0.7297935103244837,0.7766739519173456
9,0.2,Bo,TOM,13,484,COLAB,0.882950293960449,0.6882168925964547,0.7649536647009267
10,0.2,Bo,TOM,13,484,COLAB,0.8778586278586279,0.7328193094200469,0.7896882005298553
11,0.2,Bo,TOM,13,484,COLAB,0.8696916812100058,0.7235119047619047,0.7729868084268556
12,0.2,Bo,TOM,13,484,COLAB,0.8716253443526171,0.7559409120102761,0.7985392574558734
13,0.2,Bo,TOM,13,484,COLAB,0.8842476094614997,0.7438281500480923,0.7984723854289072
14,0.2,Bo,TOM,13,484,COLAB,0.8832432432432432,0.7416481069042316,0.7941117564590426
15,0.2,Bo,TOM,13,484,COLAB,0.8685714285714285,0.7291236352906463,0.7766102354543686
16,0.2,Bo,TOM,13,484,COLAB,0.8733264675592173,0.7608765710602643,0.8041625371655103
17,0.2,Bo,TOM,13,484,COLAB,0.8849462365591398,0.7247132429614181,0.787629301245514
18,0.2,Bo,TOM,13,484,COLAB,0.8704581358609795,0.6881333769205622,0.7579669221460266
19,0.2,Bo,TOM,13,484,COLAB,0.8852760736196319,0.7591876208897486,0.8026204564666103
20,0.2,Bo,TOM,13,484,COLAB,0.8904479222881814,0.7511549122266707,0.8017647058823529
21,0.2,Bo,TOM,13,484,COLAB,0.8726647000983284,0.7950251889168766,0.8253358925143954
22,0.2,Bo,TOM,13,484,COLAB,0.8903189703413542,0.7504786215698788,0.8012599065230644
23,0.2,Bo,TOM,13,484,COLAB,0.8660531697341514,0.7397481433645463,0.7886404116366514
24,0.2,Bo,TOM,13,484,COLAB,0.8848108413325805,0.7803217821782178,0.8173096142314611
25,0.2,Bo,TOM,13,484,COLAB,0.8905152224824356,0.7044494965898018,0.7708376853979528
26,0.2,Bo,TOM,13,484,COLAB,0.8868110236220472,0.7817128139085641,0.8232775398987933
27,0.2,Bo,TOM,13,484,COLAB,0.9,0.7329448063078505,0.8034475926292848
28,0.2,Bo,TOM,13,484,COLAB,0.874792243767313,0.7403555853740356,0.7910572503134141
29,0.2,Bo,TOM,13,484,COLAB,0.8921052631578947,0.778821243523316,0.8219727345629511
30,0.2,Bo,TOM,13,484,COLAB,0.8973168214654282,0.7170953101361573,0.7837116154873164
31,0.2,Bo,TOM,13,484,COLAB,0.8912404467960023,0.6857233101705622,0.7575508526813232
32,0.2,Bo,TOM,13,484,COLAB,0.8776978417266187,0.7167063020214031,0.7700715421303657
33,0.2,Bo,TOM,13,484,COLAB,0.8985687616677038,0.7488667271078876,0.7978030919446705
34,0.2,Bo,TOM,13,484,COLAB,0.8734023128423616,0.7297935103244837,0.7766739519173456
35,0.2,Bo,TOM,13,484,COLAB,0.892094017094017,0.6903023983315955,0.7698462834280901
36,0.2,Bo,TOM,13,484,COLAB,0.8729032258064516,0.7389088729016786,0.7814162914449447
37,0.2,Bo,TOM,13,484,COLAB,0.8799323562570462,0.761808367071525,0.8060363022372309
38,0.2,Bo,TOM,13,484,COLAB,0.8895648104819841,0.7582748244734203,0.8129875195007801
39,0.2,Bo,TOM,13,484,COLAB,0.8665219750406945,0.7357254290171606,0.7834786053882725
40,0.2,Bo,TOM,13,484,COLAB,0.875,0.7673667205169629,0.8066105522479984
41,0.2,Bo,TOM,13,484,COLAB,0.8736789129340714,0.7465244099579695,0.7962598425196851
42,0.2,Bo,TOM,13,484,COLAB,0.8938584779706276,0.7762333060779504,0.8103348171085736
43,0.2,Bo,TOM,13,484,COLAB,0.8809407153356198,0.797544080604534,0.830170596128043
44,0.2,Bo,TOM,13,484,COLAB,0.8698394495412844,0.7676563851253964,0.8018415499712258
45,0.2,Bo,TOM,13,484,COLAB,0.8900804289544236,0.7328005559416262,0.7946447396162766
46,0.2,Bo,TOM,13,484,COLAB,0.8799540493968984,0.7873452544704265,0.8173363095238095
47,0.2,Bo,TOM,13,484,COLAB,0.8807390817469205,0.7683385579937304,0.8086816720257235
48,0.2,Bo,TOM,13,484,COLAB,0.8876847290640394,0.8211987809007788,0.8482841661649608
49,0.2,Bo,TOM,13,484,COLAB,0.8791985857395404,0.7470733210104744,0.7924337446894598
50,0.2,Bo,TOM,13,484,COLAB,0.8882091212458287,0.7124420913302449,0.7780082987551867
1,0.2,Bo,TOM,2,484,COLAB,0.8786098874204601,0.8831743869209809,0.881301466157863
2,0.2,Bo,TOM,2,484,COLAB,0.8850111856823266,0.8700525394045534,0.8766208251473477
3,0.2,Bo,TOM,2,484,COLAB,0.8823000898472597,0.875214850464077,0.878286270691334
4,0.2,Bo,TOM,2,484,COLAB,0.8731466227347611,0.8770565360454682,0.8756777691711851
5,0.2,Bo,TOM,2,484,COLAB,0.8602846054333765,0.877188465499485,0.8723756906077348
6,0.2,Bo,TOM,2,484,COLAB,0.8778178539224527,0.8782689912826899,0.878084714548803
7,0.2,Bo,TOM,2,484,COLAB,0.8656496062992126,0.8705533596837944,0.8685872138910813
8,0.2,Bo,TOM,2,484,COLAB,0.873898678414097,0.8605460385438972,0.8649135446685878
9,0.2,Bo,TOM,2,484,COLAB,0.8771929824561404,0.8649553571428572,0.869488845951168
10,0.2,Bo,TOM,2,484,COLAB,0.8637614678899083,0.869844489519946,0.8672635266640716
11,0.2,Bo,TOM,2,484,COLAB,0.8742574257425743,0.8693324937027708,0.8712471131639723
12,0.2,Bo,TOM,2,484,COLAB,0.8750561797752809,0.8603525751814725,0.8667448221961704
13,0.2,Bo,TOM,2,484,COLAB,0.8647839109970047,0.8733426378227495,0.869498366327119
14,0.2,Bo,TOM,2,484,COLAB,0.8785776235906331,0.870990990990991,0.8744341665026569
15,0.2,Bo,TOM,2,484,COLAB,0.8746824724809483,0.8686281217926788,0.8713339640491958
16,0.2,Bo,TOM,2,484,COLAB,0.8616751269035533,0.8677069199457259,0.8650225903614458
17,0.2,Bo,TOM,2,484,COLAB,0.8733624454148472,0.8711656441717791,0.872072072072072
