replica,sigma,population,network,true_model,net_size,colab_cond,stickiness_agent,stickiness_switch,stickiness_overall
6,0.2,Bo,Lattice,7,413,NOLAB,0.8810046330163375,0.8046254746289265,0.8493855387253502
7,0.2,Bo,Lattice,7,413,NOLAB,0.8688082393330063,0.8327272727272728,0.8534422075179502
8,0.2,Bo,Lattice,7,413,NOLAB,0.881531423067662,0.8025632144094216,0.8491477272727272
9,0.2,Bo,Lattice,7,413,NOLAB,0.8854387203011056,0.8185513673318552,0.859422164726175
10,0.2,Bo,Lattice,7,413,NOLAB,0.8820754716981132,0.8116560056858564,0.8539835554295435
11,0.2,Bo,Lattice,7,413,NOLAB,0.8799811365244046,0.8170988086895585,0.8546863988724454
12,0.2,Bo,Lattice,7,413,NOLAB,0.8671816596062796,0.8334978611385324,0.852665910380034
13,0.2,Bo,Lattice,7,413,NOLAB,0.8660847880299252,0.8147416913458374,0.8439494963824656
14,0.2,Bo,Lattice,7,413,NOLAB,0.8766594255370505,0.8229238160603981,0.8544707382740542
15,0.2,Bo,Lattice,7,413,NOLAB,0.8762936221419976,0.8292354328056585,0.8566816395283549
16,0.2,Bo,Lattice,7,413,NOLAB,0.8805899143672693,0.8120274914089347,0.8525442788867023
17,0.2,Bo,Lattice,7,413,NOLAB,0.8816848083293894,0.8316695352839931,0.8613097742252138
18,0.2,Bo,Lattice,7,413,NOLAB,0.8657092466616276,0.8198504418762746,0.846187237736941
19,0.2,Bo,Lattice,7,413,NOLAB,0.8834252818421684,0.8124118476727785,0.8546752319771591
20,0.2,Bo,Lattice,7,413,NOLAB,0.8820609784920822,0.8082481494536482,0.8524335031126202
21,0.2,Bo,Lattice,7,413,NOLAB,0.8780135004821601,0.8157894736842105,0.8526721920548728
22,0.2,Bo,Lattice,7,413,NOLAB,0.8742857142857143,0.8045936395759717,0.8455142231947483
23,0.2,Bo,Lattice,7,413,NOLAB,0.88354898336414045,0.8055846422338568,0.8524954817183372
24,0.2,Bo,Lattice,7,413,NOLAB,0.8859060402684564,0.8194882579740623,0.8594926122107611
25,0.2,Bo,Lattice,7,413,NOLAB,0.8668194550547492,0.822028206850235,0.8475018102824041
26,0.2,Bo,Lattice,7,413,NOLAB,0.8785114045618247,0.8228511530398323,0.8558417532375124
27,0.2,Bo,Lattice,7,413,NOLAB,0.8811834319526627,0.8081859174471038,0.8515756893640968
28,0.2,Bo,Lattice,7,413,NOLAB,0.8753609239653513,0.818276220145379,0.8519517388218595
29,0.2,Bo,Lattice,7,413,NOLAB,0.8833017077798861,0.82679971489665,0.8607234406152093
30,0.2,Bo,Lattice,7,413,NOLAB,0.8770531400966184,0.8204692281536892,0.8535517582262393
31,0.2,Bo,Lattice,7,413,NOLAB,0.8752997601918465,0.8240519303040656,0.8541637311540087
32,0.2,Bo,Lattice,7,413,NOLAB,0.876546204220228,0.8141003156787092,0.8510180671063952
33,0.2,Bo,Lattice,7,413,NOLAB,0.8723727525955938,0.8173342541436464,0.8490869247626005
34,0.2,Bo,Lattice,7,413,NOLAB,0.881531423067662,0.8025632144094216,0.8491477272727272
35,0.2,Bo,Lattice,7,413,NOLAB,0.863648191517044,0.8197868087941372,0.8444119795471147
36,0.2,Bo,Lattice,7,413,NOLAB,0.875842155919153,0.8171192849776555,0.8516631280962491
37,0.2,Bo,Lattice,7,413,NOLAB,0.8746004425866732,0.8199504775380262,0.8521903104148535
38,0.2,Bo,Lattice,7,413,NOLAB,0.8808939096267191,0.8142037302725968,0.8537900874635569
39,0.2,Bo,Lattice,7,413,NOLAB,0.8812796208530805,0.8311001410437235,0.8611111111111112
40,0.2,Bo,Lattice,7,413,NOLAB,0.8855970829535096,0.8313973952833509,0.8642965832065292
41,0.2,Bo,Lattice,7,413,NOLAB,0.8822973292365871,0.8225411270563528,0.8582110609480813
42,0.2,Bo,Lattice,7,413,NOLAB,0.8695003728560775,0.8062041360907272,0.8424725822532403
43,0.2,Bo,Lattice,7,413,NOLAB,0.8842443729903537,0.8223297614932596,0.8595280805850697
44,0.2,Bo,Lattice,7,413,NOLAB,0.8730657640232109,0.8248077566031428,0.8528132454047986
45,0.2,Bo,Lattice,7,413,NOLAB,0.8728309370352008,0.8028314917127072,0.8435786435786435
46,0.2,Bo,Lattice,7,413,NOLAB,0.8872804935927859,0.8236983842010772,0.8619802828975568
47,0.2,Bo,Lattice,7,413,NOLAB,0.8721876495931067,0.8252205161711859,0.85232766956761985
48,0.2,Bo,Lattice,7,413,NOLAB,0.8808400188768287,0.8388227049754731,0.8639311900733221
49,0.2,Bo,Lattice,7,413,NOLAB,0.8835904628330996,0.8147612156295224,0.856574836694121
50,0.2,Bo,Lattice,7,413,NOLAB,0.8739162744612337,0.807935393258427,0.8466230936819172
1,0.2,Bo,Lattice,13,484,COLAB,0.8738296923762818,0.6952956409149762,0.7831140350877193
2,0.2,Bo,Lattice,13,484,COLAB,0.8874680306905371,0.7331807780320366,0.8130655484440521
3,0.2,Bo,Lattice,13,484,COLAB,0.894335074327039,0.7188073394495413,0.8123795245234525
4,0.2,Bo,Lattice,13,484,COLAB,0.8753269398430689,0.7450302506482283,0.8098958333333334
5,0.2,Bo,Lattice,13,484,COLAB,0.8844984802431611,0.7399219765929779,0.8121475054229935
6,0.2,Bo,Lattice,13,484,COLAB,0.8962418300653595,0.6878745965882895,0.7983539094650206
7,0.2,Bo,Lattice,13,484,COLAB,0.8977853492333902,0.7136690647482015,0.8111888111888113
8,0.2,Bo,Lattice,13,484,COLAB,0.8892033966841892,0.7300215982721383,0.8122389306599833
9,0.2,Bo,Lattice,13,484,COLAB,0.8864013266998342,0.7021085688649619,0.7978883861236803
10,0.2,Bo,Lattice,13,484,COLAB,0.8873118279569893,0.7570175438596491,0.8228013029315961
11,0.2,Bo,Lattice,13,484,COLAB,0.9052327976926247,0.6721639180409795,0.7999096657633243
12,0.2,Bo,Lattice,13,484,COLAB,0.8907103825136612,0.7168866636322258,0.8072552447552448
13,0.2,Bo,Lattice,13,484,COLAB,0.8898678414096917,0.710918710918711,0.8043228328351345
14,0.2,Bo,Lattice,13,484,COLAB,0.9025182778229082,0.6975961538461539,0.8086745926904447
15,0.2,Bo,Lattice,13,484,COLAB,0.8821790540540541,0.6945749679624093,0.7889148439159057
16,0.2,Bo,Lattice,13,484,COLAB,0.8838209982788297,0.7165660051768766,0.8003015941404568
17,0.2,Bo,Lattice,13,484,COLAB,0.8789497107254116,0.6926464112725672,0.785303231518371
18,0.2,Bo,Lattice,13,484,COLAB,0.8809628008752736,0.7242132867132867,0.8025366280341133
19,0.2,Bo,Lattice,13,484,COLAB,0.890280777537797,0.7077137546468402,0.802328184463846
20,0.2,Bo,Lattice,13,484,COLAB,0.8874143835616438,0.6883061049011179,0.788073788073788
21,0.2,Bo,Lattice,13,484,COLAB,0.888748419721871,0.7426503844414292,0.8182809773123909
22,0.2,Bo,Lattice,13,484,COLAB,0.8843393837062051,0.6921692169216922,0.7913308647353517
23,0.2,Bo,Lattice,13,484,COLAB,0.8906765676567656,0.7422303473491774,0.8202515177797052
24,0.2,Bo,Lattice,13,484,COLAB,0.8818342151675485,0.7242479489516864,0.8043478260869565
25,0.2,Bo,Lattice,13,484,COLAB,0.8901192504258943,0.708768741481145,0.8023741481644318
26,0.2,Bo,Lattice,13,484,COLAB,0.8779956427015251,0.7223919685726756,0.8002616659398168
27,0.2,Bo,Lattice,13,484,COLAB,0.8844984802431611,0.7249438202247191,0.806095406360424
28,0.2,Bo,Lattice,13,484,COLAB,0.8878634056299031,0.723062381852552,0.8064440812514593
29,0.2,Bo,Lattice,13,484,COLAB,0.8860445912469034,0.7130669061517737,0.803183480318348
30,0.2,Bo,Lattice,13,484,COLAB,0.8880471380471381,0.7229575536284801,0.808846069629954
31,0.2,Bo,Lattice,13,484,COLAB,0.896763621466612,0.7269705603038936,0.8181218385748845
32,0.2,Bo,Lattice,13,484,COLAB,0.8755129958960328,0.7203166226912929,0.796507723304231
33,0.2,Bo,Lattice,13,484,COLAB,0.8816925734024179,0.7304197317178711,0.8061378863194294
34,0.2,Bo,Lattice,13,484,COLAB,0.8892033966841892,0.7300215982721383,0.8122389306599833
35,0.2,Bo,Lattice,13,484,COLAB,0.8967871485943775,0.6823087752229,0.7978792469162519
36,0.2,Bo,Lattice,13,484,COLAB,0.870338248048569,0.7057107127969988,0.7863974495217854
37,0.2,Bo,Lattice,13,484,COLAB,0.8919031719532554,0.70250569476082,0.8013504683075583
38,0.2,Bo,Lattice,13,484,COLAB,0.8765209553853087,0.701304347826087,0.7873423323744191
39,0.2,Bo,Lattice,13,484,COLAB,0.8967456809963841,0.696420047732697,0.8051919720767888
40,0.2,Bo,Lattice,13,484,COLAB,0.8793565683646113,0.6961421759861292,0.7863586358635863
41,0.2,Bo,Lattice,13,484,COLAB,0.8815731330092798,0.703125,0.7940977697679658
42,0.2,Bo,Lattice,13,484,COLAB,0.8764547896150403,0.6969957081545064,0.784837861524978
43,0.2,Bo,Lattice,13,484,COLAB,0.8854643898375677,0.7145374449339207,0.8023977734960394
44,0.2,Bo,Lattice,13,484,COLAB,0.8981555733761026,0.7373461012311902,0.8229144442073821
45,0.2,Bo,Lattice,13,484,COLAB,0.8868409772824689,0.7238437359676695,0.8072368421052631
46,0.2,Bo,Lattice,13,484,COLAB,0.8864123446206601,0.7118117229129662,0.8006543075245365
47,0.2,Bo,Lattice,13,484,COLAB,0.8887545344619106,0.7283185840707964,0.8122758911622021
48,0.2,Bo,Lattice,13,484,COLAB,0.8942430703624733,0.7125057683433318,0.806959219858156
49,0.2,Bo,Lattice,13,484,COLAB,0.8873056994818653,0.7163504968383017,0.8037527593818985
50,0.2,Bo,Lattice,13,484,COLAB,0.8881268752678955,0.7290023201856148,0.8117201426024956
1,0.2,Bo,Lattice,13,484,NOLAB,0.8829847371396269,0.6986805768640687,0.7946152714432838
2,0.2,Bo,Lattice,13,484,NOLAB,0.8809861150467555,0.7097657438393672,0.7984154929577465
3,0.2,Bo,Lattice,13,484,NOLAB,0.8897400820793434,0.7073637233025183,0.8055064782096584
4,0.2,Bo,Lattice,13,484,NOLAB,0.8929308565531475,0.7269526248399487,0.8188571428571428
5,0.2,Bo,Lattice,13,484,NOLAB,0.8878222709818979,0.7048719550281075,0.8022780373831776
6,0.2,Bo,Lattice,13,484,NOLAB,0.8925472179683512,0.7147306135160386,0.8124561649600224
7,0.2,Bo,Lattice,13,484,NOLAB,0.9012509981368113,0.6904436860068259,0.8088829071332436
8,0.2,Bo,Lattice,13,484,NOLAB,0.8951781970649895,0.7248473159755706,0.8186805254800058
9,0.2,Bo,Lattice,13,484,NOLAB,0.8852323008849557,0.7107981220657277,0.8034062545881662
10,0.2,Bo,Lattice,13,484,NOLAB,0.8879287064542263,0.7188279301745636,0.8094342352770945
11,0.2,Bo,Lattice,13,484,NOLAB,0.8955866523143164,0.7034257748776509,0.8087302757705354
12,0.2,Bo,Lattice,13,484,NOLAB,0.895289298515105,0.7138863000931966,0.8133333333333334
13,0.2,Bo,Lattice,13,484,NOLAB,0.8999492127983748,0.7129780974174567,0.8182078033442904
14,0.2,Bo,Lattice,13,484,NOLAB,0.8874338255781555,0.7161392405063292,0.8072307008445696
15,0.2,Bo,Lattice,13,484,NOLAB,0.8934228187919463,0.717577353522054,0.8144314653260387
16,0.2,Bo,Lattice,13,484,NOLAB,0.8937891440501043,0.6985645933014354,0.8059422994115114
17,0.2,Bo,Lattice,13,484,NOLAB,0.8849315068493151,0.7186534898085237,0.8067653890824622
18,0.2,Bo,Lattice,13,484,NOLAB,0.8834628190899001,0.7017707362534948,0.7977429283306463
19,0.2,Bo,Lattice,13,484,NOLAB,0.8898793917147352,0.7091022833906788,0.8074454428754814
20,0.2,Bo,Lattice,13,484,NOLAB,0.8808871851040526,0.724820143884892,0.8063823697767601
21,0.2,Bo,Lattice,13,484,NOLAB,0.8942432925240948,0.7450738916256158,0.8258783688443629
22,0.2,Bo,Lattice,13,484,NOLAB,0.8914604948124502,0.7100279416330333,0.8077363896848138
23,0.2,Bo,Lattice,13,484,NOLAB,0.8807313642756681,0.7045735475896169,0.7967898689441908
24,0.2,Bo,Lattice,13,484,NOLAB,0.8901423583131883,0.7230283911671924,0.8132888437545336
25,0.2,Bo,Lattice,13,484,NOLAB,0.8823364223532716,0.7233644859813084,0.806970905331561
26,0.2,Bo,Lattice,13,484,NOLAB,0.8902696985721841,0.7158774373259054,0.8099244260658777
27,0.2,Bo,Lattice,13,484,NOLAB,0.8897038848139093,0.7092154420921544,0.8055998839402292
28,0.2,Bo,Lattice,13,484,NOLAB,0.8838620689655172,0.7051829268292683,0.7989862418537292
29,0.2,Bo,Lattice,13,484,NOLAB,0.8926855312333155,0.7224154283907682,0.814734404400058
30,0.2,Bo,Lattice,13,484,NOLAB,0.8888888888888888,0.7409867172675522,0.8201851035698545
31,0.2,Bo,Lattice,13,484,NOLAB,0.888210302708444,0.7154187817258884,0.8094825093957791
32,0.2,Bo,Lattice,13,484,NOLAB,0.8923200859291085,0.7145593869731801,0.8111143523920653
33,0.2,Bo,Lattice,13,484,NOLAB,0.8806267806267807,0.7198170731707316,0.8029455081001473
34,0.2,Bo,Lattice,13,484,NOLAB,0.8951781970649895,0.7248473159755706,0.8186805254800058
35,0.2,Bo,Lattice,13,484,NOLAB,0.8905090137857901,0.7195007800312012,0.8119535617027376
36,0.2,Bo,Lattice,13,484,NOLAB,0.8942307692307693,0.6940181647353586,0.8034370117880982
37,0.2,Bo,Lattice,13,484,NOLAB,0.8821917808219178,0.7153013910355487,0.8037763253449528
38,0.2,Bo,Lattice,13,484,NOLAB,0.8858588698341299,0.7083202511773941,0.8019875407890833
39,0.2,Bo,Lattice,13,484,NOLAB,0.8880434782608696,0.6994416873449132,0.7999710312862109
40,0.2,Bo,Lattice,13,484,NOLAB,0.8876033057851239,0.7029514439860363,0.8017991446689279
41,0.2,Bo,Lattice,13,484,NOLAB,0.88998088998089,0.7115928369462772,0.8070406076541046
42,0.2,Bo,Lattice,13,484,NOLAB,0.8935018050541517,0.7321652065081352,0.8206106870229007
43,0.2,Bo,Lattice,13,484,NOLAB,0.876820034944671,0.7115670532262861,0.7950566426364573
44,0.2,Bo,Lattice,13,484,NOLAB,0.8881703045001348,0.695692025664528,0.797966781214204
45,0.2,Bo,Lattice,13,484,NOLAB,0.8830989798731734,0.7243061909118633,0.8077034462785984
46,0.2,Bo,Lattice,13,484,NOLAB,0.8910944206008584,0.7104044458166101,0.8070905698291948
47,0.2,Bo,Lattice,13,484,NOLAB,0.8905965095076843,0.725108225108225,0.8149300155520995
48,0.2,Bo,Lattice,13,484,NOLAB,0.8992914979757085,0.7216996432046707,0.8214641080312722
49,0.2,Bo,Lattice,13,484,NOLAB,0.8934383202099737,0.7288656624654166,0.817641228939544
50,0.2,Bo,Lattice,13,484,NOLAB,0.8925357331921652,0.6871049304677623,0.7989052146355518
1,0.2,Bo,Lattice,2,484,COLAB,0.878143972246314,0.8675758908930928,0.8728980126665211
2,0.2,Bo,Lattice,2,484,COLAB,0.867260579064588,0.8737270875763747,0.8706382978723404
3,0.2,Bo,Lattice,2,484,COLAB,0.8722152164775115,0.883132530120482,0.8777983158759499
4,0.2,Bo,Lattice,2,484,COLAB,0.8784576697401509,0.8720880982634477,0.875289656625237
5,0.2,Bo,Lattice,2,484,COLAB,0.8797931925894011,0.8813708260105448,0.8805742875788558
6,0.2,Bo,Lattice,2,484,COLAB,0.8736286062576188,0.8842147435897436,0.8789590478111762
7,0.2,Bo,Lattice,2,484,COLAB,0.8734966592427617,0.871717606543263,0.8725919439579685
8,0.2,Bo,Lattice,2,484,COLAB,0.8758474576271187,0.8763666947014298,0.8761080624736175
9,0.2,Bo,Lattice,2,484,COLAB,0.8721735117674204,0.878158844765343,0.8751996349532284
10,0.2,Bo,Lattice,2,484,COLAB,0.8783157894736842,0.8638925010836584,0.8712088850918411
11,0.2,Bo,Lattice,2,484,COLAB,0.8738699956952217,0.8791478902089308,0.8765743073047859
12,0.2,Bo,Lattice,2,484,COLAB,0.8701243034719246,0.8813492063492063,0.8759530187512878
13,0.2,Bo,Lattice,2,484,COLAB,0.8642765685019206,0.8740411788453775,0.8692946058091287
14,0.2,Bo,Lattice,2,484,COLAB,0.8820998278829604,0.8658865886588659,0.8741750989881214
15,0.2,Bo,Lattice,2,484,COLAB,0.8698659749243407,0.8732805335556482,0.8716044142614601
16,0.2,Bo,Lattice,2,484,COLAB,0.8637873754152824,0.8767231193383221,0.8704265211239135
17,0.2,Bo,Lattice,2,484,COLAB,0.8777869529314616,0.8651260504201681,0.8715118700541441
18,0.2,Bo,Lattice,2,484,COLAB,0.8613243761996161,0.8795020008892841,0.8707592891760905
19,0.2,Bo,Lattice,2,484,COLAB,0.8642261353104727,0.8687290969899666,0.8665934065934066
20,0.2,Bo,Lattice,2,484,COLAB,0.8731343283582089,0.873268988669744,0.8732012513034411
21,0.2,Bo,Lattice,2,484,COLAB,0.8661069376933275,0.8822095857026807,0.8744973544973544
22,0.2,Bo,Lattice,2,484,COLAB,0.8789888106092002,0.8587521663778163,0.869095530607922
23,0.2,Bo,Lattice,2,484,COLAB,0.877576777450568,0.8673292999135696,0.8725218503517373
24,0.2,Bo,Lattice,2,484,COLAB,0.8759757155247181,0.8797975537747785,0.8779131922172333
25,0.2,Bo,Lattice,2,484,COLAB,0.8923017107309487,0.8760035682426405,0.8847112588284172
26,0.2,Bo,Lattice,2,484,COLAB,0.8659619450317124,0.8703852327447833,0.8682314185711344
27,0.2,Bo,Lattice,2,484,COLAB,0.8731375053214134,0.8741438356164384,0.8736392742796157
28,0.2,Bo,Lattice,2,484,COLAB,0.865979381443299,0.8798824023519529,0.8733111849390919
29,0.2,Bo,Lattice,2,484,COLAB,0.8610517315091919,0.871499176276771,0.8663729809104258
30,0.2,Bo,Lattice,2,484,COLAB,0.8683565004088307,0.8830364058869093,0.8758949880668258
31,0.2,Bo,Lattice,2,484,COLAB,0.8700750469043153,0.8711248892825509,0.8706150341685649
32,0.2,Bo,Lattice,2,484,COLAB,0.8713866778382907,0.8717213114754099,0.8715558317795733
33,0.2,Bo,Lattice,2,484,COLAB,0.8711656441717791,0.886652977412731,0.8791604833580666
34,0.2,Bo,Lattice,2,484,COLAB,0.8758474576271187,0.8763666947014298,0.8761080624736175
35,0.2,Bo,Lattice,2,484,COLAB,0.8795811518324608,0.8683978873239436,0.8740140227870289
36,0.2,Bo,Lattice,2,484,COLAB,0.8750557786702365,0.8672489082969432,0.8711101302140808
37,0.2,Bo,Lattice,2,484,COLAB,0.8723969871510855,0.8702518139137858,0.8713043478260869
38,0.2,Bo,Lattice,2,484,COLAB,0.8683978873239436,0.870222595548089,0.8693316140124651
39,0.2,Bo,Lattice,2,484,COLAB,0.876601195559351,0.8788012340237991,0.8776837996096292
40,0.2,Bo,Lattice,2,484,COLAB,0.8628338614757809,0.8810012310217481,0.8723633232888506
41,0.2,Bo,Lattice,2,484,COLAB,0.8821725799386771,0.8846495119787046,0.883403129821468
42,0.2,Bo,Lattice,2,484,COLAB,0.8750542299349241,0.8747346072186837,0.8748927038626609
43,0.2,Bo,Lattice,2,484,COLAB,0.8673607967406066,0.8650149508756941,0.8661538461538462
44,0.2,Bo,Lattice,2,484,COLAB,0.8774139378673383,0.8648533786655334,0.8711721224920803
45,0.2,Bo,Lattice,2,484,COLAB,0.8741961414790997,0.8749482401656314,0.874566591882521
46,0.2,Bo,Lattice,2,484,COLAB,0.8782051282051282,0.8637640449438202,0.8710648148148148
47,0.2,Bo,Lattice,2,484,COLAB,0.8768854463921728,0.8698250106700811,0.8734361968306923
48,0.2,Bo,Lattice,2,484,COLAB,0.8712023962344887,0.8706187797490264,0.8709122203098106
49,0.2,Bo,Lattice,2,484,COLAB,0.8761290322580645,0.8583916083916083,0.8673314545848688
50,0.2,Bo,Lattice,2,484,COLAB,0.8619802828975568,0.8727059742288169,0.8675929709848794
1,0.2,Bo,Lattice,2,484,NOLAB,0.8730075777371309,0.8638239339752407,0.868533905119271
2,0.2,Bo,Lattice,2,484,NOLAB,0.8775245986535474,0.8669491525423729,0.8724669008376115
3,0.2,Bo,Lattice,2,484,NOLAB,0.8780997128687027,0.8756491633006347,0.8769357270111005
4,0.2,Bo,Lattice,2,484,NOLAB,0.8738127544097694,0.8752866972477065,0.8745294855708908
5,0.2,Bo,Lattice,2,484,NOLAB,0.8793192367199587,0.8787450537026569,0.8790453074433657
6,0.2,Bo,Lattice,2,484,NOLAB,0.8751040799333889,0.8728988498967856,0.8740348870460395
7,0.2,Bo,Lattice,2,484,NOLAB,0.8773166275123988,0.8681287382512105,0.872922909289022
8,0.2,Bo,Lattice,2,484,NOLAB,0.8713245211761532,0.8752070679182772,0.8732432801200709
9,0.2,Bo,Lattice,2,484,NOLAB,0.868888281890194,0.882369455362156,0.8755364806866953
10,0.2,Bo,Lattice,2,484,NOLAB,0.8747019867549669,0.8648194794290512,0.869896570495373
11,0.2,Bo,Lattice,2,484,NOLAB,0.8778501628664495,0.8707403055229143,0.8744356659142212
12,0.2,Bo,Lattice,2,484,NOLAB,0.8761772853185595,0.8752171395483498,0.8757078142695357
13,0.2,Bo,Lattice,2,484,NOLAB,0.8715824357912179,0.8677541508884358,0.8697193081939325
14,0.2,Bo,Lattice,2,484,NOLAB,0.8760031063939943,0.8812185578535494,0.8785109528289209
15,0.2,Bo,Lattice,2,484,NOLAB,0.8735146554000528,0.8772714565278166,0.8753394894079305
16,0.2,Bo,Lattice,2,484,NOLAB,0.8739859383450513,0.864952718676123,0.869669584863033
17,0.2,Bo,Lattice,2,484,NOLAB,0.8825143427288601,0.8722925457102673,0.8777102062400846
18,0.2,Bo,Lattice,2,484,NOLAB,0.8692828910220215,0.8741379310344828,0.871688977499288
19,0.2,Bo,Lattice,2,484,NOLAB,0.8856564634454844,0.8712900382015869,0.8790103317020119
20,0.2,Bo,Lattice,2,484,NOLAB,0.8822264049475665,0.8720478325859492,0.8774065685164213
21,0.2,Bo,Lattice,2,484,NOLAB,0.8704976629089909,0.8692307692307693,0.8698754722261088
22,0.2,Bo,Lattice,2,484,NOLAB,0.8703804347826087,0.8706453455168475,0.8705096073517127
23,0.2,Bo,Lattice,2,484,NOLAB,0.8775667351129364,0.8742262239729882,0.8759731543624161
24,0.2,Bo,Lattice,2,484,NOLAB,0.8771491957848031,0.8682442302074204,0.8728126333760137
25,0.2,Bo,Lattice,2,484,NOLAB,0.8636856368563686,0.8729430806582141,0.8683249966202514
26,0.2,Bo,Lattice,2,484,NOLAB,0.8701695857659161,0.8804378332865562,0.8752793296089385
27,0.2,Bo,Lattice,2,484,NOLAB,0.8767302167667799,0.8764367816091954,0.8765905048570256
28,0.2,Bo,Lattice,2,484,NOLAB,0.8724559023066486,0.8714039125431531,0.8719452590420332
29,0.2,Bo,Lattice,2,484,NOLAB,0.8681843732433951,0.8697030844623811,0.8689341112850434
30,0.2,Bo,Lattice,2,484,NOLAB,0.8716339869281046,0.8702497285559174,0.8709548541749901
31,0.2,Bo,Lattice,2,484,NOLAB,0.8680343775991128,0.8723404255319149,0.8701626472237801
32,0.2,Bo,Lattice,2,484,NOLAB,0.8755810773858353,0.8732725668920905,0.8744686880136016
33,0.2,Bo,Lattice,2,484,NOLAB,0.8768526003772568,0.8726059199071388,0.8748078803968143
34,0.2,Bo,Lattice,2,484,NOLAB,0.8713245211761532,0.8752070679182772,0.8732432801200709
35,0.2,Bo,Lattice,2,484,NOLAB,0.8779633620689655,0.8683825680023398,0.873369793857804
36,0.2,Bo,Lattice,2,484,NOLAB,0.8741960380756367,0.8713173985547527,0.8728122912491649
37,0.2,Bo,Lattice,2,484,NOLAB,0.8667022127432684,0.8695293146160198,0.8680931744312026
38,0.2,Bo,Lattice,2,484,NOLAB,0.8788215675375208,0.8715432649420161,0.8753052722310013
39,0.2,Bo,Lattice,2,484,NOLAB,0.8680423567743687,0.8737220226581929,0.8708572993700356
40,0.2,Bo,Lattice,2,484,NOLAB,0.8752034725990233,0.8694148169501297,0.8723969252271139
41,0.2,Bo,Lattice,2,484,NOLAB,0.8761201897733263,0.8722986247544204,0.8742694032893843
42,0.2,Bo,Lattice,2,484,NOLAB,0.8656509695290859,0.875319511502414,0.8704249053428692
43,0.2,Bo,Lattice,2,484,NOLAB,0.8632624113475178,0.8772663877266388,0.870323488045007
44,0.2,Bo,Lattice,2,484,NOLAB,0.8703557312252964,0.8808939765603707,0.8755359056806002
45,0.2,Bo,Lattice,2,484,NOLAB,0.874227358237033,0.8709497206703911,0.8726201890152034
46,0.2,Bo,Lattice,2,484,NOLAB,0.8767605633802817,0.8690898345153664,0.8730921424533635
47,0.2,Bo,Lattice,2,484,NOLAB,0.8754676643506146,0.8820861678004535,0.8786795048143053
48,0.2,Bo,Lattice,2,484,NOLAB,0.8716253443526171,0.8733255678509028,0.8724518686296716
49,0.2,Bo,Lattice,2,484,NOLAB,0.8728567660247956,0.8699861687413555,0.8714555765595463
50,0.2,Bo,Lattice,2,484,NOLAB,0.8729597388465724,0.8752127056154282,0.8740627603443488
1,0.2,Bo,Lattice,7,484,COLAB,0.8689976689976691,0.8154114061819765,0.8412877082395318
2,0.2,Bo,Lattice,7,484,COLAB,0.8813559322033898,0.821954484605087,0.8512658227848101
3,0.2,Bo,Lattice,7,484,COLAB,0.8825396825396825,0.8225430833721472,0.8529411764705882
4,0.2,Bo,Lattice,7,484,COLAB,0.8734234234234234,0.8312526904864399,0.8518600044023773
5,0.2,Bo,Lattice,7,484,COLAB,0.8665696263949539,0.835047305635541,0.8495102404274265
6,0.2,Bo,Lattice,7,484,COLAB,0.8869987849331713,0.8206867316659602,0.8545981772990887
7,0.2,Bo,Lattice,7,484,COLAB,0.8880833710919801,0.833489242282507,0.8612197928653624
8,0.2,Bo,Lattice,7,484,COLAB,0.8725722406442444,0.8224215246636771,0.8468094909007141
9,0.2,Bo,Lattice,7,484,COLAB,0.8689471346068414,0.8185467683661181,0.8424715309995783
10,0.2,Bo,Lattice,7,484,COLAB,0.8766682006442705,0.8367899008115419,0.8565247096333409
11,0.2,Bo,Lattice,7,484,COLAB,0.8761595547309833,0.8203088441740758,0.8483577917540182
12,0.2,Bo,Lattice,7,484,COLAB,0.8678010471204188,0.8371134020618557,0.8520245919016324
13,0.2,Bo,Lattice,7,484,COLAB,0.8657342657342657,0.7993094518774277,0.8312415956969968
14,0.2,Bo,Lattice,7,484,COLAB,0.8711433756805808,0.8147174770039421,0.8424336973478939
15,0.2,Bo,Lattice,7,484,COLAB,0.8870967741935484,0.8205128205128205,0.8552272727272727
16,0.2,Bo,Lattice,7,484,COLAB,0.8742831936479929,0.8158225198827962,0.844286941580756
17,0.2,Bo,Lattice,7,484,COLAB,0.8802530501581564,0.8137687555163283,0.8466175485599464
18,0.2,Bo,Lattice,7,484,COLAB,0.8719892952720785,0.8467184801381693,0.8591487494515138
19,0.2,Bo,Lattice,7,484,COLAB,0.8717149220489978,0.8351555929352397,0.8529093662124162
20,0.2,Bo,Lattice,7,484,COLAB,0.8794906775807185,0.8046594982078853,0.8417964342134958
21,0.2,Bo,Lattice,7,484,COLAB,0.8848669864805931,0.8273286467486819,0.8562048588312541
22,0.2,Bo,Lattice,7,484,COLAB,0.872173058013766,0.8251533742331288,0.8473123262279889
23,0.2,Bo,Lattice,7,484,COLAB,0.8738738738738738,0.8129945855893378,0.842241938974248
24,0.2,Bo,Lattice,7,484,COLAB,0.8593530239099859,0.8356278681685441,0.8467991169977925
25,0.2,Bo,Lattice,7,484,COLAB,0.8736162361623616,0.8279883381924198,0.8496388706500329
26,0.2,Bo,Lattice,7,484,COLAB,0.8654942965779467,0.8041193778898696,0.8329243809948695
27,0.2,Bo,Lattice,7,484,COLAB,0.8813781072830353,0.8371293510958315,0.8590909090909091
